"","num_reps","num_taxa","num_trees","tree_age","recombination_value","recombination_type","speciation_rate","tree_depth_subspersite","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","partition_file","output_alignment_file"
"1",1,10,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0010_001_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_001_5_0_Ancient_0.1_partitions.nex","exp3_00200_0010_001_5_0_Ancient_0.1_output_alignment"
"2",2,10,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0010_002_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_002_5_0_Ancient_0.1_partitions.nex","exp3_00200_0010_002_5_0_Ancient_0.1_output_alignment"
"3",3,10,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0010_003_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_003_5_0_Ancient_0.1_partitions.nex","exp3_00200_0010_003_5_0_Ancient_0.1_output_alignment"
"4",4,10,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0010_004_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_004_5_0_Ancient_0.1_partitions.nex","exp3_00200_0010_004_5_0_Ancient_0.1_output_alignment"
"5",5,10,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0010_005_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_005_5_0_Ancient_0.1_partitions.nex","exp3_00200_0010_005_5_0_Ancient_0.1_output_alignment"
"6",6,10,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0010_006_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_006_5_0_Ancient_0.1_partitions.nex","exp3_00200_0010_006_5_0_Ancient_0.1_output_alignment"
"7",7,10,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0010_007_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_007_5_0_Ancient_0.1_partitions.nex","exp3_00200_0010_007_5_0_Ancient_0.1_output_alignment"
"8",8,10,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0010_008_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_008_5_0_Ancient_0.1_partitions.nex","exp3_00200_0010_008_5_0_Ancient_0.1_output_alignment"
"9",9,10,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0010_009_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_009_5_0_Ancient_0.1_partitions.nex","exp3_00200_0010_009_5_0_Ancient_0.1_output_alignment"
"10",10,10,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0010_010_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_010_5_0_Ancient_0.1_partitions.nex","exp3_00200_0010_010_5_0_Ancient_0.1_output_alignment"
"11",1,20,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0020_001_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_001_5_0_Ancient_0.1_partitions.nex","exp3_00200_0020_001_5_0_Ancient_0.1_output_alignment"
"12",2,20,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0020_002_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_002_5_0_Ancient_0.1_partitions.nex","exp3_00200_0020_002_5_0_Ancient_0.1_output_alignment"
"13",3,20,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0020_003_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_003_5_0_Ancient_0.1_partitions.nex","exp3_00200_0020_003_5_0_Ancient_0.1_output_alignment"
"14",4,20,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0020_004_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_004_5_0_Ancient_0.1_partitions.nex","exp3_00200_0020_004_5_0_Ancient_0.1_output_alignment"
"15",5,20,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0020_005_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_005_5_0_Ancient_0.1_partitions.nex","exp3_00200_0020_005_5_0_Ancient_0.1_output_alignment"
"16",6,20,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0020_006_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_006_5_0_Ancient_0.1_partitions.nex","exp3_00200_0020_006_5_0_Ancient_0.1_output_alignment"
"17",7,20,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0020_007_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_007_5_0_Ancient_0.1_partitions.nex","exp3_00200_0020_007_5_0_Ancient_0.1_output_alignment"
"18",8,20,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0020_008_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_008_5_0_Ancient_0.1_partitions.nex","exp3_00200_0020_008_5_0_Ancient_0.1_output_alignment"
"19",9,20,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0020_009_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_009_5_0_Ancient_0.1_partitions.nex","exp3_00200_0020_009_5_0_Ancient_0.1_output_alignment"
"20",10,20,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0020_010_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_010_5_0_Ancient_0.1_partitions.nex","exp3_00200_0020_010_5_0_Ancient_0.1_output_alignment"
"21",1,50,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0050_001_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_001_5_0_Ancient_0.1_partitions.nex","exp3_00200_0050_001_5_0_Ancient_0.1_output_alignment"
"22",2,50,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0050_002_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_002_5_0_Ancient_0.1_partitions.nex","exp3_00200_0050_002_5_0_Ancient_0.1_output_alignment"
"23",3,50,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0050_003_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_003_5_0_Ancient_0.1_partitions.nex","exp3_00200_0050_003_5_0_Ancient_0.1_output_alignment"
"24",4,50,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0050_004_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_004_5_0_Ancient_0.1_partitions.nex","exp3_00200_0050_004_5_0_Ancient_0.1_output_alignment"
"25",5,50,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0050_005_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_005_5_0_Ancient_0.1_partitions.nex","exp3_00200_0050_005_5_0_Ancient_0.1_output_alignment"
"26",6,50,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0050_006_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_006_5_0_Ancient_0.1_partitions.nex","exp3_00200_0050_006_5_0_Ancient_0.1_output_alignment"
"27",7,50,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0050_007_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_007_5_0_Ancient_0.1_partitions.nex","exp3_00200_0050_007_5_0_Ancient_0.1_output_alignment"
"28",8,50,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0050_008_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_008_5_0_Ancient_0.1_partitions.nex","exp3_00200_0050_008_5_0_Ancient_0.1_output_alignment"
"29",9,50,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0050_009_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_009_5_0_Ancient_0.1_partitions.nex","exp3_00200_0050_009_5_0_Ancient_0.1_output_alignment"
"30",10,50,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0050_010_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_010_5_0_Ancient_0.1_partitions.nex","exp3_00200_0050_010_5_0_Ancient_0.1_output_alignment"
"31",1,100,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0100_001_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_001_5_0_Ancient_0.1_partitions.nex","exp3_00200_0100_001_5_0_Ancient_0.1_output_alignment"
"32",2,100,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0100_002_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_002_5_0_Ancient_0.1_partitions.nex","exp3_00200_0100_002_5_0_Ancient_0.1_output_alignment"
"33",3,100,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0100_003_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_003_5_0_Ancient_0.1_partitions.nex","exp3_00200_0100_003_5_0_Ancient_0.1_output_alignment"
"34",4,100,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0100_004_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_004_5_0_Ancient_0.1_partitions.nex","exp3_00200_0100_004_5_0_Ancient_0.1_output_alignment"
"35",5,100,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0100_005_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_005_5_0_Ancient_0.1_partitions.nex","exp3_00200_0100_005_5_0_Ancient_0.1_output_alignment"
"36",6,100,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0100_006_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_006_5_0_Ancient_0.1_partitions.nex","exp3_00200_0100_006_5_0_Ancient_0.1_output_alignment"
"37",7,100,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0100_007_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_007_5_0_Ancient_0.1_partitions.nex","exp3_00200_0100_007_5_0_Ancient_0.1_output_alignment"
"38",8,100,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0100_008_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_008_5_0_Ancient_0.1_partitions.nex","exp3_00200_0100_008_5_0_Ancient_0.1_output_alignment"
"39",9,100,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0100_009_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_009_5_0_Ancient_0.1_partitions.nex","exp3_00200_0100_009_5_0_Ancient_0.1_output_alignment"
"40",10,100,200,5,0,"Ancient",0.1,0.005,"exp3_00200_0100_010_5_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_010_5_0_Ancient_0.1_partitions.nex","exp3_00200_0100_010_5_0_Ancient_0.1_output_alignment"
"41",1,10,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0010_001_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_001_50_0_Ancient_0.1_partitions.nex","exp3_00200_0010_001_50_0_Ancient_0.1_output_alignment"
"42",2,10,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0010_002_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_002_50_0_Ancient_0.1_partitions.nex","exp3_00200_0010_002_50_0_Ancient_0.1_output_alignment"
"43",3,10,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0010_003_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_003_50_0_Ancient_0.1_partitions.nex","exp3_00200_0010_003_50_0_Ancient_0.1_output_alignment"
"44",4,10,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0010_004_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_004_50_0_Ancient_0.1_partitions.nex","exp3_00200_0010_004_50_0_Ancient_0.1_output_alignment"
"45",5,10,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0010_005_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_005_50_0_Ancient_0.1_partitions.nex","exp3_00200_0010_005_50_0_Ancient_0.1_output_alignment"
"46",6,10,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0010_006_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_006_50_0_Ancient_0.1_partitions.nex","exp3_00200_0010_006_50_0_Ancient_0.1_output_alignment"
"47",7,10,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0010_007_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_007_50_0_Ancient_0.1_partitions.nex","exp3_00200_0010_007_50_0_Ancient_0.1_output_alignment"
"48",8,10,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0010_008_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_008_50_0_Ancient_0.1_partitions.nex","exp3_00200_0010_008_50_0_Ancient_0.1_output_alignment"
"49",9,10,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0010_009_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_009_50_0_Ancient_0.1_partitions.nex","exp3_00200_0010_009_50_0_Ancient_0.1_output_alignment"
"50",10,10,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0010_010_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_010_50_0_Ancient_0.1_partitions.nex","exp3_00200_0010_010_50_0_Ancient_0.1_output_alignment"
"51",1,20,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0020_001_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_001_50_0_Ancient_0.1_partitions.nex","exp3_00200_0020_001_50_0_Ancient_0.1_output_alignment"
"52",2,20,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0020_002_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_002_50_0_Ancient_0.1_partitions.nex","exp3_00200_0020_002_50_0_Ancient_0.1_output_alignment"
"53",3,20,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0020_003_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_003_50_0_Ancient_0.1_partitions.nex","exp3_00200_0020_003_50_0_Ancient_0.1_output_alignment"
"54",4,20,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0020_004_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_004_50_0_Ancient_0.1_partitions.nex","exp3_00200_0020_004_50_0_Ancient_0.1_output_alignment"
"55",5,20,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0020_005_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_005_50_0_Ancient_0.1_partitions.nex","exp3_00200_0020_005_50_0_Ancient_0.1_output_alignment"
"56",6,20,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0020_006_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_006_50_0_Ancient_0.1_partitions.nex","exp3_00200_0020_006_50_0_Ancient_0.1_output_alignment"
"57",7,20,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0020_007_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_007_50_0_Ancient_0.1_partitions.nex","exp3_00200_0020_007_50_0_Ancient_0.1_output_alignment"
"58",8,20,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0020_008_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_008_50_0_Ancient_0.1_partitions.nex","exp3_00200_0020_008_50_0_Ancient_0.1_output_alignment"
"59",9,20,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0020_009_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_009_50_0_Ancient_0.1_partitions.nex","exp3_00200_0020_009_50_0_Ancient_0.1_output_alignment"
"60",10,20,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0020_010_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_010_50_0_Ancient_0.1_partitions.nex","exp3_00200_0020_010_50_0_Ancient_0.1_output_alignment"
"61",1,50,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0050_001_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_001_50_0_Ancient_0.1_partitions.nex","exp3_00200_0050_001_50_0_Ancient_0.1_output_alignment"
"62",2,50,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0050_002_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_002_50_0_Ancient_0.1_partitions.nex","exp3_00200_0050_002_50_0_Ancient_0.1_output_alignment"
"63",3,50,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0050_003_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_003_50_0_Ancient_0.1_partitions.nex","exp3_00200_0050_003_50_0_Ancient_0.1_output_alignment"
"64",4,50,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0050_004_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_004_50_0_Ancient_0.1_partitions.nex","exp3_00200_0050_004_50_0_Ancient_0.1_output_alignment"
"65",5,50,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0050_005_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_005_50_0_Ancient_0.1_partitions.nex","exp3_00200_0050_005_50_0_Ancient_0.1_output_alignment"
"66",6,50,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0050_006_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_006_50_0_Ancient_0.1_partitions.nex","exp3_00200_0050_006_50_0_Ancient_0.1_output_alignment"
"67",7,50,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0050_007_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_007_50_0_Ancient_0.1_partitions.nex","exp3_00200_0050_007_50_0_Ancient_0.1_output_alignment"
"68",8,50,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0050_008_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_008_50_0_Ancient_0.1_partitions.nex","exp3_00200_0050_008_50_0_Ancient_0.1_output_alignment"
"69",9,50,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0050_009_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_009_50_0_Ancient_0.1_partitions.nex","exp3_00200_0050_009_50_0_Ancient_0.1_output_alignment"
"70",10,50,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0050_010_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_010_50_0_Ancient_0.1_partitions.nex","exp3_00200_0050_010_50_0_Ancient_0.1_output_alignment"
"71",1,100,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0100_001_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_001_50_0_Ancient_0.1_partitions.nex","exp3_00200_0100_001_50_0_Ancient_0.1_output_alignment"
"72",2,100,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0100_002_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_002_50_0_Ancient_0.1_partitions.nex","exp3_00200_0100_002_50_0_Ancient_0.1_output_alignment"
"73",3,100,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0100_003_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_003_50_0_Ancient_0.1_partitions.nex","exp3_00200_0100_003_50_0_Ancient_0.1_output_alignment"
"74",4,100,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0100_004_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_004_50_0_Ancient_0.1_partitions.nex","exp3_00200_0100_004_50_0_Ancient_0.1_output_alignment"
"75",5,100,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0100_005_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_005_50_0_Ancient_0.1_partitions.nex","exp3_00200_0100_005_50_0_Ancient_0.1_output_alignment"
"76",6,100,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0100_006_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_006_50_0_Ancient_0.1_partitions.nex","exp3_00200_0100_006_50_0_Ancient_0.1_output_alignment"
"77",7,100,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0100_007_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_007_50_0_Ancient_0.1_partitions.nex","exp3_00200_0100_007_50_0_Ancient_0.1_output_alignment"
"78",8,100,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0100_008_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_008_50_0_Ancient_0.1_partitions.nex","exp3_00200_0100_008_50_0_Ancient_0.1_output_alignment"
"79",9,100,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0100_009_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_009_50_0_Ancient_0.1_partitions.nex","exp3_00200_0100_009_50_0_Ancient_0.1_output_alignment"
"80",10,100,200,50,0,"Ancient",0.1,0.05,"exp3_00200_0100_010_50_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_010_50_0_Ancient_0.1_partitions.nex","exp3_00200_0100_010_50_0_Ancient_0.1_output_alignment"
"81",1,10,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0010_001_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_001_500_0_Ancient_0.1_partitions.nex","exp3_00200_0010_001_500_0_Ancient_0.1_output_alignment"
"82",2,10,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0010_002_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_002_500_0_Ancient_0.1_partitions.nex","exp3_00200_0010_002_500_0_Ancient_0.1_output_alignment"
"83",3,10,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0010_003_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_003_500_0_Ancient_0.1_partitions.nex","exp3_00200_0010_003_500_0_Ancient_0.1_output_alignment"
"84",4,10,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0010_004_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_004_500_0_Ancient_0.1_partitions.nex","exp3_00200_0010_004_500_0_Ancient_0.1_output_alignment"
"85",5,10,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0010_005_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_005_500_0_Ancient_0.1_partitions.nex","exp3_00200_0010_005_500_0_Ancient_0.1_output_alignment"
"86",6,10,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0010_006_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_006_500_0_Ancient_0.1_partitions.nex","exp3_00200_0010_006_500_0_Ancient_0.1_output_alignment"
"87",7,10,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0010_007_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_007_500_0_Ancient_0.1_partitions.nex","exp3_00200_0010_007_500_0_Ancient_0.1_output_alignment"
"88",8,10,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0010_008_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_008_500_0_Ancient_0.1_partitions.nex","exp3_00200_0010_008_500_0_Ancient_0.1_output_alignment"
"89",9,10,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0010_009_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_009_500_0_Ancient_0.1_partitions.nex","exp3_00200_0010_009_500_0_Ancient_0.1_output_alignment"
"90",10,10,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0010_010_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_010_500_0_Ancient_0.1_partitions.nex","exp3_00200_0010_010_500_0_Ancient_0.1_output_alignment"
"91",1,20,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0020_001_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_001_500_0_Ancient_0.1_partitions.nex","exp3_00200_0020_001_500_0_Ancient_0.1_output_alignment"
"92",2,20,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0020_002_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_002_500_0_Ancient_0.1_partitions.nex","exp3_00200_0020_002_500_0_Ancient_0.1_output_alignment"
"93",3,20,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0020_003_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_003_500_0_Ancient_0.1_partitions.nex","exp3_00200_0020_003_500_0_Ancient_0.1_output_alignment"
"94",4,20,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0020_004_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_004_500_0_Ancient_0.1_partitions.nex","exp3_00200_0020_004_500_0_Ancient_0.1_output_alignment"
"95",5,20,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0020_005_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_005_500_0_Ancient_0.1_partitions.nex","exp3_00200_0020_005_500_0_Ancient_0.1_output_alignment"
"96",6,20,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0020_006_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_006_500_0_Ancient_0.1_partitions.nex","exp3_00200_0020_006_500_0_Ancient_0.1_output_alignment"
"97",7,20,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0020_007_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_007_500_0_Ancient_0.1_partitions.nex","exp3_00200_0020_007_500_0_Ancient_0.1_output_alignment"
"98",8,20,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0020_008_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_008_500_0_Ancient_0.1_partitions.nex","exp3_00200_0020_008_500_0_Ancient_0.1_output_alignment"
"99",9,20,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0020_009_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_009_500_0_Ancient_0.1_partitions.nex","exp3_00200_0020_009_500_0_Ancient_0.1_output_alignment"
"100",10,20,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0020_010_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_010_500_0_Ancient_0.1_partitions.nex","exp3_00200_0020_010_500_0_Ancient_0.1_output_alignment"
"101",1,50,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0050_001_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_001_500_0_Ancient_0.1_partitions.nex","exp3_00200_0050_001_500_0_Ancient_0.1_output_alignment"
"102",2,50,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0050_002_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_002_500_0_Ancient_0.1_partitions.nex","exp3_00200_0050_002_500_0_Ancient_0.1_output_alignment"
"103",3,50,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0050_003_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_003_500_0_Ancient_0.1_partitions.nex","exp3_00200_0050_003_500_0_Ancient_0.1_output_alignment"
"104",4,50,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0050_004_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_004_500_0_Ancient_0.1_partitions.nex","exp3_00200_0050_004_500_0_Ancient_0.1_output_alignment"
"105",5,50,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0050_005_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_005_500_0_Ancient_0.1_partitions.nex","exp3_00200_0050_005_500_0_Ancient_0.1_output_alignment"
"106",6,50,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0050_006_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_006_500_0_Ancient_0.1_partitions.nex","exp3_00200_0050_006_500_0_Ancient_0.1_output_alignment"
