"","num_reps","num_taxa","num_trees","tree_age","recombination_value","recombination_type","speciation_rate","tree_depth_subspersite","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","partition_file","output_alignment_file"
"3018",8,10,200,50,0,"Ancient",1,0.05,"exp3_00200_0010_008_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_008_50_0_Ancient_1_partitions.nex","exp3_00200_0010_008_50_0_Ancient_1_output_alignment"
"3019",9,10,200,50,0,"Ancient",1,0.05,"exp3_00200_0010_009_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_009_50_0_Ancient_1_partitions.nex","exp3_00200_0010_009_50_0_Ancient_1_output_alignment"
"3020",10,10,200,50,0,"Ancient",1,0.05,"exp3_00200_0010_010_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_010_50_0_Ancient_1_partitions.nex","exp3_00200_0010_010_50_0_Ancient_1_output_alignment"
"3021",1,20,200,50,0,"Ancient",1,0.05,"exp3_00200_0020_001_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_001_50_0_Ancient_1_partitions.nex","exp3_00200_0020_001_50_0_Ancient_1_output_alignment"
"3022",2,20,200,50,0,"Ancient",1,0.05,"exp3_00200_0020_002_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_002_50_0_Ancient_1_partitions.nex","exp3_00200_0020_002_50_0_Ancient_1_output_alignment"
"3023",3,20,200,50,0,"Ancient",1,0.05,"exp3_00200_0020_003_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_003_50_0_Ancient_1_partitions.nex","exp3_00200_0020_003_50_0_Ancient_1_output_alignment"
"3024",4,20,200,50,0,"Ancient",1,0.05,"exp3_00200_0020_004_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_004_50_0_Ancient_1_partitions.nex","exp3_00200_0020_004_50_0_Ancient_1_output_alignment"
"3025",5,20,200,50,0,"Ancient",1,0.05,"exp3_00200_0020_005_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_005_50_0_Ancient_1_partitions.nex","exp3_00200_0020_005_50_0_Ancient_1_output_alignment"
"3026",6,20,200,50,0,"Ancient",1,0.05,"exp3_00200_0020_006_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_006_50_0_Ancient_1_partitions.nex","exp3_00200_0020_006_50_0_Ancient_1_output_alignment"
"3027",7,20,200,50,0,"Ancient",1,0.05,"exp3_00200_0020_007_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_007_50_0_Ancient_1_partitions.nex","exp3_00200_0020_007_50_0_Ancient_1_output_alignment"
"3028",8,20,200,50,0,"Ancient",1,0.05,"exp3_00200_0020_008_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_008_50_0_Ancient_1_partitions.nex","exp3_00200_0020_008_50_0_Ancient_1_output_alignment"
"3029",9,20,200,50,0,"Ancient",1,0.05,"exp3_00200_0020_009_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_009_50_0_Ancient_1_partitions.nex","exp3_00200_0020_009_50_0_Ancient_1_output_alignment"
"3030",10,20,200,50,0,"Ancient",1,0.05,"exp3_00200_0020_010_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_010_50_0_Ancient_1_partitions.nex","exp3_00200_0020_010_50_0_Ancient_1_output_alignment"
"3031",1,50,200,50,0,"Ancient",1,0.05,"exp3_00200_0050_001_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_001_50_0_Ancient_1_partitions.nex","exp3_00200_0050_001_50_0_Ancient_1_output_alignment"
"3032",2,50,200,50,0,"Ancient",1,0.05,"exp3_00200_0050_002_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_002_50_0_Ancient_1_partitions.nex","exp3_00200_0050_002_50_0_Ancient_1_output_alignment"
"3033",3,50,200,50,0,"Ancient",1,0.05,"exp3_00200_0050_003_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_003_50_0_Ancient_1_partitions.nex","exp3_00200_0050_003_50_0_Ancient_1_output_alignment"
"3034",4,50,200,50,0,"Ancient",1,0.05,"exp3_00200_0050_004_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_004_50_0_Ancient_1_partitions.nex","exp3_00200_0050_004_50_0_Ancient_1_output_alignment"
"3035",5,50,200,50,0,"Ancient",1,0.05,"exp3_00200_0050_005_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_005_50_0_Ancient_1_partitions.nex","exp3_00200_0050_005_50_0_Ancient_1_output_alignment"
"3036",6,50,200,50,0,"Ancient",1,0.05,"exp3_00200_0050_006_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_006_50_0_Ancient_1_partitions.nex","exp3_00200_0050_006_50_0_Ancient_1_output_alignment"
"3037",7,50,200,50,0,"Ancient",1,0.05,"exp3_00200_0050_007_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_007_50_0_Ancient_1_partitions.nex","exp3_00200_0050_007_50_0_Ancient_1_output_alignment"
"3038",8,50,200,50,0,"Ancient",1,0.05,"exp3_00200_0050_008_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_008_50_0_Ancient_1_partitions.nex","exp3_00200_0050_008_50_0_Ancient_1_output_alignment"
"3039",9,50,200,50,0,"Ancient",1,0.05,"exp3_00200_0050_009_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_009_50_0_Ancient_1_partitions.nex","exp3_00200_0050_009_50_0_Ancient_1_output_alignment"
"3040",10,50,200,50,0,"Ancient",1,0.05,"exp3_00200_0050_010_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_010_50_0_Ancient_1_partitions.nex","exp3_00200_0050_010_50_0_Ancient_1_output_alignment"
"3041",1,100,200,50,0,"Ancient",1,0.05,"exp3_00200_0100_001_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_001_50_0_Ancient_1_partitions.nex","exp3_00200_0100_001_50_0_Ancient_1_output_alignment"
"3042",2,100,200,50,0,"Ancient",1,0.05,"exp3_00200_0100_002_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_002_50_0_Ancient_1_partitions.nex","exp3_00200_0100_002_50_0_Ancient_1_output_alignment"
"3043",3,100,200,50,0,"Ancient",1,0.05,"exp3_00200_0100_003_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_003_50_0_Ancient_1_partitions.nex","exp3_00200_0100_003_50_0_Ancient_1_output_alignment"
"3044",4,100,200,50,0,"Ancient",1,0.05,"exp3_00200_0100_004_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_004_50_0_Ancient_1_partitions.nex","exp3_00200_0100_004_50_0_Ancient_1_output_alignment"
"3045",5,100,200,50,0,"Ancient",1,0.05,"exp3_00200_0100_005_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_005_50_0_Ancient_1_partitions.nex","exp3_00200_0100_005_50_0_Ancient_1_output_alignment"
"3046",6,100,200,50,0,"Ancient",1,0.05,"exp3_00200_0100_006_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_006_50_0_Ancient_1_partitions.nex","exp3_00200_0100_006_50_0_Ancient_1_output_alignment"
"3047",7,100,200,50,0,"Ancient",1,0.05,"exp3_00200_0100_007_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_007_50_0_Ancient_1_partitions.nex","exp3_00200_0100_007_50_0_Ancient_1_output_alignment"
"3048",8,100,200,50,0,"Ancient",1,0.05,"exp3_00200_0100_008_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_008_50_0_Ancient_1_partitions.nex","exp3_00200_0100_008_50_0_Ancient_1_output_alignment"
"3049",9,100,200,50,0,"Ancient",1,0.05,"exp3_00200_0100_009_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_009_50_0_Ancient_1_partitions.nex","exp3_00200_0100_009_50_0_Ancient_1_output_alignment"
"3050",10,100,200,50,0,"Ancient",1,0.05,"exp3_00200_0100_010_50_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_010_50_0_Ancient_1_partitions.nex","exp3_00200_0100_010_50_0_Ancient_1_output_alignment"
"3051",1,10,200,500,0,"Ancient",1,0.5,"exp3_00200_0010_001_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_001_500_0_Ancient_1_partitions.nex","exp3_00200_0010_001_500_0_Ancient_1_output_alignment"
"3052",2,10,200,500,0,"Ancient",1,0.5,"exp3_00200_0010_002_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_002_500_0_Ancient_1_partitions.nex","exp3_00200_0010_002_500_0_Ancient_1_output_alignment"
"3053",3,10,200,500,0,"Ancient",1,0.5,"exp3_00200_0010_003_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_003_500_0_Ancient_1_partitions.nex","exp3_00200_0010_003_500_0_Ancient_1_output_alignment"
"3054",4,10,200,500,0,"Ancient",1,0.5,"exp3_00200_0010_004_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_004_500_0_Ancient_1_partitions.nex","exp3_00200_0010_004_500_0_Ancient_1_output_alignment"
"3055",5,10,200,500,0,"Ancient",1,0.5,"exp3_00200_0010_005_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_005_500_0_Ancient_1_partitions.nex","exp3_00200_0010_005_500_0_Ancient_1_output_alignment"
"3056",6,10,200,500,0,"Ancient",1,0.5,"exp3_00200_0010_006_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_006_500_0_Ancient_1_partitions.nex","exp3_00200_0010_006_500_0_Ancient_1_output_alignment"
"3057",7,10,200,500,0,"Ancient",1,0.5,"exp3_00200_0010_007_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_007_500_0_Ancient_1_partitions.nex","exp3_00200_0010_007_500_0_Ancient_1_output_alignment"
"3058",8,10,200,500,0,"Ancient",1,0.5,"exp3_00200_0010_008_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_008_500_0_Ancient_1_partitions.nex","exp3_00200_0010_008_500_0_Ancient_1_output_alignment"
"3059",9,10,200,500,0,"Ancient",1,0.5,"exp3_00200_0010_009_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_009_500_0_Ancient_1_partitions.nex","exp3_00200_0010_009_500_0_Ancient_1_output_alignment"
"3060",10,10,200,500,0,"Ancient",1,0.5,"exp3_00200_0010_010_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_010_500_0_Ancient_1_partitions.nex","exp3_00200_0010_010_500_0_Ancient_1_output_alignment"
"3061",1,20,200,500,0,"Ancient",1,0.5,"exp3_00200_0020_001_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_001_500_0_Ancient_1_partitions.nex","exp3_00200_0020_001_500_0_Ancient_1_output_alignment"
"3062",2,20,200,500,0,"Ancient",1,0.5,"exp3_00200_0020_002_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_002_500_0_Ancient_1_partitions.nex","exp3_00200_0020_002_500_0_Ancient_1_output_alignment"
"3063",3,20,200,500,0,"Ancient",1,0.5,"exp3_00200_0020_003_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_003_500_0_Ancient_1_partitions.nex","exp3_00200_0020_003_500_0_Ancient_1_output_alignment"
"3064",4,20,200,500,0,"Ancient",1,0.5,"exp3_00200_0020_004_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_004_500_0_Ancient_1_partitions.nex","exp3_00200_0020_004_500_0_Ancient_1_output_alignment"
"3065",5,20,200,500,0,"Ancient",1,0.5,"exp3_00200_0020_005_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_005_500_0_Ancient_1_partitions.nex","exp3_00200_0020_005_500_0_Ancient_1_output_alignment"
"3066",6,20,200,500,0,"Ancient",1,0.5,"exp3_00200_0020_006_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_006_500_0_Ancient_1_partitions.nex","exp3_00200_0020_006_500_0_Ancient_1_output_alignment"
"3067",7,20,200,500,0,"Ancient",1,0.5,"exp3_00200_0020_007_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_007_500_0_Ancient_1_partitions.nex","exp3_00200_0020_007_500_0_Ancient_1_output_alignment"
"3068",8,20,200,500,0,"Ancient",1,0.5,"exp3_00200_0020_008_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_008_500_0_Ancient_1_partitions.nex","exp3_00200_0020_008_500_0_Ancient_1_output_alignment"
"3069",9,20,200,500,0,"Ancient",1,0.5,"exp3_00200_0020_009_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_009_500_0_Ancient_1_partitions.nex","exp3_00200_0020_009_500_0_Ancient_1_output_alignment"
"3070",10,20,200,500,0,"Ancient",1,0.5,"exp3_00200_0020_010_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_010_500_0_Ancient_1_partitions.nex","exp3_00200_0020_010_500_0_Ancient_1_output_alignment"
"3071",1,50,200,500,0,"Ancient",1,0.5,"exp3_00200_0050_001_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_001_500_0_Ancient_1_partitions.nex","exp3_00200_0050_001_500_0_Ancient_1_output_alignment"
"3072",2,50,200,500,0,"Ancient",1,0.5,"exp3_00200_0050_002_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_002_500_0_Ancient_1_partitions.nex","exp3_00200_0050_002_500_0_Ancient_1_output_alignment"
"3073",3,50,200,500,0,"Ancient",1,0.5,"exp3_00200_0050_003_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_003_500_0_Ancient_1_partitions.nex","exp3_00200_0050_003_500_0_Ancient_1_output_alignment"
"3074",4,50,200,500,0,"Ancient",1,0.5,"exp3_00200_0050_004_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_004_500_0_Ancient_1_partitions.nex","exp3_00200_0050_004_500_0_Ancient_1_output_alignment"
"3075",5,50,200,500,0,"Ancient",1,0.5,"exp3_00200_0050_005_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_005_500_0_Ancient_1_partitions.nex","exp3_00200_0050_005_500_0_Ancient_1_output_alignment"
"3076",6,50,200,500,0,"Ancient",1,0.5,"exp3_00200_0050_006_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_006_500_0_Ancient_1_partitions.nex","exp3_00200_0050_006_500_0_Ancient_1_output_alignment"
"3077",7,50,200,500,0,"Ancient",1,0.5,"exp3_00200_0050_007_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_007_500_0_Ancient_1_partitions.nex","exp3_00200_0050_007_500_0_Ancient_1_output_alignment"
"3078",8,50,200,500,0,"Ancient",1,0.5,"exp3_00200_0050_008_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_008_500_0_Ancient_1_partitions.nex","exp3_00200_0050_008_500_0_Ancient_1_output_alignment"
"3079",9,50,200,500,0,"Ancient",1,0.5,"exp3_00200_0050_009_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_009_500_0_Ancient_1_partitions.nex","exp3_00200_0050_009_500_0_Ancient_1_output_alignment"
"3080",10,50,200,500,0,"Ancient",1,0.5,"exp3_00200_0050_010_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_010_500_0_Ancient_1_partitions.nex","exp3_00200_0050_010_500_0_Ancient_1_output_alignment"
"3081",1,100,200,500,0,"Ancient",1,0.5,"exp3_00200_0100_001_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_001_500_0_Ancient_1_partitions.nex","exp3_00200_0100_001_500_0_Ancient_1_output_alignment"
"3082",2,100,200,500,0,"Ancient",1,0.5,"exp3_00200_0100_002_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_002_500_0_Ancient_1_partitions.nex","exp3_00200_0100_002_500_0_Ancient_1_output_alignment"
"3083",3,100,200,500,0,"Ancient",1,0.5,"exp3_00200_0100_003_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_003_500_0_Ancient_1_partitions.nex","exp3_00200_0100_003_500_0_Ancient_1_output_alignment"
"3084",4,100,200,500,0,"Ancient",1,0.5,"exp3_00200_0100_004_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_004_500_0_Ancient_1_partitions.nex","exp3_00200_0100_004_500_0_Ancient_1_output_alignment"
"3085",5,100,200,500,0,"Ancient",1,0.5,"exp3_00200_0100_005_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_005_500_0_Ancient_1_partitions.nex","exp3_00200_0100_005_500_0_Ancient_1_output_alignment"
"3086",6,100,200,500,0,"Ancient",1,0.5,"exp3_00200_0100_006_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_006_500_0_Ancient_1_partitions.nex","exp3_00200_0100_006_500_0_Ancient_1_output_alignment"
"3087",7,100,200,500,0,"Ancient",1,0.5,"exp3_00200_0100_007_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_007_500_0_Ancient_1_partitions.nex","exp3_00200_0100_007_500_0_Ancient_1_output_alignment"
"3088",8,100,200,500,0,"Ancient",1,0.5,"exp3_00200_0100_008_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_008_500_0_Ancient_1_partitions.nex","exp3_00200_0100_008_500_0_Ancient_1_output_alignment"
"3089",9,100,200,500,0,"Ancient",1,0.5,"exp3_00200_0100_009_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_009_500_0_Ancient_1_partitions.nex","exp3_00200_0100_009_500_0_Ancient_1_output_alignment"
"3090",10,100,200,500,0,"Ancient",1,0.5,"exp3_00200_0100_010_500_0_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_010_500_0_Ancient_1_partitions.nex","exp3_00200_0100_010_500_0_Ancient_1_output_alignment"
"3091",1,10,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0010_001_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_001_5_0.05_Ancient_1_partitions.nex","exp3_00200_0010_001_5_0.05_Ancient_1_output_alignment"
"3092",2,10,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0010_002_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_002_5_0.05_Ancient_1_partitions.nex","exp3_00200_0010_002_5_0.05_Ancient_1_output_alignment"
"3093",3,10,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0010_003_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_003_5_0.05_Ancient_1_partitions.nex","exp3_00200_0010_003_5_0.05_Ancient_1_output_alignment"
"3094",4,10,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0010_004_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_004_5_0.05_Ancient_1_partitions.nex","exp3_00200_0010_004_5_0.05_Ancient_1_output_alignment"
"3095",5,10,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0010_005_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_005_5_0.05_Ancient_1_partitions.nex","exp3_00200_0010_005_5_0.05_Ancient_1_output_alignment"
"3096",6,10,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0010_006_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_006_5_0.05_Ancient_1_partitions.nex","exp3_00200_0010_006_5_0.05_Ancient_1_output_alignment"
"3097",7,10,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0010_007_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_007_5_0.05_Ancient_1_partitions.nex","exp3_00200_0010_007_5_0.05_Ancient_1_output_alignment"
"3098",8,10,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0010_008_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_008_5_0.05_Ancient_1_partitions.nex","exp3_00200_0010_008_5_0.05_Ancient_1_output_alignment"
"3099",9,10,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0010_009_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_009_5_0.05_Ancient_1_partitions.nex","exp3_00200_0010_009_5_0.05_Ancient_1_output_alignment"
"3100",10,10,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0010_010_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0010_010_5_0.05_Ancient_1_partitions.nex","exp3_00200_0010_010_5_0.05_Ancient_1_output_alignment"
"3101",1,20,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0020_001_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_001_5_0.05_Ancient_1_partitions.nex","exp3_00200_0020_001_5_0.05_Ancient_1_output_alignment"
"3102",2,20,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0020_002_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_002_5_0.05_Ancient_1_partitions.nex","exp3_00200_0020_002_5_0.05_Ancient_1_output_alignment"
"3103",3,20,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0020_003_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_003_5_0.05_Ancient_1_partitions.nex","exp3_00200_0020_003_5_0.05_Ancient_1_output_alignment"
"3104",4,20,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0020_004_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_004_5_0.05_Ancient_1_partitions.nex","exp3_00200_0020_004_5_0.05_Ancient_1_output_alignment"
"3105",5,20,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0020_005_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_005_5_0.05_Ancient_1_partitions.nex","exp3_00200_0020_005_5_0.05_Ancient_1_output_alignment"
"3106",6,20,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0020_006_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_006_5_0.05_Ancient_1_partitions.nex","exp3_00200_0020_006_5_0.05_Ancient_1_output_alignment"
"3107",7,20,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0020_007_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_007_5_0.05_Ancient_1_partitions.nex","exp3_00200_0020_007_5_0.05_Ancient_1_output_alignment"
"3108",8,20,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0020_008_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_008_5_0.05_Ancient_1_partitions.nex","exp3_00200_0020_008_5_0.05_Ancient_1_output_alignment"
"3109",9,20,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0020_009_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_009_5_0.05_Ancient_1_partitions.nex","exp3_00200_0020_009_5_0.05_Ancient_1_output_alignment"
"3110",10,20,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0020_010_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0020_010_5_0.05_Ancient_1_partitions.nex","exp3_00200_0020_010_5_0.05_Ancient_1_output_alignment"
"3111",1,50,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0050_001_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_001_5_0.05_Ancient_1_partitions.nex","exp3_00200_0050_001_5_0.05_Ancient_1_output_alignment"
"3112",2,50,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0050_002_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_002_5_0.05_Ancient_1_partitions.nex","exp3_00200_0050_002_5_0.05_Ancient_1_output_alignment"
"3113",3,50,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0050_003_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_003_5_0.05_Ancient_1_partitions.nex","exp3_00200_0050_003_5_0.05_Ancient_1_output_alignment"
"3114",4,50,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0050_004_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_004_5_0.05_Ancient_1_partitions.nex","exp3_00200_0050_004_5_0.05_Ancient_1_output_alignment"
"3115",5,50,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0050_005_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_005_5_0.05_Ancient_1_partitions.nex","exp3_00200_0050_005_5_0.05_Ancient_1_output_alignment"
"3116",6,50,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0050_006_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_006_5_0.05_Ancient_1_partitions.nex","exp3_00200_0050_006_5_0.05_Ancient_1_output_alignment"
"3117",7,50,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0050_007_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_007_5_0.05_Ancient_1_partitions.nex","exp3_00200_0050_007_5_0.05_Ancient_1_output_alignment"
"3118",8,50,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0050_008_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_008_5_0.05_Ancient_1_partitions.nex","exp3_00200_0050_008_5_0.05_Ancient_1_output_alignment"
"3119",9,50,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0050_009_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_009_5_0.05_Ancient_1_partitions.nex","exp3_00200_0050_009_5_0.05_Ancient_1_output_alignment"
"3120",10,50,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0050_010_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0050_010_5_0.05_Ancient_1_partitions.nex","exp3_00200_0050_010_5_0.05_Ancient_1_output_alignment"
"3121",1,100,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0100_001_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_001_5_0.05_Ancient_1_partitions.nex","exp3_00200_0100_001_5_0.05_Ancient_1_output_alignment"
"3122",2,100,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0100_002_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_002_5_0.05_Ancient_1_partitions.nex","exp3_00200_0100_002_5_0.05_Ancient_1_output_alignment"
"3123",3,100,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0100_003_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_003_5_0.05_Ancient_1_partitions.nex","exp3_00200_0100_003_5_0.05_Ancient_1_output_alignment"
"3124",4,100,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0100_004_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_004_5_0.05_Ancient_1_partitions.nex","exp3_00200_0100_004_5_0.05_Ancient_1_output_alignment"
"3125",5,100,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0100_005_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_005_5_0.05_Ancient_1_partitions.nex","exp3_00200_0100_005_5_0.05_Ancient_1_output_alignment"
"3126",6,100,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0100_006_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_006_5_0.05_Ancient_1_partitions.nex","exp3_00200_0100_006_5_0.05_Ancient_1_output_alignment"
"3127",7,100,200,5,0.05,"Ancient",1,0.005,"exp3_00200_0100_007_5_0.05_Ancient_1","JC",200,40000,"DNA","exp3_00200_0100_007_5_0.05_Ancient_1_partitions.nex","exp3_00200_0100_007_5_0.05_Ancient_1_output_alignment"
