"row_id","uid","num_taxa","num_trees","tree_depth","num_reps","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","LM_num_resolved_quartets","LM_num_partly_resolved_quartets","LM_num_unresolved_quartets","LM_total_num_quartets","LM_proportion_resolved_quartets","sCF_mean","sCF_median","sCF_min","sCF_max","NetworkTreelikenessTest","mean_delta_plot_value","mean_Q_residual","mean_TIGER_value","Cunningham_test","tree_proportion","input_alignment_path"
10914,"exp1_02000_0100_014_0.01",100,2000,0.01,14,"JC",NA,10000,"DNA",2132,335,33,2500,0.8528,53.15,51.16,21.56,94.33,"Treelike",0.481595758573331,0.00421958,1,0.934429303801589,0.533152366508727,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02000_0100_014_0.01/exp1_02000_0100_014_0.01_output_alignment.fa"
10915,"exp1_02000_0100_015_0.01",100,2000,0.01,15,"JC",NA,10000,"DNA",2112,356,32,2500,0.8448,55.33,52.64,2,99.5,"Treelike",0.480044072344586,0.00399291,1,0.959372783192351,0.536226341840698,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02000_0100_015_0.01/exp1_02000_0100_015_0.01_output_alignment.fa"
10916,"exp1_02000_0100_016_0.01",100,2000,0.01,16,"JC",NA,10000,"DNA",2177,298,25,2500,0.8708,52.99,51.61,17.73,89.3,"Treelike",0.481107821251055,0.00444063,1,0.921198723370839,0.566288537107515,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02000_0100_016_0.01/exp1_02000_0100_016_0.01_output_alignment.fa"
10917,"exp1_02000_0100_017_0.01",100,2000,0.01,17,"JC",NA,10000,"DNA",2142,324,34,2500,0.8568,54.94,51.98,20.95,99.83,"Treelike",0.480864535892876,0.00377055,1,0.950921409488662,0.513929876689186,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02000_0100_017_0.01/exp1_02000_0100_017_0.01_output_alignment.fa"
10918,"exp1_02000_0100_018_0.01",100,2000,0.01,18,"JC",NA,10000,"DNA",2198,282,20,2500,0.8792,48.33,47.15,18.35,83.21,"Treelike",0.4835870072436,0.00414231,1,0.893562778825322,0.524651658262118,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02000_0100_018_0.01/exp1_02000_0100_018_0.01_output_alignment.fa"
546,"exp1_02000_0100_019_0.01",100,2000,0.01,19,"JC",NA,10000,"DNA",2177,296,27,2500,0.8708,52.42,49.45,25.43,97.7,"Treelike",0.482937168982704,0.00418723,1,0.925238756021597,0.542534853893171,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02000_0100_019_0.01/exp1_02000_0100_019_0.01_output_alignment.fa"
10920,"exp1_02000_0100_020_0.01",100,2000,0.01,20,"JC",NA,10000,"DNA",2136,328,36,2500,0.8544,56.01,53.09,11.83,97.68,"Treelike",0.483025340493591,0.00415077,1,0.948967765102149,0.529252806478526,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02000_0100_020_0.01/exp1_02000_0100_020_0.01_output_alignment.fa"
11001,"exp1_02500_0005_001_0.01",5,2500,0.01,1,"JC",NA,10000,"DNA",108,17,0,125,0.864,39.03,39.03,37.99,40.06,"Treelike",0.736852593604005,0.0109006,1,0.978850425223277,0.499602661942748,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_001_0.01/exp1_02500_0005_001_0.01_output_alignment.fa"
11002,"exp1_02500_0005_002_0.01",5,2500,0.01,2,"JC",NA,10000,"DNA",125,0,0,125,1,42.59,42.59,39.11,46.07,"Treelike",0.384684716356486,0.0028694,1,0.990341568732288,0.670775780214955,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_002_0.01/exp1_02500_0005_002_0.01_output_alignment.fa"
11003,"exp1_02500_0005_003_0.01",5,2500,0.01,3,"JC",NA,10000,"DNA",125,0,0,125,1,42.67,42.67,38.25,47.1,"Treelike",0.373214201823932,0.0084326,1,0.982592404043726,0.600910519868117,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_003_0.01/exp1_02500_0005_003_0.01_output_alignment.fa"
11004,"exp1_02500_0005_004_0.01",5,2500,0.01,4,"JC",NA,10000,"DNA",125,0,0,125,1,38.08,38.08,33.26,42.9,"Treelike",0.287889857354694,0.0005658,1,0.980726374738376,0.783461534292473,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_004_0.01/exp1_02500_0005_004_0.01_output_alignment.fa"
11005,"exp1_02500_0005_005_0.01",5,2500,0.01,5,"JC",NA,10000,"DNA",125,0,0,125,1,43.72,43.72,41.18,46.25,"Treelike",0.577639557973786,0.0079876,1,0.9898671646777,0.701652447276969,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_005_0.01/exp1_02500_0005_005_0.01_output_alignment.fa"
11006,"exp1_02500_0005_006_0.01",5,2500,0.01,6,"JC",NA,10000,"DNA",98,27,0,125,0.784,39.03,39.03,37.56,40.49,"Treelike",0.703807771253472,0.0274484,1,0.979023993344816,0.44961536251539,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_006_0.01/exp1_02500_0005_006_0.01_output_alignment.fa"
11007,"exp1_02500_0005_007_0.01",5,2500,0.01,7,"JC",NA,10000,"DNA",95,30,0,125,0.76,40.37,40.37,37.85,42.88,"Treelike",0.560717445238149,0.0057718,1,0.984675036886844,0.596774193548387,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_007_0.01/exp1_02500_0005_007_0.01_output_alignment.fa"
11008,"exp1_02500_0005_008_0.01",5,2500,0.01,8,"JC",NA,10000,"DNA",125,0,0,125,1,40.64,40.64,32.93,48.36,"Treelike",0.56398433063914,0.0135946,1,0.981701002213622,0.534090909090909,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_008_0.01/exp1_02500_0005_008_0.01_output_alignment.fa"
11009,"exp1_02500_0005_009_0.01",5,2500,0.01,9,"JC",NA,10000,"DNA",125,0,0,125,1,39.33,39.33,39.18,39.48,"Treelike",0.517413118534193,0.003347,1,0.990133603649095,0.518518518518518,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_009_0.01/exp1_02500_0005_009_0.01_output_alignment.fa"
11010,"exp1_02500_0005_010_0.01",5,2500,0.01,10,"JC",NA,10000,"DNA",79,46,0,125,0.632,35.49,35.49,33.95,37.03,"Treelike",0.567712108026078,0.002862,1,0.982198856548305,0.447574612057671,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_010_0.01/exp1_02500_0005_010_0.01_output_alignment.fa"
11011,"exp1_02500_0005_011_0.01",5,2500,0.01,11,"JC",NA,10000,"DNA",95,30,0,125,0.76,39.67,39.67,36.43,42.92,"Treelike",0.537276037947802,0.0052082,1,0.985807032051996,0.713826786607914,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_011_0.01/exp1_02500_0005_011_0.01_output_alignment.fa"
11012,"exp1_02500_0005_012_0.01",5,2500,0.01,12,"JC",NA,10000,"DNA",125,0,0,125,1,41.8,41.8,40.34,43.25,"Treelike",0.553169082701912,0.007429,1,0.985459520526456,0.537920619230244,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_012_0.01/exp1_02500_0005_012_0.01_output_alignment.fa"
11013,"exp1_02500_0005_013_0.01",5,2500,0.01,13,"JC",NA,10000,"DNA",125,0,0,125,1,38.38,38.38,37.54,39.22,"Treelike",0.478800458613105,0.004588,1,0.98637050228043,0.428571428571429,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_013_0.01/exp1_02500_0005_013_0.01_output_alignment.fa"
11014,"exp1_02500_0005_014_0.01",5,2500,0.01,14,"JC",NA,10000,"DNA",125,0,0,125,1,41.61,41.61,39.5,43.72,"Treelike",0.439240392397123,0.0024248,1,0.982353981431288,0.645161290322581,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_014_0.01/exp1_02500_0005_014_0.01_output_alignment.fa"
11015,"exp1_02500_0005_015_0.01",5,2500,0.01,15,"JC",NA,10000,"DNA",125,0,0,125,1,39.28,39.28,34.02,44.54,"Treelike",0.459133280576173,0.005273,1,0.986663589175894,0.618417219120494,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_015_0.01/exp1_02500_0005_015_0.01_output_alignment.fa"
11016,"exp1_02500_0005_016_0.01",5,2500,0.01,16,"JC",NA,10000,"DNA",125,0,0,125,1,37.09,37.09,33.6,40.59,"Treelike",0.440054546936495,0.0029006,1,0.984060904418418,0.640989652751845,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_016_0.01/exp1_02500_0005_016_0.01_output_alignment.fa"
11017,"exp1_02500_0005_017_0.01",5,2500,0.01,17,"JC",NA,10000,"DNA",62,63,0,125,0.496,35.03,35.03,33.18,36.88,"Treelike",0.563641296588108,0.0040202,1,0.971062168129162,0.527027027027027,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_017_0.01/exp1_02500_0005_017_0.01_output_alignment.fa"
11018,"exp1_02500_0005_018_0.01",5,2500,0.01,18,"JC",NA,10000,"DNA",102,23,0,125,0.816,40.39,40.39,38.4,42.39,"Treelike",0.481526050631807,0.0097782,1,0.984161248083349,0.444444444444444,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_018_0.01/exp1_02500_0005_018_0.01_output_alignment.fa"
551,"exp1_02500_0005_019_0.01",5,2500,0.01,19,"JC",NA,10000,"DNA",104,21,0,125,0.832,39.1,39.1,33.41,44.79,"Treelike",0.568993309746739,0.0050304,1,0.988008710873521,0.515151515151515,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_019_0.01/exp1_02500_0005_019_0.01_output_alignment.fa"
11020,"exp1_02500_0005_020_0.01",5,2500,0.01,20,"JC",NA,10000,"DNA",67,58,0,125,0.536,39.56,39.56,39.24,39.89,"Treelike",0.643622803944591,0.0094274,1,0.982851804514275,0.459459459459459,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0005_020_0.01/exp1_02500_0005_020_0.01_output_alignment.fa"
11101,"exp1_02500_0010_001_0.01",10,2500,0.01,1,"JC",NA,10000,"DNA",213,35,2,250,0.852,39.56,38.15,33.33,50.44,"Treelike",0.461811151180902,0.004987,1,0.965485001012377,0.417091397143116,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_001_0.01/exp1_02500_0010_001_0.01_output_alignment.fa"
11102,"exp1_02500_0010_002_0.01",10,2500,0.01,2,"JC",NA,10000,"DNA",213,32,5,250,0.852,42.98,43.36,33.05,52.28,"Treelike",0.476820970337096,0.0070684,1,0.930033411781402,0.495233729846281,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_002_0.01/exp1_02500_0010_002_0.01_output_alignment.fa"
11103,"exp1_02500_0010_003_0.01",10,2500,0.01,3,"JC",NA,10000,"DNA",221,26,3,250,0.884,42.6,39.77,31.5,61.51,"Treelike",0.429642919505379,0.0032692,1,0.976856823375356,0.596036250197687,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_003_0.01/exp1_02500_0010_003_0.01_output_alignment.fa"
11104,"exp1_02500_0010_004_0.01",10,2500,0.01,4,"JC",NA,10000,"DNA",226,24,0,250,0.904,39.2,40.65,31.67,46.66,"Treelike",0.485965568146428,0.0068167,1,0.958578977503602,0.591572708889848,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_004_0.01/exp1_02500_0010_004_0.01_output_alignment.fa"
11105,"exp1_02500_0010_005_0.01",10,2500,0.01,5,"JC",NA,10000,"DNA",215,32,3,250,0.86,39.57,40.26,33.45,42.93,"Treelike",0.511390519624432,0.0035499,1,0.967767544205162,0.470161218991767,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_005_0.01/exp1_02500_0010_005_0.01_output_alignment.fa"
11106,"exp1_02500_0010_006_0.01",10,2500,0.01,6,"JC",NA,10000,"DNA",227,21,2,250,0.908,40.86,41.59,31.83,54.03,"Treelike",0.476533401571946,0.0043391,1,0.947570600525587,0.51435050489465,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_006_0.01/exp1_02500_0010_006_0.01_output_alignment.fa"
11107,"exp1_02500_0010_007_0.01",10,2500,0.01,7,"JC",NA,10000,"DNA",215,32,3,250,0.86,39.15,39.05,37.51,41.28,"Treelike",0.501565999761725,0.006443,1,0.935660011021073,0.418343904589216,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_007_0.01/exp1_02500_0010_007_0.01_output_alignment.fa"
11108,"exp1_02500_0010_008_0.01",10,2500,0.01,8,"JC",NA,10000,"DNA",212,35,3,250,0.848,43.96,44.15,33.15,59.13,"Treelike",0.464079711466903,0.0059753,1,0.97403092260508,0.579212926444821,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_008_0.01/exp1_02500_0010_008_0.01_output_alignment.fa"
11109,"exp1_02500_0010_009_0.01",10,2500,0.01,9,"JC",NA,10000,"DNA",222,28,0,250,0.888,40.12,36.74,33.67,49.79,"Treelike",0.542600679634824,0.0067057,1,0.961979638913835,0.62928953936036,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_009_0.01/exp1_02500_0010_009_0.01_output_alignment.fa"
11110,"exp1_02500_0010_010_0.01",10,2500,0.01,10,"JC",NA,10000,"DNA",222,28,0,250,0.888,41.13,41.5,32.48,50.05,"Treelike",0.423468203389221,0.003058,1,0.960761065876497,0.655350066287215,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_010_0.01/exp1_02500_0010_010_0.01_output_alignment.fa"
11111,"exp1_02500_0010_011_0.01",10,2500,0.01,11,"JC",NA,10000,"DNA",238,12,0,250,0.952,40.02,39.46,34.61,44.55,"Treelike",0.467625273841644,0.004662,1,0.959344020840851,0.550465504459708,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_011_0.01/exp1_02500_0010_011_0.01_output_alignment.fa"
11112,"exp1_02500_0010_012_0.01",10,2500,0.01,12,"JC",NA,10000,"DNA",221,28,1,250,0.884,46.13,44.86,39.67,57.96,"Treelike",0.466124491992774,0.0100139,1,0.970593076957042,0.572232139130332,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_012_0.01/exp1_02500_0010_012_0.01_output_alignment.fa"
11113,"exp1_02500_0010_013_0.01",10,2500,0.01,13,"JC",NA,10000,"DNA",224,25,1,250,0.896,42.09,43.25,33.39,49.35,"Treelike",0.463028041213769,0.0052437,1,0.953479150043619,0.636937297247873,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_013_0.01/exp1_02500_0010_013_0.01_output_alignment.fa"
11114,"exp1_02500_0010_014_0.01",10,2500,0.01,14,"JC",NA,10000,"DNA",227,23,0,250,0.908,42.01,38.37,36.01,52.1,"Treelike",0.476251352439976,0.0046663,1,0.940509751722805,0.614474127451336,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_014_0.01/exp1_02500_0010_014_0.01_output_alignment.fa"
11115,"exp1_02500_0010_015_0.01",10,2500,0.01,15,"JC",NA,10000,"DNA",228,22,0,250,0.912,40.93,41.27,32.52,47.08,"Treelike",0.490739067329114,0.0058454,1,0.960540719517851,0.569023633695095,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_015_0.01/exp1_02500_0010_015_0.01_output_alignment.fa"
11116,"exp1_02500_0010_016_0.01",10,2500,0.01,16,"JC",NA,10000,"DNA",219,27,4,250,0.876,41.88,39.03,34.94,60,"Treelike",0.459526388891459,0.0040923,1,0.964083674109546,0.731239422433785,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_016_0.01/exp1_02500_0010_016_0.01_output_alignment.fa"
11117,"exp1_02500_0010_017_0.01",10,2500,0.01,17,"JC",NA,10000,"DNA",214,35,1,250,0.856,41.49,42.44,34.53,46.33,"Treelike",0.530474369627558,0.0063244,1,0.947239351246708,0.547306236375433,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_017_0.01/exp1_02500_0010_017_0.01_output_alignment.fa"
11118,"exp1_02500_0010_018_0.01",10,2500,0.01,18,"JC",NA,10000,"DNA",223,24,3,250,0.892,42.23,37.59,34.94,52.88,"Treelike",0.462171365262616,0.0055473,1,0.961141468907593,0.54255209848092,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_018_0.01/exp1_02500_0010_018_0.01_output_alignment.fa"
556,"exp1_02500_0010_019_0.01",10,2500,0.01,19,"JC",NA,10000,"DNA",217,29,4,250,0.868,39.65,37.26,34.35,45.3,"Treelike",0.473953093127021,0.0066273,1,0.955940638530609,0.647754965024869,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_019_0.01/exp1_02500_0010_019_0.01_output_alignment.fa"
11120,"exp1_02500_0010_020_0.01",10,2500,0.01,20,"JC",NA,10000,"DNA",216,27,7,250,0.864,40.14,39.56,32.31,51.83,"Treelike",0.506893611024054,0.0056468,1,0.963980163171592,0.46924501858122,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0010_020_0.01/exp1_02500_0010_020_0.01_output_alignment.fa"
11201,"exp1_02500_0020_001_0.01",20,2500,0.01,1,"JC",NA,10000,"DNA",427,67,6,500,0.854,46.71,47.43,36.33,58.14,"Treelike",0.481216953803586,0.0044351,1,0.950657621319432,0.578653497620363,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_001_0.01/exp1_02500_0020_001_0.01_output_alignment.fa"
11202,"exp1_02500_0020_002_0.01",20,2500,0.01,2,"JC",NA,10000,"DNA",444,54,2,500,0.888,45.88,45.29,23.38,69.85,"Treelike",0.473041164343464,0.0061166,1,0.952447509638355,0.620341490085294,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_002_0.01/exp1_02500_0020_002_0.01_output_alignment.fa"
11203,"exp1_02500_0020_003_0.01",20,2500,0.01,3,"JC",NA,10000,"DNA",445,46,9,500,0.89,46.69,45.61,25.15,72.27,"Treelike",0.480282804173508,0.005545,1,0.958112367681756,0.522698328641029,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_003_0.01/exp1_02500_0020_003_0.01_output_alignment.fa"
11204,"exp1_02500_0020_004_0.01",20,2500,0.01,4,"JC",NA,10000,"DNA",457,38,5,500,0.914,44.97,43.89,33.27,66.95,"Treelike",0.484622640549919,0.0056415,1,0.931985358754634,0.571320552970638,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_004_0.01/exp1_02500_0020_004_0.01_output_alignment.fa"
11205,"exp1_02500_0020_005_0.01",20,2500,0.01,5,"JC",NA,10000,"DNA",429,64,7,500,0.858,46.24,48.18,16.99,69.59,"Treelike",0.479606264787568,0.00440145,1,0.949351097510956,0.621229928570783,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_005_0.01/exp1_02500_0020_005_0.01_output_alignment.fa"
11206,"exp1_02500_0020_006_0.01",20,2500,0.01,6,"JC",NA,10000,"DNA",429,66,5,500,0.858,47.69,42.59,31.82,71.04,"Treelike",0.487244104959717,0.0045598,1,0.963361457457741,0.524705228105641,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_006_0.01/exp1_02500_0020_006_0.01_output_alignment.fa"
11207,"exp1_02500_0020_007_0.01",20,2500,0.01,7,"JC",NA,10000,"DNA",442,56,2,500,0.884,42.96,41.72,37.05,52.07,"Treelike",0.478097155993348,0.0051653,1,0.937657775359448,0.494683083058152,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_007_0.01/exp1_02500_0020_007_0.01_output_alignment.fa"
11208,"exp1_02500_0020_008_0.01",20,2500,0.01,8,"JC",NA,10000,"DNA",441,53,6,500,0.882,46.68,48.59,27.77,62.95,"Treelike",0.465498781776661,0.0052108,1,0.947459174730461,0.562698101233577,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_008_0.01/exp1_02500_0020_008_0.01_output_alignment.fa"
11209,"exp1_02500_0020_009_0.01",20,2500,0.01,9,"JC",NA,10000,"DNA",439,57,4,500,0.878,44.27,41.03,32.28,63.77,"Treelike",0.48028508995693,0.00496135,1,0.94924244559278,0.534229975141497,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_009_0.01/exp1_02500_0020_009_0.01_output_alignment.fa"
11210,"exp1_02500_0020_010_0.01",20,2500,0.01,10,"JC",NA,10000,"DNA",450,45,5,500,0.9,43.96,45.01,31.89,71.46,"Treelike",0.484402639813493,0.00545765,1,0.939798391919254,0.532260974835309,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_010_0.01/exp1_02500_0020_010_0.01_output_alignment.fa"
11211,"exp1_02500_0020_011_0.01",20,2500,0.01,11,"JC",NA,10000,"DNA",448,47,5,500,0.896,46.36,42.61,26.89,71.93,"Treelike",0.474172905304519,0.00558575,1,0.958248762990548,0.515307562328365,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_011_0.01/exp1_02500_0020_011_0.01_output_alignment.fa"
11212,"exp1_02500_0020_012_0.01",20,2500,0.01,12,"JC",NA,10000,"DNA",439,50,11,500,0.878,45.88,44.65,30.07,71.52,"Treelike",0.479778366449911,0.0047367,1,0.952346925961347,0.622643370684166,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_012_0.01/exp1_02500_0020_012_0.01_output_alignment.fa"
11213,"exp1_02500_0020_013_0.01",20,2500,0.01,13,"JC",NA,10000,"DNA",443,53,4,500,0.886,42.45,43.25,31.93,52.61,"Treelike",0.503868767713268,0.00660905,1,0.937486946523083,0.581252724142219,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_013_0.01/exp1_02500_0020_013_0.01_output_alignment.fa"
11214,"exp1_02500_0020_014_0.01",20,2500,0.01,14,"JC",NA,10000,"DNA",447,47,6,500,0.894,45.82,43.12,34.78,67.1,"Treelike",0.481568347383627,0.0056671,1,0.953407794231122,0.579784520457819,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_014_0.01/exp1_02500_0020_014_0.01_output_alignment.fa"
11215,"exp1_02500_0020_015_0.01",20,2500,0.01,15,"JC",NA,10000,"DNA",435,55,10,500,0.87,47.97,48.85,20.15,66.3,"Treelike",0.47572508337279,0.0056823,1,0.966541433044094,0.589612327007383,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_015_0.01/exp1_02500_0020_015_0.01_output_alignment.fa"
11216,"exp1_02500_0020_016_0.01",20,2500,0.01,16,"JC",NA,10000,"DNA",452,45,3,500,0.904,42.19,44.4,33.43,48.53,"Treelike",0.475587914673012,0.00514655,1,0.908145861491111,0.571327768236689,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_016_0.01/exp1_02500_0020_016_0.01_output_alignment.fa"
11217,"exp1_02500_0020_017_0.01",20,2500,0.01,17,"JC",NA,10000,"DNA",436,58,6,500,0.872,48.3,47.92,38.35,66.59,"Treelike",0.478157635841671,0.0040837,1,0.951096031761068,0.539450775631295,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_017_0.01/exp1_02500_0020_017_0.01_output_alignment.fa"
11218,"exp1_02500_0020_018_0.01",20,2500,0.01,18,"JC",NA,10000,"DNA",453,47,0,500,0.906,45.13,45.73,33.66,57.76,"Treelike",0.482543819568447,0.00652535,1,0.922103391616684,0.507349440228183,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_018_0.01/exp1_02500_0020_018_0.01_output_alignment.fa"
561,"exp1_02500_0020_019_0.01",20,2500,0.01,19,"JC",NA,10000,"DNA",450,44,6,500,0.9,43.95,42.73,26.97,62.25,"Treelike",0.502143675379234,0.00605135,1,0.939532296907612,0.440901749739825,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_019_0.01/exp1_02500_0020_019_0.01_output_alignment.fa"
11220,"exp1_02500_0020_020_0.01",20,2500,0.01,20,"JC",NA,10000,"DNA",445,52,3,500,0.89,45.03,44.24,30.93,57.75,"Treelike",0.492824579806436,0.0067094,1,0.947510236174508,0.541779545838678,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0020_020_0.01/exp1_02500_0020_020_0.01_output_alignment.fa"
11301,"exp1_02500_0050_001_0.01",50,2500,0.01,1,"JC",NA,10000,"DNA",1094,148,8,1250,0.8752,49.93,48.41,26.71,83.64,"Treelike",0.482738193146834,0.00484126,1,0.949603525492001,0.530423730037119,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0050_001_0.01/exp1_02500_0050_001_0.01_output_alignment.fa"
11302,"exp1_02500_0050_002_0.01",50,2500,0.01,2,"JC",NA,10000,"DNA",1084,153,13,1250,0.8672,48.73,49.51,18.86,83.52,"Treelike",0.484969022703274,0.0045562,1,0.921004450645248,0.540397887860859,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0050_002_0.01/exp1_02500_0050_002_0.01_output_alignment.fa"
11303,"exp1_02500_0050_003_0.01",50,2500,0.01,3,"JC",NA,10000,"DNA",1060,175,15,1250,0.848,49.46,47.45,26.62,93.8,"Treelike",0.479673787876864,0.0047087,1,0.940566550640807,0.484365678104146,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0050_003_0.01/exp1_02500_0050_003_0.01_output_alignment.fa"
11304,"exp1_02500_0050_004_0.01",50,2500,0.01,4,"JC",NA,10000,"DNA",1091,144,15,1250,0.8728,49.44,47.71,29.74,82.68,"Treelike",0.48459675695044,0.00462716,1,0.929318346689557,0.522688407264576,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0050_004_0.01/exp1_02500_0050_004_0.01_output_alignment.fa"
11305,"exp1_02500_0050_005_0.01",50,2500,0.01,5,"JC",NA,10000,"DNA",1089,146,15,1250,0.8712,52.74,51.69,30.76,94.06,"Treelike",0.489739202920915,0.00491452,1,0.947202053154027,0.532685125849596,"/mnt/data/dayhoff/home/u5348329/treelikeness_metrics/exp_1/exp1_02500_0050_005_0.01/exp1_02500_0050_005_0.01_output_alignment.fa"
