"","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file"
"10530",30,5,2000,0.01,"exp1_02000_0005_030_0.01","JC",NA,10000,"DNA","exp1_02000_0005_030_0.01_random_trees.phy","exp1_02000_0005_030_0.01_partitions.nex","exp1_02000_0005_030_0.01_output_alignment"
"10531",31,5,2000,0.01,"exp1_02000_0005_031_0.01","JC",NA,10000,"DNA","exp1_02000_0005_031_0.01_random_trees.phy","exp1_02000_0005_031_0.01_partitions.nex","exp1_02000_0005_031_0.01_output_alignment"
"10532",32,5,2000,0.01,"exp1_02000_0005_032_0.01","JC",NA,10000,"DNA","exp1_02000_0005_032_0.01_random_trees.phy","exp1_02000_0005_032_0.01_partitions.nex","exp1_02000_0005_032_0.01_output_alignment"
"10533",33,5,2000,0.01,"exp1_02000_0005_033_0.01","JC",NA,10000,"DNA","exp1_02000_0005_033_0.01_random_trees.phy","exp1_02000_0005_033_0.01_partitions.nex","exp1_02000_0005_033_0.01_output_alignment"
"10534",34,5,2000,0.01,"exp1_02000_0005_034_0.01","JC",NA,10000,"DNA","exp1_02000_0005_034_0.01_random_trees.phy","exp1_02000_0005_034_0.01_partitions.nex","exp1_02000_0005_034_0.01_output_alignment"
"10535",35,5,2000,0.01,"exp1_02000_0005_035_0.01","JC",NA,10000,"DNA","exp1_02000_0005_035_0.01_random_trees.phy","exp1_02000_0005_035_0.01_partitions.nex","exp1_02000_0005_035_0.01_output_alignment"
"10536",36,5,2000,0.01,"exp1_02000_0005_036_0.01","JC",NA,10000,"DNA","exp1_02000_0005_036_0.01_random_trees.phy","exp1_02000_0005_036_0.01_partitions.nex","exp1_02000_0005_036_0.01_output_alignment"
"10537",37,5,2000,0.01,"exp1_02000_0005_037_0.01","JC",NA,10000,"DNA","exp1_02000_0005_037_0.01_random_trees.phy","exp1_02000_0005_037_0.01_partitions.nex","exp1_02000_0005_037_0.01_output_alignment"
"10538",38,5,2000,0.01,"exp1_02000_0005_038_0.01","JC",NA,10000,"DNA","exp1_02000_0005_038_0.01_random_trees.phy","exp1_02000_0005_038_0.01_partitions.nex","exp1_02000_0005_038_0.01_output_alignment"
"10539",39,5,2000,0.01,"exp1_02000_0005_039_0.01","JC",NA,10000,"DNA","exp1_02000_0005_039_0.01_random_trees.phy","exp1_02000_0005_039_0.01_partitions.nex","exp1_02000_0005_039_0.01_output_alignment"
"10540",40,5,2000,0.01,"exp1_02000_0005_040_0.01","JC",NA,10000,"DNA","exp1_02000_0005_040_0.01_random_trees.phy","exp1_02000_0005_040_0.01_partitions.nex","exp1_02000_0005_040_0.01_output_alignment"
"10541",41,5,2000,0.01,"exp1_02000_0005_041_0.01","JC",NA,10000,"DNA","exp1_02000_0005_041_0.01_random_trees.phy","exp1_02000_0005_041_0.01_partitions.nex","exp1_02000_0005_041_0.01_output_alignment"
"10542",42,5,2000,0.01,"exp1_02000_0005_042_0.01","JC",NA,10000,"DNA","exp1_02000_0005_042_0.01_random_trees.phy","exp1_02000_0005_042_0.01_partitions.nex","exp1_02000_0005_042_0.01_output_alignment"
"10543",43,5,2000,0.01,"exp1_02000_0005_043_0.01","JC",NA,10000,"DNA","exp1_02000_0005_043_0.01_random_trees.phy","exp1_02000_0005_043_0.01_partitions.nex","exp1_02000_0005_043_0.01_output_alignment"
"10544",44,5,2000,0.01,"exp1_02000_0005_044_0.01","JC",NA,10000,"DNA","exp1_02000_0005_044_0.01_random_trees.phy","exp1_02000_0005_044_0.01_partitions.nex","exp1_02000_0005_044_0.01_output_alignment"
"10545",45,5,2000,0.01,"exp1_02000_0005_045_0.01","JC",NA,10000,"DNA","exp1_02000_0005_045_0.01_random_trees.phy","exp1_02000_0005_045_0.01_partitions.nex","exp1_02000_0005_045_0.01_output_alignment"
"10546",46,5,2000,0.01,"exp1_02000_0005_046_0.01","JC",NA,10000,"DNA","exp1_02000_0005_046_0.01_random_trees.phy","exp1_02000_0005_046_0.01_partitions.nex","exp1_02000_0005_046_0.01_output_alignment"
"10547",47,5,2000,0.01,"exp1_02000_0005_047_0.01","JC",NA,10000,"DNA","exp1_02000_0005_047_0.01_random_trees.phy","exp1_02000_0005_047_0.01_partitions.nex","exp1_02000_0005_047_0.01_output_alignment"
"10548",48,5,2000,0.01,"exp1_02000_0005_048_0.01","JC",NA,10000,"DNA","exp1_02000_0005_048_0.01_random_trees.phy","exp1_02000_0005_048_0.01_partitions.nex","exp1_02000_0005_048_0.01_output_alignment"
"10549",49,5,2000,0.01,"exp1_02000_0005_049_0.01","JC",NA,10000,"DNA","exp1_02000_0005_049_0.01_random_trees.phy","exp1_02000_0005_049_0.01_partitions.nex","exp1_02000_0005_049_0.01_output_alignment"
"10550",50,5,2000,0.01,"exp1_02000_0005_050_0.01","JC",NA,10000,"DNA","exp1_02000_0005_050_0.01_random_trees.phy","exp1_02000_0005_050_0.01_partitions.nex","exp1_02000_0005_050_0.01_output_alignment"
"10551",51,5,2000,0.01,"exp1_02000_0005_051_0.01","JC",NA,10000,"DNA","exp1_02000_0005_051_0.01_random_trees.phy","exp1_02000_0005_051_0.01_partitions.nex","exp1_02000_0005_051_0.01_output_alignment"
"10552",52,5,2000,0.01,"exp1_02000_0005_052_0.01","JC",NA,10000,"DNA","exp1_02000_0005_052_0.01_random_trees.phy","exp1_02000_0005_052_0.01_partitions.nex","exp1_02000_0005_052_0.01_output_alignment"
"10553",53,5,2000,0.01,"exp1_02000_0005_053_0.01","JC",NA,10000,"DNA","exp1_02000_0005_053_0.01_random_trees.phy","exp1_02000_0005_053_0.01_partitions.nex","exp1_02000_0005_053_0.01_output_alignment"
"10554",54,5,2000,0.01,"exp1_02000_0005_054_0.01","JC",NA,10000,"DNA","exp1_02000_0005_054_0.01_random_trees.phy","exp1_02000_0005_054_0.01_partitions.nex","exp1_02000_0005_054_0.01_output_alignment"
"10555",55,5,2000,0.01,"exp1_02000_0005_055_0.01","JC",NA,10000,"DNA","exp1_02000_0005_055_0.01_random_trees.phy","exp1_02000_0005_055_0.01_partitions.nex","exp1_02000_0005_055_0.01_output_alignment"
"10556",56,5,2000,0.01,"exp1_02000_0005_056_0.01","JC",NA,10000,"DNA","exp1_02000_0005_056_0.01_random_trees.phy","exp1_02000_0005_056_0.01_partitions.nex","exp1_02000_0005_056_0.01_output_alignment"
"10557",57,5,2000,0.01,"exp1_02000_0005_057_0.01","JC",NA,10000,"DNA","exp1_02000_0005_057_0.01_random_trees.phy","exp1_02000_0005_057_0.01_partitions.nex","exp1_02000_0005_057_0.01_output_alignment"
"10558",58,5,2000,0.01,"exp1_02000_0005_058_0.01","JC",NA,10000,"DNA","exp1_02000_0005_058_0.01_random_trees.phy","exp1_02000_0005_058_0.01_partitions.nex","exp1_02000_0005_058_0.01_output_alignment"
"10559",59,5,2000,0.01,"exp1_02000_0005_059_0.01","JC",NA,10000,"DNA","exp1_02000_0005_059_0.01_random_trees.phy","exp1_02000_0005_059_0.01_partitions.nex","exp1_02000_0005_059_0.01_output_alignment"
"10560",60,5,2000,0.01,"exp1_02000_0005_060_0.01","JC",NA,10000,"DNA","exp1_02000_0005_060_0.01_random_trees.phy","exp1_02000_0005_060_0.01_partitions.nex","exp1_02000_0005_060_0.01_output_alignment"
"10561",61,5,2000,0.01,"exp1_02000_0005_061_0.01","JC",NA,10000,"DNA","exp1_02000_0005_061_0.01_random_trees.phy","exp1_02000_0005_061_0.01_partitions.nex","exp1_02000_0005_061_0.01_output_alignment"
"10562",62,5,2000,0.01,"exp1_02000_0005_062_0.01","JC",NA,10000,"DNA","exp1_02000_0005_062_0.01_random_trees.phy","exp1_02000_0005_062_0.01_partitions.nex","exp1_02000_0005_062_0.01_output_alignment"
"10563",63,5,2000,0.01,"exp1_02000_0005_063_0.01","JC",NA,10000,"DNA","exp1_02000_0005_063_0.01_random_trees.phy","exp1_02000_0005_063_0.01_partitions.nex","exp1_02000_0005_063_0.01_output_alignment"
"10564",64,5,2000,0.01,"exp1_02000_0005_064_0.01","JC",NA,10000,"DNA","exp1_02000_0005_064_0.01_random_trees.phy","exp1_02000_0005_064_0.01_partitions.nex","exp1_02000_0005_064_0.01_output_alignment"
"10565",65,5,2000,0.01,"exp1_02000_0005_065_0.01","JC",NA,10000,"DNA","exp1_02000_0005_065_0.01_random_trees.phy","exp1_02000_0005_065_0.01_partitions.nex","exp1_02000_0005_065_0.01_output_alignment"
"10566",66,5,2000,0.01,"exp1_02000_0005_066_0.01","JC",NA,10000,"DNA","exp1_02000_0005_066_0.01_random_trees.phy","exp1_02000_0005_066_0.01_partitions.nex","exp1_02000_0005_066_0.01_output_alignment"
"10567",67,5,2000,0.01,"exp1_02000_0005_067_0.01","JC",NA,10000,"DNA","exp1_02000_0005_067_0.01_random_trees.phy","exp1_02000_0005_067_0.01_partitions.nex","exp1_02000_0005_067_0.01_output_alignment"
"10568",68,5,2000,0.01,"exp1_02000_0005_068_0.01","JC",NA,10000,"DNA","exp1_02000_0005_068_0.01_random_trees.phy","exp1_02000_0005_068_0.01_partitions.nex","exp1_02000_0005_068_0.01_output_alignment"
"10569",69,5,2000,0.01,"exp1_02000_0005_069_0.01","JC",NA,10000,"DNA","exp1_02000_0005_069_0.01_random_trees.phy","exp1_02000_0005_069_0.01_partitions.nex","exp1_02000_0005_069_0.01_output_alignment"
"10570",70,5,2000,0.01,"exp1_02000_0005_070_0.01","JC",NA,10000,"DNA","exp1_02000_0005_070_0.01_random_trees.phy","exp1_02000_0005_070_0.01_partitions.nex","exp1_02000_0005_070_0.01_output_alignment"
"10571",71,5,2000,0.01,"exp1_02000_0005_071_0.01","JC",NA,10000,"DNA","exp1_02000_0005_071_0.01_random_trees.phy","exp1_02000_0005_071_0.01_partitions.nex","exp1_02000_0005_071_0.01_output_alignment"
"10572",72,5,2000,0.01,"exp1_02000_0005_072_0.01","JC",NA,10000,"DNA","exp1_02000_0005_072_0.01_random_trees.phy","exp1_02000_0005_072_0.01_partitions.nex","exp1_02000_0005_072_0.01_output_alignment"
"10573",73,5,2000,0.01,"exp1_02000_0005_073_0.01","JC",NA,10000,"DNA","exp1_02000_0005_073_0.01_random_trees.phy","exp1_02000_0005_073_0.01_partitions.nex","exp1_02000_0005_073_0.01_output_alignment"
"10574",74,5,2000,0.01,"exp1_02000_0005_074_0.01","JC",NA,10000,"DNA","exp1_02000_0005_074_0.01_random_trees.phy","exp1_02000_0005_074_0.01_partitions.nex","exp1_02000_0005_074_0.01_output_alignment"
"10575",75,5,2000,0.01,"exp1_02000_0005_075_0.01","JC",NA,10000,"DNA","exp1_02000_0005_075_0.01_random_trees.phy","exp1_02000_0005_075_0.01_partitions.nex","exp1_02000_0005_075_0.01_output_alignment"
"10576",76,5,2000,0.01,"exp1_02000_0005_076_0.01","JC",NA,10000,"DNA","exp1_02000_0005_076_0.01_random_trees.phy","exp1_02000_0005_076_0.01_partitions.nex","exp1_02000_0005_076_0.01_output_alignment"
"10577",77,5,2000,0.01,"exp1_02000_0005_077_0.01","JC",NA,10000,"DNA","exp1_02000_0005_077_0.01_random_trees.phy","exp1_02000_0005_077_0.01_partitions.nex","exp1_02000_0005_077_0.01_output_alignment"
"10578",78,5,2000,0.01,"exp1_02000_0005_078_0.01","JC",NA,10000,"DNA","exp1_02000_0005_078_0.01_random_trees.phy","exp1_02000_0005_078_0.01_partitions.nex","exp1_02000_0005_078_0.01_output_alignment"
"10579",79,5,2000,0.01,"exp1_02000_0005_079_0.01","JC",NA,10000,"DNA","exp1_02000_0005_079_0.01_random_trees.phy","exp1_02000_0005_079_0.01_partitions.nex","exp1_02000_0005_079_0.01_output_alignment"
"10580",80,5,2000,0.01,"exp1_02000_0005_080_0.01","JC",NA,10000,"DNA","exp1_02000_0005_080_0.01_random_trees.phy","exp1_02000_0005_080_0.01_partitions.nex","exp1_02000_0005_080_0.01_output_alignment"
"10581",81,5,2000,0.01,"exp1_02000_0005_081_0.01","JC",NA,10000,"DNA","exp1_02000_0005_081_0.01_random_trees.phy","exp1_02000_0005_081_0.01_partitions.nex","exp1_02000_0005_081_0.01_output_alignment"
"10582",82,5,2000,0.01,"exp1_02000_0005_082_0.01","JC",NA,10000,"DNA","exp1_02000_0005_082_0.01_random_trees.phy","exp1_02000_0005_082_0.01_partitions.nex","exp1_02000_0005_082_0.01_output_alignment"
"10583",83,5,2000,0.01,"exp1_02000_0005_083_0.01","JC",NA,10000,"DNA","exp1_02000_0005_083_0.01_random_trees.phy","exp1_02000_0005_083_0.01_partitions.nex","exp1_02000_0005_083_0.01_output_alignment"
"10584",84,5,2000,0.01,"exp1_02000_0005_084_0.01","JC",NA,10000,"DNA","exp1_02000_0005_084_0.01_random_trees.phy","exp1_02000_0005_084_0.01_partitions.nex","exp1_02000_0005_084_0.01_output_alignment"
"10585",85,5,2000,0.01,"exp1_02000_0005_085_0.01","JC",NA,10000,"DNA","exp1_02000_0005_085_0.01_random_trees.phy","exp1_02000_0005_085_0.01_partitions.nex","exp1_02000_0005_085_0.01_output_alignment"
"10586",86,5,2000,0.01,"exp1_02000_0005_086_0.01","JC",NA,10000,"DNA","exp1_02000_0005_086_0.01_random_trees.phy","exp1_02000_0005_086_0.01_partitions.nex","exp1_02000_0005_086_0.01_output_alignment"
"10587",87,5,2000,0.01,"exp1_02000_0005_087_0.01","JC",NA,10000,"DNA","exp1_02000_0005_087_0.01_random_trees.phy","exp1_02000_0005_087_0.01_partitions.nex","exp1_02000_0005_087_0.01_output_alignment"
"10588",88,5,2000,0.01,"exp1_02000_0005_088_0.01","JC",NA,10000,"DNA","exp1_02000_0005_088_0.01_random_trees.phy","exp1_02000_0005_088_0.01_partitions.nex","exp1_02000_0005_088_0.01_output_alignment"
"10589",89,5,2000,0.01,"exp1_02000_0005_089_0.01","JC",NA,10000,"DNA","exp1_02000_0005_089_0.01_random_trees.phy","exp1_02000_0005_089_0.01_partitions.nex","exp1_02000_0005_089_0.01_output_alignment"
"10590",90,5,2000,0.01,"exp1_02000_0005_090_0.01","JC",NA,10000,"DNA","exp1_02000_0005_090_0.01_random_trees.phy","exp1_02000_0005_090_0.01_partitions.nex","exp1_02000_0005_090_0.01_output_alignment"
"10591",91,5,2000,0.01,"exp1_02000_0005_091_0.01","JC",NA,10000,"DNA","exp1_02000_0005_091_0.01_random_trees.phy","exp1_02000_0005_091_0.01_partitions.nex","exp1_02000_0005_091_0.01_output_alignment"
"10592",92,5,2000,0.01,"exp1_02000_0005_092_0.01","JC",NA,10000,"DNA","exp1_02000_0005_092_0.01_random_trees.phy","exp1_02000_0005_092_0.01_partitions.nex","exp1_02000_0005_092_0.01_output_alignment"
"10593",93,5,2000,0.01,"exp1_02000_0005_093_0.01","JC",NA,10000,"DNA","exp1_02000_0005_093_0.01_random_trees.phy","exp1_02000_0005_093_0.01_partitions.nex","exp1_02000_0005_093_0.01_output_alignment"
"10594",94,5,2000,0.01,"exp1_02000_0005_094_0.01","JC",NA,10000,"DNA","exp1_02000_0005_094_0.01_random_trees.phy","exp1_02000_0005_094_0.01_partitions.nex","exp1_02000_0005_094_0.01_output_alignment"
"10595",95,5,2000,0.01,"exp1_02000_0005_095_0.01","JC",NA,10000,"DNA","exp1_02000_0005_095_0.01_random_trees.phy","exp1_02000_0005_095_0.01_partitions.nex","exp1_02000_0005_095_0.01_output_alignment"
"10596",96,5,2000,0.01,"exp1_02000_0005_096_0.01","JC",NA,10000,"DNA","exp1_02000_0005_096_0.01_random_trees.phy","exp1_02000_0005_096_0.01_partitions.nex","exp1_02000_0005_096_0.01_output_alignment"
"10597",97,5,2000,0.01,"exp1_02000_0005_097_0.01","JC",NA,10000,"DNA","exp1_02000_0005_097_0.01_random_trees.phy","exp1_02000_0005_097_0.01_partitions.nex","exp1_02000_0005_097_0.01_output_alignment"
"10598",98,5,2000,0.01,"exp1_02000_0005_098_0.01","JC",NA,10000,"DNA","exp1_02000_0005_098_0.01_random_trees.phy","exp1_02000_0005_098_0.01_partitions.nex","exp1_02000_0005_098_0.01_output_alignment"
"10599",99,5,2000,0.01,"exp1_02000_0005_099_0.01","JC",NA,10000,"DNA","exp1_02000_0005_099_0.01_random_trees.phy","exp1_02000_0005_099_0.01_partitions.nex","exp1_02000_0005_099_0.01_output_alignment"
"10600",100,5,2000,0.01,"exp1_02000_0005_100_0.01","JC",NA,10000,"DNA","exp1_02000_0005_100_0.01_random_trees.phy","exp1_02000_0005_100_0.01_partitions.nex","exp1_02000_0005_100_0.01_output_alignment"
"10601",1,10,2000,0.01,"exp1_02000_0010_001_0.01","JC",NA,10000,"DNA","exp1_02000_0010_001_0.01_random_trees.phy","exp1_02000_0010_001_0.01_partitions.nex","exp1_02000_0010_001_0.01_output_alignment"
"10602",2,10,2000,0.01,"exp1_02000_0010_002_0.01","JC",NA,10000,"DNA","exp1_02000_0010_002_0.01_random_trees.phy","exp1_02000_0010_002_0.01_partitions.nex","exp1_02000_0010_002_0.01_output_alignment"
"10603",3,10,2000,0.01,"exp1_02000_0010_003_0.01","JC",NA,10000,"DNA","exp1_02000_0010_003_0.01_random_trees.phy","exp1_02000_0010_003_0.01_partitions.nex","exp1_02000_0010_003_0.01_output_alignment"
"10604",4,10,2000,0.01,"exp1_02000_0010_004_0.01","JC",NA,10000,"DNA","exp1_02000_0010_004_0.01_random_trees.phy","exp1_02000_0010_004_0.01_partitions.nex","exp1_02000_0010_004_0.01_output_alignment"
"10605",5,10,2000,0.01,"exp1_02000_0010_005_0.01","JC",NA,10000,"DNA","exp1_02000_0010_005_0.01_random_trees.phy","exp1_02000_0010_005_0.01_partitions.nex","exp1_02000_0010_005_0.01_output_alignment"
"10606",6,10,2000,0.01,"exp1_02000_0010_006_0.01","JC",NA,10000,"DNA","exp1_02000_0010_006_0.01_random_trees.phy","exp1_02000_0010_006_0.01_partitions.nex","exp1_02000_0010_006_0.01_output_alignment"
"10607",7,10,2000,0.01,"exp1_02000_0010_007_0.01","JC",NA,10000,"DNA","exp1_02000_0010_007_0.01_random_trees.phy","exp1_02000_0010_007_0.01_partitions.nex","exp1_02000_0010_007_0.01_output_alignment"
"10608",8,10,2000,0.01,"exp1_02000_0010_008_0.01","JC",NA,10000,"DNA","exp1_02000_0010_008_0.01_random_trees.phy","exp1_02000_0010_008_0.01_partitions.nex","exp1_02000_0010_008_0.01_output_alignment"
"10609",9,10,2000,0.01,"exp1_02000_0010_009_0.01","JC",NA,10000,"DNA","exp1_02000_0010_009_0.01_random_trees.phy","exp1_02000_0010_009_0.01_partitions.nex","exp1_02000_0010_009_0.01_output_alignment"
"10610",10,10,2000,0.01,"exp1_02000_0010_010_0.01","JC",NA,10000,"DNA","exp1_02000_0010_010_0.01_random_trees.phy","exp1_02000_0010_010_0.01_partitions.nex","exp1_02000_0010_010_0.01_output_alignment"
"10611",11,10,2000,0.01,"exp1_02000_0010_011_0.01","JC",NA,10000,"DNA","exp1_02000_0010_011_0.01_random_trees.phy","exp1_02000_0010_011_0.01_partitions.nex","exp1_02000_0010_011_0.01_output_alignment"
"10612",12,10,2000,0.01,"exp1_02000_0010_012_0.01","JC",NA,10000,"DNA","exp1_02000_0010_012_0.01_random_trees.phy","exp1_02000_0010_012_0.01_partitions.nex","exp1_02000_0010_012_0.01_output_alignment"
"10613",13,10,2000,0.01,"exp1_02000_0010_013_0.01","JC",NA,10000,"DNA","exp1_02000_0010_013_0.01_random_trees.phy","exp1_02000_0010_013_0.01_partitions.nex","exp1_02000_0010_013_0.01_output_alignment"
"10614",14,10,2000,0.01,"exp1_02000_0010_014_0.01","JC",NA,10000,"DNA","exp1_02000_0010_014_0.01_random_trees.phy","exp1_02000_0010_014_0.01_partitions.nex","exp1_02000_0010_014_0.01_output_alignment"
"10615",15,10,2000,0.01,"exp1_02000_0010_015_0.01","JC",NA,10000,"DNA","exp1_02000_0010_015_0.01_random_trees.phy","exp1_02000_0010_015_0.01_partitions.nex","exp1_02000_0010_015_0.01_output_alignment"
"10616",16,10,2000,0.01,"exp1_02000_0010_016_0.01","JC",NA,10000,"DNA","exp1_02000_0010_016_0.01_random_trees.phy","exp1_02000_0010_016_0.01_partitions.nex","exp1_02000_0010_016_0.01_output_alignment"
"10617",17,10,2000,0.01,"exp1_02000_0010_017_0.01","JC",NA,10000,"DNA","exp1_02000_0010_017_0.01_random_trees.phy","exp1_02000_0010_017_0.01_partitions.nex","exp1_02000_0010_017_0.01_output_alignment"
"10618",18,10,2000,0.01,"exp1_02000_0010_018_0.01","JC",NA,10000,"DNA","exp1_02000_0010_018_0.01_random_trees.phy","exp1_02000_0010_018_0.01_partitions.nex","exp1_02000_0010_018_0.01_output_alignment"
"10619",19,10,2000,0.01,"exp1_02000_0010_019_0.01","JC",NA,10000,"DNA","exp1_02000_0010_019_0.01_random_trees.phy","exp1_02000_0010_019_0.01_partitions.nex","exp1_02000_0010_019_0.01_output_alignment"
"10620",20,10,2000,0.01,"exp1_02000_0010_020_0.01","JC",NA,10000,"DNA","exp1_02000_0010_020_0.01_random_trees.phy","exp1_02000_0010_020_0.01_partitions.nex","exp1_02000_0010_020_0.01_output_alignment"
"10621",21,10,2000,0.01,"exp1_02000_0010_021_0.01","JC",NA,10000,"DNA","exp1_02000_0010_021_0.01_random_trees.phy","exp1_02000_0010_021_0.01_partitions.nex","exp1_02000_0010_021_0.01_output_alignment"
"10622",22,10,2000,0.01,"exp1_02000_0010_022_0.01","JC",NA,10000,"DNA","exp1_02000_0010_022_0.01_random_trees.phy","exp1_02000_0010_022_0.01_partitions.nex","exp1_02000_0010_022_0.01_output_alignment"
"10623",23,10,2000,0.01,"exp1_02000_0010_023_0.01","JC",NA,10000,"DNA","exp1_02000_0010_023_0.01_random_trees.phy","exp1_02000_0010_023_0.01_partitions.nex","exp1_02000_0010_023_0.01_output_alignment"
"10624",24,10,2000,0.01,"exp1_02000_0010_024_0.01","JC",NA,10000,"DNA","exp1_02000_0010_024_0.01_random_trees.phy","exp1_02000_0010_024_0.01_partitions.nex","exp1_02000_0010_024_0.01_output_alignment"
"10625",25,10,2000,0.01,"exp1_02000_0010_025_0.01","JC",NA,10000,"DNA","exp1_02000_0010_025_0.01_random_trees.phy","exp1_02000_0010_025_0.01_partitions.nex","exp1_02000_0010_025_0.01_output_alignment"
"10626",26,10,2000,0.01,"exp1_02000_0010_026_0.01","JC",NA,10000,"DNA","exp1_02000_0010_026_0.01_random_trees.phy","exp1_02000_0010_026_0.01_partitions.nex","exp1_02000_0010_026_0.01_output_alignment"
"10627",27,10,2000,0.01,"exp1_02000_0010_027_0.01","JC",NA,10000,"DNA","exp1_02000_0010_027_0.01_random_trees.phy","exp1_02000_0010_027_0.01_partitions.nex","exp1_02000_0010_027_0.01_output_alignment"
"10628",28,10,2000,0.01,"exp1_02000_0010_028_0.01","JC",NA,10000,"DNA","exp1_02000_0010_028_0.01_random_trees.phy","exp1_02000_0010_028_0.01_partitions.nex","exp1_02000_0010_028_0.01_output_alignment"
"10629",29,10,2000,0.01,"exp1_02000_0010_029_0.01","JC",NA,10000,"DNA","exp1_02000_0010_029_0.01_random_trees.phy","exp1_02000_0010_029_0.01_partitions.nex","exp1_02000_0010_029_0.01_output_alignment"
"10630",30,10,2000,0.01,"exp1_02000_0010_030_0.01","JC",NA,10000,"DNA","exp1_02000_0010_030_0.01_random_trees.phy","exp1_02000_0010_030_0.01_partitions.nex","exp1_02000_0010_030_0.01_output_alignment"
"10631",31,10,2000,0.01,"exp1_02000_0010_031_0.01","JC",NA,10000,"DNA","exp1_02000_0010_031_0.01_random_trees.phy","exp1_02000_0010_031_0.01_partitions.nex","exp1_02000_0010_031_0.01_output_alignment"
"10632",32,10,2000,0.01,"exp1_02000_0010_032_0.01","JC",NA,10000,"DNA","exp1_02000_0010_032_0.01_random_trees.phy","exp1_02000_0010_032_0.01_partitions.nex","exp1_02000_0010_032_0.01_output_alignment"
"10633",33,10,2000,0.01,"exp1_02000_0010_033_0.01","JC",NA,10000,"DNA","exp1_02000_0010_033_0.01_random_trees.phy","exp1_02000_0010_033_0.01_partitions.nex","exp1_02000_0010_033_0.01_output_alignment"
"10634",34,10,2000,0.01,"exp1_02000_0010_034_0.01","JC",NA,10000,"DNA","exp1_02000_0010_034_0.01_random_trees.phy","exp1_02000_0010_034_0.01_partitions.nex","exp1_02000_0010_034_0.01_output_alignment"
"10635",35,10,2000,0.01,"exp1_02000_0010_035_0.01","JC",NA,10000,"DNA","exp1_02000_0010_035_0.01_random_trees.phy","exp1_02000_0010_035_0.01_partitions.nex","exp1_02000_0010_035_0.01_output_alignment"
