"","num_reps","num_taxa","num_trees","tree_depth","recombination_value","recombination_type","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","partition_file","output_alignment_file"
"2131",1,50,250,10,0.5,"Ancient","exp2_00250_0050_001_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_001_10_0.5_Ancient_partitions.nex","exp2_00250_0050_001_10_0.5_Ancient_output_alignment"
"2132",2,50,250,10,0.5,"Ancient","exp2_00250_0050_002_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_002_10_0.5_Ancient_partitions.nex","exp2_00250_0050_002_10_0.5_Ancient_output_alignment"
"2133",3,50,250,10,0.5,"Ancient","exp2_00250_0050_003_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_003_10_0.5_Ancient_partitions.nex","exp2_00250_0050_003_10_0.5_Ancient_output_alignment"
"2134",4,50,250,10,0.5,"Ancient","exp2_00250_0050_004_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_004_10_0.5_Ancient_partitions.nex","exp2_00250_0050_004_10_0.5_Ancient_output_alignment"
"2135",5,50,250,10,0.5,"Ancient","exp2_00250_0050_005_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_005_10_0.5_Ancient_partitions.nex","exp2_00250_0050_005_10_0.5_Ancient_output_alignment"
"2136",6,50,250,10,0.5,"Ancient","exp2_00250_0050_006_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_006_10_0.5_Ancient_partitions.nex","exp2_00250_0050_006_10_0.5_Ancient_output_alignment"
"2137",7,50,250,10,0.5,"Ancient","exp2_00250_0050_007_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_007_10_0.5_Ancient_partitions.nex","exp2_00250_0050_007_10_0.5_Ancient_output_alignment"
"2138",8,50,250,10,0.5,"Ancient","exp2_00250_0050_008_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_008_10_0.5_Ancient_partitions.nex","exp2_00250_0050_008_10_0.5_Ancient_output_alignment"
"2139",9,50,250,10,0.5,"Ancient","exp2_00250_0050_009_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_009_10_0.5_Ancient_partitions.nex","exp2_00250_0050_009_10_0.5_Ancient_output_alignment"
"2140",10,50,250,10,0.5,"Ancient","exp2_00250_0050_010_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_010_10_0.5_Ancient_partitions.nex","exp2_00250_0050_010_10_0.5_Ancient_output_alignment"
"2141",1,100,250,10,0.5,"Ancient","exp2_00250_0100_001_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_001_10_0.5_Ancient_partitions.nex","exp2_00250_0100_001_10_0.5_Ancient_output_alignment"
"2142",2,100,250,10,0.5,"Ancient","exp2_00250_0100_002_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_002_10_0.5_Ancient_partitions.nex","exp2_00250_0100_002_10_0.5_Ancient_output_alignment"
"2143",3,100,250,10,0.5,"Ancient","exp2_00250_0100_003_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_003_10_0.5_Ancient_partitions.nex","exp2_00250_0100_003_10_0.5_Ancient_output_alignment"
"2144",4,100,250,10,0.5,"Ancient","exp2_00250_0100_004_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_004_10_0.5_Ancient_partitions.nex","exp2_00250_0100_004_10_0.5_Ancient_output_alignment"
"2145",5,100,250,10,0.5,"Ancient","exp2_00250_0100_005_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_005_10_0.5_Ancient_partitions.nex","exp2_00250_0100_005_10_0.5_Ancient_output_alignment"
"2146",6,100,250,10,0.5,"Ancient","exp2_00250_0100_006_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_006_10_0.5_Ancient_partitions.nex","exp2_00250_0100_006_10_0.5_Ancient_output_alignment"
"2147",7,100,250,10,0.5,"Ancient","exp2_00250_0100_007_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_007_10_0.5_Ancient_partitions.nex","exp2_00250_0100_007_10_0.5_Ancient_output_alignment"
"2148",8,100,250,10,0.5,"Ancient","exp2_00250_0100_008_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_008_10_0.5_Ancient_partitions.nex","exp2_00250_0100_008_10_0.5_Ancient_output_alignment"
"2149",9,100,250,10,0.5,"Ancient","exp2_00250_0100_009_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_009_10_0.5_Ancient_partitions.nex","exp2_00250_0100_009_10_0.5_Ancient_output_alignment"
"2150",10,100,250,10,0.5,"Ancient","exp2_00250_0100_010_10_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_010_10_0.5_Ancient_partitions.nex","exp2_00250_0100_010_10_0.5_Ancient_output_alignment"
"2161",1,10,250,100,0.5,"Ancient","exp2_00250_0010_001_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_001_100_0.5_Ancient_partitions.nex","exp2_00250_0010_001_100_0.5_Ancient_output_alignment"
"2162",2,10,250,100,0.5,"Ancient","exp2_00250_0010_002_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_002_100_0.5_Ancient_partitions.nex","exp2_00250_0010_002_100_0.5_Ancient_output_alignment"
"2163",3,10,250,100,0.5,"Ancient","exp2_00250_0010_003_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_003_100_0.5_Ancient_partitions.nex","exp2_00250_0010_003_100_0.5_Ancient_output_alignment"
"2164",4,10,250,100,0.5,"Ancient","exp2_00250_0010_004_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_004_100_0.5_Ancient_partitions.nex","exp2_00250_0010_004_100_0.5_Ancient_output_alignment"
"2165",5,10,250,100,0.5,"Ancient","exp2_00250_0010_005_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_005_100_0.5_Ancient_partitions.nex","exp2_00250_0010_005_100_0.5_Ancient_output_alignment"
"2166",6,10,250,100,0.5,"Ancient","exp2_00250_0010_006_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_006_100_0.5_Ancient_partitions.nex","exp2_00250_0010_006_100_0.5_Ancient_output_alignment"
"2167",7,10,250,100,0.5,"Ancient","exp2_00250_0010_007_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_007_100_0.5_Ancient_partitions.nex","exp2_00250_0010_007_100_0.5_Ancient_output_alignment"
"2168",8,10,250,100,0.5,"Ancient","exp2_00250_0010_008_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_008_100_0.5_Ancient_partitions.nex","exp2_00250_0010_008_100_0.5_Ancient_output_alignment"
"2169",9,10,250,100,0.5,"Ancient","exp2_00250_0010_009_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_009_100_0.5_Ancient_partitions.nex","exp2_00250_0010_009_100_0.5_Ancient_output_alignment"
"2170",10,10,250,100,0.5,"Ancient","exp2_00250_0010_010_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_010_100_0.5_Ancient_partitions.nex","exp2_00250_0010_010_100_0.5_Ancient_output_alignment"
"2171",1,20,250,100,0.5,"Ancient","exp2_00250_0020_001_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_001_100_0.5_Ancient_partitions.nex","exp2_00250_0020_001_100_0.5_Ancient_output_alignment"
"2172",2,20,250,100,0.5,"Ancient","exp2_00250_0020_002_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_002_100_0.5_Ancient_partitions.nex","exp2_00250_0020_002_100_0.5_Ancient_output_alignment"
"2173",3,20,250,100,0.5,"Ancient","exp2_00250_0020_003_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_003_100_0.5_Ancient_partitions.nex","exp2_00250_0020_003_100_0.5_Ancient_output_alignment"
"2174",4,20,250,100,0.5,"Ancient","exp2_00250_0020_004_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_004_100_0.5_Ancient_partitions.nex","exp2_00250_0020_004_100_0.5_Ancient_output_alignment"
"2175",5,20,250,100,0.5,"Ancient","exp2_00250_0020_005_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_005_100_0.5_Ancient_partitions.nex","exp2_00250_0020_005_100_0.5_Ancient_output_alignment"
"2176",6,20,250,100,0.5,"Ancient","exp2_00250_0020_006_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_006_100_0.5_Ancient_partitions.nex","exp2_00250_0020_006_100_0.5_Ancient_output_alignment"
"2177",7,20,250,100,0.5,"Ancient","exp2_00250_0020_007_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_007_100_0.5_Ancient_partitions.nex","exp2_00250_0020_007_100_0.5_Ancient_output_alignment"
"2178",8,20,250,100,0.5,"Ancient","exp2_00250_0020_008_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_008_100_0.5_Ancient_partitions.nex","exp2_00250_0020_008_100_0.5_Ancient_output_alignment"
"2179",9,20,250,100,0.5,"Ancient","exp2_00250_0020_009_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_009_100_0.5_Ancient_partitions.nex","exp2_00250_0020_009_100_0.5_Ancient_output_alignment"
"2180",10,20,250,100,0.5,"Ancient","exp2_00250_0020_010_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_010_100_0.5_Ancient_partitions.nex","exp2_00250_0020_010_100_0.5_Ancient_output_alignment"
"2181",1,50,250,100,0.5,"Ancient","exp2_00250_0050_001_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_001_100_0.5_Ancient_partitions.nex","exp2_00250_0050_001_100_0.5_Ancient_output_alignment"
"2182",2,50,250,100,0.5,"Ancient","exp2_00250_0050_002_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_002_100_0.5_Ancient_partitions.nex","exp2_00250_0050_002_100_0.5_Ancient_output_alignment"
"2183",3,50,250,100,0.5,"Ancient","exp2_00250_0050_003_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_003_100_0.5_Ancient_partitions.nex","exp2_00250_0050_003_100_0.5_Ancient_output_alignment"
"2184",4,50,250,100,0.5,"Ancient","exp2_00250_0050_004_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_004_100_0.5_Ancient_partitions.nex","exp2_00250_0050_004_100_0.5_Ancient_output_alignment"
"2185",5,50,250,100,0.5,"Ancient","exp2_00250_0050_005_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_005_100_0.5_Ancient_partitions.nex","exp2_00250_0050_005_100_0.5_Ancient_output_alignment"
"2186",6,50,250,100,0.5,"Ancient","exp2_00250_0050_006_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_006_100_0.5_Ancient_partitions.nex","exp2_00250_0050_006_100_0.5_Ancient_output_alignment"
"2187",7,50,250,100,0.5,"Ancient","exp2_00250_0050_007_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_007_100_0.5_Ancient_partitions.nex","exp2_00250_0050_007_100_0.5_Ancient_output_alignment"
"2188",8,50,250,100,0.5,"Ancient","exp2_00250_0050_008_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_008_100_0.5_Ancient_partitions.nex","exp2_00250_0050_008_100_0.5_Ancient_output_alignment"
"2189",9,50,250,100,0.5,"Ancient","exp2_00250_0050_009_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_009_100_0.5_Ancient_partitions.nex","exp2_00250_0050_009_100_0.5_Ancient_output_alignment"
"2190",10,50,250,100,0.5,"Ancient","exp2_00250_0050_010_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_010_100_0.5_Ancient_partitions.nex","exp2_00250_0050_010_100_0.5_Ancient_output_alignment"
"2191",1,100,250,100,0.5,"Ancient","exp2_00250_0100_001_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_001_100_0.5_Ancient_partitions.nex","exp2_00250_0100_001_100_0.5_Ancient_output_alignment"
"2192",2,100,250,100,0.5,"Ancient","exp2_00250_0100_002_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_002_100_0.5_Ancient_partitions.nex","exp2_00250_0100_002_100_0.5_Ancient_output_alignment"
"2193",3,100,250,100,0.5,"Ancient","exp2_00250_0100_003_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_003_100_0.5_Ancient_partitions.nex","exp2_00250_0100_003_100_0.5_Ancient_output_alignment"
"2194",4,100,250,100,0.5,"Ancient","exp2_00250_0100_004_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_004_100_0.5_Ancient_partitions.nex","exp2_00250_0100_004_100_0.5_Ancient_output_alignment"
"2195",5,100,250,100,0.5,"Ancient","exp2_00250_0100_005_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_005_100_0.5_Ancient_partitions.nex","exp2_00250_0100_005_100_0.5_Ancient_output_alignment"
"2196",6,100,250,100,0.5,"Ancient","exp2_00250_0100_006_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_006_100_0.5_Ancient_partitions.nex","exp2_00250_0100_006_100_0.5_Ancient_output_alignment"
"2197",7,100,250,100,0.5,"Ancient","exp2_00250_0100_007_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_007_100_0.5_Ancient_partitions.nex","exp2_00250_0100_007_100_0.5_Ancient_output_alignment"
"2198",8,100,250,100,0.5,"Ancient","exp2_00250_0100_008_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_008_100_0.5_Ancient_partitions.nex","exp2_00250_0100_008_100_0.5_Ancient_output_alignment"
"2199",9,100,250,100,0.5,"Ancient","exp2_00250_0100_009_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_009_100_0.5_Ancient_partitions.nex","exp2_00250_0100_009_100_0.5_Ancient_output_alignment"
"2200",10,100,250,100,0.5,"Ancient","exp2_00250_0100_010_100_0.5_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_010_100_0.5_Ancient_partitions.nex","exp2_00250_0100_010_100_0.5_Ancient_output_alignment"
"2201",1,5,250,0.1,0,"Recent","exp2_00250_0005_001_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_001_0.1_0_Recent_partitions.nex","exp2_00250_0005_001_0.1_0_Recent_output_alignment"
"2202",2,5,250,0.1,0,"Recent","exp2_00250_0005_002_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_002_0.1_0_Recent_partitions.nex","exp2_00250_0005_002_0.1_0_Recent_output_alignment"
"2203",3,5,250,0.1,0,"Recent","exp2_00250_0005_003_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_003_0.1_0_Recent_partitions.nex","exp2_00250_0005_003_0.1_0_Recent_output_alignment"
"2204",4,5,250,0.1,0,"Recent","exp2_00250_0005_004_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_004_0.1_0_Recent_partitions.nex","exp2_00250_0005_004_0.1_0_Recent_output_alignment"
"2205",5,5,250,0.1,0,"Recent","exp2_00250_0005_005_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_005_0.1_0_Recent_partitions.nex","exp2_00250_0005_005_0.1_0_Recent_output_alignment"
"2206",6,5,250,0.1,0,"Recent","exp2_00250_0005_006_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_006_0.1_0_Recent_partitions.nex","exp2_00250_0005_006_0.1_0_Recent_output_alignment"
"2207",7,5,250,0.1,0,"Recent","exp2_00250_0005_007_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_007_0.1_0_Recent_partitions.nex","exp2_00250_0005_007_0.1_0_Recent_output_alignment"
"2208",8,5,250,0.1,0,"Recent","exp2_00250_0005_008_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_008_0.1_0_Recent_partitions.nex","exp2_00250_0005_008_0.1_0_Recent_output_alignment"
"2209",9,5,250,0.1,0,"Recent","exp2_00250_0005_009_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_009_0.1_0_Recent_partitions.nex","exp2_00250_0005_009_0.1_0_Recent_output_alignment"
"2210",10,5,250,0.1,0,"Recent","exp2_00250_0005_010_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_010_0.1_0_Recent_partitions.nex","exp2_00250_0005_010_0.1_0_Recent_output_alignment"
"2211",1,10,250,0.1,0,"Recent","exp2_00250_0010_001_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0010_001_0.1_0_Recent_partitions.nex","exp2_00250_0010_001_0.1_0_Recent_output_alignment"
"2212",2,10,250,0.1,0,"Recent","exp2_00250_0010_002_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0010_002_0.1_0_Recent_partitions.nex","exp2_00250_0010_002_0.1_0_Recent_output_alignment"
"2213",3,10,250,0.1,0,"Recent","exp2_00250_0010_003_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0010_003_0.1_0_Recent_partitions.nex","exp2_00250_0010_003_0.1_0_Recent_output_alignment"
"2214",4,10,250,0.1,0,"Recent","exp2_00250_0010_004_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0010_004_0.1_0_Recent_partitions.nex","exp2_00250_0010_004_0.1_0_Recent_output_alignment"
"2215",5,10,250,0.1,0,"Recent","exp2_00250_0010_005_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0010_005_0.1_0_Recent_partitions.nex","exp2_00250_0010_005_0.1_0_Recent_output_alignment"
"2216",6,10,250,0.1,0,"Recent","exp2_00250_0010_006_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0010_006_0.1_0_Recent_partitions.nex","exp2_00250_0010_006_0.1_0_Recent_output_alignment"
"2217",7,10,250,0.1,0,"Recent","exp2_00250_0010_007_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0010_007_0.1_0_Recent_partitions.nex","exp2_00250_0010_007_0.1_0_Recent_output_alignment"
"2218",8,10,250,0.1,0,"Recent","exp2_00250_0010_008_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0010_008_0.1_0_Recent_partitions.nex","exp2_00250_0010_008_0.1_0_Recent_output_alignment"
"2219",9,10,250,0.1,0,"Recent","exp2_00250_0010_009_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0010_009_0.1_0_Recent_partitions.nex","exp2_00250_0010_009_0.1_0_Recent_output_alignment"
"2220",10,10,250,0.1,0,"Recent","exp2_00250_0010_010_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0010_010_0.1_0_Recent_partitions.nex","exp2_00250_0010_010_0.1_0_Recent_output_alignment"
"2221",1,20,250,0.1,0,"Recent","exp2_00250_0020_001_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0020_001_0.1_0_Recent_partitions.nex","exp2_00250_0020_001_0.1_0_Recent_output_alignment"
"2222",2,20,250,0.1,0,"Recent","exp2_00250_0020_002_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0020_002_0.1_0_Recent_partitions.nex","exp2_00250_0020_002_0.1_0_Recent_output_alignment"
"2223",3,20,250,0.1,0,"Recent","exp2_00250_0020_003_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0020_003_0.1_0_Recent_partitions.nex","exp2_00250_0020_003_0.1_0_Recent_output_alignment"
"2224",4,20,250,0.1,0,"Recent","exp2_00250_0020_004_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0020_004_0.1_0_Recent_partitions.nex","exp2_00250_0020_004_0.1_0_Recent_output_alignment"
"2225",5,20,250,0.1,0,"Recent","exp2_00250_0020_005_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0020_005_0.1_0_Recent_partitions.nex","exp2_00250_0020_005_0.1_0_Recent_output_alignment"
"2226",6,20,250,0.1,0,"Recent","exp2_00250_0020_006_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0020_006_0.1_0_Recent_partitions.nex","exp2_00250_0020_006_0.1_0_Recent_output_alignment"
"2227",7,20,250,0.1,0,"Recent","exp2_00250_0020_007_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0020_007_0.1_0_Recent_partitions.nex","exp2_00250_0020_007_0.1_0_Recent_output_alignment"
"2228",8,20,250,0.1,0,"Recent","exp2_00250_0020_008_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0020_008_0.1_0_Recent_partitions.nex","exp2_00250_0020_008_0.1_0_Recent_output_alignment"
"2229",9,20,250,0.1,0,"Recent","exp2_00250_0020_009_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0020_009_0.1_0_Recent_partitions.nex","exp2_00250_0020_009_0.1_0_Recent_output_alignment"
"2230",10,20,250,0.1,0,"Recent","exp2_00250_0020_010_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0020_010_0.1_0_Recent_partitions.nex","exp2_00250_0020_010_0.1_0_Recent_output_alignment"
"2231",1,50,250,0.1,0,"Recent","exp2_00250_0050_001_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0050_001_0.1_0_Recent_partitions.nex","exp2_00250_0050_001_0.1_0_Recent_output_alignment"
"2232",2,50,250,0.1,0,"Recent","exp2_00250_0050_002_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0050_002_0.1_0_Recent_partitions.nex","exp2_00250_0050_002_0.1_0_Recent_output_alignment"
"2233",3,50,250,0.1,0,"Recent","exp2_00250_0050_003_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0050_003_0.1_0_Recent_partitions.nex","exp2_00250_0050_003_0.1_0_Recent_output_alignment"
"2234",4,50,250,0.1,0,"Recent","exp2_00250_0050_004_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0050_004_0.1_0_Recent_partitions.nex","exp2_00250_0050_004_0.1_0_Recent_output_alignment"
"2235",5,50,250,0.1,0,"Recent","exp2_00250_0050_005_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0050_005_0.1_0_Recent_partitions.nex","exp2_00250_0050_005_0.1_0_Recent_output_alignment"
"2236",6,50,250,0.1,0,"Recent","exp2_00250_0050_006_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0050_006_0.1_0_Recent_partitions.nex","exp2_00250_0050_006_0.1_0_Recent_output_alignment"
"2237",7,50,250,0.1,0,"Recent","exp2_00250_0050_007_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0050_007_0.1_0_Recent_partitions.nex","exp2_00250_0050_007_0.1_0_Recent_output_alignment"
"2238",8,50,250,0.1,0,"Recent","exp2_00250_0050_008_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0050_008_0.1_0_Recent_partitions.nex","exp2_00250_0050_008_0.1_0_Recent_output_alignment"
"2239",9,50,250,0.1,0,"Recent","exp2_00250_0050_009_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0050_009_0.1_0_Recent_partitions.nex","exp2_00250_0050_009_0.1_0_Recent_output_alignment"
"2240",10,50,250,0.1,0,"Recent","exp2_00250_0050_010_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0050_010_0.1_0_Recent_partitions.nex","exp2_00250_0050_010_0.1_0_Recent_output_alignment"
"2241",1,100,250,0.1,0,"Recent","exp2_00250_0100_001_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0100_001_0.1_0_Recent_partitions.nex","exp2_00250_0100_001_0.1_0_Recent_output_alignment"
"2242",2,100,250,0.1,0,"Recent","exp2_00250_0100_002_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0100_002_0.1_0_Recent_partitions.nex","exp2_00250_0100_002_0.1_0_Recent_output_alignment"
"2243",3,100,250,0.1,0,"Recent","exp2_00250_0100_003_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0100_003_0.1_0_Recent_partitions.nex","exp2_00250_0100_003_0.1_0_Recent_output_alignment"
"2244",4,100,250,0.1,0,"Recent","exp2_00250_0100_004_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0100_004_0.1_0_Recent_partitions.nex","exp2_00250_0100_004_0.1_0_Recent_output_alignment"
"2245",5,100,250,0.1,0,"Recent","exp2_00250_0100_005_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0100_005_0.1_0_Recent_partitions.nex","exp2_00250_0100_005_0.1_0_Recent_output_alignment"
"2246",6,100,250,0.1,0,"Recent","exp2_00250_0100_006_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0100_006_0.1_0_Recent_partitions.nex","exp2_00250_0100_006_0.1_0_Recent_output_alignment"
"2247",7,100,250,0.1,0,"Recent","exp2_00250_0100_007_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0100_007_0.1_0_Recent_partitions.nex","exp2_00250_0100_007_0.1_0_Recent_output_alignment"
"2248",8,100,250,0.1,0,"Recent","exp2_00250_0100_008_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0100_008_0.1_0_Recent_partitions.nex","exp2_00250_0100_008_0.1_0_Recent_output_alignment"
"2249",9,100,250,0.1,0,"Recent","exp2_00250_0100_009_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0100_009_0.1_0_Recent_partitions.nex","exp2_00250_0100_009_0.1_0_Recent_output_alignment"
"2250",10,100,250,0.1,0,"Recent","exp2_00250_0100_010_0.1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0100_010_0.1_0_Recent_partitions.nex","exp2_00250_0100_010_0.1_0_Recent_output_alignment"
"2251",1,5,250,1,0,"Recent","exp2_00250_0005_001_1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_001_1_0_Recent_partitions.nex","exp2_00250_0005_001_1_0_Recent_output_alignment"
"2252",2,5,250,1,0,"Recent","exp2_00250_0005_002_1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_002_1_0_Recent_partitions.nex","exp2_00250_0005_002_1_0_Recent_output_alignment"
"2253",3,5,250,1,0,"Recent","exp2_00250_0005_003_1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_003_1_0_Recent_partitions.nex","exp2_00250_0005_003_1_0_Recent_output_alignment"
"2254",4,5,250,1,0,"Recent","exp2_00250_0005_004_1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_004_1_0_Recent_partitions.nex","exp2_00250_0005_004_1_0_Recent_output_alignment"
"2255",5,5,250,1,0,"Recent","exp2_00250_0005_005_1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_005_1_0_Recent_partitions.nex","exp2_00250_0005_005_1_0_Recent_output_alignment"
"2256",6,5,250,1,0,"Recent","exp2_00250_0005_006_1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_006_1_0_Recent_partitions.nex","exp2_00250_0005_006_1_0_Recent_output_alignment"
"2257",7,5,250,1,0,"Recent","exp2_00250_0005_007_1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_007_1_0_Recent_partitions.nex","exp2_00250_0005_007_1_0_Recent_output_alignment"
"2258",8,5,250,1,0,"Recent","exp2_00250_0005_008_1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_008_1_0_Recent_partitions.nex","exp2_00250_0005_008_1_0_Recent_output_alignment"
"2259",9,5,250,1,0,"Recent","exp2_00250_0005_009_1_0_Recent","JC",NA,250000,"DNA","exp2_00250_0005_009_1_0_Recent_partitions.nex","exp2_00250_0005_009_1_0_Recent_output_alignment"
