"","num_reps","num_taxa","num_trees","tree_depth","recombination_value","recombination_type","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","partition_file","output_alignment_file"
"11",1,10,250,0.1,0,"Ancient","exp2_00250_0010_001_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_001_0.1_0_Ancient_partitions.nex","exp2_00250_0010_001_0.1_0_Ancient_output_alignment"
"12",2,10,250,0.1,0,"Ancient","exp2_00250_0010_002_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_002_0.1_0_Ancient_partitions.nex","exp2_00250_0010_002_0.1_0_Ancient_output_alignment"
"13",3,10,250,0.1,0,"Ancient","exp2_00250_0010_003_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_003_0.1_0_Ancient_partitions.nex","exp2_00250_0010_003_0.1_0_Ancient_output_alignment"
"14",4,10,250,0.1,0,"Ancient","exp2_00250_0010_004_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_004_0.1_0_Ancient_partitions.nex","exp2_00250_0010_004_0.1_0_Ancient_output_alignment"
"15",5,10,250,0.1,0,"Ancient","exp2_00250_0010_005_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_005_0.1_0_Ancient_partitions.nex","exp2_00250_0010_005_0.1_0_Ancient_output_alignment"
"16",6,10,250,0.1,0,"Ancient","exp2_00250_0010_006_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_006_0.1_0_Ancient_partitions.nex","exp2_00250_0010_006_0.1_0_Ancient_output_alignment"
"17",7,10,250,0.1,0,"Ancient","exp2_00250_0010_007_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_007_0.1_0_Ancient_partitions.nex","exp2_00250_0010_007_0.1_0_Ancient_output_alignment"
"18",8,10,250,0.1,0,"Ancient","exp2_00250_0010_008_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_008_0.1_0_Ancient_partitions.nex","exp2_00250_0010_008_0.1_0_Ancient_output_alignment"
"19",9,10,250,0.1,0,"Ancient","exp2_00250_0010_009_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_009_0.1_0_Ancient_partitions.nex","exp2_00250_0010_009_0.1_0_Ancient_output_alignment"
"20",10,10,250,0.1,0,"Ancient","exp2_00250_0010_010_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_010_0.1_0_Ancient_partitions.nex","exp2_00250_0010_010_0.1_0_Ancient_output_alignment"
"21",1,20,250,0.1,0,"Ancient","exp2_00250_0020_001_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_001_0.1_0_Ancient_partitions.nex","exp2_00250_0020_001_0.1_0_Ancient_output_alignment"
"22",2,20,250,0.1,0,"Ancient","exp2_00250_0020_002_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_002_0.1_0_Ancient_partitions.nex","exp2_00250_0020_002_0.1_0_Ancient_output_alignment"
"23",3,20,250,0.1,0,"Ancient","exp2_00250_0020_003_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_003_0.1_0_Ancient_partitions.nex","exp2_00250_0020_003_0.1_0_Ancient_output_alignment"
"24",4,20,250,0.1,0,"Ancient","exp2_00250_0020_004_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_004_0.1_0_Ancient_partitions.nex","exp2_00250_0020_004_0.1_0_Ancient_output_alignment"
"25",5,20,250,0.1,0,"Ancient","exp2_00250_0020_005_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_005_0.1_0_Ancient_partitions.nex","exp2_00250_0020_005_0.1_0_Ancient_output_alignment"
"26",6,20,250,0.1,0,"Ancient","exp2_00250_0020_006_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_006_0.1_0_Ancient_partitions.nex","exp2_00250_0020_006_0.1_0_Ancient_output_alignment"
"27",7,20,250,0.1,0,"Ancient","exp2_00250_0020_007_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_007_0.1_0_Ancient_partitions.nex","exp2_00250_0020_007_0.1_0_Ancient_output_alignment"
"28",8,20,250,0.1,0,"Ancient","exp2_00250_0020_008_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_008_0.1_0_Ancient_partitions.nex","exp2_00250_0020_008_0.1_0_Ancient_output_alignment"
"29",9,20,250,0.1,0,"Ancient","exp2_00250_0020_009_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_009_0.1_0_Ancient_partitions.nex","exp2_00250_0020_009_0.1_0_Ancient_output_alignment"
"30",10,20,250,0.1,0,"Ancient","exp2_00250_0020_010_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_010_0.1_0_Ancient_partitions.nex","exp2_00250_0020_010_0.1_0_Ancient_output_alignment"
"31",1,50,250,0.1,0,"Ancient","exp2_00250_0050_001_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_001_0.1_0_Ancient_partitions.nex","exp2_00250_0050_001_0.1_0_Ancient_output_alignment"
"32",2,50,250,0.1,0,"Ancient","exp2_00250_0050_002_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_002_0.1_0_Ancient_partitions.nex","exp2_00250_0050_002_0.1_0_Ancient_output_alignment"
"33",3,50,250,0.1,0,"Ancient","exp2_00250_0050_003_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_003_0.1_0_Ancient_partitions.nex","exp2_00250_0050_003_0.1_0_Ancient_output_alignment"
"34",4,50,250,0.1,0,"Ancient","exp2_00250_0050_004_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_004_0.1_0_Ancient_partitions.nex","exp2_00250_0050_004_0.1_0_Ancient_output_alignment"
"35",5,50,250,0.1,0,"Ancient","exp2_00250_0050_005_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_005_0.1_0_Ancient_partitions.nex","exp2_00250_0050_005_0.1_0_Ancient_output_alignment"
"36",6,50,250,0.1,0,"Ancient","exp2_00250_0050_006_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_006_0.1_0_Ancient_partitions.nex","exp2_00250_0050_006_0.1_0_Ancient_output_alignment"
"37",7,50,250,0.1,0,"Ancient","exp2_00250_0050_007_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_007_0.1_0_Ancient_partitions.nex","exp2_00250_0050_007_0.1_0_Ancient_output_alignment"
"38",8,50,250,0.1,0,"Ancient","exp2_00250_0050_008_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_008_0.1_0_Ancient_partitions.nex","exp2_00250_0050_008_0.1_0_Ancient_output_alignment"
"39",9,50,250,0.1,0,"Ancient","exp2_00250_0050_009_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_009_0.1_0_Ancient_partitions.nex","exp2_00250_0050_009_0.1_0_Ancient_output_alignment"
"40",10,50,250,0.1,0,"Ancient","exp2_00250_0050_010_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_010_0.1_0_Ancient_partitions.nex","exp2_00250_0050_010_0.1_0_Ancient_output_alignment"
"41",1,100,250,0.1,0,"Ancient","exp2_00250_0100_001_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_001_0.1_0_Ancient_partitions.nex","exp2_00250_0100_001_0.1_0_Ancient_output_alignment"
"42",2,100,250,0.1,0,"Ancient","exp2_00250_0100_002_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_002_0.1_0_Ancient_partitions.nex","exp2_00250_0100_002_0.1_0_Ancient_output_alignment"
"43",3,100,250,0.1,0,"Ancient","exp2_00250_0100_003_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_003_0.1_0_Ancient_partitions.nex","exp2_00250_0100_003_0.1_0_Ancient_output_alignment"
"44",4,100,250,0.1,0,"Ancient","exp2_00250_0100_004_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_004_0.1_0_Ancient_partitions.nex","exp2_00250_0100_004_0.1_0_Ancient_output_alignment"
"45",5,100,250,0.1,0,"Ancient","exp2_00250_0100_005_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_005_0.1_0_Ancient_partitions.nex","exp2_00250_0100_005_0.1_0_Ancient_output_alignment"
"46",6,100,250,0.1,0,"Ancient","exp2_00250_0100_006_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_006_0.1_0_Ancient_partitions.nex","exp2_00250_0100_006_0.1_0_Ancient_output_alignment"
"47",7,100,250,0.1,0,"Ancient","exp2_00250_0100_007_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_007_0.1_0_Ancient_partitions.nex","exp2_00250_0100_007_0.1_0_Ancient_output_alignment"
"48",8,100,250,0.1,0,"Ancient","exp2_00250_0100_008_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_008_0.1_0_Ancient_partitions.nex","exp2_00250_0100_008_0.1_0_Ancient_output_alignment"
"49",9,100,250,0.1,0,"Ancient","exp2_00250_0100_009_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_009_0.1_0_Ancient_partitions.nex","exp2_00250_0100_009_0.1_0_Ancient_output_alignment"
"50",10,100,250,0.1,0,"Ancient","exp2_00250_0100_010_0.1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_010_0.1_0_Ancient_partitions.nex","exp2_00250_0100_010_0.1_0_Ancient_output_alignment"
"61",1,10,250,1,0,"Ancient","exp2_00250_0010_001_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_001_1_0_Ancient_partitions.nex","exp2_00250_0010_001_1_0_Ancient_output_alignment"
"62",2,10,250,1,0,"Ancient","exp2_00250_0010_002_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_002_1_0_Ancient_partitions.nex","exp2_00250_0010_002_1_0_Ancient_output_alignment"
"63",3,10,250,1,0,"Ancient","exp2_00250_0010_003_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_003_1_0_Ancient_partitions.nex","exp2_00250_0010_003_1_0_Ancient_output_alignment"
"64",4,10,250,1,0,"Ancient","exp2_00250_0010_004_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_004_1_0_Ancient_partitions.nex","exp2_00250_0010_004_1_0_Ancient_output_alignment"
"65",5,10,250,1,0,"Ancient","exp2_00250_0010_005_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_005_1_0_Ancient_partitions.nex","exp2_00250_0010_005_1_0_Ancient_output_alignment"
"66",6,10,250,1,0,"Ancient","exp2_00250_0010_006_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_006_1_0_Ancient_partitions.nex","exp2_00250_0010_006_1_0_Ancient_output_alignment"
"67",7,10,250,1,0,"Ancient","exp2_00250_0010_007_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_007_1_0_Ancient_partitions.nex","exp2_00250_0010_007_1_0_Ancient_output_alignment"
"68",8,10,250,1,0,"Ancient","exp2_00250_0010_008_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_008_1_0_Ancient_partitions.nex","exp2_00250_0010_008_1_0_Ancient_output_alignment"
"69",9,10,250,1,0,"Ancient","exp2_00250_0010_009_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_009_1_0_Ancient_partitions.nex","exp2_00250_0010_009_1_0_Ancient_output_alignment"
"70",10,10,250,1,0,"Ancient","exp2_00250_0010_010_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_010_1_0_Ancient_partitions.nex","exp2_00250_0010_010_1_0_Ancient_output_alignment"
"71",1,20,250,1,0,"Ancient","exp2_00250_0020_001_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_001_1_0_Ancient_partitions.nex","exp2_00250_0020_001_1_0_Ancient_output_alignment"
"72",2,20,250,1,0,"Ancient","exp2_00250_0020_002_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_002_1_0_Ancient_partitions.nex","exp2_00250_0020_002_1_0_Ancient_output_alignment"
"73",3,20,250,1,0,"Ancient","exp2_00250_0020_003_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_003_1_0_Ancient_partitions.nex","exp2_00250_0020_003_1_0_Ancient_output_alignment"
"74",4,20,250,1,0,"Ancient","exp2_00250_0020_004_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_004_1_0_Ancient_partitions.nex","exp2_00250_0020_004_1_0_Ancient_output_alignment"
"75",5,20,250,1,0,"Ancient","exp2_00250_0020_005_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_005_1_0_Ancient_partitions.nex","exp2_00250_0020_005_1_0_Ancient_output_alignment"
"76",6,20,250,1,0,"Ancient","exp2_00250_0020_006_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_006_1_0_Ancient_partitions.nex","exp2_00250_0020_006_1_0_Ancient_output_alignment"
"77",7,20,250,1,0,"Ancient","exp2_00250_0020_007_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_007_1_0_Ancient_partitions.nex","exp2_00250_0020_007_1_0_Ancient_output_alignment"
"78",8,20,250,1,0,"Ancient","exp2_00250_0020_008_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_008_1_0_Ancient_partitions.nex","exp2_00250_0020_008_1_0_Ancient_output_alignment"
"79",9,20,250,1,0,"Ancient","exp2_00250_0020_009_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_009_1_0_Ancient_partitions.nex","exp2_00250_0020_009_1_0_Ancient_output_alignment"
"80",10,20,250,1,0,"Ancient","exp2_00250_0020_010_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_010_1_0_Ancient_partitions.nex","exp2_00250_0020_010_1_0_Ancient_output_alignment"
"81",1,50,250,1,0,"Ancient","exp2_00250_0050_001_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_001_1_0_Ancient_partitions.nex","exp2_00250_0050_001_1_0_Ancient_output_alignment"
"82",2,50,250,1,0,"Ancient","exp2_00250_0050_002_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_002_1_0_Ancient_partitions.nex","exp2_00250_0050_002_1_0_Ancient_output_alignment"
"83",3,50,250,1,0,"Ancient","exp2_00250_0050_003_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_003_1_0_Ancient_partitions.nex","exp2_00250_0050_003_1_0_Ancient_output_alignment"
"84",4,50,250,1,0,"Ancient","exp2_00250_0050_004_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_004_1_0_Ancient_partitions.nex","exp2_00250_0050_004_1_0_Ancient_output_alignment"
"85",5,50,250,1,0,"Ancient","exp2_00250_0050_005_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_005_1_0_Ancient_partitions.nex","exp2_00250_0050_005_1_0_Ancient_output_alignment"
"86",6,50,250,1,0,"Ancient","exp2_00250_0050_006_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_006_1_0_Ancient_partitions.nex","exp2_00250_0050_006_1_0_Ancient_output_alignment"
"87",7,50,250,1,0,"Ancient","exp2_00250_0050_007_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_007_1_0_Ancient_partitions.nex","exp2_00250_0050_007_1_0_Ancient_output_alignment"
"88",8,50,250,1,0,"Ancient","exp2_00250_0050_008_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_008_1_0_Ancient_partitions.nex","exp2_00250_0050_008_1_0_Ancient_output_alignment"
"89",9,50,250,1,0,"Ancient","exp2_00250_0050_009_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_009_1_0_Ancient_partitions.nex","exp2_00250_0050_009_1_0_Ancient_output_alignment"
"90",10,50,250,1,0,"Ancient","exp2_00250_0050_010_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_010_1_0_Ancient_partitions.nex","exp2_00250_0050_010_1_0_Ancient_output_alignment"
"91",1,100,250,1,0,"Ancient","exp2_00250_0100_001_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_001_1_0_Ancient_partitions.nex","exp2_00250_0100_001_1_0_Ancient_output_alignment"
"92",2,100,250,1,0,"Ancient","exp2_00250_0100_002_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_002_1_0_Ancient_partitions.nex","exp2_00250_0100_002_1_0_Ancient_output_alignment"
"93",3,100,250,1,0,"Ancient","exp2_00250_0100_003_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_003_1_0_Ancient_partitions.nex","exp2_00250_0100_003_1_0_Ancient_output_alignment"
"94",4,100,250,1,0,"Ancient","exp2_00250_0100_004_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_004_1_0_Ancient_partitions.nex","exp2_00250_0100_004_1_0_Ancient_output_alignment"
"95",5,100,250,1,0,"Ancient","exp2_00250_0100_005_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_005_1_0_Ancient_partitions.nex","exp2_00250_0100_005_1_0_Ancient_output_alignment"
"96",6,100,250,1,0,"Ancient","exp2_00250_0100_006_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_006_1_0_Ancient_partitions.nex","exp2_00250_0100_006_1_0_Ancient_output_alignment"
"97",7,100,250,1,0,"Ancient","exp2_00250_0100_007_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_007_1_0_Ancient_partitions.nex","exp2_00250_0100_007_1_0_Ancient_output_alignment"
"98",8,100,250,1,0,"Ancient","exp2_00250_0100_008_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_008_1_0_Ancient_partitions.nex","exp2_00250_0100_008_1_0_Ancient_output_alignment"
"99",9,100,250,1,0,"Ancient","exp2_00250_0100_009_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_009_1_0_Ancient_partitions.nex","exp2_00250_0100_009_1_0_Ancient_output_alignment"
"100",10,100,250,1,0,"Ancient","exp2_00250_0100_010_1_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_010_1_0_Ancient_partitions.nex","exp2_00250_0100_010_1_0_Ancient_output_alignment"
"111",1,10,250,10,0,"Ancient","exp2_00250_0010_001_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_001_10_0_Ancient_partitions.nex","exp2_00250_0010_001_10_0_Ancient_output_alignment"
"112",2,10,250,10,0,"Ancient","exp2_00250_0010_002_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_002_10_0_Ancient_partitions.nex","exp2_00250_0010_002_10_0_Ancient_output_alignment"
"113",3,10,250,10,0,"Ancient","exp2_00250_0010_003_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_003_10_0_Ancient_partitions.nex","exp2_00250_0010_003_10_0_Ancient_output_alignment"
"114",4,10,250,10,0,"Ancient","exp2_00250_0010_004_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_004_10_0_Ancient_partitions.nex","exp2_00250_0010_004_10_0_Ancient_output_alignment"
"115",5,10,250,10,0,"Ancient","exp2_00250_0010_005_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_005_10_0_Ancient_partitions.nex","exp2_00250_0010_005_10_0_Ancient_output_alignment"
"116",6,10,250,10,0,"Ancient","exp2_00250_0010_006_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_006_10_0_Ancient_partitions.nex","exp2_00250_0010_006_10_0_Ancient_output_alignment"
"117",7,10,250,10,0,"Ancient","exp2_00250_0010_007_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_007_10_0_Ancient_partitions.nex","exp2_00250_0010_007_10_0_Ancient_output_alignment"
"118",8,10,250,10,0,"Ancient","exp2_00250_0010_008_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_008_10_0_Ancient_partitions.nex","exp2_00250_0010_008_10_0_Ancient_output_alignment"
"119",9,10,250,10,0,"Ancient","exp2_00250_0010_009_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_009_10_0_Ancient_partitions.nex","exp2_00250_0010_009_10_0_Ancient_output_alignment"
"120",10,10,250,10,0,"Ancient","exp2_00250_0010_010_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_010_10_0_Ancient_partitions.nex","exp2_00250_0010_010_10_0_Ancient_output_alignment"
"121",1,20,250,10,0,"Ancient","exp2_00250_0020_001_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_001_10_0_Ancient_partitions.nex","exp2_00250_0020_001_10_0_Ancient_output_alignment"
"122",2,20,250,10,0,"Ancient","exp2_00250_0020_002_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_002_10_0_Ancient_partitions.nex","exp2_00250_0020_002_10_0_Ancient_output_alignment"
"123",3,20,250,10,0,"Ancient","exp2_00250_0020_003_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_003_10_0_Ancient_partitions.nex","exp2_00250_0020_003_10_0_Ancient_output_alignment"
"124",4,20,250,10,0,"Ancient","exp2_00250_0020_004_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_004_10_0_Ancient_partitions.nex","exp2_00250_0020_004_10_0_Ancient_output_alignment"
"125",5,20,250,10,0,"Ancient","exp2_00250_0020_005_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_005_10_0_Ancient_partitions.nex","exp2_00250_0020_005_10_0_Ancient_output_alignment"
"126",6,20,250,10,0,"Ancient","exp2_00250_0020_006_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_006_10_0_Ancient_partitions.nex","exp2_00250_0020_006_10_0_Ancient_output_alignment"
"127",7,20,250,10,0,"Ancient","exp2_00250_0020_007_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_007_10_0_Ancient_partitions.nex","exp2_00250_0020_007_10_0_Ancient_output_alignment"
"128",8,20,250,10,0,"Ancient","exp2_00250_0020_008_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_008_10_0_Ancient_partitions.nex","exp2_00250_0020_008_10_0_Ancient_output_alignment"
"129",9,20,250,10,0,"Ancient","exp2_00250_0020_009_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_009_10_0_Ancient_partitions.nex","exp2_00250_0020_009_10_0_Ancient_output_alignment"
"130",10,20,250,10,0,"Ancient","exp2_00250_0020_010_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0020_010_10_0_Ancient_partitions.nex","exp2_00250_0020_010_10_0_Ancient_output_alignment"
"131",1,50,250,10,0,"Ancient","exp2_00250_0050_001_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_001_10_0_Ancient_partitions.nex","exp2_00250_0050_001_10_0_Ancient_output_alignment"
"132",2,50,250,10,0,"Ancient","exp2_00250_0050_002_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_002_10_0_Ancient_partitions.nex","exp2_00250_0050_002_10_0_Ancient_output_alignment"
"133",3,50,250,10,0,"Ancient","exp2_00250_0050_003_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_003_10_0_Ancient_partitions.nex","exp2_00250_0050_003_10_0_Ancient_output_alignment"
"134",4,50,250,10,0,"Ancient","exp2_00250_0050_004_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_004_10_0_Ancient_partitions.nex","exp2_00250_0050_004_10_0_Ancient_output_alignment"
"135",5,50,250,10,0,"Ancient","exp2_00250_0050_005_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_005_10_0_Ancient_partitions.nex","exp2_00250_0050_005_10_0_Ancient_output_alignment"
"136",6,50,250,10,0,"Ancient","exp2_00250_0050_006_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_006_10_0_Ancient_partitions.nex","exp2_00250_0050_006_10_0_Ancient_output_alignment"
"137",7,50,250,10,0,"Ancient","exp2_00250_0050_007_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_007_10_0_Ancient_partitions.nex","exp2_00250_0050_007_10_0_Ancient_output_alignment"
"138",8,50,250,10,0,"Ancient","exp2_00250_0050_008_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_008_10_0_Ancient_partitions.nex","exp2_00250_0050_008_10_0_Ancient_output_alignment"
"139",9,50,250,10,0,"Ancient","exp2_00250_0050_009_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_009_10_0_Ancient_partitions.nex","exp2_00250_0050_009_10_0_Ancient_output_alignment"
"140",10,50,250,10,0,"Ancient","exp2_00250_0050_010_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0050_010_10_0_Ancient_partitions.nex","exp2_00250_0050_010_10_0_Ancient_output_alignment"
"141",1,100,250,10,0,"Ancient","exp2_00250_0100_001_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_001_10_0_Ancient_partitions.nex","exp2_00250_0100_001_10_0_Ancient_output_alignment"
"142",2,100,250,10,0,"Ancient","exp2_00250_0100_002_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_002_10_0_Ancient_partitions.nex","exp2_00250_0100_002_10_0_Ancient_output_alignment"
"143",3,100,250,10,0,"Ancient","exp2_00250_0100_003_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_003_10_0_Ancient_partitions.nex","exp2_00250_0100_003_10_0_Ancient_output_alignment"
"144",4,100,250,10,0,"Ancient","exp2_00250_0100_004_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_004_10_0_Ancient_partitions.nex","exp2_00250_0100_004_10_0_Ancient_output_alignment"
"145",5,100,250,10,0,"Ancient","exp2_00250_0100_005_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_005_10_0_Ancient_partitions.nex","exp2_00250_0100_005_10_0_Ancient_output_alignment"
"146",6,100,250,10,0,"Ancient","exp2_00250_0100_006_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_006_10_0_Ancient_partitions.nex","exp2_00250_0100_006_10_0_Ancient_output_alignment"
"147",7,100,250,10,0,"Ancient","exp2_00250_0100_007_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_007_10_0_Ancient_partitions.nex","exp2_00250_0100_007_10_0_Ancient_output_alignment"
"148",8,100,250,10,0,"Ancient","exp2_00250_0100_008_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_008_10_0_Ancient_partitions.nex","exp2_00250_0100_008_10_0_Ancient_output_alignment"
"149",9,100,250,10,0,"Ancient","exp2_00250_0100_009_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_009_10_0_Ancient_partitions.nex","exp2_00250_0100_009_10_0_Ancient_output_alignment"
"150",10,100,250,10,0,"Ancient","exp2_00250_0100_010_10_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0100_010_10_0_Ancient_partitions.nex","exp2_00250_0100_010_10_0_Ancient_output_alignment"
"161",1,10,250,100,0,"Ancient","exp2_00250_0010_001_100_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_001_100_0_Ancient_partitions.nex","exp2_00250_0010_001_100_0_Ancient_output_alignment"
"162",2,10,250,100,0,"Ancient","exp2_00250_0010_002_100_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_002_100_0_Ancient_partitions.nex","exp2_00250_0010_002_100_0_Ancient_output_alignment"
"163",3,10,250,100,0,"Ancient","exp2_00250_0010_003_100_0_Ancient","JC",NA,250000,"DNA","exp2_00250_0010_003_100_0_Ancient_partitions.nex","exp2_00250_0010_003_100_0_Ancient_output_alignment"
