"row_id","uid","num_taxa","num_trees","tree_depth","num_reps","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","LM_num_resolved_quartets","LM_num_partly_resolved_quartets","LM_num_unresolved_quartets","LM_total_num_quartets","LM_proportion_resolved_quartets","sCFL_mean","sCFL_median","sCFL_min","sCFL_max","NetworkTreelikenessTest","mean_delta_plot_value","mean_Q_residual","mean_TIGER_value","Cunningham_test","tree_proportion","input_alignment_path"
3426,"exp1_00625_0020_006_0.01",20,625,0.01,6,"JC",NA,10000,"DNA",480,20,0,500,0.96,40.75,40.7,32,50.1,"Treelike",0.493340580691364,0.00242745,0.277598573770492,0.946039970278732,0.602590154491733,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0020_006_0.01/exp1_00625_0020_006_0.01_output_alignment.fa"
3427,"exp1_00625_0020_007_0.01",20,625,0.01,7,"JC",NA,10000,"DNA",466,34,0,500,0.932,38.94,37.7,33.6,47.8,"Treelike",0.513801376175143,0.0019046,0.275938529120198,0.9045007885327,0.497977492609629,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0020_007_0.01/exp1_00625_0020_007_0.01_output_alignment.fa"
3428,"exp1_00625_0020_008_0.01",20,625,0.01,8,"JC",NA,10000,"DNA",478,22,0,500,0.956,41.15,40.2,33.3,51.8,"Treelike",0.480606260396314,0.0021841,0.269158573705179,0.930662511588039,0.550059605509421,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0020_008_0.01/exp1_00625_0020_008_0.01_output_alignment.fa"
3429,"exp1_00625_0020_009_0.01",20,625,0.01,9,"JC",NA,10000,"DNA",474,26,0,500,0.948,40.68,41.1,25.3,52.8,"Treelike",0.485093261762484,0.00207355,0.275689842105263,0.927495626589504,0.61414287869256,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0020_009_0.01/exp1_00625_0020_009_0.01_output_alignment.fa"
3430,"exp1_00625_0020_010_0.01",20,625,0.01,10,"JC",NA,10000,"DNA",483,17,0,500,0.966,40.54,39.5,28.9,59.5,"Treelike",0.488924584117138,0.0019255,0.275082143426295,0.939210046820581,0.530358800918002,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0020_010_0.01/exp1_00625_0020_010_0.01_output_alignment.fa"
3431,"exp1_00625_0050_001_0.01",50,625,0.01,1,"JC",NA,10000,"DNA",1200,49,1,1250,0.96,42.87,41.6,31.8,63.8,"Treelike",0.489318147308396,0.00204896,0.336564833333333,0.904727691156261,0.542754955979977,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0050_001_0.01/exp1_00625_0050_001_0.01_output_alignment.fa"
3432,"exp1_00625_0050_002_0.01",50,625,0.01,2,"JC",NA,10000,"DNA",1191,55,4,1250,0.9528,42.44,40.3,32.5,59.2,"Treelike",0.491436318720384,0.00191474,0.340798433760684,0.925854424558052,0.553645314218199,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0050_002_0.01/exp1_00625_0050_002_0.01_output_alignment.fa"
3433,"exp1_00625_0050_003_0.01",50,625,0.01,3,"JC",NA,10000,"DNA",1186,63,1,1250,0.9488,42.19,41.6,31.5,58.2,"Treelike",0.485097566073189,0.00172544,0.345598274115198,0.92248359069869,0.490596360894652,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0050_003_0.01/exp1_00625_0050_003_0.01_output_alignment.fa"
3434,"exp1_00625_0050_004_0.01",50,625,0.01,4,"JC",NA,10000,"DNA",1190,56,4,1250,0.952,42.94,41.5,23.8,64.8,"Treelike",0.486098572188855,0.00173092,0.348771344569288,0.886754463193336,0.561981233455739,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0050_004_0.01/exp1_00625_0050_004_0.01_output_alignment.fa"
3435,"exp1_00625_0050_005_0.01",50,625,0.01,5,"JC",NA,10000,"DNA",1195,54,1,1250,0.956,43.84,41.2,23.3,69.1,"Treelike",0.488318148843866,0.00180298,0.345157928079572,0.928460853876015,0.482127560665226,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0050_005_0.01/exp1_00625_0050_005_0.01_output_alignment.fa"
3436,"exp1_00625_0050_006_0.01",50,625,0.01,6,"JC",NA,10000,"DNA",1191,57,2,1250,0.9528,43.76,42,27,65.1,"Treelike",0.48622231344508,0.00181254,0.349236644894895,0.931453568236495,0.584282811914331,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0050_006_0.01/exp1_00625_0050_006_0.01_output_alignment.fa"
3437,"exp1_00625_0050_007_0.01",50,625,0.01,7,"JC",NA,10000,"DNA",1190,59,1,1250,0.952,43.87,42.3,25.4,67.9,"Treelike",0.484568172323237,0.00177292,0.348417265246143,0.940839776446746,0.507889149325672,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0050_007_0.01/exp1_00625_0050_007_0.01_output_alignment.fa"
3438,"exp1_00625_0050_008_0.01",50,625,0.01,8,"JC",NA,10000,"DNA",1183,65,2,1250,0.9464,43.88,41.4,27.7,76.7,"Treelike",0.481063486533059,0.00171002,0.342705694444444,0.943936600755132,0.594288845558241,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0050_008_0.01/exp1_00625_0050_008_0.01_output_alignment.fa"
3439,"exp1_00625_0050_009_0.01",50,625,0.01,9,"JC",NA,10000,"DNA",1177,72,1,1250,0.9416,43.73,43.7,26.7,61.2,"Treelike",0.486184996525073,0.00184312,0.350554691122524,0.950922417297731,0.481157392694954,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0050_009_0.01/exp1_00625_0050_009_0.01_output_alignment.fa"
3440,"exp1_00625_0050_010_0.01",50,625,0.01,10,"JC",NA,10000,"DNA",1193,55,2,1250,0.9544,43.76,42,28.4,64.5,"Treelike",0.491715972874555,0.00195762,0.349067627237354,0.948657722520757,0.552381743578432,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0050_010_0.01/exp1_00625_0050_010_0.01_output_alignment.fa"
3441,"exp1_00625_0100_001_0.01",100,625,0.01,1,"JC",NA,10000,"DNA",2371,127,2,2500,0.9484,44.22,43.1,24.9,73.3,"Treelike",0.485263956094366,0.00158109,0.393378870510397,0.905750962680806,0.558417986280287,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0100_001_0.01/exp1_00625_0100_001_0.01_output_alignment.fa"
3442,"exp1_00625_0100_002_0.01",100,625,0.01,2,"JC",NA,10000,"DNA",2382,114,4,2500,0.9528,44.47,42.7,26.3,71.5,"Treelike",0.485996492029378,0.00164994,0.398102122302158,0.933292550570347,0.539191287025969,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0100_002_0.01/exp1_00625_0100_002_0.01_output_alignment.fa"
3443,"exp1_00625_0100_003_0.01",100,625,0.01,3,"JC",NA,10000,"DNA",2372,125,3,2500,0.9488,45.43,44.3,26.3,72.3,"Treelike",0.485368428843651,0.00151986,0.404041386974988,0.941816477296334,0.542516750008424,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0100_003_0.01/exp1_00625_0100_003_0.01_output_alignment.fa"
3444,"exp1_00625_0100_004_0.01",100,625,0.01,4,"JC",NA,10000,"DNA",2354,144,2,2500,0.9416,45.39,43.7,21.4,75.6,"Treelike",0.488629188209682,0.001515,0.408749713218122,0.9572049513426,0.547894645207293,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0100_004_0.01/exp1_00625_0100_004_0.01_output_alignment.fa"
3445,"exp1_00625_0100_005_0.01",100,625,0.01,5,"JC",NA,10000,"DNA",2375,124,1,2500,0.95,44.1,42.5,26.5,67.5,"Treelike",0.491041220131965,0.00159974,0.407633941908714,0.91521468719228,0.503175866720992,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0100_005_0.01/exp1_00625_0100_005_0.01_output_alignment.fa"
3446,"exp1_00625_0100_006_0.01",100,625,0.01,6,"JC",NA,10000,"DNA",2370,126,4,2500,0.948,43.63,42.3,27.5,72.2,"Treelike",0.489837661549509,0.00147805,0.400306031611754,0.927192146934755,0.548573701336542,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0100_006_0.01/exp1_00625_0100_006_0.01_output_alignment.fa"
3447,"exp1_00625_0100_007_0.01",100,625,0.01,7,"JC",NA,10000,"DNA",2353,138,9,2500,0.9412,45.55,42.2,20.2,87,"Treelike",0.488847065180869,0.00155922,0.402055495639535,0.948558203023563,0.528187554187826,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0100_007_0.01/exp1_00625_0100_007_0.01_output_alignment.fa"
3448,"exp1_00625_0100_008_0.01",100,625,0.01,8,"JC",NA,10000,"DNA",2345,152,3,2500,0.938,44.96,42.6,26.5,72.8,"Treelike",0.487393279423084,0.00143006,0.404951592476489,0.947862300075649,0.524874762520889,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0100_008_0.01/exp1_00625_0100_008_0.01_output_alignment.fa"
3449,"exp1_00625_0100_009_0.01",100,625,0.01,9,"JC",NA,10000,"DNA",2357,142,1,2500,0.9428,44.67,43,25.8,78.2,"Treelike",0.486876458700808,0.00166963,0.401531623382625,0.934512778390551,0.515097077161979,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0100_009_0.01/exp1_00625_0100_009_0.01_output_alignment.fa"
3450,"exp1_00625_0100_010_0.01",100,625,0.01,10,"JC",NA,10000,"DNA",2368,129,3,2500,0.9472,44.7,43.5,22.8,79.7,"Treelike",0.488907239965766,0.00149107,0.402476565535024,0.936088913089205,0.493862983045193,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00625_0100_010_0.01/exp1_00625_0100_010_0.01_output_alignment.fa"
3451,"exp1_01000_0005_001_0.01",5,1000,0.01,1,"JC",NA,10000,"DNA",125,0,0,125,1,38.9,38.9,35,42.8,"Treelike",0.461066791470703,0.0036516,0.267116409090909,0.981366128547546,0.696969696969697,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0005_001_0.01/exp1_01000_0005_001_0.01_output_alignment.fa"
3452,"exp1_01000_0005_002_0.01",5,1000,0.01,2,"JC",NA,10000,"DNA",125,0,0,125,1,35.55,35.55,34.6,36.5,"Treelike",0.623791638053802,0.0026906,0.277227131474104,0.969685963405041,0.599106276823624,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0005_002_0.01/exp1_01000_0005_002_0.01_output_alignment.fa"
3453,"exp1_01000_0005_003_0.01",5,1000,0.01,3,"JC",NA,10000,"DNA",125,0,0,125,1,39.2,39.2,37.6,40.8,"Treelike",0.529533903915621,0.0042388,0.285059407407407,0.976480142080586,0.740222900493134,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0005_003_0.01/exp1_01000_0005_003_0.01_output_alignment.fa"
3454,"exp1_01000_0005_004_0.01",5,1000,0.01,4,"JC",NA,10000,"DNA",101,24,0,125,0.808,37.7,37.7,37.1,38.3,"Treelike",0.575323492613253,0.0042606,0.277017633962264,0.971030018143012,0.516129032258065,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0005_004_0.01/exp1_01000_0005_004_0.01_output_alignment.fa"
3455,"exp1_01000_0005_005_0.01",5,1000,0.01,5,"JC",NA,10000,"DNA",125,0,0,125,1,37.7,37.7,33.4,42,"Treelike",0.355700009758438,0.0001774,0.272409895652174,0.973350139073996,0.816956219941699,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0005_005_0.01/exp1_01000_0005_005_0.01_output_alignment.fa"
3456,"exp1_01000_0005_006_0.01",5,1000,0.01,6,"JC",NA,10000,"DNA",125,0,0,125,1,36.8,36.8,36.1,37.5,"Treelike",0.523771284941921,0.0055744,0.266398335106383,0.980325889367539,0.486970972629922,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0005_006_0.01/exp1_01000_0005_006_0.01_output_alignment.fa"
3457,"exp1_01000_0005_007_0.01",5,1000,0.01,7,"JC",NA,10000,"DNA",125,0,0,125,1,37.1,37.1,34.9,39.3,"Treelike",0.632163116315161,0.0076276,0.274436059090909,0.977642515972254,0.50308964529725,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0005_007_0.01/exp1_01000_0005_007_0.01_output_alignment.fa"
3458,"exp1_01000_0005_008_0.01",5,1000,0.01,8,"JC",NA,10000,"DNA",125,0,0,125,1,37.45,37.45,35,39.9,"Treelike",0.790884045874147,0.009175,0.281581864583333,0.978158702673877,0.394774954732651,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0005_008_0.01/exp1_01000_0005_008_0.01_output_alignment.fa"
3459,"exp1_01000_0005_009_0.01",5,1000,0.01,9,"JC",NA,10000,"DNA",125,0,0,125,1,37.05,37.05,37,37.1,"Treelike",0.339948744439528,0.0006352,0.265645147619048,0.981727145953065,0.633428409455418,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0005_009_0.01/exp1_01000_0005_009_0.01_output_alignment.fa"
3460,"exp1_01000_0005_010_0.01",5,1000,0.01,10,"JC",NA,10000,"DNA",125,0,0,125,1,36.2,36.2,34.5,37.9,"Treelike",0.501001661610658,0.0014044,0.267775757281553,0.981363871947375,0.686513887405722,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0005_010_0.01/exp1_01000_0005_010_0.01_output_alignment.fa"
3461,"exp1_01000_0010_001_0.01",10,1000,0.01,1,"JC",NA,10000,"DNA",233,17,0,250,0.932,37.24,36,34.7,42.9,"Treelike",0.502457542323776,0.0018311,0.243467006802721,0.948280263231556,0.454868206974745,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0010_001_0.01/exp1_01000_0010_001_0.01_output_alignment.fa"
3462,"exp1_01000_0010_002_0.01",10,1000,0.01,2,"JC",NA,10000,"DNA",240,10,0,250,0.96,37.29,36.6,33.3,44,"Treelike",0.478651661297756,0.0015553,0.225183329545455,0.931866894201527,0.449410366668589,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0010_002_0.01/exp1_01000_0010_002_0.01_output_alignment.fa"
3463,"exp1_01000_0010_003_0.01",10,1000,0.01,3,"JC",NA,10000,"DNA",238,12,0,250,0.952,37.87,36.6,30.5,47.9,"Treelike",0.559192396100359,0.0032475,0.238223095890411,0.958328435618622,0.383238950981167,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0010_003_0.01/exp1_01000_0010_003_0.01_output_alignment.fa"
3464,"exp1_01000_0010_004_0.01",10,1000,0.01,4,"JC",NA,10000,"DNA",243,4,3,250,0.972,37.1,35.8,32.5,46.7,"Treelike",0.507496788821913,0.0024751,0.251395118895966,0.945649996220269,0.372577567234189,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0010_004_0.01/exp1_01000_0010_004_0.01_output_alignment.fa"
3465,"exp1_01000_0010_005_0.01",10,1000,0.01,5,"JC",NA,10000,"DNA",233,17,0,250,0.932,38.06,37.5,32.6,42.9,"Treelike",0.51827359295051,0.0035572,0.262652638051044,0.949054416009238,0.516521459654724,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0010_005_0.01/exp1_01000_0010_005_0.01_output_alignment.fa"
3466,"exp1_01000_0010_006_0.01",10,1000,0.01,6,"JC",NA,10000,"DNA",242,8,0,250,0.968,38.14,38.8,34.9,40.7,"Treelike",0.475762528450164,0.0026431,0.245491711055276,0.954899667234676,0.627139573478149,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0010_006_0.01/exp1_01000_0010_006_0.01_output_alignment.fa"
3467,"exp1_01000_0010_007_0.01",10,1000,0.01,7,"JC",NA,10000,"DNA",239,11,0,250,0.956,36.49,36.2,32.6,41.6,"Treelike",0.495526780300059,0.0019026,0.237594354166667,0.9406919642876,0.477862614581054,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0010_007_0.01/exp1_01000_0010_007_0.01_output_alignment.fa"
3468,"exp1_01000_0010_008_0.01",10,1000,0.01,8,"JC",NA,10000,"DNA",239,11,0,250,0.956,37.71,37.2,30.8,43.6,"Treelike",0.471377795710873,0.0014774,0.245292397196262,0.957048095626151,0.696506194051031,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0010_008_0.01/exp1_01000_0010_008_0.01_output_alignment.fa"
3469,"exp1_01000_0010_009_0.01",10,1000,0.01,9,"JC",NA,10000,"DNA",232,16,2,250,0.928,37.3,37.5,34,40,"Treelike",0.466774607833989,0.001577,0.248078248837209,0.93323329393574,0.542946347293187,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0010_009_0.01/exp1_01000_0010_009_0.01_output_alignment.fa"
3470,"exp1_01000_0010_010_0.01",10,1000,0.01,10,"JC",NA,10000,"DNA",241,8,1,250,0.964,36.44,36.2,30.1,41.1,"Treelike",0.505030148053668,0.0033755,0.239185405660377,0.930343065885721,0.544087122970261,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0010_010_0.01/exp1_01000_0010_010_0.01_output_alignment.fa"
3471,"exp1_01000_0020_001_0.01",20,1000,0.01,1,"JC",NA,10000,"DNA",478,22,0,500,0.956,39.79,39.2,34,48.4,"Treelike",0.469710273025945,0.0015508,0.266851745098039,0.928715496876407,0.650828430274553,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0020_001_0.01/exp1_01000_0020_001_0.01_output_alignment.fa"
3472,"exp1_01000_0020_002_0.01",20,1000,0.01,2,"JC",NA,10000,"DNA",471,29,0,500,0.942,39.63,37.9,34.5,50.3,"Treelike",0.496107214272515,0.0018687,0.278274127226463,0.924119329910127,0.434732836328252,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0020_002_0.01/exp1_01000_0020_002_0.01_output_alignment.fa"
3473,"exp1_01000_0020_003_0.01",20,1000,0.01,3,"JC",NA,10000,"DNA",473,27,0,500,0.946,41.54,37.8,29.3,56.8,"Treelike",0.476285601259361,0.0018913,0.278733383404864,0.935446138195962,0.54571483973137,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0020_003_0.01/exp1_01000_0020_003_0.01_output_alignment.fa"
3474,"exp1_01000_0020_004_0.01",20,1000,0.01,4,"JC",NA,10000,"DNA",481,19,0,500,0.962,40.29,39.1,33.4,50.4,"Treelike",0.483534420128594,0.00205015,0.272776676300578,0.917288193148899,0.568325100648829,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0020_004_0.01/exp1_01000_0020_004_0.01_output_alignment.fa"
3475,"exp1_01000_0020_005_0.01",20,1000,0.01,5,"JC",NA,10000,"DNA",476,23,1,500,0.952,40.21,39.3,29.7,54.1,"Treelike",0.48711994267312,0.0024041,0.275180501997337,0.927039508945817,0.539333688187319,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0020_005_0.01/exp1_01000_0020_005_0.01_output_alignment.fa"
3476,"exp1_01000_0020_006_0.01",20,1000,0.01,6,"JC",NA,10000,"DNA",471,25,4,500,0.942,40.76,41,28.8,61.8,"Treelike",0.49425031814701,0.00206945,0.290915908695652,0.94839939145729,0.531465082463565,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0020_006_0.01/exp1_01000_0020_006_0.01_output_alignment.fa"
3477,"exp1_01000_0020_007_0.01",20,1000,0.01,7,"JC",NA,10000,"DNA",489,9,2,500,0.978,39.85,37.4,31.3,50.7,"Treelike",0.481285358806418,0.0021482,0.266130760839161,0.922336413718618,0.505922447534476,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0020_007_0.01/exp1_01000_0020_007_0.01_output_alignment.fa"
3478,"exp1_01000_0020_008_0.01",20,1000,0.01,8,"JC",NA,10000,"DNA",469,31,0,500,0.938,40.29,37.5,29.7,56.4,"Treelike",0.500718636394934,0.00230345,0.265513875,0.934224732930157,0.512774457616041,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0020_008_0.01/exp1_01000_0020_008_0.01_output_alignment.fa"
3479,"exp1_01000_0020_009_0.01",20,1000,0.01,9,"JC",NA,10000,"DNA",477,23,0,500,0.954,40.21,38.6,31.7,52.5,"Treelike",0.481043479031652,0.00212325,0.272737018055556,0.945106930273771,0.56015348464752,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0020_009_0.01/exp1_01000_0020_009_0.01_output_alignment.fa"
3480,"exp1_01000_0020_010_0.01",20,1000,0.01,10,"JC",NA,10000,"DNA",480,19,1,500,0.96,41.23,39,25.4,62.5,"Treelike",0.480334769106079,0.00162205,0.268175619897959,0.92374056442244,0.613137351110359,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0020_010_0.01/exp1_01000_0020_010_0.01_output_alignment.fa"
3481,"exp1_01000_0050_001_0.01",50,1000,0.01,1,"JC",NA,10000,"DNA",1184,66,0,1250,0.9472,42.3,41.6,29.7,58.9,"Treelike",0.495267184085252,0.00166404,0.344393996309963,0.920892237915625,0.555380707529517,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0050_001_0.01/exp1_01000_0050_001_0.01_output_alignment.fa"
3482,"exp1_01000_0050_002_0.01",50,1000,0.01,2,"JC",NA,10000,"DNA",1194,54,2,1250,0.9552,42.53,41.5,22.8,71.2,"Treelike",0.485467251020054,0.00168422,0.349182607407407,0.928754896127475,0.524395498291454,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0050_002_0.01/exp1_01000_0050_002_0.01_output_alignment.fa"
3483,"exp1_01000_0050_003_0.01",50,1000,0.01,3,"JC",NA,10000,"DNA",1188,61,1,1250,0.9504,42.97,41.6,25.3,64.9,"Treelike",0.489699702924314,0.00189174,0.344355805343511,0.929522936267223,0.548389673856107,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0050_003_0.01/exp1_01000_0050_003_0.01_output_alignment.fa"
3484,"exp1_01000_0050_004_0.01",50,1000,0.01,4,"JC",NA,10000,"DNA",1179,69,2,1250,0.9432,41.94,41.1,29.9,56.2,"Treelike",0.486597913823739,0.00167106,0.34218508409894,0.929831405964093,0.586204436216872,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0050_004_0.01/exp1_01000_0050_004_0.01_output_alignment.fa"
3485,"exp1_01000_0050_005_0.01",50,1000,0.01,5,"JC",NA,10000,"DNA",1190,57,3,1250,0.952,43.22,41.1,27.1,61.3,"Treelike",0.492024013101059,0.00162604,0.351527837777778,0.942301520516735,0.52975215451078,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0050_005_0.01/exp1_01000_0050_005_0.01_output_alignment.fa"
3486,"exp1_01000_0050_006_0.01",50,1000,0.01,6,"JC",NA,10000,"DNA",1179,70,1,1250,0.9432,42.54,42.1,27.6,62,"Treelike",0.485034725825208,0.00161524,0.354285569493942,0.934724922025754,0.502292600450993,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0050_006_0.01/exp1_01000_0050_006_0.01_output_alignment.fa"
3487,"exp1_01000_0050_007_0.01",50,1000,0.01,7,"JC",NA,10000,"DNA",1188,62,0,1250,0.9504,42.72,41.5,31.1,57.7,"Treelike",0.488206573474058,0.00166502,0.343993964094729,0.95085270107021,0.530510157785046,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0050_007_0.01/exp1_01000_0050_007_0.01_output_alignment.fa"
3488,"exp1_01000_0050_008_0.01",50,1000,0.01,8,"JC",NA,10000,"DNA",1180,69,1,1250,0.944,43.1,42.5,28,65.4,"Treelike",0.493181616895042,0.00159558,0.355672208393632,0.932932075419239,0.496368585496253,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0050_008_0.01/exp1_01000_0050_008_0.01_output_alignment.fa"
3489,"exp1_01000_0050_009_0.01",50,1000,0.01,9,"JC",NA,10000,"DNA",1173,74,3,1250,0.9384,43.62,40.9,27.3,76.8,"Treelike",0.493098476758087,0.00174998,0.354006146929825,0.940203897248688,0.511682629562293,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0050_009_0.01/exp1_01000_0050_009_0.01_output_alignment.fa"
3490,"exp1_01000_0050_010_0.01",50,1000,0.01,10,"JC",NA,10000,"DNA",1185,63,2,1250,0.948,41.92,41.9,25.9,61.6,"Treelike",0.486199836585088,0.00162742,0.345490287739192,0.911896911831503,0.562366860558197,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0050_010_0.01/exp1_01000_0050_010_0.01_output_alignment.fa"
3491,"exp1_01000_0100_001_0.01",100,1000,0.01,1,"JC",NA,10000,"DNA",2363,131,6,2500,0.9452,45.11,44.2,22.9,76.2,"Treelike",0.488359127232208,0.00138378,0.403563140696609,0.937296887726248,0.537442881659027,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0100_001_0.01/exp1_01000_0100_001_0.01_output_alignment.fa"
3492,"exp1_01000_0100_002_0.01",100,1000,0.01,2,"JC",NA,10000,"DNA",2379,120,1,2500,0.9516,44.16,42.3,23.3,77.7,"Treelike",0.487856096707962,0.0014706,0.399109628745318,0.902521775634732,0.526166136240176,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0100_002_0.01/exp1_01000_0100_002_0.01_output_alignment.fa"
3493,"exp1_01000_0100_003_0.01",100,1000,0.01,3,"JC",NA,10000,"DNA",2344,149,7,2500,0.9376,45.13,43.7,23.6,68.9,"Treelike",0.489833973191558,0.00146986,0.404389457859848,0.934290538286656,0.580263098032615,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0100_003_0.01/exp1_01000_0100_003_0.01_output_alignment.fa"
3494,"exp1_01000_0100_004_0.01",100,1000,0.01,4,"JC",NA,10000,"DNA",2357,140,3,2500,0.9428,43.59,42.6,24.5,74.4,"Treelike",0.48846889960473,0.00143066,0.395429065227593,0.907049678893432,0.577483313114114,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0100_004_0.01/exp1_01000_0100_004_0.01_output_alignment.fa"
3495,"exp1_01000_0100_005_0.01",100,1000,0.01,5,"JC",NA,10000,"DNA",2365,130,5,2500,0.946,44.11,43.2,25.8,67.9,"Treelike",0.489375949363436,0.00130377,0.394448392825112,0.922010093790969,0.528000465459273,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0100_005_0.01/exp1_01000_0100_005_0.01_output_alignment.fa"
3496,"exp1_01000_0100_006_0.01",100,1000,0.01,6,"JC",NA,10000,"DNA",2361,133,6,2500,0.9444,43.96,42,27.2,68.2,"Treelike",0.488870210230283,0.00144451,0.40203324328215,0.939705682661147,0.572947997752165,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0100_006_0.01/exp1_01000_0100_006_0.01_output_alignment.fa"
3497,"exp1_01000_0100_007_0.01",100,1000,0.01,7,"JC",NA,10000,"DNA",2356,140,4,2500,0.9424,45.64,43.5,18.9,79.1,"Treelike",0.487208364979092,0.00129936,0.401840176361098,0.936742573430171,0.523131728893665,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0100_007_0.01/exp1_01000_0100_007_0.01_output_alignment.fa"
3498,"exp1_01000_0100_008_0.01",100,1000,0.01,8,"JC",NA,10000,"DNA",2357,140,3,2500,0.9428,45.97,42.5,26.5,81.2,"Treelike",0.490781698531898,0.00145853,0.405614271587744,0.951289853757338,0.553239123142725,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0100_008_0.01/exp1_01000_0100_008_0.01_output_alignment.fa"
3499,"exp1_01000_0100_009_0.01",100,1000,0.01,9,"JC",NA,10000,"DNA",2361,135,4,2500,0.9444,43.95,42.1,26.6,68,"Treelike",0.489768449190174,0.00145323,0.393939337908187,0.927078962333871,0.526473359783007,"/data/caitlin/treelikeness_metrics/exp_1/exp1_01000_0100_009_0.01/exp1_01000_0100_009_0.01_output_alignment.fa"
