"row_id","uid","num_taxa","num_trees","tree_depth","num_reps","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","LM_num_resolved_quartets","LM_num_partly_resolved_quartets","LM_num_unresolved_quartets","LM_total_num_quartets","LM_proportion_resolved_quartets","sCFL_mean","sCFL_median","sCFL_min","sCFL_max","NetworkTreelikenessTest","mean_delta_plot_value","mean_Q_residual","mean_TIGER_value","Cunningham_test","tree_proportion","input_alignment_path"
2501,"exp1_00001_0005_001_0.01",5,1,0.01,1,"JC",NA,10000,"DNA",125,0,0,125,1,100,100,100,100,"Treelike",0.0452764821812145,8.54e-05,0.869869235294118,0.999983692872665,0.980952380952381,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0005_001_0.01/exp1_00001_0005_001_0.01_output_alignment.fa"
2502,"exp1_00001_0005_002_0.01",5,1,0.01,2,"JC",NA,10000,"DNA",125,0,0,125,1,100,100,100,100,"Treelike",0.00201811977624361,3.74e-05,0.771539060344828,0.999994310972216,0.995689655172414,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0005_002_0.01/exp1_00001_0005_002_0.01_output_alignment.fa"
2503,"exp1_00001_0005_003_0.01",5,1,0.01,3,"JC",NA,10000,"DNA",125,0,0,125,1,68.6,68.6,44.5,92.7,"Treelike",0.346787176365592,0.0005634,0.699457623318386,0.999932803832678,0.925762515618978,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0005_003_0.01/exp1_00001_0005_003_0.01_output_alignment.fa"
2504,"exp1_00001_0005_004_0.01",5,1,0.01,4,"JC",NA,10000,"DNA",125,0,0,125,1,98.3,98.3,96.6,100,"Treelike",0.0147022276691448,0.0003466,0.730351946902655,0.999943513669052,0.982378854625551,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0005_004_0.01/exp1_00001_0005_004_0.01_output_alignment.fa"
2505,"exp1_00001_0005_005_0.01",5,1,0.01,5,"JC",NA,10000,"DNA",125,0,0,125,1,100,100,100,100,"Treelike",0.00240983919681389,0,0.773029139037433,0.999983773350745,1,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0005_005_0.01/exp1_00001_0005_005_0.01_output_alignment.fa"
2506,"exp1_00001_0005_006_0.01",5,1,0.01,6,"JC",NA,10000,"DNA",125,0,0,125,1,98.3,98.3,98.1,98.5,"Treelike",0.0132881435577649,0.0001458,0.723771018987342,0.999968606788284,0.98339943586135,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0005_006_0.01/exp1_00001_0005_006_0.01_output_alignment.fa"
2507,"exp1_00001_0005_007_0.01",5,1,0.01,7,"JC",NA,10000,"DNA",70,35,20,125,0.56,35.9,35.9,35,36.8,"Treelike",0.585235452020562,2.08e-05,0.40380361299435,0.826742145343813,0.919621223859936,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0005_007_0.01/exp1_00001_0005_007_0.01_output_alignment.fa"
2508,"exp1_00001_0005_008_0.01",5,1,0.01,8,"JC",NA,10000,"DNA",125,0,0,125,1,100,100,100,100,"Treelike",0.00057431950817902,0,0.779203298850575,0.999989687617169,1,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0005_008_0.01/exp1_00001_0005_008_0.01_output_alignment.fa"
2509,"exp1_00001_0005_009_0.01",5,1,0.01,9,"JC",NA,10000,"DNA",125,0,0,125,1,98.9,98.9,98.4,99.4,"Treelike",0.0233368771640772,0.000601,0.732012333333333,0.999880265523833,0.977611940298508,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0005_009_0.01/exp1_00001_0005_009_0.01_output_alignment.fa"
2510,"exp1_00001_0005_010_0.01",5,1,0.01,10,"JC",NA,10000,"DNA",125,0,0,125,1,100,100,100,100,"Treelike",0.0165971611995833,3.84e-05,0.864681159090909,0.999976597762912,0.995360376220726,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0005_010_0.01/exp1_00001_0005_010_0.01_output_alignment.fa"
2511,"exp1_00001_0010_001_0.01",10,1,0.01,1,"JC",NA,10000,"DNA",238,1,11,250,0.952,92.83,100,49.8,100,"Treelike",0.0387101285869956,4.95e-05,0.618972331983806,0.999967200705647,0.992415195012793,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0010_001_0.01/exp1_00001_0010_001_0.01_output_alignment.fa"
2512,"exp1_00001_0010_002_0.01",10,1,0.01,2,"JC",NA,10000,"DNA",250,0,0,250,1,97.71,97.6,97,98.5,"Treelike",0.0189353554509539,0.0001082,0.561086308797128,0.999968656665409,0.981859760968279,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0010_002_0.01/exp1_00001_0010_002_0.01_output_alignment.fa"
2513,"exp1_00001_0010_003_0.01",10,1,0.01,3,"JC",NA,10000,"DNA",250,0,0,250,1,84.46,88.3,60.2,97.5,"Treelike",0.0250254484945657,0.0003225,0.512134357227255,0.999923436022244,0.970205684392441,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0010_003_0.01/exp1_00001_0010_003_0.01_output_alignment.fa"
2514,"exp1_00001_0010_004_0.01",10,1,0.01,4,"JC",NA,10000,"DNA",232,9,9,250,0.928,97.91,100,91.9,100,"Treelike",0.100170779712009,0.0001597,0.650984991525424,0.999928556294839,0.974689846302879,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0010_004_0.01/exp1_00001_0010_004_0.01_output_alignment.fa"
2515,"exp1_00001_0010_005_0.01",10,1,0.01,5,"JC",NA,10000,"DNA",250,0,0,250,1,99,100,94.9,100,"Treelike",0.0171538937169508,7.71e-05,0.586536896396396,0.999954239375015,0.980966739575328,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0010_005_0.01/exp1_00001_0010_005_0.01_output_alignment.fa"
2516,"exp1_00001_0010_006_0.01",10,1,0.01,6,"JC",NA,10000,"DNA",242,0,8,250,0.968,100,100,100,100,"Treelike",0.0192538227683127,5.99e-05,0.59310002631579,0.999968383080972,0.99127128120098,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0010_006_0.01/exp1_00001_0010_006_0.01_output_alignment.fa"
2517,"exp1_00001_0010_007_0.01",10,1,0.01,7,"JC",NA,10000,"DNA",250,0,0,250,1,99.09,99.4,97.3,100,"Treelike",0.0195398526350017,0.0002076,0.569365599303136,0.999919963647706,0.976528046980274,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0010_007_0.01/exp1_00001_0010_007_0.01_output_alignment.fa"
2518,"exp1_00001_0010_008_0.01",10,1,0.01,8,"JC",NA,10000,"DNA",250,0,0,250,1,94.86,98.3,82.3,100,"Treelike",0.0287097039644153,0.0001266,0.602508095100865,0.999934801612266,0.975727749814655,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0010_008_0.01/exp1_00001_0010_008_0.01_output_alignment.fa"
2519,"exp1_00001_0010_009_0.01",10,1,0.01,9,"JC",NA,10000,"DNA",250,0,0,250,1,98.84,99.2,96.9,99.8,"Treelike",0.0177175606848588,7.24e-05,0.57115110816777,0.999916883463425,0.981421001502189,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0010_009_0.01/exp1_00001_0010_009_0.01_output_alignment.fa"
2520,"exp1_00001_0010_010_0.01",10,1,0.01,10,"JC",NA,10000,"DNA",220,2,28,250,0.88,61.27,59.5,37.9,86.7,"Non-treelike",0.134958519444244,0.005196,0.389011443312102,0.999765704830527,0.81964800800023,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0010_010_0.01/exp1_00001_0010_010_0.01_output_alignment.fa"
2521,"exp1_00001_0020_001_0.01",20,1,0.01,1,"JC",NA,10000,"DNA",494,0,6,500,0.988,94.12,100,0,100,"Treelike",0.0220988037245532,5.97e-05,0.538341114803625,0.999946962929501,0.987098148718104,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0020_001_0.01/exp1_00001_0020_001_0.01_output_alignment.fa"
2522,"exp1_00001_0020_002_0.01",20,1,0.01,2,"JC",NA,10000,"DNA",500,0,0,500,1,99.02,99.9,93.8,100,"Treelike",0.0258789906620445,8.255e-05,0.531439601317957,0.99995088631989,0.979653333243551,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0020_002_0.01/exp1_00001_0020_002_0.01_output_alignment.fa"
2523,"exp1_00001_0020_003_0.01",20,1,0.01,3,"JC",NA,10000,"DNA",500,0,0,500,1,98.32,99.5,91.5,100,"Treelike",0.0302476506262383,0.00010175,0.526892373408769,0.999968015625845,0.972891832676203,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0020_003_0.01/exp1_00001_0020_003_0.01_output_alignment.fa"
2524,"exp1_00001_0020_004_0.01",20,1,0.01,4,"JC",NA,10000,"DNA",492,0,8,500,0.984,98.99,100,87.5,100,"Treelike",0.0381468042427518,0.0001214,0.534025795527157,0.999953828110332,0.970230745518387,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0020_004_0.01/exp1_00001_0020_004_0.01_output_alignment.fa"
2525,"exp1_00001_0020_005_0.01",20,1,0.01,5,"JC",NA,10000,"DNA",500,0,0,500,1,99.1,100,91.7,100,"Treelike",0.0149230464827499,3.965e-05,0.543698350194553,0.999978507914239,0.981125987602539,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0020_005_0.01/exp1_00001_0020_005_0.01_output_alignment.fa"
2526,"exp1_00001_0020_006_0.01",20,1,0.01,6,"JC",NA,10000,"DNA",500,0,0,500,1,98.29,99.8,91.7,100,"Treelike",0.0266898611463817,0.0001508,0.523865876302083,0.999916308543895,0.980696575625177,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0020_006_0.01/exp1_00001_0020_006_0.01_output_alignment.fa"
2527,"exp1_00001_0020_007_0.01",20,1,0.01,7,"JC",NA,10000,"DNA",488,2,10,500,0.976,99.71,100,97.3,100,"Treelike",0.0288444989133727,0.0001227,0.531165631034483,0.999951532254551,0.984990375377058,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0020_007_0.01/exp1_00001_0020_007_0.01_output_alignment.fa"
2528,"exp1_00001_0020_008_0.01",20,1,0.01,8,"JC",NA,10000,"DNA",495,0,5,500,0.99,97.48,99.2,80,100,"Treelike",0.0226365683361127,0.00011075,0.52183075802139,0.99992868225539,0.970970969626512,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0020_008_0.01/exp1_00001_0020_008_0.01_output_alignment.fa"
2529,"exp1_00001_0020_009_0.01",20,1,0.01,9,"JC",NA,10000,"DNA",500,0,0,500,1,99.56,100,94.6,100,"Treelike",0.0133651771746433,8.59e-05,0.529915522292994,0.999921581080764,0.980598092527807,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0020_009_0.01/exp1_00001_0020_009_0.01_output_alignment.fa"
2530,"exp1_00001_0020_010_0.01",20,1,0.01,10,"JC",NA,10000,"DNA",500,0,0,500,1,99.13,100,92.3,100,"Treelike",0.0195842043255676,4.425e-05,0.535298157894737,0.99997576346521,0.982608019058375,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0020_010_0.01/exp1_00001_0020_010_0.01_output_alignment.fa"
2531,"exp1_00001_0050_001_0.01",50,1,0.01,1,"JC",NA,10000,"DNA",1248,0,2,1250,0.9984,96.77,100,0,100,"Treelike",0.0239817396850202,0.00011016,0.507523309408341,0.999927341910134,0.974187512808194,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0050_001_0.01/exp1_00001_0050_001_0.01_output_alignment.fa"
2532,"exp1_00001_0050_002_0.01",50,1,0.01,2,"JC",NA,10000,"DNA",1249,0,1,1250,0.9992,98.62,100,80,100,"Treelike",0.0306414385688481,0.00016152,0.507646687168611,0.999907663528312,0.963921635283815,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0050_002_0.01/exp1_00001_0050_002_0.01_output_alignment.fa"
2533,"exp1_00001_0050_003_0.01",50,1,0.01,3,"JC",NA,10000,"DNA",1234,2,14,1250,0.9872,95.08,100,0,100,"Treelike",0.0443958976897867,0.00012766,0.51173987602459,0.999920772318598,0.971331201191148,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0050_003_0.01/exp1_00001_0050_003_0.01_output_alignment.fa"
2534,"exp1_00001_0050_004_0.01",50,1,0.01,4,"JC",NA,10000,"DNA",1235,1,14,1250,0.988,98.73,100,75,100,"Treelike",0.0352560947961021,0.00012796,0.509980149614962,0.99992995244022,0.968329892860179,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0050_004_0.01/exp1_00001_0050_004_0.01_output_alignment.fa"
2535,"exp1_00001_0050_005_0.01",50,1,0.01,5,"JC",NA,10000,"DNA",1243,2,5,1250,0.9944,97.11,99,71.4,100,"Treelike",0.045950128825662,0.00018558,0.512625193725922,0.999926761771827,0.964263137653007,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0050_005_0.01/exp1_00001_0050_005_0.01_output_alignment.fa"
2536,"exp1_00001_0050_006_0.01",50,1,0.01,6,"JC",NA,10000,"DNA",1220,2,28,1250,0.976,97.29,100,28.7,100,"Treelike",0.0308623647682666,8.522e-05,0.51174263670412,0.999885859897727,0.974432602666202,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0050_006_0.01/exp1_00001_0050_006_0.01_output_alignment.fa"
2537,"exp1_00001_0050_007_0.01",50,1,0.01,7,"JC",NA,10000,"DNA",1230,2,18,1250,0.984,96.04,100,0,100,"Treelike",0.0502969009915649,0.0001746,0.512294521523179,0.999928692576147,0.967435278004358,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0050_007_0.01/exp1_00001_0050_007_0.01_output_alignment.fa"
2538,"exp1_00001_0050_008_0.01",50,1,0.01,8,"JC",NA,10000,"DNA",1149,1,100,1250,0.9192,94.4,100,0,100,"Treelike",0.0560875598885615,9.868e-05,0.512683378186969,0.999942148143871,0.972583219526898,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0050_008_0.01/exp1_00001_0050_008_0.01_output_alignment.fa"
2539,"exp1_00001_0050_009_0.01",50,1,0.01,9,"JC",NA,10000,"DNA",1250,0,0,1250,1,96.25,99.7,0,100,"Treelike",0.0259111106899,0.0001263,0.506363413604378,0.999935660107348,0.968250732708455,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0050_009_0.01/exp1_00001_0050_009_0.01_output_alignment.fa"
2540,"exp1_00001_0050_010_0.01",50,1,0.01,10,"JC",NA,10000,"DNA",1250,0,0,1250,1,90.31,93.5,53.9,98.3,"Treelike",0.0331400532873683,0.0005761,0.48823472719387,0.99991930208682,0.920278136303414,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0050_010_0.01/exp1_00001_0050_010_0.01_output_alignment.fa"
2541,"exp1_00001_0100_001_0.01",100,1,0.01,1,"JC",NA,10000,"DNA",2431,13,56,2500,0.9724,95.4,100,0,100,"Treelike",0.0390346261960404,0.00015353,0.510491660431655,0.999931778826909,0.971601273413716,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0100_001_0.01/exp1_00001_0100_001_0.01_output_alignment.fa"
2542,"exp1_00001_0100_002_0.01",100,1,0.01,2,"JC",NA,10000,"DNA",2481,1,18,2500,0.9924,97.35,100,0,100,"Treelike",0.0300118845846571,0.00010059,0.513727234119782,0.999925748858632,0.970580580378777,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0100_002_0.01/exp1_00001_0100_002_0.01_output_alignment.fa"
2543,"exp1_00001_0100_003_0.01",100,1,0.01,3,"JC",NA,10000,"DNA",2497,2,1,2500,0.9988,97.93,100,0,100,"Treelike",0.0350522680372811,0.00013492,0.516336035451505,0.999921164894385,0.967073847846393,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0100_003_0.01/exp1_00001_0100_003_0.01_output_alignment.fa"
2544,"exp1_00001_0100_004_0.01",100,1,0.01,4,"JC",NA,10000,"DNA",2463,3,34,2500,0.9852,91.79,100,0,100,"Treelike",0.0495083754082188,0.00019155,0.513511781038375,0.999867961911978,0.972460775479593,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0100_004_0.01/exp1_00001_0100_004_0.01_output_alignment.fa"
2545,"exp1_00001_0100_005_0.01",100,1,0.01,5,"JC",NA,10000,"DNA",2500,0,0,2500,1,98.58,100,79.3,100,"Treelike",0.0296542285733031,0.00013826,0.513951273477407,0.999922648451289,0.970094272029692,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0100_005_0.01/exp1_00001_0100_005_0.01_output_alignment.fa"
2546,"exp1_00001_0100_006_0.01",100,1,0.01,6,"JC",NA,10000,"DNA",2387,15,98,2500,0.9548,95.64,99.4,0,100,"Treelike",0.0622120618639305,0.00014812,0.524829375798319,0.999928455729629,0.961363315310165,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0100_006_0.01/exp1_00001_0100_006_0.01_output_alignment.fa"
2547,"exp1_00001_0100_007_0.01",100,1,0.01,7,"JC",NA,10000,"DNA",2442,15,43,2500,0.9768,97.45,100,0,100,"Treelike",0.0682184230908715,0.00015436,0.521121750221043,0.999917782134615,0.96454677061579,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0100_007_0.01/exp1_00001_0100_007_0.01_output_alignment.fa"
2548,"exp1_00001_0100_008_0.01",100,1,0.01,8,"JC",NA,10000,"DNA",2474,1,25,2500,0.9896,95.78,100,0,100,"Treelike",0.03459089021278,0.00011926,0.515452384756657,0.999949777753276,0.974235328439616,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0100_008_0.01/exp1_00001_0100_008_0.01_output_alignment.fa"
2549,"exp1_00001_0100_009_0.01",100,1,0.01,9,"JC",NA,10000,"DNA",2368,9,123,2500,0.9472,98.17,100,67.5,100,"Treelike",0.0604814951427755,0.00016562,0.516345172901081,0.999918769776736,0.968097607655692,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0100_009_0.01/exp1_00001_0100_009_0.01_output_alignment.fa"
2550,"exp1_00001_0100_010_0.01",100,1,0.01,10,"JC",NA,10000,"DNA",2428,9,63,2500,0.9712,97.52,99.8,0,100,"Treelike",0.0529350288633033,0.00026437,0.516494349837662,0.999887413205787,0.968921262302135,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00001_0100_010_0.01/exp1_00001_0100_010_0.01_output_alignment.fa"
2551,"exp1_00002_0005_001_0.01",5,2,0.01,1,"JC",NA,10000,"DNA",125,0,0,125,1,52.4,52.4,50.2,54.6,"Non-treelike",0.166601866973771,0.0023948,NA,0.967207377677169,0.820086260012323,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0005_001_0.01/exp1_00002_0005_001_0.01_output_alignment.fa"
2552,"exp1_00002_0005_002_0.01",5,2,0.01,2,"JC",NA,10000,"DNA",125,0,0,125,1,70.85,70.85,53.1,88.6,"Non-treelike",0.431490062469656,0.2463704,NA,0.933853492630509,0.599774033728099,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0005_002_0.01/exp1_00002_0005_002_0.01_output_alignment.fa"
2553,"exp1_00002_0005_003_0.01",5,2,0.01,3,"JC",NA,10000,"DNA",125,0,0,125,1,82.45,82.45,71.6,93.3,"Non-treelike",0.223665101594391,0.046266,NA,0.989180353495064,0.755395683453237,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0005_003_0.01/exp1_00002_0005_003_0.01_output_alignment.fa"
2554,"exp1_00002_0005_004_0.01",5,2,0.01,4,"JC",NA,10000,"DNA",125,0,0,125,1,98.15,98.15,98.1,98.2,"Treelike",0.00996069664635929,9.66e-05,NA,0.999965447751495,0.990020377613062,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0005_004_0.01/exp1_00002_0005_004_0.01_output_alignment.fa"
2555,"exp1_00002_0005_005_0.01",5,2,0.01,5,"JC",NA,10000,"DNA",125,0,0,125,1,100,100,100,100,"Treelike",0.00410997449719241,1.38e-05,NA,0.999994112180314,0.993610223642173,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0005_005_0.01/exp1_00002_0005_005_0.01_output_alignment.fa"
2556,"exp1_00002_0005_006_0.01",5,2,0.01,6,"JC",NA,10000,"DNA",125,0,0,125,1,63,63,52.3,73.7,"Non-treelike",0.417232409937157,0.0193126,NA,0.99528672936198,0.677182184761274,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0005_006_0.01/exp1_00002_0005_006_0.01_output_alignment.fa"
2557,"exp1_00002_0005_007_0.01",5,2,0.01,7,"JC",NA,10000,"DNA",125,0,0,125,1,54.7,54.7,29.5,79.9,"Non-treelike",0.422960977617415,0.0883994,NA,0.985348581379929,0.659387889662576,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0005_007_0.01/exp1_00002_0005_007_0.01_output_alignment.fa"
2558,"exp1_00002_0005_008_0.01",5,2,0.01,8,"JC",NA,10000,"DNA",125,0,0,125,1,74.25,74.25,62.9,85.6,"Non-treelike",0.334232330212038,0.0334894,NA,0.992948239677151,0.743801652892562,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0005_008_0.01/exp1_00002_0005_008_0.01_output_alignment.fa"
2559,"exp1_00002_0005_009_0.01",5,2,0.01,9,"JC",NA,10000,"DNA",125,0,0,125,1,66.45,66.45,48.2,84.7,"Non-treelike",0.330736540034766,0.0249984,NA,0.993022805188626,0.734324873104633,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0005_009_0.01/exp1_00002_0005_009_0.01_output_alignment.fa"
2560,"exp1_00002_0005_010_0.01",5,2,0.01,10,"JC",NA,10000,"DNA",125,0,0,125,1,65.9,65.9,53.5,78.3,"Non-treelike",0.346572417506637,0.0508772,NA,0.990324331642793,0.720695949042032,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0005_010_0.01/exp1_00002_0005_010_0.01_output_alignment.fa"
2561,"exp1_00002_0010_001_0.01",10,2,0.01,1,"JC",NA,10000,"DNA",247,3,0,250,0.988,74.79,82,45.2,98.5,"Treelike",0.352404830289703,0.0462186,0.408534700564972,0.982144871725957,0.697069516202489,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0010_001_0.01/exp1_00002_0010_001_0.01_output_alignment.fa"
2562,"exp1_00002_0010_002_0.01",10,2,0.01,2,"JC",NA,10000,"DNA",248,2,0,250,0.992,77.84,80,50.6,99.3,"Treelike",0.419920695074055,0.0589629,NA,0.920071575985284,0.547658677560654,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0010_002_0.01/exp1_00002_0010_002_0.01_output_alignment.fa"
2563,"exp1_00002_0010_003_0.01",10,2,0.01,3,"JC",NA,10000,"DNA",240,10,0,250,0.96,69.67,68.2,19.3,100,"Non-treelike",0.270477702208474,0.0187325,NA,0.989866079194268,0.636828076051272,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0010_003_0.01/exp1_00002_0010_003_0.01_output_alignment.fa"
2564,"exp1_00002_0010_004_0.01",10,2,0.01,4,"JC",NA,10000,"DNA",248,2,0,250,0.992,69.96,71.8,52.5,88.4,"Treelike",0.428940718559724,0.0622035,NA,0.962353538903315,0.502234073639408,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0010_004_0.01/exp1_00002_0010_004_0.01_output_alignment.fa"
2565,"exp1_00002_0010_005_0.01",10,2,0.01,5,"JC",NA,10000,"DNA",249,1,0,250,0.996,73.1,85.3,16.5,97,"Non-treelike",0.29094740575375,0.0623563,NA,0.977371557818598,0.37702028338335,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0010_005_0.01/exp1_00002_0010_005_0.01_output_alignment.fa"
2566,"exp1_00002_0010_006_0.01",10,2,0.01,6,"JC",NA,10000,"DNA",247,3,0,250,0.988,86.13,98.7,62.7,100,"Non-treelike",0.243560063269502,0.0255313,NA,0.956839953639271,0.705606331161924,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0010_006_0.01/exp1_00002_0010_006_0.01_output_alignment.fa"
2567,"exp1_00002_0010_007_0.01",10,2,0.01,7,"JC",NA,10000,"DNA",250,0,0,250,1,73.39,64.9,41.9,100,"Treelike",0.346875334884349,0.0819709,NA,0.966911039083126,0.620654194060785,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0010_007_0.01/exp1_00002_0010_007_0.01_output_alignment.fa"
2568,"exp1_00002_0010_008_0.01",10,2,0.01,8,"JC",NA,10000,"DNA",243,7,0,250,0.972,82.37,78.1,60.6,99.1,"Treelike",0.253681763997338,0.0212117,NA,0.981921551041584,0.790173221425183,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0010_008_0.01/exp1_00002_0010_008_0.01_output_alignment.fa"
2569,"exp1_00002_0010_009_0.01",10,2,0.01,9,"JC",NA,10000,"DNA",250,0,0,250,1,70.89,67.1,29.6,98.4,"Treelike",0.340955009894717,0.0578467,NA,0.96374125333153,0.672673031301639,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0010_009_0.01/exp1_00002_0010_009_0.01_output_alignment.fa"
2570,"exp1_00002_0010_010_0.01",10,2,0.01,10,"JC",NA,10000,"DNA",250,0,0,250,1,82.53,79.5,59.5,98.7,"Treelike",0.246639811859824,0.0376714,NA,0.985853907576832,0.70793307706816,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0010_010_0.01/exp1_00002_0010_010_0.01_output_alignment.fa"
2571,"exp1_00002_0020_001_0.01",20,2,0.01,1,"JC",NA,10000,"DNA",499,1,0,500,0.998,73.25,74.5,42,99.9,"Non-treelike",0.263744611246039,0.0314656,0.405697144634526,0.986013907747087,0.68295332738667,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0020_001_0.01/exp1_00002_0020_001_0.01_output_alignment.fa"
2572,"exp1_00002_0020_002_0.01",20,2,0.01,2,"JC",NA,10000,"DNA",499,1,0,500,0.998,73.91,81.3,42.6,98.8,"Treelike",0.343505810965265,0.0546955,NA,0.769267196318017,0.494189571091997,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0020_002_0.01/exp1_00002_0020_002_0.01_output_alignment.fa"
2573,"exp1_00002_0020_003_0.01",20,2,0.01,3,"JC",NA,10000,"DNA",493,7,0,500,0.986,77.16,79,49,100,"Treelike",0.313106327367653,0.0553589,NA,0.959814079493659,0.733220613546169,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0020_003_0.01/exp1_00002_0020_003_0.01_output_alignment.fa"
2574,"exp1_00002_0020_004_0.01",20,2,0.01,4,"JC",NA,10000,"DNA",493,7,0,500,0.986,79.51,86.3,40,100,"Treelike",0.275353679676965,0.02340465,NA,0.971913543948226,0.626098554318063,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0020_004_0.01/exp1_00002_0020_004_0.01_output_alignment.fa"
2575,"exp1_00002_0020_005_0.01",20,2,0.01,5,"JC",NA,10000,"DNA",496,4,0,500,0.992,81.02,82.3,30.9,100,"Treelike",0.292032787200846,0.0368658,NA,0.974486360059639,0.729535410883281,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0020_005_0.01/exp1_00002_0020_005_0.01_output_alignment.fa"
2576,"exp1_00002_0020_006_0.01",20,2,0.01,6,"JC",NA,10000,"DNA",497,2,1,500,0.994,84.01,89.5,41.9,98.8,"Treelike",0.124331945754121,0.00276065,NA,0.994625766894836,0.891779892610965,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0020_006_0.01/exp1_00002_0020_006_0.01_output_alignment.fa"
2577,"exp1_00002_0020_007_0.01",20,2,0.01,7,"JC",NA,10000,"DNA",500,0,0,500,1,71,68.6,18.2,99.9,"Non-treelike",0.309339319708538,0.03884675,NA,0.952439075215943,0.580501729706831,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00002_0020_007_0.01/exp1_00002_0020_007_0.01_output_alignment.fa"
