"","unique_id","LM_num_resolved_quartets","LM_num_partly_resolved_quartets","LM_num_unresolved_quartets","LM_total_num_quartets","LM_proportion_resolved_quartets","sCF_mean","sCF_median","sCF_min","sCF_max","NetworkTreelikenessTest","mean_delta_plot_value","Cunningham_test","tree_proportion","input_alignment_path"
"57","WEA17_BS_rep_6",1748,26,126,1900,0.92,47.42,46,14.8,88.2,"Non-treelike",0.182671210609595,0.997523056929877,0.858874258507098,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_6/WEA17_BS_rep_6.fa"
"58","WEA17_BS_rep_60",1731,41,128,1900,0.911052631578947,47.37,46.6,15.3,87.8,"Non-treelike",0.180329261253606,0.997763860408755,0.848091086866055,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_60/WEA17_BS_rep_60.fa"
"59","WEA17_BS_rep_61",1762,30,108,1900,0.927368421052632,47.61,46.6,14.6,88,"Treelike",0.173114248038441,0.998345465044615,0.839201385582187,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_61/WEA17_BS_rep_61.fa"
"60","WEA17_BS_rep_62",1755,27,118,1900,0.923684210526316,47.41,46.2,15.4,88.2,"Treelike",0.173819718006096,0.997730552352724,0.846139312166853,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_62/WEA17_BS_rep_62.fa"
"61","WEA17_BS_rep_63",1759,39,102,1900,0.92578947368421,47.5,45.8,16,88.3,"Treelike",0.177400211559403,0.997687470252688,0.847717026388551,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_63/WEA17_BS_rep_63.fa"
"62","WEA17_BS_rep_64",1726,44,130,1900,0.908421052631579,47.64,47,14.6,88.2,"Treelike",0.17967962848057,0.997551661009506,0.8551284492601,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_64/WEA17_BS_rep_64.fa"
"63","WEA17_BS_rep_65",1746,40,114,1900,0.918947368421053,47.48,46.5,15,87.9,"Non-treelike",0.179159136833812,0.997775928084587,0.838233388378415,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_65/WEA17_BS_rep_65.fa"
"64","WEA17_BS_rep_66",1757,49,94,1900,0.924736842105263,47.55,46.9,15.1,88,"Non-treelike",0.184444755096809,0.997702459918033,0.843536922051181,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_66/WEA17_BS_rep_66.fa"
"65","WEA17_BS_rep_67",1748,30,122,1900,0.92,47.51,46.7,14.7,87.9,"Non-treelike",0.17582089015042,0.998120270654532,0.847221186994088,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_67/WEA17_BS_rep_67.fa"
"66","WEA17_BS_rep_68",1738,40,122,1900,0.914736842105263,47.52,46.6,16.5,88.4,"Non-treelike",0.16605183697441,0.998094235523529,0.83745362167652,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_68/WEA17_BS_rep_68.fa"
"67","WEA17_BS_rep_69",1749,31,120,1900,0.920526315789474,47.47,46.9,14.9,88.8,"Non-treelike",0.175072539150736,0.997395804168877,0.855433867544246,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_69/WEA17_BS_rep_69.fa"
"68","WEA17_BS_rep_7",1749,37,114,1900,0.920526315789474,47.58,47,14.8,88,"Treelike",0.171473496775659,0.998013965551571,0.835979849079399,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_7/WEA17_BS_rep_7.fa"
"69","WEA17_BS_rep_70",1756,42,102,1900,0.924210526315789,47.62,46.7,17.7,88.4,"Treelike",0.173414925622801,0.99798818305483,0.85669530518177,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_70/WEA17_BS_rep_70.fa"
"70","WEA17_BS_rep_71",1757,38,105,1900,0.924736842105263,47.51,46.9,14.8,88,"Treelike",0.175595358259376,0.997978863243074,0.857107078861075,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_71/WEA17_BS_rep_71.fa"
"71","WEA17_BS_rep_72",1745,34,121,1900,0.918421052631579,47.63,46.8,15.8,88.5,"Non-treelike",0.175547669386345,0.998053975003195,0.857213195302097,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_72/WEA17_BS_rep_72.fa"
"72","WEA17_BS_rep_73",1748,36,116,1900,0.92,47.58,46.9,14.9,88.3,"Treelike",0.172458489162734,0.998166447092002,0.853801794217415,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_73/WEA17_BS_rep_73.fa"
"73","WEA17_BS_rep_74",1791,20,89,1900,0.942631578947368,47.56,46.5,15.2,88,"Non-treelike",0.173530460446791,0.997256835301166,0.854695859877588,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_74/WEA17_BS_rep_74.fa"
"74","WEA17_BS_rep_75",1775,36,89,1900,0.934210526315789,47.55,46.9,17.8,88,"Treelike",0.177197207349448,0.998238625091544,0.875627346867971,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_75/WEA17_BS_rep_75.fa"
"75","WEA17_BS_rep_76",1766,35,99,1900,0.929473684210526,47.44,47,14.9,88.2,"Non-treelike",0.173464084401095,0.998066268756641,0.834932964869346,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_76/WEA17_BS_rep_76.fa"
"76","WEA17_BS_rep_77",1732,32,136,1900,0.911578947368421,47.55,46.5,14.7,88,"Treelike",0.178615435988743,0.9979117874482,0.846840089357138,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_77/WEA17_BS_rep_77.fa"
"77","WEA17_BS_rep_78",1756,39,105,1900,0.924210526315789,47.46,47,15.2,88.7,"Treelike",0.175029705105326,0.998121460889198,0.849509331666751,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_78/WEA17_BS_rep_78.fa"
"78","WEA17_BS_rep_79",1744,40,116,1900,0.917894736842105,47.6,46.4,17.7,88.7,"Non-treelike",0.171579170840793,0.99800244150948,0.850164327805279,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_79/WEA17_BS_rep_79.fa"
"79","WEA17_BS_rep_8",1755,29,116,1900,0.923684210526316,47.51,46.7,15.1,88.6,"Treelike",0.173519566345697,0.998019872709515,0.865083681782404,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_8/WEA17_BS_rep_8.fa"
"80","WEA17_BS_rep_80",1761,34,105,1900,0.926842105263158,47.39,47.3,14.9,88.5,"Treelike",0.173325473814033,0.998076684426995,0.843592907181497,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_80/WEA17_BS_rep_80.fa"
"81","WEA17_BS_rep_81",1773,35,92,1900,0.933157894736842,47.46,46.7,15.1,88,"Non-treelike",0.171446528348128,0.99810206426749,0.84006394645283,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_81/WEA17_BS_rep_81.fa"
"82","WEA17_BS_rep_82",1763,32,105,1900,0.927894736842105,47.45,46.5,15,88.1,"Treelike",0.175343742910367,0.997926435273365,0.870301291900802,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_82/WEA17_BS_rep_82.fa"
"83","WEA17_BS_rep_83",1768,32,100,1900,0.930526315789474,47.56,46.7,14.9,88.9,"Non-treelike",0.17892990997543,0.997876131843412,0.842313141045294,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_83/WEA17_BS_rep_83.fa"
"84","WEA17_BS_rep_84",1743,37,120,1900,0.917368421052632,47.34,47.2,15.1,88.6,"Non-treelike",0.174372671556527,0.997541080450067,0.856542277690241,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_84/WEA17_BS_rep_84.fa"
"85","WEA17_BS_rep_85",1748,37,115,1900,0.92,47.41,46.6,14.9,88.3,"Treelike",0.179248921279884,0.99793446482594,0.86026127362476,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_85/WEA17_BS_rep_85.fa"
"86","WEA17_BS_rep_86",1764,40,96,1900,0.928421052631579,47.43,47.1,15.1,88.5,"Treelike",0.174589820746839,0.997975610136913,0.861310354230225,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_86/WEA17_BS_rep_86.fa"
"87","WEA17_BS_rep_87",1772,36,92,1900,0.932631578947368,47.43,46.8,15.1,88,"Non-treelike",0.175456089721829,0.998035650927663,0.854680768631637,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_87/WEA17_BS_rep_87.fa"
"88","WEA17_BS_rep_88",1727,47,126,1900,0.908947368421053,47.57,46.8,15.2,88.2,"Non-treelike",0.171297199259541,0.997989494343262,0.856030764496215,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_88/WEA17_BS_rep_88.fa"
"89","WEA17_BS_rep_89",1749,32,119,1900,0.920526315789474,47.47,46.6,16.3,88.5,"Treelike",0.176339459062222,0.997779061848619,0.853706807469132,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_89/WEA17_BS_rep_89.fa"
"90","WEA17_BS_rep_9",1742,39,119,1900,0.916842105263158,47.52,46.6,16,88.3,"Treelike",0.189267966021348,0.997421262155904,0.84176229407718,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_9/WEA17_BS_rep_9.fa"
"91","WEA17_BS_rep_90",1775,29,96,1900,0.934210526315789,47.54,46.5,14.9,88,"Treelike",0.170065574386412,0.998209176066278,0.866894778553133,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_90/WEA17_BS_rep_90.fa"
"92","WEA17_BS_rep_91",1719,44,137,1900,0.904736842105263,47.59,47,15.1,88.1,"Treelike",0.176394630076293,0.997960100119106,0.839541108772311,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_91/WEA17_BS_rep_91.fa"
"93","WEA17_BS_rep_92",1739,25,136,1900,0.915263157894737,47.4,46.5,15.9,88.5,"Treelike",0.181510321625732,0.996545508749983,0.843272480496943,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_92/WEA17_BS_rep_92.fa"
"94","WEA17_BS_rep_93",1754,47,99,1900,0.923157894736842,47.42,46.8,15,88.5,"Non-treelike",0.176426754240509,0.997854684387808,0.858093270826079,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_93/WEA17_BS_rep_93.fa"
"95","WEA17_BS_rep_94",1754,33,113,1900,0.923157894736842,47.46,46.3,15.3,88,"Treelike",0.175965309562205,0.998101877987587,0.845026417009547,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_94/WEA17_BS_rep_94.fa"
"96","WEA17_BS_rep_95",1753,29,118,1900,0.922631578947368,47.73,46.7,14.8,88.5,"Non-treelike",0.176571018266164,0.997978144968137,0.855790164237676,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_95/WEA17_BS_rep_95.fa"
"97","WEA17_BS_rep_96",1752,39,109,1900,0.922105263157895,47.41,46.8,15.3,88,"Treelike",0.180086547254564,0.997894547964234,0.859707824475688,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_96/WEA17_BS_rep_96.fa"
"98","WEA17_BS_rep_97",1736,40,124,1900,0.913684210526316,47.66,47.1,15,88.9,"Non-treelike",0.16905223741869,0.997924769699665,0.840970837097963,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_97/WEA17_BS_rep_97.fa"
"99","WEA17_BS_rep_98",1715,41,144,1900,0.902631578947368,47.48,46.8,15.2,87.9,"Treelike",0.182266708473515,0.997879274518506,0.854776905508785,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_98/WEA17_BS_rep_98.fa"
"100","WEA17_BS_rep_99",1760,38,102,1900,0.926315789473684,47.55,46.5,14.9,87.9,"Treelike",0.18141709995753,0.997937338638181,0.85116845309427,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17_BS_rep_99/WEA17_BS_rep_99.fa"
"101","WEA17",1805,62,33,1900,0.95,43.79,42.3,15.5,86.6,"Non-treelike",0.324329651066966,0.912398162844497,0.778976318470466,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17/WEA17.fa"
"102","WEA17F_BS_rep_1",1610,47,243,1900,0.847368421052632,47.98,50.7,11,89.1,"Treelike",0.213752098583443,0.993820370869675,0.818527909109179,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_1/WEA17F_BS_rep_1.fa"
"103","WEA17F_BS_rep_10",1599,41,260,1900,0.841578947368421,47.99,50,11.7,90,"Treelike",0.214169568528842,0.992888200613531,0.804804608373189,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_10/WEA17F_BS_rep_10.fa"
"104","WEA17F_BS_rep_100",1647,32,221,1900,0.866842105263158,47.96,49.6,12.3,90.1,"Treelike",0.212969313050819,0.992943782704474,0.804176833309078,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_100/WEA17F_BS_rep_100.fa"
"105","WEA17F_BS_rep_11",1628,49,223,1900,0.856842105263158,48.17,51.4,9.05,90.1,"Treelike",0.209708576735063,0.993561908010178,0.812476557274247,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_11/WEA17F_BS_rep_11.fa"
"106","WEA17F_BS_rep_12",1622,50,228,1900,0.853684210526316,47.9,49.2,10.1,90,"Treelike",0.21143163504801,0.993406537235431,0.813709711730469,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_12/WEA17F_BS_rep_12.fa"
"107","WEA17F_BS_rep_13",1613,43,244,1900,0.848947368421053,48.3,50.9,9.24,90.6,"Treelike",0.210166598731054,0.993763287925808,0.817960730717455,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_13/WEA17F_BS_rep_13.fa"
"108","WEA17F_BS_rep_14",1588,46,266,1900,0.835789473684211,48.08,50.5,10.7,89.1,"Treelike",0.213007659255466,0.993700171483339,0.817184260721177,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_14/WEA17F_BS_rep_14.fa"
"109","WEA17F_BS_rep_15",1649,39,212,1900,0.867894736842105,47.83,50.3,9.36,88.9,"Treelike",0.207557879829971,0.993245556661957,0.818818135281579,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_15/WEA17F_BS_rep_15.fa"
"110","WEA17F_BS_rep_16",1651,36,213,1900,0.868947368421053,48.01,49.8,10.5,89.7,"Treelike",0.216481010967182,0.99182704899498,0.796028644761657,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_16/WEA17F_BS_rep_16.fa"
"111","WEA17F_BS_rep_17",1644,47,209,1900,0.865263157894737,48.06,50.5,8.87,89.1,"Treelike",0.214137411073539,0.99212464183511,0.808935980715198,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_17/WEA17F_BS_rep_17.fa"
"112","WEA17F_BS_rep_18",1630,50,220,1900,0.857894736842105,48.07,50.2,10.8,89.3,"Treelike",0.215755830974034,0.993374872621878,0.817829139163678,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_18/WEA17F_BS_rep_18.fa"
"113","WEA17F_BS_rep_19",1612,36,252,1900,0.848421052631579,47.93,49.9,9.43,89.5,"Treelike",0.214677539942119,0.993396155513353,0.811128249695912,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_19/WEA17F_BS_rep_19.fa"
"114","WEA17F_BS_rep_2",1650,37,213,1900,0.868421052631579,47.07,50.2,10,89.3,"Treelike",0.200819448861146,0.994311189282281,0.800247495423278,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_2/WEA17F_BS_rep_2.fa"
"115","WEA17F_BS_rep_20",1602,43,255,1900,0.843157894736842,48.06,50.5,10,90.7,"Treelike",0.214521814370451,0.993126250852126,0.796552457340147,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_20/WEA17F_BS_rep_20.fa"
"116","WEA17F_BS_rep_21",1615,32,253,1900,0.85,48.19,50.2,9.91,89.3,"Treelike",0.205778391676483,0.994087967203875,0.829388168582131,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_21/WEA17F_BS_rep_21.fa"
"117","WEA17F_BS_rep_22",1632,30,238,1900,0.858947368421053,47.94,51.3,9.49,89.6,"Treelike",0.216974609168826,0.992473257513539,0.816694168042071,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_22/WEA17F_BS_rep_22.fa"
"118","WEA17F_BS_rep_23",1616,40,244,1900,0.850526315789474,48.06,49.9,9.67,90.1,"Treelike",0.207891027537317,0.993411320489744,0.818247583798641,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_23/WEA17F_BS_rep_23.fa"
"119","WEA17F_BS_rep_24",1663,36,201,1900,0.875263157894737,47.86,50.3,10.8,89.4,"Treelike",0.204349941896852,0.993438701042945,0.797380611374363,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_24/WEA17F_BS_rep_24.fa"
"120","WEA17F_BS_rep_25",1637,48,215,1900,0.861578947368421,47.86,50.1,9.65,89.7,"Treelike",0.2125083318806,0.99269050781438,0.82001657562667,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_25/WEA17F_BS_rep_25.fa"
"121","WEA17F_BS_rep_26",1612,36,252,1900,0.848421052631579,47.94,50.5,8.33,89.7,"Treelike",0.21064299961484,0.992934747548387,0.845325892261275,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_26/WEA17F_BS_rep_26.fa"
"122","WEA17F_BS_rep_27",1649,38,213,1900,0.867894736842105,48.11,50.6,9.21,90,"Treelike",0.205919549243948,0.993893634845252,0.846782155425387,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_27/WEA17F_BS_rep_27.fa"
"123","WEA17F_BS_rep_28",1656,44,200,1900,0.871578947368421,47.89,50.2,9.04,89.3,"Treelike",0.199871056799,0.994071730091726,0.790540264279667,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_28/WEA17F_BS_rep_28.fa"
"124","WEA17F_BS_rep_29",1647,32,221,1900,0.866842105263158,48.32,50.7,9.04,89.6,"Treelike",0.213189998974806,0.993796060064784,0.835751017738229,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_29/WEA17F_BS_rep_29.fa"
"125","WEA17F_BS_rep_3",1601,46,253,1900,0.842631578947368,48.25,51.3,8.42,89.9,"Treelike",0.21732494601204,0.993392934749816,0.803854526570445,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_3/WEA17F_BS_rep_3.fa"
"126","WEA17F_BS_rep_30",1659,39,202,1900,0.873157894736842,48.33,52.1,9.98,90.1,"Treelike",0.213563409799284,0.9929687470154,0.800989093659975,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_30/WEA17F_BS_rep_30.fa"
"127","WEA17F_BS_rep_31",1628,35,237,1900,0.856842105263158,48.17,51.2,10.8,89.5,"Treelike",0.216333213986486,0.992838999018035,0.815658083375871,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_31/WEA17F_BS_rep_31.fa"
"128","WEA17F_BS_rep_32",1633,38,229,1900,0.859473684210526,47.14,50.1,9.65,89.1,"Treelike",0.204533695318715,0.993895162221849,0.801522108602207,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_32/WEA17F_BS_rep_32.fa"
"129","WEA17F_BS_rep_33",1626,37,237,1900,0.855789473684211,48.97,50.7,9.7,89.2,"Non-treelike",0.214518087760294,0.992830729447844,0.800892956462326,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_33/WEA17F_BS_rep_33.fa"
"130","WEA17F_BS_rep_34",1653,31,216,1900,0.87,48.08,50.4,11.2,89.7,"Treelike",0.210850293846888,0.993446083077512,0.790692435596799,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_34/WEA17F_BS_rep_34.fa"
"131","WEA17F_BS_rep_35",1623,44,233,1900,0.854210526315789,48.02,49.8,9.32,89.9,"Treelike",0.218636127679463,0.992765364122919,0.807227466153175,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_35/WEA17F_BS_rep_35.fa"
"132","WEA17F_BS_rep_36",1638,34,228,1900,0.862105263157895,48.01,50.2,10.4,89.2,"Treelike",0.209557208073933,0.993419828501654,0.823442773158546,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_36/WEA17F_BS_rep_36.fa"
"133","WEA17F_BS_rep_37",1653,41,206,1900,0.87,47.67,49.3,9.44,88.9,"Treelike",0.21316616327377,0.992989399883689,0.787311957604696,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_37/WEA17F_BS_rep_37.fa"
"134","WEA17F_BS_rep_38",1653,46,201,1900,0.87,48.22,50.8,10.6,89.7,"Treelike",0.211565030267146,0.993085796596001,0.822414563642059,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_38/WEA17F_BS_rep_38.fa"
"135","WEA17F_BS_rep_39",1651,55,194,1900,0.868947368421053,47.93,50.9,9.96,89.2,"Treelike",0.210474132407238,0.99268740337575,0.844905286327517,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_39/WEA17F_BS_rep_39.fa"
"136","WEA17F_BS_rep_4",1605,40,255,1900,0.844736842105263,48.35,51.2,9.45,89.7,"Treelike",0.21731309404837,0.992675323815605,0.820174561118843,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_4/WEA17F_BS_rep_4.fa"
"137","WEA17F_BS_rep_40",1650,31,219,1900,0.868421052631579,48.1,49.7,9.99,89.8,"Treelike",0.220243390123728,0.991572394756256,0.823051250547398,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_40/WEA17F_BS_rep_40.fa"
"138","WEA17F_BS_rep_41",1623,31,246,1900,0.854210526315789,48.01,50.4,10.4,89.7,"Treelike",0.211214465387702,0.99355289742152,0.835196809032371,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_41/WEA17F_BS_rep_41.fa"
"139","WEA17F_BS_rep_42",1654,52,194,1900,0.870526315789474,48.27,50.4,9.54,89.1,"Non-treelike",0.212447506764776,0.992880181354644,0.806461316649657,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_42/WEA17F_BS_rep_42.fa"
"140","WEA17F_BS_rep_43",1652,45,203,1900,0.869473684210526,48.36,50,8.96,90.2,"Treelike",0.214311283039202,0.992103719144852,0.811146086548353,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_43/WEA17F_BS_rep_43.fa"
"141","WEA17F_BS_rep_44",1665,43,192,1900,0.876315789473684,48.94,50,10.8,89.3,"Treelike",0.203290882053092,0.993203443175151,0.820776994807146,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_44/WEA17F_BS_rep_44.fa"
"142","WEA17F_BS_rep_45",1614,39,247,1900,0.849473684210526,48.09,50.2,10.4,90,"Treelike",0.208404261884492,0.993787765739187,0.797824535138029,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_45/WEA17F_BS_rep_45.fa"
"143","WEA17F_BS_rep_46",1650,45,205,1900,0.868421052631579,48.74,51,10.8,89.3,"Treelike",0.215689204316954,0.993021337073732,0.796316657148204,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_46/WEA17F_BS_rep_46.fa"
"144","WEA17F_BS_rep_47",1606,46,248,1900,0.845263157894737,48.04,49.7,9.45,89.8,"Treelike",0.209625636196228,0.99322447594778,0.815213715745851,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_47/WEA17F_BS_rep_47.fa"
"145","WEA17F_BS_rep_48",1647,47,206,1900,0.866842105263158,47.91,50.3,10.5,89.7,"Treelike",0.210998954207818,0.993177106446522,0.809599761262824,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_48/WEA17F_BS_rep_48.fa"
"146","WEA17F_BS_rep_49",1642,41,217,1900,0.864210526315789,48.01,50.2,9.13,89,"Treelike",0.204873419515587,0.994109166371034,0.816627981317008,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_49/WEA17F_BS_rep_49.fa"
"147","WEA17F_BS_rep_5",1629,37,234,1900,0.857368421052632,48.29,50.6,8.15,89.4,"Treelike",0.213121226474537,0.992944694180014,0.8123601419184,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_5/WEA17F_BS_rep_5.fa"
"148","WEA17F_BS_rep_50",1633,40,227,1900,0.859473684210526,48.31,50.1,9,90.2,"Treelike",0.215283603071228,0.993433380589679,0.821045580526974,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_50/WEA17F_BS_rep_50.fa"
"149","WEA17F_BS_rep_51",1641,47,212,1900,0.863684210526316,48.82,51.9,9.97,90.1,"Non-treelike",0.222408452588773,0.992712984544087,0.836139076834647,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_51/WEA17F_BS_rep_51.fa"
"150","WEA17F_BS_rep_52",1661,39,200,1900,0.874210526315789,47.31,49.9,8.74,89.5,"Treelike",0.218157476987032,0.992458056081151,0.793014865189853,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_52/WEA17F_BS_rep_52.fa"
"151","WEA17F_BS_rep_53",1659,25,216,1900,0.873157894736842,48.05,50.5,9.22,89,"Treelike",0.22023213066982,0.992593130687932,0.790672377193176,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_53/WEA17F_BS_rep_53.fa"
"152","WEA17F_BS_rep_54",1632,54,214,1900,0.858947368421053,48.06,49.8,10.3,89.8,"Treelike",0.213039158491972,0.992933303142119,0.798383396800315,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_54/WEA17F_BS_rep_54.fa"
"153","WEA17F_BS_rep_55",1649,44,207,1900,0.867894736842105,48.1,50.4,9.69,89.7,"Treelike",0.212181119871517,0.993783897092597,0.811415822500114,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_55/WEA17F_BS_rep_55.fa"
