"row_id","uid","num_taxa","num_trees","tree_depth","recombination_value","recombination_type","num_reps","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","LM_num_resolved_quartets","LM_num_partly_resolved_quartets","LM_num_unresolved_quartets","LM_total_num_quartets","LM_proportion_resolved_quartets","sCF_mean","sCF_median","sCF_min","sCF_max","NetworkTreelikenessTest","mean_delta_plot_value","mean_Q_residual","mean_TIGER_value","Cunningham_test","tree_proportion","input_alignment_path"
698,"exp2_00250_0020_008_1_0.2_Ancient",20,250,1,0.2,"Ancient",8,"JC",NA,250000,"DNA","489","11","0","500","0.978",39.75,37.16,33.55,74.68,"Non-treelike",0.167373066608977,0.00020195,"no_TIGER_run",0.99405999125073,0.86401624030342,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_1_0.2_Ancient/exp2_00250_0020_008_1_0.2_Ancient_output_alignment.fa"
699,"exp2_00250_0020_009_1_0.2_Ancient",20,250,1,0.2,"Ancient",9,"JC",NA,250000,"DNA","494","6","0","500","0.988",38.68,35.79,32.52,61.4,"Non-treelike",0.29498282201209,0.0005892,"no_TIGER_run",0.993567451687601,0.827884785017578,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_1_0.2_Ancient/exp2_00250_0020_009_1_0.2_Ancient_output_alignment.fa"
700,"exp2_00250_0020_010_1_0.2_Ancient",20,250,1,0.2,"Ancient",10,"JC",NA,250000,"DNA","500","0","0","500","1",41.94,42.07,31.34,56.54,"Non-treelike",0.1056119030316,9.395e-05,"no_TIGER_run",0.996884738943563,0.886597526375982,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_1_0.2_Ancient/exp2_00250_0020_010_1_0.2_Ancient_output_alignment.fa"
701,"exp2_00250_0050_001_1_0.2_Ancient",50,250,1,0.2,"Ancient",1,"JC",NA,250000,"DNA","1221","27","2","1250","0.9768",39.24,37.26,33.53,60.74,"Non-treelike",0.14136733967253,8.722e-05,"no_TIGER_run",0.989887576378228,0.82580049396622,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_1_0.2_Ancient/exp2_00250_0050_001_1_0.2_Ancient_output_alignment.fa"
702,"exp2_00250_0050_002_1_0.2_Ancient",50,250,1,0.2,"Ancient",2,"JC",NA,250000,"DNA","1247","2","1","1250","0.9976",38.55,36.75,32.47,54.31,"Non-treelike",0.0928396367558301,8.35e-05,"no_TIGER_run",0.990385026762069,0.814186419244717,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_1_0.2_Ancient/exp2_00250_0050_002_1_0.2_Ancient_output_alignment.fa"
703,"exp2_00250_0050_003_1_0.2_Ancient",50,250,1,0.2,"Ancient",3,"JC",NA,250000,"DNA","1237","11","2","1250","0.9896",38.28,36.64,32.28,56.37,"Non-treelike",0.211841057901852,0.00020274,"no_TIGER_run",0.97951295336095,0.819800280718385,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_1_0.2_Ancient/exp2_00250_0050_003_1_0.2_Ancient_output_alignment.fa"
704,"exp2_00250_0050_004_1_0.2_Ancient",50,250,1,0.2,"Ancient",4,"JC",NA,250000,"DNA","1220","30","0","1250","0.976",38.26,36.03,32.38,66.86,"Non-treelike",0.199828275605225,0.00018408,"no_TIGER_run",0.980058397774057,0.792770624913969,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_1_0.2_Ancient/exp2_00250_0050_004_1_0.2_Ancient_output_alignment.fa"
705,"exp2_00250_0050_005_1_0.2_Ancient",50,250,1,0.2,"Ancient",5,"JC",NA,250000,"DNA","1247","3","0","1250","0.9976",37.21,35.04,32.24,69.09,"Non-treelike",0.205955846660128,0.0003067,"no_TIGER_run",0.97845550778051,0.778338473381108,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_1_0.2_Ancient/exp2_00250_0050_005_1_0.2_Ancient_output_alignment.fa"
706,"exp2_00250_0050_006_1_0.2_Ancient",50,250,1,0.2,"Ancient",6,"JC",NA,250000,"DNA","1245","5","0","1250","0.996",37.91,35.87,32.75,69.36,"Non-treelike",0.133105378299687,0.00020028,"no_TIGER_run",0.982509658400401,0.757620177128088,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_1_0.2_Ancient/exp2_00250_0050_006_1_0.2_Ancient_output_alignment.fa"
707,"exp2_00250_0050_007_1_0.2_Ancient",50,250,1,0.2,"Ancient",7,"JC",NA,250000,"DNA","1245","4","1","1250","0.996",38.37,36.07,32.92,57.04,"Non-treelike",0.159281930919333,0.00011688,"no_TIGER_run",0.984373567341859,0.810710339686972,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_1_0.2_Ancient/exp2_00250_0050_007_1_0.2_Ancient_output_alignment.fa"
708,"exp2_00250_0050_008_1_0.2_Ancient",50,250,1,0.2,"Ancient",8,"JC",NA,250000,"DNA","1231","8","11","1250","0.9848",39.55,37.39,32.03,59.28,"Non-treelike",0.108167442377541,6.848e-05,"no_TIGER_run",0.9898318143186,0.823910689948502,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_1_0.2_Ancient/exp2_00250_0050_008_1_0.2_Ancient_output_alignment.fa"
709,"exp2_00250_0050_009_1_0.2_Ancient",50,250,1,0.2,"Ancient",9,"JC",NA,250000,"DNA","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file",38.15,35.67,30.4,54.36,"Non-treelike",0.126303017801072,0.0001895,"no_TIGER_run",0.979829678515483,0.789503759498759,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_1_0.2_Ancient/exp2_00250_0050_009_1_0.2_Ancient_output_alignment.fa"
710,"exp2_00250_0050_010_1_0.2_Ancient",50,250,1,0.2,"Ancient",10,"JC",NA,250000,"DNA","1243","5","2","1250","0.9944",38.74,37.35,33.34,54.76,"Non-treelike",0.136677359996725,0.00014444,"no_TIGER_run",0.985864557695381,0.827307902150079,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_1_0.2_Ancient/exp2_00250_0050_010_1_0.2_Ancient_output_alignment.fa"
711,"exp2_00250_0100_001_1_0.2_Ancient",100,250,1,0.2,"Ancient",1,"JC",NA,250000,"DNA","2485","15","0","2500","0.994",36.59,35.49,32.37,53.93,"Non-treelike",0.224964664374115,0.00031909,"no_TIGER_run",0.958546083982974,0.672951815148254,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_1_0.2_Ancient/exp2_00250_0100_001_1_0.2_Ancient_output_alignment.fa"
712,"exp2_00250_0100_002_1_0.2_Ancient",100,250,1,0.2,"Ancient",2,"JC",NA,250000,"DNA","2401","67","32","2500","0.9604",37.24,35.42,32.35,57.67,"Non-treelike",0.131292638382199,7.321e-05,"no_TIGER_run",0.979895470487011,0.759246389478733,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_1_0.2_Ancient/exp2_00250_0100_002_1_0.2_Ancient_output_alignment.fa"
713,"exp2_00250_0100_003_1_0.2_Ancient",100,250,1,0.2,"Ancient",3,"JC",NA,250000,"DNA","2491","9","0","2500","0.9964",36.94,35.8,31.53,59.24,"Non-treelike",0.103273837258471,0.00010356,"no_TIGER_run",0.976178772135117,0.734824001712918,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_1_0.2_Ancient/exp2_00250_0100_003_1_0.2_Ancient_output_alignment.fa"
714,"exp2_00250_0100_004_1_0.2_Ancient",100,250,1,0.2,"Ancient",4,"JC",NA,250000,"DNA","2487","12","1","2500","0.9948",36.4,35.3,32.77,62.5,"Non-treelike",0.170157590876187,0.00026237,"no_TIGER_run",0.958781804106485,0.668268360238279,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_1_0.2_Ancient/exp2_00250_0100_004_1_0.2_Ancient_output_alignment.fa"
715,"exp2_00250_0100_005_1_0.2_Ancient",100,250,1,0.2,"Ancient",5,"JC",NA,250000,"DNA","2491","9","0","2500","0.9964",36.38,35.28,32.78,59.75,"Non-treelike",0.220706932066689,0.0004661,"no_TIGER_run",0.95202363865533,0.708942638497107,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_1_0.2_Ancient/exp2_00250_0100_005_1_0.2_Ancient_output_alignment.fa"
716,"exp2_00250_0100_006_1_0.2_Ancient",100,250,1,0.2,"Ancient",6,"JC",NA,250000,"DNA","2476","22","2","2500","0.9904",36.27,35.09,31.37,64.3,"Non-treelike",0.131613969546939,0.00015218,"no_TIGER_run",0.974390221828496,0.638888113374425,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_1_0.2_Ancient/exp2_00250_0100_006_1_0.2_Ancient_output_alignment.fa"
717,"exp2_00250_0100_007_1_0.2_Ancient",100,250,1,0.2,"Ancient",7,"JC",NA,250000,"DNA","2489","11","0","2500","0.9956",37.54,36.28,32.98,55.64,"Non-treelike",0.108580211847383,9.489e-05,"no_TIGER_run",0.981143544505431,0.730011883367889,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_1_0.2_Ancient/exp2_00250_0100_007_1_0.2_Ancient_output_alignment.fa"
718,"exp2_00250_0100_008_1_0.2_Ancient",100,250,1,0.2,"Ancient",8,"JC",NA,250000,"DNA","2474","26","0","2500","0.9896",36.66,35.21,31.81,60.02,"Non-treelike",0.145070545552166,0.00016956,"no_TIGER_run",0.97873141470224,0.733683708653556,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_1_0.2_Ancient/exp2_00250_0100_008_1_0.2_Ancient_output_alignment.fa"
719,"exp2_00250_0100_009_1_0.2_Ancient",100,250,1,0.2,"Ancient",9,"JC",NA,250000,"DNA","2478","21","1","2500","0.9912",37,35.47,31.17,55.96,"Non-treelike",0.150658002072269,0.00014289,"no_TIGER_run",0.981149589926307,0.742798341804091,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_1_0.2_Ancient/exp2_00250_0100_009_1_0.2_Ancient_output_alignment.fa"
720,"exp2_00250_0100_010_1_0.2_Ancient",100,250,1,0.2,"Ancient",10,"JC",NA,250000,"DNA","2483","17","0","2500","0.9932",36.81,35.56,30.85,67.08,"Non-treelike",0.155260982670413,0.00017193,"no_TIGER_run",0.967470564389713,0.747852219507919,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_1_0.2_Ancient/exp2_00250_0100_010_1_0.2_Ancient_output_alignment.fa"
721,"exp2_00250_0010_001_10_0.2_Ancient",10,250,10,0.2,"Ancient",1,"JC",NA,250000,"DNA","106","57","87","250","0.424",40.5,33.81,32.03,61.48,"Treelike",0.463938965506382,4.4e-06,"no_TIGER_run",0.916421803536859,0.987169050781685,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_10_0.2_Ancient/exp2_00250_0010_001_10_0.2_Ancient_output_alignment.fa"
722,"exp2_00250_0010_002_10_0.2_Ancient",10,250,10,0.2,"Ancient",2,"JC",NA,250000,"DNA","105","53","92","250","0.42",34.2,33.4,31.86,38.68,"Treelike",0.452372475186345,5e-06,"no_TIGER_run",0.853319371791493,0.880158362794543,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_10_0.2_Ancient/exp2_00250_0010_002_10_0.2_Ancient_output_alignment.fa"
723,"exp2_00250_0010_003_10_0.2_Ancient",10,250,10,0.2,"Ancient",3,"JC",NA,250000,"DNA","93","37","120","250","0.372",35.82,32.84,25.85,53.85,"Treelike",0.436345148601337,2.1e-06,"no_TIGER_run",0.834306538963267,0.986828268864368,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_10_0.2_Ancient/exp2_00250_0010_003_10_0.2_Ancient_output_alignment.fa"
724,"exp2_00250_0010_004_10_0.2_Ancient",10,250,10,0.2,"Ancient",4,"JC",NA,250000,"DNA","95","57","98","250","0.38",36.1,33.95,30.85,50.59,"Treelike",0.498800482278071,7.4e-06,"no_TIGER_run",0.871429456245222,0.954588702077581,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_10_0.2_Ancient/exp2_00250_0010_004_10_0.2_Ancient_output_alignment.fa"
725,"exp2_00250_0010_005_10_0.2_Ancient",10,250,10,0.2,"Ancient",5,"JC",NA,250000,"DNA","189","42","19","250","0.756",42.06,37.23,25.16,63.03,"Non-treelike",0.167375658261018,8.1e-06,"no_TIGER_run",0.941227800425009,0.979580511730124,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_10_0.2_Ancient/exp2_00250_0010_005_10_0.2_Ancient_output_alignment.fa"
726,"exp2_00250_0010_006_10_0.2_Ancient",10,250,10,0.2,"Ancient",6,"JC",NA,250000,"DNA","43","44","163","250","0.172",36.82,33.85,23.15,54.99,"Treelike",0.398871559839715,4.2e-06,"no_TIGER_run",0.713020202031547,0.986495707323665,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_10_0.2_Ancient/exp2_00250_0010_006_10_0.2_Ancient_output_alignment.fa"
727,"exp2_00250_0010_007_10_0.2_Ancient",10,250,10,0.2,"Ancient",7,"JC",NA,250000,"DNA","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file",38.82,35.83,33.47,56.2,"Treelike",0.385514791785673,3.9e-06,"no_TIGER_run",-1.06401893001377,0.974672352886735,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_10_0.2_Ancient/exp2_00250_0010_007_10_0.2_Ancient_output_alignment.fa"
728,"exp2_00250_0010_008_10_0.2_Ancient",10,250,10,0.2,"Ancient",8,"JC",NA,250000,"DNA","202","24","24","250","0.808",44.04,49.32,30.63,53.91,"Non-treelike",0.362871840407542,0.0001218,"no_TIGER_run",0.908166701780157,0.939616814003623,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_10_0.2_Ancient/exp2_00250_0010_008_10_0.2_Ancient_output_alignment.fa"
729,"exp2_00250_0010_009_10_0.2_Ancient",10,250,10,0.2,"Ancient",9,"JC",NA,250000,"DNA","65","31","154","250","0.26",39.48,41.71,25.24,58.1,"Non-treelike",0.467356275868474,1.64e-05,"no_TIGER_run",0.748056329782956,0.965064654055715,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_10_0.2_Ancient/exp2_00250_0010_009_10_0.2_Ancient_output_alignment.fa"
730,"exp2_00250_0010_010_10_0.2_Ancient",10,250,10,0.2,"Ancient",10,"JC",NA,250000,"DNA","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file",43.28,44.61,33.7,53.3,"Treelike",0.334860706876366,9.8e-06,"no_TIGER_run",0.70753296126895,0.967715360317339,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_10_0.2_Ancient/exp2_00250_0010_010_10_0.2_Ancient_output_alignment.fa"
731,"exp2_00250_0020_001_10_0.2_Ancient",20,250,10,0.2,"Ancient",1,"JC",NA,250000,"DNA","272","79","149","500","0.544",42.96,43.74,23.47,61.24,"Non-treelike",0.381831554527258,7.15e-06,"no_TIGER_run",0.376638530538743,0.969647616959354,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_001_10_0.2_Ancient/exp2_00250_0020_001_10_0.2_Ancient_output_alignment.fa"
732,"exp2_00250_0020_002_10_0.2_Ancient",20,250,10,0.2,"Ancient",2,"JC",NA,250000,"DNA","165","70","265","500","0.33",35.84,36.51,18.75,61.39,"Non-treelike",0.438593625434028,1.215e-05,"no_TIGER_run",0.525770638321547,0.957328902622085,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_002_10_0.2_Ancient/exp2_00250_0020_002_10_0.2_Ancient_output_alignment.fa"
733,"exp2_00250_0020_003_10_0.2_Ancient",20,250,10,0.2,"Ancient",3,"JC",NA,250000,"DNA","89","75","336","500","0.178",32.58,33.6,19.4,45.19,"Treelike",0.403011281571278,4.3e-06,"no_TIGER_run",-1.29425736244935,0.984393720338658,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_003_10_0.2_Ancient/exp2_00250_0020_003_10_0.2_Ancient_output_alignment.fa"
734,"exp2_00250_0020_004_10_0.2_Ancient",20,250,10,0.2,"Ancient",4,"JC",NA,250000,"DNA","155","34","311","500","0.31",36.69,31.25,23.71,56.25,"Non-treelike",0.40410468410227,2.395e-05,"no_TIGER_run",0.842700825687904,0.926868554569307,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_004_10_0.2_Ancient/exp2_00250_0020_004_10_0.2_Ancient_output_alignment.fa"
735,"exp2_00250_0020_005_10_0.2_Ancient",20,250,10,0.2,"Ancient",5,"JC",NA,250000,"DNA","79","89","332","500","0.158",36.23,34.23,17.45,64.33,"Treelike",0.452150382339213,4.1e-06,"no_TIGER_run",0.778783687722087,0.981513381322859,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_005_10_0.2_Ancient/exp2_00250_0020_005_10_0.2_Ancient_output_alignment.fa"
736,"exp2_00250_0020_006_10_0.2_Ancient",20,250,10,0.2,"Ancient",6,"JC",NA,250000,"DNA","157","97","246","500","0.314",38.87,36.07,20.77,62.82,"Treelike",0.42367804681114,4.65e-06,"no_TIGER_run",0.788248295862961,0.982096117546441,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_10_0.2_Ancient/exp2_00250_0020_006_10_0.2_Ancient_output_alignment.fa"
737,"exp2_00250_0020_007_10_0.2_Ancient",20,250,10,0.2,"Ancient",7,"JC",NA,250000,"DNA","134","59","307","500","0.268",38.74,39.13,18.91,55.34,"Non-treelike",0.406325805156961,1.33e-05,"no_TIGER_run",0.533518623228875,0.942271906117603,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_10_0.2_Ancient/exp2_00250_0020_007_10_0.2_Ancient_output_alignment.fa"
738,"exp2_00250_0020_008_10_0.2_Ancient",20,250,10,0.2,"Ancient",8,"JC",NA,250000,"DNA","96","66","338","500","0.192",36.51,36.14,25.04,47.73,"Non-treelike",0.434306659285258,9.35e-06,"no_TIGER_run",0.644644118603051,0.949402548923533,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_10_0.2_Ancient/exp2_00250_0020_008_10_0.2_Ancient_output_alignment.fa"
739,"exp2_00250_0020_009_10_0.2_Ancient",20,250,10,0.2,"Ancient",9,"JC",NA,250000,"DNA","183","96","221","500","0.366",39.91,35.42,28.34,59.19,"Treelike",0.431482536284655,3.8e-06,"no_TIGER_run",0.884922600783443,0.982709027966939,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_10_0.2_Ancient/exp2_00250_0020_009_10_0.2_Ancient_output_alignment.fa"
740,"exp2_00250_0020_010_10_0.2_Ancient",20,250,10,0.2,"Ancient",10,"JC",NA,250000,"DNA","116","109","275","500","0.232",35.83,34.72,25.65,56.51,"Treelike",0.470923863382854,5.35e-06,"no_TIGER_run",0.423041509328244,0.970833388459723,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_10_0.2_Ancient/exp2_00250_0020_010_10_0.2_Ancient_output_alignment.fa"
741,"exp2_00250_0050_001_10_0.2_Ancient",50,250,10,0.2,"Ancient",1,"JC",NA,250000,"DNA","346","205","699","1250","0.2768",40.74,37.32,20.99,62.58,"Non-treelike",0.430220473933404,5.42e-06,"no_TIGER_run",0.481926282103572,0.961841220825824,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_10_0.2_Ancient/exp2_00250_0050_001_10_0.2_Ancient_output_alignment.fa"
742,"exp2_00250_0050_002_10_0.2_Ancient",50,250,10,0.2,"Ancient",2,"JC",NA,250000,"DNA","569","256","425","1250","0.4552",40.45,37.41,24.22,65.67,"Non-treelike",0.401444663771504,1.174e-05,"no_TIGER_run",0.833136191425874,0.915643590099544,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_10_0.2_Ancient/exp2_00250_0050_002_10_0.2_Ancient_output_alignment.fa"
743,"exp2_00250_0050_003_10_0.2_Ancient",50,250,10,0.2,"Ancient",3,"JC",NA,250000,"DNA","472","155","623","1250","0.3776",38.22,37.14,19.3,64.39,"Non-treelike",0.398188248828684,9.68e-06,"no_TIGER_run",-0.023975130394448,0.920444704780827,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_10_0.2_Ancient/exp2_00250_0050_003_10_0.2_Ancient_output_alignment.fa"
744,"exp2_00250_0050_004_10_0.2_Ancient",50,250,10,0.2,"Ancient",4,"JC",NA,250000,"DNA","559","212","479","1250","0.4472",40.39,37.6,21.35,62.07,"Non-treelike",0.409325008280119,6.34e-06,"no_TIGER_run",-0.195505616519276,0.943095117892346,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_10_0.2_Ancient/exp2_00250_0050_004_10_0.2_Ancient_output_alignment.fa"
745,"exp2_00250_0050_005_10_0.2_Ancient",50,250,10,0.2,"Ancient",5,"JC",NA,250000,"DNA","385","147","718","1250","0.308",41.72,40.21,25.3,67.32,"Non-treelike",0.402826437163196,9.88e-06,"no_TIGER_run",0.832336179436661,0.915174543800746,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_10_0.2_Ancient/exp2_00250_0050_005_10_0.2_Ancient_output_alignment.fa"
746,"exp2_00250_0050_006_10_0.2_Ancient",50,250,10,0.2,"Ancient",6,"JC",NA,250000,"DNA","259","194","797","1250","0.2072",39.56,36.04,19.29,65.08,"Non-treelike",0.435742076523738,4.4e-06,"no_TIGER_run",0.469960355938281,0.970993730520317,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_10_0.2_Ancient/exp2_00250_0050_006_10_0.2_Ancient_output_alignment.fa"
747,"exp2_00250_0050_007_10_0.2_Ancient",50,250,10,0.2,"Ancient",7,"JC",NA,250000,"DNA","779","164","307","1250","0.6232",40.46,38.78,26.23,58.5,"Non-treelike",0.358526337353643,1.626e-05,"no_TIGER_run",0.843689469179027,0.905240026398694,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_10_0.2_Ancient/exp2_00250_0050_007_10_0.2_Ancient_output_alignment.fa"
748,"exp2_00250_0050_008_10_0.2_Ancient",50,250,10,0.2,"Ancient",8,"JC",NA,250000,"DNA","248","215","787","1250","0.1984",41.11,37.24,23.2,64.34,"Non-treelike",0.451890532007906,4.56e-06,"no_TIGER_run",0.572789959202658,0.964746594312705,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_10_0.2_Ancient/exp2_00250_0050_008_10_0.2_Ancient_output_alignment.fa"
749,"exp2_00250_0050_009_10_0.2_Ancient",50,250,10,0.2,"Ancient",9,"JC",NA,250000,"DNA","548","225","477","1250","0.4384",41.92,39.56,30.85,66.44,"Non-treelike",0.372554901581485,7.38e-06,"no_TIGER_run",0.709432885824284,0.948624497546938,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_10_0.2_Ancient/exp2_00250_0050_009_10_0.2_Ancient_output_alignment.fa"
750,"exp2_00250_0050_010_10_0.2_Ancient",50,250,10,0.2,"Ancient",10,"JC",NA,250000,"DNA","254","196","800","1250","0.2032",40.01,37.43,22.11,62.67,"Non-treelike",0.445105345948259,5.84e-06,"no_TIGER_run",0.232841711728466,0.963432499100954,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_10_0.2_Ancient/exp2_00250_0050_010_10_0.2_Ancient_output_alignment.fa"
751,"exp2_00250_0100_001_10_0.2_Ancient",100,250,10,0.2,"Ancient",1,"JC",NA,250000,"DNA","962","421","1117","2500","0.3848",40.52,38.6,24.81,57.18,"Non-treelike",0.412401751096901,8.05e-06,"no_TIGER_run",0.723153594289399,0.884182682802076,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_10_0.2_Ancient/exp2_00250_0100_001_10_0.2_Ancient_output_alignment.fa"
752,"exp2_00250_0100_002_10_0.2_Ancient",100,250,10,0.2,"Ancient",2,"JC",NA,250000,"DNA","922","399","1179","2500","0.3688",40.48,38.77,24.33,64.82,"Non-treelike",0.418157442738941,8.79e-06,"no_TIGER_run",0.845984184083373,0.896814628012001,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_10_0.2_Ancient/exp2_00250_0100_002_10_0.2_Ancient_output_alignment.fa"
753,"exp2_00250_0100_003_10_0.2_Ancient",100,250,10,0.2,"Ancient",3,"JC",NA,250000,"DNA","504","391","1605","2500","0.2016",40.17,39.11,21.81,64.68,"Non-treelike",0.428703226428275,7.65e-06,"no_TIGER_run",0.0122704956024718,0.896563709019536,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_10_0.2_Ancient/exp2_00250_0100_003_10_0.2_Ancient_output_alignment.fa"
754,"exp2_00250_0100_004_10_0.2_Ancient",100,250,10,0.2,"Ancient",4,"JC",NA,250000,"DNA","496","346","1658","2500","0.1984",40.92,39.3,28.07,63.54,"Non-treelike",0.43169015081995,5.86e-06,"no_TIGER_run",-0.0693746532625605,0.91325736687604,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_10_0.2_Ancient/exp2_00250_0100_004_10_0.2_Ancient_output_alignment.fa"
755,"exp2_00250_0100_005_10_0.2_Ancient",100,250,10,0.2,"Ancient",5,"JC",NA,250000,"DNA","799","384","1317","2500","0.3196",40.15,38.26,17.6,66.27,"Non-treelike",0.415806228876638,1.211e-05,"no_TIGER_run",0.801216129754564,0.872191203840233,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_10_0.2_Ancient/exp2_00250_0100_005_10_0.2_Ancient_output_alignment.fa"
756,"exp2_00250_0100_006_10_0.2_Ancient",100,250,10,0.2,"Ancient",6,"JC",NA,250000,"DNA","1610","372","518","2500","0.644",40.15,38.49,32.72,58.21,"Non-treelike",0.367847949639846,2.321e-05,"no_TIGER_run",0.896142731074563,0.86543743670032,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_10_0.2_Ancient/exp2_00250_0100_006_10_0.2_Ancient_output_alignment.fa"
757,"exp2_00250_0100_007_10_0.2_Ancient",100,250,10,0.2,"Ancient",7,"JC",NA,250000,"DNA","931","470","1099","2500","0.3724",40.38,38.21,21.8,59.64,"Non-treelike",0.427418468814987,7.24e-06,"no_TIGER_run",0.858300166541666,0.896823960997541,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_10_0.2_Ancient/exp2_00250_0100_007_10_0.2_Ancient_output_alignment.fa"
758,"exp2_00250_0100_008_10_0.2_Ancient",100,250,10,0.2,"Ancient",8,"JC",NA,250000,"DNA","1457","196","847","2500","0.5828",39.7,37.12,24.54,63.02,"Non-treelike",0.327698702472988,2.574e-05,"no_TIGER_run",0.759497808201847,0.857050201575413,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_10_0.2_Ancient/exp2_00250_0100_008_10_0.2_Ancient_output_alignment.fa"
759,"exp2_00250_0100_009_10_0.2_Ancient",100,250,10,0.2,"Ancient",9,"JC",NA,250000,"DNA","972","495","1033","2500","0.3888",39.22,37.19,17.33,60.37,"Non-treelike",0.409025493571217,1.43e-05,"no_TIGER_run",0.0941158429947239,0.876147702570773,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_10_0.2_Ancient/exp2_00250_0100_009_10_0.2_Ancient_output_alignment.fa"
