"row_id","uid","num_taxa","num_trees","tree_depth","recombination_value","recombination_type","num_reps","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","LM_num_resolved_quartets","LM_num_partly_resolved_quartets","LM_num_unresolved_quartets","LM_total_num_quartets","LM_proportion_resolved_quartets","sCF_mean","sCF_median","sCF_min","sCF_max","NetworkTreelikenessTest","mean_delta_plot_value","mean_Q_residual","mean_TIGER_value","Cunningham_test","tree_proportion","input_alignment_path"
2412,"exp2_00250_0005_002_1_0.15_Recent",5,250,1,0.15,"Recent",2,"JC",NA,250000,"DNA","125","0","0","125","1",48.11,48.11,40.85,55.37,"Non-treelike",0.232313173759813,0.0005408,"no_TIGER_run",0.999545569826702,0.896553676314486,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_002_1_0.15_Recent/exp2_00250_0005_002_1_0.15_Recent_output_alignment.fa"
2413,"exp2_00250_0005_003_1_0.15_Recent",5,250,1,0.15,"Recent",3,"JC",NA,250000,"DNA","118","7","0","125","0.944",36.92,36.92,34.16,39.67,"Non-treelike",0.53175526192565,0.000191,"no_TIGER_run",0.999436590842694,0.797293147067425,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_003_1_0.15_Recent/exp2_00250_0005_003_1_0.15_Recent_output_alignment.fa"
2414,"exp2_00250_0005_004_1_0.15_Recent",5,250,1,0.15,"Recent",4,"JC",NA,250000,"DNA","125","0","0","125","1",37.93,37.93,34.27,41.59,"Non-treelike",0.403393248463326,0.0010412,"no_TIGER_run",0.999045797794005,0.749947632728271,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_004_1_0.15_Recent/exp2_00250_0005_004_1_0.15_Recent_output_alignment.fa"
2415,"exp2_00250_0005_005_1_0.15_Recent",5,250,1,0.15,"Recent",5,"JC",NA,250000,"DNA","125","0","0","125","1",58.04,58.04,42.42,73.66,"Non-treelike",0.116523637362035,0.0001026,"no_TIGER_run",0.999781730068965,0.972249184066652,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_005_1_0.15_Recent/exp2_00250_0005_005_1_0.15_Recent_output_alignment.fa"
2416,"exp2_00250_0005_006_1_0.15_Recent",5,250,1,0.15,"Recent",6,"JC",NA,250000,"DNA","119","6","0","125","0.952",36.02,36.02,35.87,36.17,"Non-treelike",0.473815852279993,0.0004726,"no_TIGER_run",0.9995651583257,0.644984246366501,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_006_1_0.15_Recent/exp2_00250_0005_006_1_0.15_Recent_output_alignment.fa"
2417,"exp2_00250_0005_007_1_0.15_Recent",5,250,1,0.15,"Recent",7,"JC",NA,250000,"DNA","125","0","0","125","1",48.06,48.06,40.03,56.09,"Non-treelike",0.144131494093634,0.0005118,"no_TIGER_run",0.999533371592603,0.908044726251952,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_007_1_0.15_Recent/exp2_00250_0005_007_1_0.15_Recent_output_alignment.fa"
2418,"exp2_00250_0005_008_1_0.15_Recent",5,250,1,0.15,"Recent",8,"JC",NA,250000,"DNA","113","12","0","125","0.904",38.19,38.19,33.91,42.48,"Non-treelike",0.2952467986332,0.0002356,"no_TIGER_run",0.999420292073075,0.802968121709572,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_008_1_0.15_Recent/exp2_00250_0005_008_1_0.15_Recent_output_alignment.fa"
2419,"exp2_00250_0005_009_1_0.15_Recent",5,250,1,0.15,"Recent",9,"JC",NA,250000,"DNA","122","3","0","125","0.976",57.63,57.63,36.44,78.82,"Treelike",0.164872009672366,1.84e-05,"no_TIGER_run",0.999553024624306,0.990096902195201,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_009_1_0.15_Recent/exp2_00250_0005_009_1_0.15_Recent_output_alignment.fa"
2420,"exp2_00250_0005_010_1_0.15_Recent",5,250,1,0.15,"Recent",10,"JC",NA,250000,"DNA","125","0","0","125","1",48.08,48.08,35.7,60.47,"Non-treelike",0.292030731311265,0.004967,"no_TIGER_run",0.980548673589237,0.794035502463415,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_010_1_0.15_Recent/exp2_00250_0005_010_1_0.15_Recent_output_alignment.fa"
2421,"exp2_00250_0010_001_1_0.15_Recent",10,250,1,0.15,"Recent",1,"JC",NA,250000,"DNA","245","5","0","250","0.98",46.09,44.55,35.78,62.19,"Non-treelike",0.130519214569057,0.0001917,"no_TIGER_run",0.99925611170884,0.931619890188975,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_1_0.15_Recent/exp2_00250_0010_001_1_0.15_Recent_output_alignment.fa"
2422,"exp2_00250_0010_002_1_0.15_Recent",10,250,1,0.15,"Recent",2,"JC",NA,250000,"DNA","248","2","0","250","0.992",37.9,36.42,33.94,43.7,"Non-treelike",0.205225867585197,0.0002076,"no_TIGER_run",0.998625964385839,0.807595896940576,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_1_0.15_Recent/exp2_00250_0010_002_1_0.15_Recent_output_alignment.fa"
2423,"exp2_00250_0010_003_1_0.15_Recent",10,250,1,0.15,"Recent",3,"JC",NA,250000,"DNA","249","1","0","250","0.996",43.02,36.23,28.67,62.09,"Non-treelike",0.180830384170323,0.0007253,"no_TIGER_run",0.96753383561515,0.902387432241167,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_1_0.15_Recent/exp2_00250_0010_003_1_0.15_Recent_output_alignment.fa"
2424,"exp2_00250_0010_004_1_0.15_Recent",10,250,1,0.15,"Recent",4,"JC",NA,250000,"DNA","245","5","0","250","0.98",44.9,41.54,34.56,67.44,"Treelike",0.117444580697319,7.51e-05,"no_TIGER_run",0.999270048248918,0.965496576033551,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_1_0.15_Recent/exp2_00250_0010_004_1_0.15_Recent_output_alignment.fa"
2425,"exp2_00250_0010_005_1_0.15_Recent",10,250,1,0.15,"Recent",5,"JC",NA,250000,"DNA","249","1","0","250","0.996",45.13,44.49,36.9,51.94,"Non-treelike",0.0674804213213718,4.45e-05,"no_TIGER_run",0.999701447178057,0.955565410819783,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_1_0.15_Recent/exp2_00250_0010_005_1_0.15_Recent_output_alignment.fa"
2426,"exp2_00250_0010_006_1_0.15_Recent",10,250,1,0.15,"Recent",6,"JC",NA,250000,"DNA","246","3","1","250","0.984",46.69,47.85,35.27,62.05,"Non-treelike",0.160566293063172,0.001066,"no_TIGER_run",0.984481000823031,0.871003993815761,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_1_0.15_Recent/exp2_00250_0010_006_1_0.15_Recent_output_alignment.fa"
2427,"exp2_00250_0010_007_1_0.15_Recent",10,250,1,0.15,"Recent",7,"JC",NA,250000,"DNA","247","3","0","250","0.988",43.25,40.17,37.67,61.74,"Non-treelike",0.147801260142605,0.0002657,"no_TIGER_run",0.99906889804286,0.91509809817155,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_1_0.15_Recent/exp2_00250_0010_007_1_0.15_Recent_output_alignment.fa"
2428,"exp2_00250_0010_008_1_0.15_Recent",10,250,1,0.15,"Recent",8,"JC",NA,250000,"DNA","248","2","0","250","0.992",46.53,47.13,34.08,61.23,"Non-treelike",0.146947799831838,0.001314,"no_TIGER_run",0.952261926876143,0.868707232311836,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_1_0.15_Recent/exp2_00250_0010_008_1_0.15_Recent_output_alignment.fa"
2429,"exp2_00250_0010_009_1_0.15_Recent",10,250,1,0.15,"Recent",9,"JC",NA,250000,"DNA","250","0","0","250","1",42.5,36.5,34.73,60.74,"Non-treelike",0.27772179084446,0.0005082,"no_TIGER_run",0.997676657007147,0.878221882435513,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_1_0.15_Recent/exp2_00250_0010_009_1_0.15_Recent_output_alignment.fa"
2430,"exp2_00250_0010_010_1_0.15_Recent",10,250,1,0.15,"Recent",10,"JC",NA,250000,"DNA","248","2","0","250","0.992",45.36,40.21,34.48,75.18,"Non-treelike",0.15450538031367,0.0002157,"no_TIGER_run",0.998711687155537,0.915216103383187,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_1_0.15_Recent/exp2_00250_0010_010_1_0.15_Recent_output_alignment.fa"
2431,"exp2_00250_0020_001_1_0.15_Recent",20,250,1,0.15,"Recent",1,"JC",NA,250000,"DNA","498","2","0","500","0.996",39.54,36.61,22.21,61.06,"Non-treelike",0.145662537352748,0.00033415,"no_TIGER_run",0.904356964441792,0.852988185150572,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_001_1_0.15_Recent/exp2_00250_0020_001_1_0.15_Recent_output_alignment.fa"
2432,"exp2_00250_0020_002_1_0.15_Recent",20,250,1,0.15,"Recent",2,"JC",NA,250000,"DNA","496","4","0","500","0.992",41.89,40.56,33.87,55.94,"Non-treelike",0.130924048552843,0.00031055,"no_TIGER_run",0.994470078322017,0.899592698314324,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_002_1_0.15_Recent/exp2_00250_0020_002_1_0.15_Recent_output_alignment.fa"
2433,"exp2_00250_0020_003_1_0.15_Recent",20,250,1,0.15,"Recent",3,"JC",NA,250000,"DNA","494","3","3","500","0.988",40.61,39.13,33.57,53.22,"Non-treelike",0.135066557035014,0.00014635,"no_TIGER_run",0.995602441209071,0.842290012009723,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_003_1_0.15_Recent/exp2_00250_0020_003_1_0.15_Recent_output_alignment.fa"
2434,"exp2_00250_0020_004_1_0.15_Recent",20,250,1,0.15,"Recent",4,"JC",NA,250000,"DNA","497","3","0","500","0.994",39.83,35.75,25.06,57.47,"Non-treelike",0.146050790750754,0.0006682,"no_TIGER_run",0.928888312574982,0.807414778556112,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_004_1_0.15_Recent/exp2_00250_0020_004_1_0.15_Recent_output_alignment.fa"
2435,"exp2_00250_0020_005_1_0.15_Recent",20,250,1,0.15,"Recent",5,"JC",NA,250000,"DNA","500","0","0","500","1",41.88,38.45,32.15,57.07,"Non-treelike",0.0945568826350624,9.72e-05,"no_TIGER_run",0.996942136939631,0.901015970969673,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_005_1_0.15_Recent/exp2_00250_0020_005_1_0.15_Recent_output_alignment.fa"
2436,"exp2_00250_0020_006_1_0.15_Recent",20,250,1,0.15,"Recent",6,"JC",NA,250000,"DNA","497","3","0","500","0.994",40.37,35.92,32.99,69.84,"Non-treelike",0.109303735649653,0.0001786,"no_TIGER_run",0.994306942041924,0.867617184512615,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_1_0.15_Recent/exp2_00250_0020_006_1_0.15_Recent_output_alignment.fa"
2437,"exp2_00250_0020_007_1_0.15_Recent",20,250,1,0.15,"Recent",7,"JC",NA,250000,"DNA","500","0","0","500","1",41.06,38.73,32.84,60.11,"Non-treelike",0.118032644715351,0.00021845,"no_TIGER_run",0.996697194249998,0.86525697871656,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_1_0.15_Recent/exp2_00250_0020_007_1_0.15_Recent_output_alignment.fa"
2438,"exp2_00250_0020_008_1_0.15_Recent",20,250,1,0.15,"Recent",8,"JC",NA,250000,"DNA","499","1","0","500","0.998",39.58,36.54,32.7,68.25,"Non-treelike",0.151985905312257,0.00020565,"no_TIGER_run",0.993109575905671,0.857905944287252,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_1_0.15_Recent/exp2_00250_0020_008_1_0.15_Recent_output_alignment.fa"
2439,"exp2_00250_0020_009_1_0.15_Recent",20,250,1,0.15,"Recent",9,"JC",NA,250000,"DNA","500","0","0","500","1",41.32,38.35,32.56,64.18,"Non-treelike",0.113039806063999,0.0001491,"no_TIGER_run",0.995769614608042,0.918024958955903,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_1_0.15_Recent/exp2_00250_0020_009_1_0.15_Recent_output_alignment.fa"
2440,"exp2_00250_0020_010_1_0.15_Recent",20,250,1,0.15,"Recent",10,"JC",NA,250000,"DNA","499","1","0","500","0.998",41.86,39.94,32.87,53.71,"Non-treelike",0.111217192237556,0.00022815,"no_TIGER_run",0.993965099640752,0.866266813325348,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_1_0.15_Recent/exp2_00250_0020_010_1_0.15_Recent_output_alignment.fa"
2441,"exp2_00250_0050_001_1_0.15_Recent",50,250,1,0.15,"Recent",1,"JC",NA,250000,"DNA","1248","2","0","1250","0.9984",38.87,36.24,28.37,56.51,"Non-treelike",0.0788783125513016,0.0001375,"no_TIGER_run",0.937695078453869,0.826191997891931,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_1_0.15_Recent/exp2_00250_0050_001_1_0.15_Recent_output_alignment.fa"
2442,"exp2_00250_0050_002_1_0.15_Recent",50,250,1,0.15,"Recent",2,"JC",NA,250000,"DNA","1244","6","0","1250","0.9952",37.52,35.32,27.01,60.59,"Non-treelike",0.119507794344092,0.00015116,"no_TIGER_run",0.955742683174215,0.844262642542086,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_1_0.15_Recent/exp2_00250_0050_002_1_0.15_Recent_output_alignment.fa"
2443,"exp2_00250_0050_003_1_0.15_Recent",50,250,1,0.15,"Recent",3,"JC",NA,250000,"DNA","1233","17","0","1250","0.9864",36.31,35.03,32.88,78.92,"Treelike",0.246212828368276,0.00042518,"no_TIGER_run",0.981480748660156,0.753825444173158,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_1_0.15_Recent/exp2_00250_0050_003_1_0.15_Recent_output_alignment.fa"
2444,"exp2_00250_0050_004_1_0.15_Recent",50,250,1,0.15,"Recent",4,"JC",NA,250000,"DNA","1239","10","1","1250","0.9912",37.52,35.65,25.49,68.65,"Non-treelike",0.146961558087208,0.00029064,"no_TIGER_run",0.917375646052195,0.775061623695695,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_1_0.15_Recent/exp2_00250_0050_004_1_0.15_Recent_output_alignment.fa"
2445,"exp2_00250_0050_005_1_0.15_Recent",50,250,1,0.15,"Recent",5,"JC",NA,250000,"DNA","1230","13","7","1250","0.984",39.23,35.89,32.42,58.33,"Non-treelike",0.133448968577431,0.00022356,"no_TIGER_run",0.972466175387674,0.834578908849989,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_1_0.15_Recent/exp2_00250_0050_005_1_0.15_Recent_output_alignment.fa"
2446,"exp2_00250_0050_006_1_0.15_Recent",50,250,1,0.15,"Recent",6,"JC",NA,250000,"DNA","1246","4","0","1250","0.9968",36.34,35.92,32.15,44.42,"Non-treelike",0.25069100369399,0.00058338,"no_TIGER_run",0.942519166485044,0.622115377765661,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_1_0.15_Recent/exp2_00250_0050_006_1_0.15_Recent_output_alignment.fa"
2447,"exp2_00250_0050_007_1_0.15_Recent",50,250,1,0.15,"Recent",7,"JC",NA,250000,"DNA","1231","17","2","1250","0.9848",37.48,35.91,32.9,67.12,"Non-treelike",0.140161130537859,0.00017814,"no_TIGER_run",0.98643350507884,0.740982367269952,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_1_0.15_Recent/exp2_00250_0050_007_1_0.15_Recent_output_alignment.fa"
2448,"exp2_00250_0050_008_1_0.15_Recent",50,250,1,0.15,"Recent",8,"JC",NA,250000,"DNA","1236","13","1","1250","0.9888",36.93,35.34,32.98,68.06,"Non-treelike",0.174596494834502,0.0002984,"no_TIGER_run",0.981063995224133,0.706398949788515,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_1_0.15_Recent/exp2_00250_0050_008_1_0.15_Recent_output_alignment.fa"
2449,"exp2_00250_0050_009_1_0.15_Recent",50,250,1,0.15,"Recent",9,"JC",NA,250000,"DNA","1246","3","1","1250","0.9968",39.41,38.05,31.85,55.22,"Non-treelike",0.0742453933296342,5.674e-05,"no_TIGER_run",0.993270691029101,0.86103222389826,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_1_0.15_Recent/exp2_00250_0050_009_1_0.15_Recent_output_alignment.fa"
2450,"exp2_00250_0050_010_1_0.15_Recent",50,250,1,0.15,"Recent",10,"JC",NA,250000,"DNA","1237","8","5","1250","0.9896",39.26,37.59,32.99,53.96,"Non-treelike",0.11030836768675,7.7e-05,"no_TIGER_run",0.989627379156084,0.801202067210303,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_1_0.15_Recent/exp2_00250_0050_010_1_0.15_Recent_output_alignment.fa"
2451,"exp2_00250_0100_001_1_0.15_Recent",100,250,1,0.15,"Recent",1,"JC",NA,250000,"DNA","2482","18","0","2500","0.9928",36.38,35.19,32.32,57.03,"Non-treelike",0.169941772121844,0.0002409,"no_TIGER_run",0.967998728001392,0.655404248906638,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_1_0.15_Recent/exp2_00250_0100_001_1_0.15_Recent_output_alignment.fa"
2452,"exp2_00250_0100_002_1_0.15_Recent",100,250,1,0.15,"Recent",2,"JC",NA,250000,"DNA","2479","21","0","2500","0.9916",36.79,35.53,31.46,56.41,"Non-treelike",0.125387669642297,0.00013129,"no_TIGER_run",0.978641597779975,0.707435296164579,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_1_0.15_Recent/exp2_00250_0100_002_1_0.15_Recent_output_alignment.fa"
2453,"exp2_00250_0100_003_1_0.15_Recent",100,250,1,0.15,"Recent",3,"JC",NA,250000,"DNA","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file",36.33,35.11,26.94,63.07,"Non-treelike",0.133527448820686,0.00019957,"no_TIGER_run",0.91991937117355,0.708351812349474,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_1_0.15_Recent/exp2_00250_0100_003_1_0.15_Recent_output_alignment.fa"
2454,"exp2_00250_0100_004_1_0.15_Recent",100,250,1,0.15,"Recent",4,"JC",NA,250000,"DNA","2482","16","2","2500","0.9928",36.74,35.62,25.78,71.92,"Non-treelike",0.16182176557331,0.00029982,"no_TIGER_run",0.920969260364419,0.711362729641235,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_1_0.15_Recent/exp2_00250_0100_004_1_0.15_Recent_output_alignment.fa"
2455,"exp2_00250_0100_005_1_0.15_Recent",100,250,1,0.15,"Recent",5,"JC",NA,250000,"DNA","2491","9","0","2500","0.9964",36.02,35.12,31.59,72.92,"Non-treelike",0.205110095950693,0.00033441,"no_TIGER_run",0.949406408601784,0.700701513339348,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_1_0.15_Recent/exp2_00250_0100_005_1_0.15_Recent_output_alignment.fa"
2456,"exp2_00250_0100_006_1_0.15_Recent",100,250,1,0.15,"Recent",6,"JC",NA,250000,"DNA","2437","57","6","2500","0.9748",37.57,35.8,32.81,55.35,"Non-treelike",0.113976509946953,7.884e-05,"no_TIGER_run",0.983071882250584,0.767410639037176,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_1_0.15_Recent/exp2_00250_0100_006_1_0.15_Recent_output_alignment.fa"
2457,"exp2_00250_0100_007_1_0.15_Recent",100,250,1,0.15,"Recent",7,"JC",NA,250000,"DNA","2484","16","0","2500","0.9936",36.26,35.21,30.78,81.44,"Non-treelike",0.307742205000905,0.00081961,"no_TIGER_run",0.930674971888193,0.652304427662082,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_1_0.15_Recent/exp2_00250_0100_007_1_0.15_Recent_output_alignment.fa"
2458,"exp2_00250_0100_008_1_0.15_Recent",100,250,1,0.15,"Recent",8,"JC",NA,250000,"DNA","2461","38","1","2500","0.9844",35.78,34.93,27.5,75,"Treelike",0.19985961169421,0.00032813,"no_TIGER_run",0.886019474118354,0.667329025664368,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_1_0.15_Recent/exp2_00250_0100_008_1_0.15_Recent_output_alignment.fa"
2459,"exp2_00250_0100_009_1_0.15_Recent",100,250,1,0.15,"Recent",9,"JC",NA,250000,"DNA","2480","18","2","2500","0.992",36.39,35.08,22.37,58.64,"Non-treelike",0.107421275301361,0.00015646,"no_TIGER_run",0.625906420480284,0.687343295180011,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_1_0.15_Recent/exp2_00250_0100_009_1_0.15_Recent_output_alignment.fa"
2460,"exp2_00250_0100_010_1_0.15_Recent",100,250,1,0.15,"Recent",10,"JC",NA,250000,"DNA","2458","39","3","2500","0.9832",36.68,35.23,32.32,62.12,"Non-treelike",0.185022251925091,0.00019721,"no_TIGER_run",0.980178129763388,0.704242869792112,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_1_0.15_Recent/exp2_00250_0100_010_1_0.15_Recent_output_alignment.fa"
2461,"exp2_00250_0005_001_10_0.15_Recent",5,250,10,0.15,"Recent",1,"JC",NA,250000,"DNA","72","27","26","125","0.576",36.8,36.8,26.2,47.4,"Non-treelike",0.42081789444103,0.0003488,"no_TIGER_run",0.911401743990467,0.895053273043509,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_001_10_0.15_Recent/exp2_00250_0005_001_10_0.15_Recent_output_alignment.fa"
2462,"exp2_00250_0005_002_10_0.15_Recent",5,250,10,0.15,"Recent",2,"JC",NA,250000,"DNA","0","31","94","125","0",33.46,33.46,31.06,35.87,"Treelike",0.64855021690449,1e-06,"no_TIGER_run",0.817012858050844,0.973585994219261,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_002_10_0.15_Recent/exp2_00250_0005_002_10_0.15_Recent_output_alignment.fa"
2463,"exp2_00250_0005_003_10_0.15_Recent",5,250,10,0.15,"Recent",3,"JC",NA,250000,"DNA","34","37","54","125","0.272",33.44,33.44,33.34,33.53,"Treelike",0.458970851841855,2.4e-06,"no_TIGER_run",0.894967370066027,0.581476323119777,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_003_10_0.15_Recent/exp2_00250_0005_003_10_0.15_Recent_output_alignment.fa"
2464,"exp2_00250_0005_004_10_0.15_Recent",5,250,10,0.15,"Recent",4,"JC",NA,250000,"DNA","37","1","87","125","0.296",33.58,33.58,32.35,34.82,"Non-treelike",0.616413052917752,0.0003666,"no_TIGER_run",0.914589760943534,0.656986555959005,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_004_10_0.15_Recent/exp2_00250_0005_004_10_0.15_Recent_output_alignment.fa"
2465,"exp2_00250_0005_005_10_0.15_Recent",5,250,10,0.15,"Recent",5,"JC",NA,250000,"DNA","41","13","71","125","0.328",36.72,36.72,33.55,39.9,"Treelike",0.369156003887152,7.4e-06,"no_TIGER_run",0.804382945573607,0.949570019344181,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_005_10_0.15_Recent/exp2_00250_0005_005_10_0.15_Recent_output_alignment.fa"
2466,"exp2_00250_0005_006_10_0.15_Recent",5,250,10,0.15,"Recent",6,"JC",NA,250000,"DNA","109","16","0","125","0.872",32.03,32.03,30.18,33.89,"Non-treelike",0.435465114323054,0.0012528,"no_TIGER_run",0.978175334664154,0.772205606123918,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_006_10_0.15_Recent/exp2_00250_0005_006_10_0.15_Recent_output_alignment.fa"
2467,"exp2_00250_0005_007_10_0.15_Recent",5,250,10,0.15,"Recent",7,"JC",NA,250000,"DNA","0","33","92","125","0",30.9,30.9,27.04,34.76,"Non-treelike",0.500609820015861,6.48e-05,"no_TIGER_run",0.918160310030221,0.945924692118046,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_007_10_0.15_Recent/exp2_00250_0005_007_10_0.15_Recent_output_alignment.fa"
2468,"exp2_00250_0005_008_10_0.15_Recent",5,250,10,0.15,"Recent",8,"JC",NA,250000,"DNA","0","23","102","125","0",33.66,33.66,23.22,44.11,"Treelike",0.35818878076921,3.8e-06,"no_TIGER_run",0.741187967311458,0.988980520949708,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_008_10_0.15_Recent/exp2_00250_0005_008_10_0.15_Recent_output_alignment.fa"
2469,"exp2_00250_0005_009_10_0.15_Recent",5,250,10,0.15,"Recent",9,"JC",NA,250000,"DNA","119","6","0","125","0.952",31.6,31.6,28.45,34.75,"Non-treelike",0.398769242789537,0.0001328,"no_TIGER_run",0.998763217956655,0.947758116823833,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_009_10_0.15_Recent/exp2_00250_0005_009_10_0.15_Recent_output_alignment.fa"
2470,"exp2_00250_0005_010_10_0.15_Recent",5,250,10,0.15,"Recent",10,"JC",NA,250000,"DNA","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file",33.56,33.56,33.54,33.57,"Treelike",0.431764612569225,6.2e-06,"no_TIGER_run",-1.03278452681618,0.507768800497203,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_010_10_0.15_Recent/exp2_00250_0005_010_10_0.15_Recent_output_alignment.fa"
2471,"exp2_00250_0010_001_10_0.15_Recent",10,250,10,0.15,"Recent",1,"JC",NA,250000,"DNA","38","27","185","250","0.152",33.38,33.4,33.15,33.66,"Treelike",0.445864096510076,3.4e-06,"no_TIGER_run",0.738138495136891,0.612642526687221,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_10_0.15_Recent/exp2_00250_0010_001_10_0.15_Recent_output_alignment.fa"
2472,"exp2_00250_0010_002_10_0.15_Recent",10,250,10,0.15,"Recent",2,"JC",NA,250000,"DNA","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file","no_iqtree_file",37.54,35.97,33.19,47.76,"Non-treelike",0.433508903288647,3.76e-05,"no_TIGER_run",0.595584084814894,0.923058526435127,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_10_0.15_Recent/exp2_00250_0010_002_10_0.15_Recent_output_alignment.fa"
2473,"exp2_00250_0010_003_10_0.15_Recent",10,250,10,0.15,"Recent",3,"JC",NA,250000,"DNA","67","26","157","250","0.268",36.75,33.4,22.8,54.1,"Non-treelike",0.393718064423715,0.0002094,"no_TIGER_run",0.831901438868608,0.877642194985328,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_10_0.15_Recent/exp2_00250_0010_003_10_0.15_Recent_output_alignment.fa"
2474,"exp2_00250_0010_004_10_0.15_Recent",10,250,10,0.15,"Recent",4,"JC",NA,250000,"DNA","84","27","139","250","0.336",33.48,35.34,23.94,38.7,"Non-treelike",0.490332899441264,4.61e-05,"no_TIGER_run",0.769254419031202,0.89828878375343,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_10_0.15_Recent/exp2_00250_0010_004_10_0.15_Recent_output_alignment.fa"
2475,"exp2_00250_0010_005_10_0.15_Recent",10,250,10,0.15,"Recent",5,"JC",NA,250000,"DNA","53","50","147","250","0.212",34.41,33.45,20.05,53.75,"Treelike",0.456072080399906,3.5e-06,"no_TIGER_run",0.925354778626539,0.982746003869195,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_10_0.15_Recent/exp2_00250_0010_005_10_0.15_Recent_output_alignment.fa"
