"row_id","uid","num_taxa","num_trees","tree_depth_coalescent","recombination_value","recombination_type","num_reps","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","LM_num_resolved_quartets","LM_num_partly_resolved_quartets","LM_num_unresolved_quartets","LM_total_num_quartets","LM_proportion_resolved_quartets","sCF_mean","sCF_median","sCF_min","sCF_max","NetworkTreelikenessTest","mean_delta_plot_value","mean_Q_residual","mean_TIGER_value","Cunningham_test","tree_proportion","input_alignment_path"
1,"exp2_00250_0010_001_0.1_0_Ancient",10,250,0.1,0,"Ancient",1,"JC",NA,250000,"DNA",250,0,0,250,1,59.96,62.08,42.93,80.87,"Non-treelike",0.082819180055783,0.0003782,"no_TIGER_run",0.994770402221828,0.915191741198768,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_0.1_0_Ancient/exp2_00250_0010_001_0.1_0_Ancient_output_alignment.fa"
2,"exp2_00250_0010_002_0.1_0_Ancient",10,250,0.1,0,"Ancient",2,"JC",NA,250000,"DNA",250,0,0,250,1,53.8,38.84,33.26,97.8,"Non-treelike",0.190338376956985,0.0003643,"no_TIGER_run",0.993566972686112,0.945487292258637,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_0.1_0_Ancient/exp2_00250_0010_002_0.1_0_Ancient_output_alignment.fa"
3,"exp2_00250_0010_003_0.1_0_Ancient",10,250,0.1,0,"Ancient",3,"JC",NA,250000,"DNA",250,0,0,250,1,62.08,53.22,38.33,97.63,"Non-treelike",0.0978104443606878,0.0003158,"no_TIGER_run",0.99573041569291,0.961303055676426,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_0.1_0_Ancient/exp2_00250_0010_003_0.1_0_Ancient_output_alignment.fa"
4,"exp2_00250_0010_004_0.1_0_Ancient",10,250,0.1,0,"Ancient",4,"JC",NA,250000,"DNA",250,0,0,250,1,61.11,59.53,35.44,98.85,"Non-treelike",0.0847379624698309,0.0002846,"no_TIGER_run",0.994534350307475,0.959767352086734,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_0.1_0_Ancient/exp2_00250_0010_004_0.1_0_Ancient_output_alignment.fa"
5,"exp2_00250_0010_005_0.1_0_Ancient",10,250,0.1,0,"Ancient",5,"JC",NA,250000,"DNA",250,0,0,250,1,62.72,48.2,36.04,97.27,"Non-treelike",0.0890368899627431,0.0001309,"no_TIGER_run",0.995660514057351,0.959478516228713,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_0.1_0_Ancient/exp2_00250_0010_005_0.1_0_Ancient_output_alignment.fa"
6,"exp2_00250_0010_006_0.1_0_Ancient",10,250,0.1,0,"Ancient",6,"JC",NA,250000,"DNA",250,0,0,250,1,67.96,70.94,42.46,95.29,"Treelike",0.0408806099511008,0.0001197,"no_TIGER_run",0.99686479971409,0.969771102410729,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_0.1_0_Ancient/exp2_00250_0010_006_0.1_0_Ancient_output_alignment.fa"
7,"exp2_00250_0010_007_0.1_0_Ancient",10,250,0.1,0,"Ancient",7,"JC",NA,250000,"DNA",250,0,0,250,1,64.2,68.07,36.72,87.01,"Non-treelike",0.0484478701076361,0.0001345,"no_TIGER_run",0.993679407402429,0.956765113849857,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_0.1_0_Ancient/exp2_00250_0010_007_0.1_0_Ancient_output_alignment.fa"
8,"exp2_00250_0010_008_0.1_0_Ancient",10,250,0.1,0,"Ancient",8,"JC",NA,250000,"DNA",250,0,0,250,1,56.14,51.46,36.78,99.13,"Non-treelike",0.134210714762804,0.0002775,"no_TIGER_run",0.995156660054044,0.968841313427977,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_0.1_0_Ancient/exp2_00250_0010_008_0.1_0_Ancient_output_alignment.fa"
9,"exp2_00250_0010_009_0.1_0_Ancient",10,250,0.1,0,"Ancient",9,"JC",NA,250000,"DNA",250,0,0,250,1,55.51,54.66,40.33,72.28,"Non-treelike",0.104583242739947,0.0007398,"no_TIGER_run",0.990470319702561,0.86458853425967,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_0.1_0_Ancient/exp2_00250_0010_009_0.1_0_Ancient_output_alignment.fa"
10,"exp2_00250_0010_010_0.1_0_Ancient",10,250,0.1,0,"Ancient",10,"JC",NA,250000,"DNA",250,0,0,250,1,54.35,45.78,33.48,88.69,"Treelike",0.154908284751038,0.0002436,"no_TIGER_run",0.990701635677749,0.958445048784591,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_0.1_0_Ancient/exp2_00250_0010_010_0.1_0_Ancient_output_alignment.fa"
11,"exp2_00250_0020_001_0.1_0_Ancient",20,250,0.1,0,"Ancient",1,"JC",NA,250000,"DNA",499,1,0,500,0.998,51.88,49.44,32.45,89.14,"Non-treelike",0.11754933382986,0.00027335,"no_TIGER_run",0.981409937127318,0.909356093988744,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_001_0.1_0_Ancient/exp2_00250_0020_001_0.1_0_Ancient_output_alignment.fa"
12,"exp2_00250_0020_002_0.1_0_Ancient",20,250,0.1,0,"Ancient",2,"JC",NA,250000,"DNA",500,0,0,500,1,53.08,44.42,33.61,96.84,"Non-treelike",0.0964935052481419,0.00019095,"no_TIGER_run",0.986616356683922,0.927599909792354,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_002_0.1_0_Ancient/exp2_00250_0020_002_0.1_0_Ancient_output_alignment.fa"
13,"exp2_00250_0020_003_0.1_0_Ancient",20,250,0.1,0,"Ancient",3,"JC",NA,250000,"DNA",500,0,0,500,1,53.28,43.71,32.67,97.95,"Non-treelike",0.103922495507003,0.00029965,"no_TIGER_run",0.987734991637455,0.946648778496728,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_003_0.1_0_Ancient/exp2_00250_0020_003_0.1_0_Ancient_output_alignment.fa"
14,"exp2_00250_0020_004_0.1_0_Ancient",20,250,0.1,0,"Ancient",4,"JC",NA,250000,"DNA",500,0,0,500,1,55.36,44.43,30.77,99,"Treelike",0.0967784536775269,7.635e-05,"no_TIGER_run",0.994620080654219,0.963680521589749,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_004_0.1_0_Ancient/exp2_00250_0020_004_0.1_0_Ancient_output_alignment.fa"
15,"exp2_00250_0020_005_0.1_0_Ancient",20,250,0.1,0,"Ancient",5,"JC",NA,250000,"DNA",500,0,0,500,1,52.22,44.17,33.8,99.48,"Treelike",0.134335228544191,0.0005411,"no_TIGER_run",0.987439542278373,0.964188352041212,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_005_0.1_0_Ancient/exp2_00250_0020_005_0.1_0_Ancient_output_alignment.fa"
16,"exp2_00250_0020_006_0.1_0_Ancient",20,250,0.1,0,"Ancient",6,"JC",NA,250000,"DNA",499,1,0,500,0.998,49.58,46.55,33.88,80.06,"Non-treelike",0.0960731713944852,0.0004487,"no_TIGER_run",0.974166964147315,0.864897002405818,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_0.1_0_Ancient/exp2_00250_0020_006_0.1_0_Ancient_output_alignment.fa"
17,"exp2_00250_0020_007_0.1_0_Ancient",20,250,0.1,0,"Ancient",7,"JC",NA,250000,"DNA",500,0,0,500,1,51.28,42.05,32.5,98.37,"Non-treelike",0.115502543384978,0.0002476,"no_TIGER_run",0.985235968701362,0.946303784895099,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_0.1_0_Ancient/exp2_00250_0020_007_0.1_0_Ancient_output_alignment.fa"
18,"exp2_00250_0020_008_0.1_0_Ancient",20,250,0.1,0,"Ancient",8,"JC",NA,250000,"DNA",499,1,0,500,0.998,46.61,40.86,32.93,96.83,"Non-treelike",0.117385603663697,0.00050915,"no_TIGER_run",0.972328900754252,0.923039139550893,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_0.1_0_Ancient/exp2_00250_0020_008_0.1_0_Ancient_output_alignment.fa"
19,"exp2_00250_0020_009_0.1_0_Ancient",20,250,0.1,0,"Ancient",9,"JC",NA,250000,"DNA",500,0,0,500,1,51.38,46.14,39.23,98.26,"Non-treelike",0.0798208596849785,0.00021465,"no_TIGER_run",0.988021336435275,0.925851498712836,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_0.1_0_Ancient/exp2_00250_0020_009_0.1_0_Ancient_output_alignment.fa"
20,"exp2_00250_0020_010_0.1_0_Ancient",20,250,0.1,0,"Ancient",10,"JC",NA,250000,"DNA",500,0,0,500,1,47.57,45.84,33.9,98.73,"Non-treelike",0.094655385629389,0.00021495,"no_TIGER_run",0.983936200083365,0.931995985247441,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_0.1_0_Ancient/exp2_00250_0020_010_0.1_0_Ancient_output_alignment.fa"
21,"exp2_00250_0050_001_0.1_0_Ancient",50,250,0.1,0,"Ancient",1,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.54,38.61,30.27,82.53,"Non-treelike",0.0863292064117848,0.00033066,"no_TIGER_run",0.932010412708588,0.820606470147975,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_0.1_0_Ancient/exp2_00250_0050_001_0.1_0_Ancient_output_alignment.fa"
22,"exp2_00250_0050_002_0.1_0_Ancient",50,250,0.1,0,"Ancient",2,"JC",NA,250000,"DNA",1250,0,0,1250,1,47,41.31,31.88,99.45,"Non-treelike",0.0690696070789177,7.926e-05,"no_TIGER_run",0.990552635552888,0.906449837063367,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_0.1_0_Ancient/exp2_00250_0050_002_0.1_0_Ancient_output_alignment.fa"
23,"exp2_00250_0050_003_0.1_0_Ancient",50,250,0.1,0,"Ancient",3,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.43,38.68,31.44,98.19,"Non-treelike",0.100726455925028,0.0003594,"no_TIGER_run",0.955550398012916,0.866673363828058,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_0.1_0_Ancient/exp2_00250_0050_003_0.1_0_Ancient_output_alignment.fa"
24,"exp2_00250_0050_004_0.1_0_Ancient",50,250,0.1,0,"Ancient",4,"JC",NA,250000,"DNA",1250,0,0,1250,1,45.57,41.74,30.66,98.59,"Non-treelike",0.142250842279991,0.00046864,"no_TIGER_run",0.9603662586651,0.882771063783703,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_0.1_0_Ancient/exp2_00250_0050_004_0.1_0_Ancient_output_alignment.fa"
25,"exp2_00250_0050_005_0.1_0_Ancient",50,250,0.1,0,"Ancient",5,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.96,39.63,31.01,91.85,"Non-treelike",0.096320462720857,0.00033016,"no_TIGER_run",0.939008593402863,0.82822472575912,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_0.1_0_Ancient/exp2_00250_0050_005_0.1_0_Ancient_output_alignment.fa"
26,"exp2_00250_0050_006_0.1_0_Ancient",50,250,0.1,0,"Ancient",6,"JC",NA,250000,"DNA",1250,0,0,1250,1,45.3,38.76,32.65,90.58,"Non-treelike",0.089423941010662,0.00026418,"no_TIGER_run",0.963034419213947,0.835263225180938,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_0.1_0_Ancient/exp2_00250_0050_006_0.1_0_Ancient_output_alignment.fa"
27,"exp2_00250_0050_007_0.1_0_Ancient",50,250,0.1,0,"Ancient",7,"JC",NA,250000,"DNA",1250,0,0,1250,1,42.64,38.7,27.96,98.01,"Treelike",0.150451456148871,0.00023796,"no_TIGER_run",0.966357066689022,0.872524589234585,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_0.1_0_Ancient/exp2_00250_0050_007_0.1_0_Ancient_output_alignment.fa"
28,"exp2_00250_0050_008_0.1_0_Ancient",50,250,0.1,0,"Ancient",8,"JC",NA,250000,"DNA",1250,0,0,1250,1,46.04,40.3,32.03,86.29,"Non-treelike",0.0696449534347405,0.00022924,"no_TIGER_run",0.957115981098276,0.842218204010627,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_0.1_0_Ancient/exp2_00250_0050_008_0.1_0_Ancient_output_alignment.fa"
29,"exp2_00250_0050_009_0.1_0_Ancient",50,250,0.1,0,"Ancient",9,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,44.22,40.1,32.13,93.16,"Non-treelike",0.112603470323199,0.00029106,"no_TIGER_run",0.960309073809167,0.864175749535822,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_0.1_0_Ancient/exp2_00250_0050_009_0.1_0_Ancient_output_alignment.fa"
30,"exp2_00250_0050_010_0.1_0_Ancient",50,250,0.1,0,"Ancient",10,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.6,38.59,30.46,98.1,"Non-treelike",0.101456681260847,0.00027774,"no_TIGER_run",0.95415389529701,0.87646783416654,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_0.1_0_Ancient/exp2_00250_0050_010_0.1_0_Ancient_output_alignment.fa"
31,"exp2_00250_0100_001_0.1_0_Ancient",100,250,0.1,0,"Ancient",1,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,41.44,37.54,30.12,99.72,"Non-treelike",0.0776153595898028,3.442e-05,"no_TIGER_run",0.991599313976547,0.850261168453069,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_0.1_0_Ancient/exp2_00250_0100_001_0.1_0_Ancient_output_alignment.fa"
32,"exp2_00250_0100_002_0.1_0_Ancient",100,250,0.1,0,"Ancient",2,"JC",NA,250000,"DNA",2500,0,0,2500,1,40.58,37.79,29.22,88.85,"Non-treelike",0.0977695007994069,0.00032148,"no_TIGER_run",0.925133063588779,0.77126686548978,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_0.1_0_Ancient/exp2_00250_0100_002_0.1_0_Ancient_output_alignment.fa"
33,"exp2_00250_0100_003_0.1_0_Ancient",100,250,0.1,0,"Ancient",3,"JC",NA,250000,"DNA",2500,0,0,2500,1,40.78,37.36,31.28,95.37,"Non-treelike",0.0939363908604406,0.00021585,"no_TIGER_run",0.940972978213334,0.760376437152799,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_0.1_0_Ancient/exp2_00250_0100_003_0.1_0_Ancient_output_alignment.fa"
34,"exp2_00250_0100_004_0.1_0_Ancient",100,250,0.1,0,"Ancient",4,"JC",NA,250000,"DNA",2500,0,0,2500,1,40.96,38.31,30.08,93.15,"Non-treelike",0.203964402127692,0.00094743,"no_TIGER_run",0.868607731040423,0.808165305299069,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_0.1_0_Ancient/exp2_00250_0100_004_0.1_0_Ancient_output_alignment.fa"
35,"exp2_00250_0100_005_0.1_0_Ancient",100,250,0.1,0,"Ancient",5,"JC",NA,250000,"DNA",2498,2,0,2500,0.9992,40.26,37.64,30.16,98.57,"Non-treelike",0.118687273200297,0.00019815,"no_TIGER_run",0.961553787038235,0.776733987082282,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_0.1_0_Ancient/exp2_00250_0100_005_0.1_0_Ancient_output_alignment.fa"
36,"exp2_00250_0100_006_0.1_0_Ancient",100,250,0.1,0,"Ancient",6,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,40.03,37.74,30.9,98.87,"Treelike",0.151016900222671,0.000241,"no_TIGER_run",0.942688569945746,0.783662629351529,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_0.1_0_Ancient/exp2_00250_0100_006_0.1_0_Ancient_output_alignment.fa"
37,"exp2_00250_0100_007_0.1_0_Ancient",100,250,0.1,0,"Ancient",7,"JC",NA,250000,"DNA",2500,0,0,2500,1,41.44,37.56,29.2,98.25,"Non-treelike",0.0890177193005232,0.00021839,"no_TIGER_run",0.948909979771733,0.819028388870782,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_0.1_0_Ancient/exp2_00250_0100_007_0.1_0_Ancient_output_alignment.fa"
38,"exp2_00250_0100_008_0.1_0_Ancient",100,250,0.1,0,"Ancient",8,"JC",NA,250000,"DNA",2500,0,0,2500,1,41.1,37.64,29.78,98.05,"Treelike",0.098681288150626,0.00045318,"no_TIGER_run",0.905853627975366,0.773618101947943,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_0.1_0_Ancient/exp2_00250_0100_008_0.1_0_Ancient_output_alignment.fa"
39,"exp2_00250_0100_009_0.1_0_Ancient",100,250,0.1,0,"Ancient",9,"JC",NA,250000,"DNA",2500,0,0,2500,1,39.89,37.19,31,96.09,"Non-treelike",0.139342695467066,0.00041539,"no_TIGER_run",0.902454979957739,0.735442618515066,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_0.1_0_Ancient/exp2_00250_0100_009_0.1_0_Ancient_output_alignment.fa"
40,"exp2_00250_0100_010_0.1_0_Ancient",100,250,0.1,0,"Ancient",10,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,41.71,37.56,29.51,96.3,"Non-treelike",0.114302202647261,0.00022857,"no_TIGER_run",0.943535973142469,0.819565986131585,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_0.1_0_Ancient/exp2_00250_0100_010_0.1_0_Ancient_output_alignment.fa"
41,"exp2_00250_0010_001_1_0_Ancient",10,250,1,0,"Ancient",1,"JC",NA,250000,"DNA",250,0,0,250,1,62.75,61.65,45.03,90.59,"Non-treelike",0.0595601118455202,0.0004324,"no_TIGER_run",0.993268704963842,0.931040224007505,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_1_0_Ancient/exp2_00250_0010_001_1_0_Ancient_output_alignment.fa"
42,"exp2_00250_0010_002_1_0_Ancient",10,250,1,0,"Ancient",2,"JC",NA,250000,"DNA",250,0,0,250,1,59.47,47.52,37.54,89.12,"Treelike",0.142429555748707,0.0002362,"no_TIGER_run",0.996576522437689,0.942098393354642,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_1_0_Ancient/exp2_00250_0010_002_1_0_Ancient_output_alignment.fa"
43,"exp2_00250_0010_003_1_0_Ancient",10,250,1,0,"Ancient",3,"JC",NA,250000,"DNA",250,0,0,250,1,53.69,44.8,35.78,79.96,"Non-treelike",0.132133671338337,0.0003343,"no_TIGER_run",0.988420345723817,0.90879103989838,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_1_0_Ancient/exp2_00250_0010_003_1_0_Ancient_output_alignment.fa"
44,"exp2_00250_0010_004_1_0_Ancient",10,250,1,0,"Ancient",4,"JC",NA,250000,"DNA",250,0,0,250,1,73.94,68.26,41.96,99.47,"Treelike",0.0301297407516986,1.51e-05,"no_TIGER_run",0.99955892867996,0.990443314600127,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_1_0_Ancient/exp2_00250_0010_004_1_0_Ancient_output_alignment.fa"
45,"exp2_00250_0010_005_1_0_Ancient",10,250,1,0,"Ancient",5,"JC",NA,250000,"DNA",250,0,0,250,1,68.51,57.97,54.57,97.97,"Non-treelike",0.0299400860592957,9.38e-05,"no_TIGER_run",0.997440326548655,0.973813250172847,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_1_0_Ancient/exp2_00250_0010_005_1_0_Ancient_output_alignment.fa"
46,"exp2_00250_0010_006_1_0_Ancient",10,250,1,0,"Ancient",6,"JC",NA,250000,"DNA",250,0,0,250,1,61.89,75.88,36.18,83.47,"Non-treelike",0.120519380895022,0.0004618,"no_TIGER_run",0.994230834924649,0.922880211307326,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_1_0_Ancient/exp2_00250_0010_006_1_0_Ancient_output_alignment.fa"
47,"exp2_00250_0010_007_1_0_Ancient",10,250,1,0,"Ancient",7,"JC",NA,250000,"DNA",250,0,0,250,1,55.56,53.62,36.05,76.33,"Treelike",0.112712917286707,0.0008555,"no_TIGER_run",0.987007080397633,0.924111683608348,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_1_0_Ancient/exp2_00250_0010_007_1_0_Ancient_output_alignment.fa"
48,"exp2_00250_0010_008_1_0_Ancient",10,250,1,0,"Ancient",8,"JC",NA,250000,"DNA",250,0,0,250,1,66.03,49.1,37.96,98.67,"Treelike",0.0855551176711033,0.0001082,"no_TIGER_run",0.998448340615227,0.987675918577487,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_1_0_Ancient/exp2_00250_0010_008_1_0_Ancient_output_alignment.fa"
49,"exp2_00250_0010_009_1_0_Ancient",10,250,1,0,"Ancient",9,"JC",NA,250000,"DNA",250,0,0,250,1,60.77,58.05,35.91,97.47,"Treelike",0.0636317636654596,7.47e-05,"no_TIGER_run",0.997083087276381,0.970458687066499,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_1_0_Ancient/exp2_00250_0010_009_1_0_Ancient_output_alignment.fa"
50,"exp2_00250_0010_010_1_0_Ancient",10,250,1,0,"Ancient",10,"JC",NA,250000,"DNA",250,0,0,250,1,54.22,45.42,35.03,85.7,"Non-treelike",0.142704901610452,0.0001924,"no_TIGER_run",0.990924431279477,0.943608063883192,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_1_0_Ancient/exp2_00250_0010_010_1_0_Ancient_output_alignment.fa"
51,"exp2_00250_0020_001_1_0_Ancient",20,250,1,0,"Ancient",1,"JC",NA,250000,"DNA",500,0,0,500,1,57.09,45.17,33.23,96.39,"Non-treelike",0.0783621232890706,0.0001194,"no_TIGER_run",0.989415120188877,0.942430983915068,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_001_1_0_Ancient/exp2_00250_0020_001_1_0_Ancient_output_alignment.fa"
52,"exp2_00250_0020_002_1_0_Ancient",20,250,1,0,"Ancient",2,"JC",NA,250000,"DNA",500,0,0,500,1,56.81,59.24,33.99,89.57,"Non-treelike",0.0471304825705658,0.00015295,"no_TIGER_run",0.987026338321559,0.948425615831211,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_002_1_0_Ancient/exp2_00250_0020_002_1_0_Ancient_output_alignment.fa"
53,"exp2_00250_0020_003_1_0_Ancient",20,250,1,0,"Ancient",3,"JC",NA,250000,"DNA",500,0,0,500,1,52.12,45.27,37,99.91,"Treelike",0.112073387569999,4.145e-05,"no_TIGER_run",0.999039652914842,0.977238746790457,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_003_1_0_Ancient/exp2_00250_0020_003_1_0_Ancient_output_alignment.fa"
54,"exp2_00250_0020_004_1_0_Ancient",20,250,1,0,"Ancient",4,"JC",NA,250000,"DNA",500,0,0,500,1,51.81,49.95,32.73,98.03,"Non-treelike",0.113174700319755,0.00023015,"no_TIGER_run",0.982703368015201,0.935934341608038,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_004_1_0_Ancient/exp2_00250_0020_004_1_0_Ancient_output_alignment.fa"
55,"exp2_00250_0020_005_1_0_Ancient",20,250,1,0,"Ancient",5,"JC",NA,250000,"DNA",500,0,0,500,1,54.44,52.1,33.87,97.91,"Non-treelike",0.068044874235252,0.000162,"no_TIGER_run",0.987923473916443,0.949342645779959,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_005_1_0_Ancient/exp2_00250_0020_005_1_0_Ancient_output_alignment.fa"
56,"exp2_00250_0020_006_1_0_Ancient",20,250,1,0,"Ancient",6,"JC",NA,250000,"DNA",499,1,0,500,0.998,57.58,55.76,33.99,97.17,"Treelike",0.0694887470932705,0.00010595,"no_TIGER_run",0.993083177499024,0.95458260570082,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_1_0_Ancient/exp2_00250_0020_006_1_0_Ancient_output_alignment.fa"
57,"exp2_00250_0020_007_1_0_Ancient",20,250,1,0,"Ancient",7,"JC",NA,250000,"DNA",499,1,0,500,0.998,50.93,43.19,31.21,97.85,"Non-treelike",0.0695420139454681,0.00012735,"no_TIGER_run",0.987817614933412,0.923491346907315,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_1_0_Ancient/exp2_00250_0020_007_1_0_Ancient_output_alignment.fa"
58,"exp2_00250_0020_008_1_0_Ancient",20,250,1,0,"Ancient",8,"JC",NA,250000,"DNA",500,0,0,500,1,44.6,40.5,33.59,81.87,"Non-treelike",0.233451488140404,0.0012557,"no_TIGER_run",0.965628768534743,0.864956336629794,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_1_0_Ancient/exp2_00250_0020_008_1_0_Ancient_output_alignment.fa"
59,"exp2_00250_0020_009_1_0_Ancient",20,250,1,0,"Ancient",9,"JC",NA,250000,"DNA",500,0,0,500,1,52.15,39.29,33.78,98.95,"Treelike",0.0945444017527733,0.00018325,"no_TIGER_run",0.987126928107429,0.94768192704309,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_1_0_Ancient/exp2_00250_0020_009_1_0_Ancient_output_alignment.fa"
60,"exp2_00250_0020_010_1_0_Ancient",20,250,1,0,"Ancient",10,"JC",NA,250000,"DNA",500,0,0,500,1,50.23,45.58,35.16,96.44,"Non-treelike",0.11975635034341,0.00030075,"no_TIGER_run",0.982989290656331,0.918370347221865,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_1_0_Ancient/exp2_00250_0020_010_1_0_Ancient_output_alignment.fa"
61,"exp2_00250_0050_001_1_0_Ancient",50,250,1,0,"Ancient",1,"JC",NA,250000,"DNA",1250,0,0,1250,1,44.56,39.27,32.64,86.49,"Non-treelike",0.136187416397608,0.00045822,"no_TIGER_run",0.933267985672781,0.833190985621474,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_1_0_Ancient/exp2_00250_0050_001_1_0_Ancient_output_alignment.fa"
62,"exp2_00250_0050_002_1_0_Ancient",50,250,1,0,"Ancient",2,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.31,38.7,32.52,93.22,"Non-treelike",0.103265869752938,0.00025128,"no_TIGER_run",0.956836277129516,0.827680572461037,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_1_0_Ancient/exp2_00250_0050_002_1_0_Ancient_output_alignment.fa"
63,"exp2_00250_0050_003_1_0_Ancient",50,250,1,0,"Ancient",3,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.82,40.06,28.75,98.79,"Non-treelike",0.140813396700822,0.00030372,"no_TIGER_run",0.978465139376896,0.886343528638348,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_1_0_Ancient/exp2_00250_0050_003_1_0_Ancient_output_alignment.fa"
64,"exp2_00250_0050_004_1_0_Ancient",50,250,1,0,"Ancient",4,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,43.4,38.32,28.85,96.48,"Non-treelike",0.123530299607544,0.00028736,"no_TIGER_run",0.954583776351429,0.878534135458289,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_1_0_Ancient/exp2_00250_0050_004_1_0_Ancient_output_alignment.fa"
65,"exp2_00250_0050_005_1_0_Ancient",50,250,1,0,"Ancient",5,"JC",NA,250000,"DNA",1250,0,0,1250,1,45.96,40.72,30.9,97.64,"Non-treelike",0.0853372632039891,0.00010272,"no_TIGER_run",0.984102246747086,0.902483689486118,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_1_0_Ancient/exp2_00250_0050_005_1_0_Ancient_output_alignment.fa"
