"row_id","uid","num_taxa","num_trees","tree_depth_coalescent","recombination_value","recombination_type","num_reps","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","LM_num_resolved_quartets","LM_num_partly_resolved_quartets","LM_num_unresolved_quartets","LM_total_num_quartets","LM_proportion_resolved_quartets","sCF_mean","sCF_median","sCF_min","sCF_max","NetworkTreelikenessTest","mean_delta_plot_value","mean_Q_residual","mean_TIGER_value","Cunningham_test","tree_proportion","input_alignment_path"
2436,"exp2_00250_0020_006_1_0.15_Recent",20,250,1,0.15,"Recent",6,"JC",NA,250000,"DNA",500,0,0,500,1,50.37,45.24,34.3,98.98,"Non-treelike",0.110899690111065,0.00020735,"no_TIGER_run",0.991077194194352,0.932534255433149,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_1_0.15_Recent/exp2_00250_0020_006_1_0.15_Recent_output_alignment.fa"
2437,"exp2_00250_0020_007_1_0.15_Recent",20,250,1,0.15,"Recent",7,"JC",NA,250000,"DNA",500,0,0,500,1,51.68,46.89,35.16,86.59,"Non-treelike",0.0799931398953558,0.0002498,"no_TIGER_run",0.981161776076661,0.897961680135396,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_1_0.15_Recent/exp2_00250_0020_007_1_0.15_Recent_output_alignment.fa"
2438,"exp2_00250_0020_008_1_0.15_Recent",20,250,1,0.15,"Recent",8,"JC",NA,250000,"DNA",500,0,0,500,1,47.28,41.84,34.96,95.6,"Non-treelike",0.125921144947709,0.00030655,"no_TIGER_run",0.973966987458075,0.877042945514777,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_1_0.15_Recent/exp2_00250_0020_008_1_0.15_Recent_output_alignment.fa"
2439,"exp2_00250_0020_009_1_0.15_Recent",20,250,1,0.15,"Recent",9,"JC",NA,250000,"DNA",500,0,0,500,1,51.16,46.12,35.54,95.2,"Non-treelike",0.126833092508712,0.00062865,"no_TIGER_run",0.975233797651746,0.851960282566016,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_1_0.15_Recent/exp2_00250_0020_009_1_0.15_Recent_output_alignment.fa"
2440,"exp2_00250_0020_010_1_0.15_Recent",20,250,1,0.15,"Recent",10,"JC",NA,250000,"DNA",499,1,0,500,0.998,46.03,41.65,30.33,87.3,"Treelike",0.167698835057792,0.00098015,"no_TIGER_run",0.961263587656457,0.896821144241359,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_1_0.15_Recent/exp2_00250_0020_010_1_0.15_Recent_output_alignment.fa"
2441,"exp2_00250_0050_001_1_0.15_Recent",50,250,1,0.15,"Recent",1,"JC",NA,250000,"DNA",1250,0,0,1250,1,42.83,40.33,30.76,79.93,"Non-treelike",0.156815613057736,0.00110522,"no_TIGER_run",0.91558136650396,0.76634977127833,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_1_0.15_Recent/exp2_00250_0050_001_1_0.15_Recent_output_alignment.fa"
2442,"exp2_00250_0050_002_1_0.15_Recent",50,250,1,0.15,"Recent",2,"JC",NA,250000,"DNA",1250,0,0,1250,1,44.85,40.27,31.69,99.03,"Non-treelike",0.116423463139867,0.000215,"no_TIGER_run",0.965661262661299,0.873494948706129,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_1_0.15_Recent/exp2_00250_0050_002_1_0.15_Recent_output_alignment.fa"
2443,"exp2_00250_0050_003_1_0.15_Recent",50,250,1,0.15,"Recent",3,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,42.41,37.71,29.77,98.47,"Non-treelike",0.126528160510607,0.00033946,"no_TIGER_run",0.965976371598645,0.891684575255406,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_1_0.15_Recent/exp2_00250_0050_003_1_0.15_Recent_output_alignment.fa"
2444,"exp2_00250_0050_004_1_0.15_Recent",50,250,1,0.15,"Recent",4,"JC",NA,250000,"DNA",1250,0,0,1250,1,44.34,41.43,29.46,97.94,"Non-treelike",0.0976662845623536,0.00029604,"no_TIGER_run",0.958390343889508,0.849006788393608,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_1_0.15_Recent/exp2_00250_0050_004_1_0.15_Recent_output_alignment.fa"
2445,"exp2_00250_0050_005_1_0.15_Recent",50,250,1,0.15,"Recent",5,"JC",NA,250000,"DNA",1250,0,0,1250,1,42.95,40.82,31.94,70.21,"Non-treelike",0.191241828367879,0.00076778,"no_TIGER_run",0.89259303671104,0.775722608808591,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_1_0.15_Recent/exp2_00250_0050_005_1_0.15_Recent_output_alignment.fa"
2446,"exp2_00250_0050_006_1_0.15_Recent",50,250,1,0.15,"Recent",6,"JC",NA,250000,"DNA",1250,0,0,1250,1,44.77,39.08,31.5,97.87,"Non-treelike",0.106886877129016,0.00028858,"no_TIGER_run",0.954440738004536,0.849925591427514,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_1_0.15_Recent/exp2_00250_0050_006_1_0.15_Recent_output_alignment.fa"
2447,"exp2_00250_0050_007_1_0.15_Recent",50,250,1,0.15,"Recent",7,"JC",NA,250000,"DNA",1250,0,0,1250,1,42.4,38.41,30.18,94.12,"Treelike",0.0849165724167935,0.00033574,"no_TIGER_run",0.94433719947557,0.816152980291673,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_1_0.15_Recent/exp2_00250_0050_007_1_0.15_Recent_output_alignment.fa"
2448,"exp2_00250_0050_008_1_0.15_Recent",50,250,1,0.15,"Recent",8,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,44.1,38.05,31.63,98.46,"Non-treelike",0.142018058109683,0.0005016,"no_TIGER_run",0.936841727633883,0.890419188440803,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_1_0.15_Recent/exp2_00250_0050_008_1_0.15_Recent_output_alignment.fa"
2449,"exp2_00250_0050_009_1_0.15_Recent",50,250,1,0.15,"Recent",9,"JC",NA,250000,"DNA",1250,0,0,1250,1,46.92,40.61,25.21,93.7,"Non-treelike",0.0672584407845963,0.00078784,"no_TIGER_run",0.974125701362798,0.829170211069356,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_1_0.15_Recent/exp2_00250_0050_009_1_0.15_Recent_output_alignment.fa"
2450,"exp2_00250_0050_010_1_0.15_Recent",50,250,1,0.15,"Recent",10,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,43.07,38.53,30.07,95.07,"Non-treelike",0.134112199877691,0.0002919,"no_TIGER_run",0.959476429686356,0.837440351967298,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_1_0.15_Recent/exp2_00250_0050_010_1_0.15_Recent_output_alignment.fa"
2451,"exp2_00250_0100_001_1_0.15_Recent",100,250,1,0.15,"Recent",1,"JC",NA,250000,"DNA",2500,0,0,2500,1,41.3,37.74,27.99,87.75,"Non-treelike",0.141147620920145,0.00066065,"no_TIGER_run",0.885750409309453,0.784487569353577,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_1_0.15_Recent/exp2_00250_0100_001_1_0.15_Recent_output_alignment.fa"
2452,"exp2_00250_0100_002_1_0.15_Recent",100,250,1,0.15,"Recent",2,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,42.39,37.05,18.53,94.57,"Non-treelike",0.0888437820300561,0.00021892,"no_TIGER_run",0.974419026884267,0.86125014521489,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_1_0.15_Recent/exp2_00250_0100_002_1_0.15_Recent_output_alignment.fa"
2453,"exp2_00250_0100_003_1_0.15_Recent",100,250,1,0.15,"Recent",3,"JC",NA,250000,"DNA",2500,0,0,2500,1,41.17,37.62,27.81,97.39,"Non-treelike",0.0760371982762703,0.00025598,"no_TIGER_run",0.951850604088423,0.798694970119526,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_1_0.15_Recent/exp2_00250_0100_003_1_0.15_Recent_output_alignment.fa"
2454,"exp2_00250_0100_004_1_0.15_Recent",100,250,1,0.15,"Recent",4,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,42.01,38.61,24.79,90.64,"Non-treelike",0.0865872082220777,0.00095116,"no_TIGER_run",0.954281120262715,0.798650081283056,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_1_0.15_Recent/exp2_00250_0100_004_1_0.15_Recent_output_alignment.fa"
2455,"exp2_00250_0100_005_1_0.15_Recent",100,250,1,0.15,"Recent",5,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,41.67,38.91,27.33,87.38,"Non-treelike",0.125593675762717,0.00058981,"no_TIGER_run",0.854973026344246,0.752420197833347,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_1_0.15_Recent/exp2_00250_0100_005_1_0.15_Recent_output_alignment.fa"
2456,"exp2_00250_0100_006_1_0.15_Recent",100,250,1,0.15,"Recent",6,"JC",NA,250000,"DNA",2500,0,0,2500,1,40,37.76,29.8,97.51,"Non-treelike",0.217760494196339,0.00137887,"no_TIGER_run",0.801006143355669,0.780244815238001,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_1_0.15_Recent/exp2_00250_0100_006_1_0.15_Recent_output_alignment.fa"
2457,"exp2_00250_0100_007_1_0.15_Recent",100,250,1,0.15,"Recent",7,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,40.86,37.51,26.73,84.54,"Non-treelike",0.125192407768503,0.00052858,"no_TIGER_run",0.894677666938103,0.763677654182165,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_1_0.15_Recent/exp2_00250_0100_007_1_0.15_Recent_output_alignment.fa"
2458,"exp2_00250_0100_008_1_0.15_Recent",100,250,1,0.15,"Recent",8,"JC",NA,250000,"DNA",2500,0,0,2500,1,42.55,37.19,30.89,98.86,"Non-treelike",0.0914472327038246,0.00021308,"no_TIGER_run",0.964800983651003,0.810879951375293,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_1_0.15_Recent/exp2_00250_0100_008_1_0.15_Recent_output_alignment.fa"
2459,"exp2_00250_0100_009_1_0.15_Recent",100,250,1,0.15,"Recent",9,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,41.08,37.28,28.67,92.84,"Non-treelike",0.0643893840470011,0.00052057,"no_TIGER_run",0.956443912752233,0.777789997160574,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_1_0.15_Recent/exp2_00250_0100_009_1_0.15_Recent_output_alignment.fa"
2460,"exp2_00250_0100_010_1_0.15_Recent",100,250,1,0.15,"Recent",10,"JC",NA,250000,"DNA",2500,0,0,2500,1,42.05,37.87,30.23,98.09,"Non-treelike",0.0923256725592976,0.00031655,"no_TIGER_run",0.951969809334526,0.836873644616092,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_1_0.15_Recent/exp2_00250_0100_010_1_0.15_Recent_output_alignment.fa"
2461,"exp2_00250_0005_001_10_0.15_Recent",5,250,10,0.15,"Recent",1,"JC",NA,250000,"DNA",125,0,0,125,1,58.18,58.18,57.2,59.16,"Non-treelike",0.0871869169157997,0.0004304,"no_TIGER_run",0.998617332305043,0.91289592760181,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_001_10_0.15_Recent/exp2_00250_0005_001_10_0.15_Recent_output_alignment.fa"
2462,"exp2_00250_0005_002_10_0.15_Recent",5,250,10,0.15,"Recent",2,"JC",NA,250000,"DNA",125,0,0,125,1,54.34,54.34,30.36,78.31,"Non-treelike",0.188979477721101,0.0077628,"no_TIGER_run",0.996676240374171,0.792131587138753,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_002_10_0.15_Recent/exp2_00250_0005_002_10_0.15_Recent_output_alignment.fa"
2463,"exp2_00250_0005_003_10_0.15_Recent",5,250,10,0.15,"Recent",3,"JC",NA,250000,"DNA",125,0,0,125,1,55.93,55.93,50.7,61.16,"Non-treelike",0.226745220206529,0.002755,"no_TIGER_run",0.998074980894626,0.770735133770945,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_003_10_0.15_Recent/exp2_00250_0005_003_10_0.15_Recent_output_alignment.fa"
2464,"exp2_00250_0005_004_10_0.15_Recent",5,250,10,0.15,"Recent",4,"JC",NA,250000,"DNA",125,0,0,125,1,59.99,59.99,43.44,76.55,"Non-treelike",0.129138901881716,0.0009186,"no_TIGER_run",0.997438880816444,0.90314530558433,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_004_10_0.15_Recent/exp2_00250_0005_004_10_0.15_Recent_output_alignment.fa"
2465,"exp2_00250_0005_005_10_0.15_Recent",5,250,10,0.15,"Recent",5,"JC",NA,250000,"DNA",125,0,0,125,1,91.19,91.19,83.4,98.99,"Non-treelike",0.0377072137613319,0.0008882,"no_TIGER_run",0.999554767062654,0.978259217990276,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_005_10_0.15_Recent/exp2_00250_0005_005_10_0.15_Recent_output_alignment.fa"
2466,"exp2_00250_0005_006_10_0.15_Recent",5,250,10,0.15,"Recent",6,"JC",NA,250000,"DNA",125,0,0,125,1,61.05,61.05,47.13,74.97,"Non-treelike",0.174689738527243,0.0051914,"no_TIGER_run",0.995713037998509,0.819324035682875,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_006_10_0.15_Recent/exp2_00250_0005_006_10_0.15_Recent_output_alignment.fa"
2467,"exp2_00250_0005_007_10_0.15_Recent",5,250,10,0.15,"Recent",7,"JC",NA,250000,"DNA",125,0,0,125,1,66.18,66.18,37.18,95.18,"Non-treelike",0.341053431772223,0.0013354,"no_TIGER_run",0.98976211211041,0.955449055468397,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_007_10_0.15_Recent/exp2_00250_0005_007_10_0.15_Recent_output_alignment.fa"
2468,"exp2_00250_0005_008_10_0.15_Recent",5,250,10,0.15,"Recent",8,"JC",NA,250000,"DNA",125,0,0,125,1,73.97,73.97,50.94,97,"Treelike",0.0189712995525913,1.1e-05,"no_TIGER_run",0.998330692669656,0.995751471441598,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_008_10_0.15_Recent/exp2_00250_0005_008_10_0.15_Recent_output_alignment.fa"
2469,"exp2_00250_0005_009_10_0.15_Recent",5,250,10,0.15,"Recent",9,"JC",NA,250000,"DNA",125,0,0,125,1,66.42,66.42,61.94,70.9,"Non-treelike",0.0835751740580842,0.0017504,"no_TIGER_run",0.998358284659162,0.909071615217874,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_009_10_0.15_Recent/exp2_00250_0005_009_10_0.15_Recent_output_alignment.fa"
2470,"exp2_00250_0005_010_10_0.15_Recent",5,250,10,0.15,"Recent",10,"JC",NA,250000,"DNA",125,0,0,125,1,44.11,44.11,34.97,53.24,"Treelike",0.332533984405176,0.0005818,"no_TIGER_run",0.995103367876877,0.830675678570858,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0005_010_10_0.15_Recent/exp2_00250_0005_010_10_0.15_Recent_output_alignment.fa"
2471,"exp2_00250_0010_001_10_0.15_Recent",10,250,10,0.15,"Recent",1,"JC",NA,250000,"DNA",250,0,0,250,1,59.28,54.09,39.98,92.75,"Non-treelike",0.142191982017794,0.0031083,"no_TIGER_run",0.986590707647651,0.869193220672267,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_10_0.15_Recent/exp2_00250_0010_001_10_0.15_Recent_output_alignment.fa"
2472,"exp2_00250_0010_002_10_0.15_Recent",10,250,10,0.15,"Recent",2,"JC",NA,250000,"DNA",250,0,0,250,1,56.26,43.73,32.91,98.52,"Non-treelike",0.163563041058917,0.001035,"no_TIGER_run",0.99459574197229,0.952712992067726,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_10_0.15_Recent/exp2_00250_0010_002_10_0.15_Recent_output_alignment.fa"
2473,"exp2_00250_0010_003_10_0.15_Recent",10,250,10,0.15,"Recent",3,"JC",NA,250000,"DNA",250,0,0,250,1,59.6,53.64,38.12,99.11,"Non-treelike",0.0941121563574987,0.0004325,"no_TIGER_run",0.996477789715075,0.956699054759281,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_10_0.15_Recent/exp2_00250_0010_003_10_0.15_Recent_output_alignment.fa"
2474,"exp2_00250_0010_004_10_0.15_Recent",10,250,10,0.15,"Recent",4,"JC",NA,250000,"DNA",250,0,0,250,1,47.8,42.26,33.2,76.19,"Non-treelike",0.196819799986311,0.0009723,"no_TIGER_run",0.972905657730215,0.853162975069592,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_10_0.15_Recent/exp2_00250_0010_004_10_0.15_Recent_output_alignment.fa"
2475,"exp2_00250_0010_005_10_0.15_Recent",10,250,10,0.15,"Recent",5,"JC",NA,250000,"DNA",250,0,0,250,1,54.6,40.62,31.92,92.2,"Non-treelike",0.154250696452978,0.0007848,"no_TIGER_run",0.98873440554086,0.898954736899771,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_10_0.15_Recent/exp2_00250_0010_005_10_0.15_Recent_output_alignment.fa"
2476,"exp2_00250_0010_006_10_0.15_Recent",10,250,10,0.15,"Recent",6,"JC",NA,250000,"DNA",250,0,0,250,1,43.63,42.09,38.29,57.78,"Non-treelike",0.269209261336926,0.0030372,"no_TIGER_run",0.976768092641167,0.592172208710414,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_10_0.15_Recent/exp2_00250_0010_006_10_0.15_Recent_output_alignment.fa"
2477,"exp2_00250_0010_007_10_0.15_Recent",10,250,10,0.15,"Recent",7,"JC",NA,250000,"DNA",250,0,0,250,1,69.02,71.29,38.2,99.05,"Treelike",0.0494772466671435,5.77e-05,"no_TIGER_run",0.998781053544513,0.981675926828219,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_10_0.15_Recent/exp2_00250_0010_007_10_0.15_Recent_output_alignment.fa"
2478,"exp2_00250_0010_008_10_0.15_Recent",10,250,10,0.15,"Recent",8,"JC",NA,250000,"DNA",250,0,0,250,1,66.75,58.21,36.48,97.07,"Treelike",0.0501167204716689,9.49e-05,"no_TIGER_run",0.998310526182559,0.976875606280512,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_10_0.15_Recent/exp2_00250_0010_008_10_0.15_Recent_output_alignment.fa"
2479,"exp2_00250_0010_009_10_0.15_Recent",10,250,10,0.15,"Recent",9,"JC",NA,250000,"DNA",250,0,0,250,1,47.73,36.54,32.95,98.22,"Non-treelike",0.343989600316803,0.0006852,"no_TIGER_run",0.98852512589831,0.948174057297292,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_10_0.15_Recent/exp2_00250_0010_009_10_0.15_Recent_output_alignment.fa"
2480,"exp2_00250_0010_010_10_0.15_Recent",10,250,10,0.15,"Recent",10,"JC",NA,250000,"DNA",250,0,0,250,1,62.09,66.14,38.78,96.87,"Non-treelike",0.112957086240727,0.0002944,"no_TIGER_run",0.995485332028865,0.964240663066842,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_10_0.15_Recent/exp2_00250_0010_010_10_0.15_Recent_output_alignment.fa"
2481,"exp2_00250_0020_001_10_0.15_Recent",20,250,10,0.15,"Recent",1,"JC",NA,250000,"DNA",500,0,0,500,1,44.62,41.3,32.15,96.38,"Non-treelike",0.155034506476215,0.0005585,"no_TIGER_run",0.966611221240634,0.856913843726701,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_001_10_0.15_Recent/exp2_00250_0020_001_10_0.15_Recent_output_alignment.fa"
2482,"exp2_00250_0020_002_10_0.15_Recent",20,250,10,0.15,"Recent",2,"JC",NA,250000,"DNA",500,0,0,500,1,47.64,43.89,28.29,99.28,"Non-treelike",0.187939482723506,0.0003347,"no_TIGER_run",0.985765504943488,0.945760121748348,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_002_10_0.15_Recent/exp2_00250_0020_002_10_0.15_Recent_output_alignment.fa"
2483,"exp2_00250_0020_003_10_0.15_Recent",20,250,10,0.15,"Recent",3,"JC",NA,250000,"DNA",500,0,0,500,1,48.47,43.73,30.52,98.69,"Treelike",0.14445395613361,0.00028285,"no_TIGER_run",0.982387482332742,0.930061870659382,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_003_10_0.15_Recent/exp2_00250_0020_003_10_0.15_Recent_output_alignment.fa"
2484,"exp2_00250_0020_004_10_0.15_Recent",20,250,10,0.15,"Recent",4,"JC",NA,250000,"DNA",500,0,0,500,1,48.07,39.27,31.79,83.51,"Non-treelike",0.183791715816386,0.00103065,"no_TIGER_run",0.957633532786938,0.867711610798906,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_004_10_0.15_Recent/exp2_00250_0020_004_10_0.15_Recent_output_alignment.fa"
2485,"exp2_00250_0020_005_10_0.15_Recent",20,250,10,0.15,"Recent",5,"JC",NA,250000,"DNA",500,0,0,500,1,50.79,46.04,34.67,94.76,"Non-treelike",0.102238633751932,0.0008491,"no_TIGER_run",0.982984458326918,0.874801527209068,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_005_10_0.15_Recent/exp2_00250_0020_005_10_0.15_Recent_output_alignment.fa"
2486,"exp2_00250_0020_006_10_0.15_Recent",20,250,10,0.15,"Recent",6,"JC",NA,250000,"DNA",500,0,0,500,1,54.09,50.38,34.33,95.56,"Non-treelike",0.0935347773005046,0.00033895,"no_TIGER_run",0.985159909346755,0.923640421525636,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_10_0.15_Recent/exp2_00250_0020_006_10_0.15_Recent_output_alignment.fa"
2487,"exp2_00250_0020_007_10_0.15_Recent",20,250,10,0.15,"Recent",7,"JC",NA,250000,"DNA",500,0,0,500,1,46.74,46.63,32.72,92.47,"Non-treelike",0.124173664357506,0.00065565,"no_TIGER_run",0.950412672534798,0.853860421216319,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_10_0.15_Recent/exp2_00250_0020_007_10_0.15_Recent_output_alignment.fa"
2488,"exp2_00250_0020_008_10_0.15_Recent",20,250,10,0.15,"Recent",8,"JC",NA,250000,"DNA",500,0,0,500,1,52.59,45.81,34.22,99.18,"Non-treelike",0.0860688820674146,0.00032865,"no_TIGER_run",0.988297520648278,0.93642862254976,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_10_0.15_Recent/exp2_00250_0020_008_10_0.15_Recent_output_alignment.fa"
2489,"exp2_00250_0020_009_10_0.15_Recent",20,250,10,0.15,"Recent",9,"JC",NA,250000,"DNA",500,0,0,500,1,46.02,40.53,34.22,63.93,"Non-treelike",0.132924144785405,0.00082785,"no_TIGER_run",0.96682548334569,0.814882235365238,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_10_0.15_Recent/exp2_00250_0020_009_10_0.15_Recent_output_alignment.fa"
2490,"exp2_00250_0020_010_10_0.15_Recent",20,250,10,0.15,"Recent",10,"JC",NA,250000,"DNA",500,0,0,500,1,55.33,52.42,31.83,85.68,"Non-treelike",0.0880498487834514,0.0002619,"no_TIGER_run",0.980205760364398,0.907019354982655,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_10_0.15_Recent/exp2_00250_0020_010_10_0.15_Recent_output_alignment.fa"
2491,"exp2_00250_0050_001_10_0.15_Recent",50,250,10,0.15,"Recent",1,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,43.19,38.02,30.06,89.4,"Non-treelike",0.122204929260147,0.00060154,"no_TIGER_run",0.940721916919021,0.817667829680512,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_10_0.15_Recent/exp2_00250_0050_001_10_0.15_Recent_output_alignment.fa"
2492,"exp2_00250_0050_002_10_0.15_Recent",50,250,10,0.15,"Recent",2,"JC",NA,250000,"DNA",1250,0,0,1250,1,44.53,40.75,28.95,96.31,"Non-treelike",0.0856147814705083,0.0001836,"no_TIGER_run",0.969303018981087,0.854843973556099,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_10_0.15_Recent/exp2_00250_0050_002_10_0.15_Recent_output_alignment.fa"
2493,"exp2_00250_0050_003_10_0.15_Recent",50,250,10,0.15,"Recent",3,"JC",NA,250000,"DNA",1250,0,0,1250,1,41.97,39.69,30.6,71.91,"Non-treelike",0.150184075839485,0.0007432,"no_TIGER_run",0.905766398017229,0.762363637613733,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_10_0.15_Recent/exp2_00250_0050_003_10_0.15_Recent_output_alignment.fa"
2494,"exp2_00250_0050_004_10_0.15_Recent",50,250,10,0.15,"Recent",4,"JC",NA,250000,"DNA",1250,0,0,1250,1,42.8,38.18,30.37,94.05,"Non-treelike",0.256947040886945,0.00079514,"no_TIGER_run",0.955135705705503,0.827059307933894,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_10_0.15_Recent/exp2_00250_0050_004_10_0.15_Recent_output_alignment.fa"
2495,"exp2_00250_0050_005_10_0.15_Recent",50,250,10,0.15,"Recent",5,"JC",NA,250000,"DNA",1250,0,0,1250,1,46.07,40.21,30.16,92.61,"Non-treelike",0.0600997418625489,0.00042116,"no_TIGER_run",0.973517231354605,0.847933126358124,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_10_0.15_Recent/exp2_00250_0050_005_10_0.15_Recent_output_alignment.fa"
2496,"exp2_00250_0050_006_10_0.15_Recent",50,250,10,0.15,"Recent",6,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,43,38.96,30.51,73.86,"Non-treelike",0.131515805630915,0.00074726,"no_TIGER_run",0.925226467069064,0.786407004744821,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_10_0.15_Recent/exp2_00250_0050_006_10_0.15_Recent_output_alignment.fa"
2497,"exp2_00250_0050_007_10_0.15_Recent",50,250,10,0.15,"Recent",7,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,44.51,38.93,29.78,78.92,"Non-treelike",0.076329838679367,0.00054268,"no_TIGER_run",0.950302927244203,0.797025527820297,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_10_0.15_Recent/exp2_00250_0050_007_10_0.15_Recent_output_alignment.fa"
2498,"exp2_00250_0050_008_10_0.15_Recent",50,250,10,0.15,"Recent",8,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.39,38.33,31.06,86.13,"Non-treelike",0.120732704426305,0.00040312,"no_TIGER_run",0.920910641416095,0.814762232577617,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_10_0.15_Recent/exp2_00250_0050_008_10_0.15_Recent_output_alignment.fa"
2499,"exp2_00250_0050_009_10_0.15_Recent",50,250,10,0.15,"Recent",9,"JC",NA,250000,"DNA",1250,0,0,1250,1,45.35,40.21,21.32,91.83,"Non-treelike",0.0865074362646083,0.00073584,"no_TIGER_run",0.966466040090385,0.832895925968268,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_10_0.15_Recent/exp2_00250_0050_009_10_0.15_Recent_output_alignment.fa"
2500,"exp2_00250_0050_010_10_0.15_Recent",50,250,10,0.15,"Recent",10,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.64,37.98,31.34,97.87,"Treelike",0.0747221720799995,8.796e-05,"no_TIGER_run",0.980677436661963,0.871536927180019,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_10_0.15_Recent/exp2_00250_0050_010_10_0.15_Recent_output_alignment.fa"
