"uid","tree_proportion"
"exp1_05000_0020_009_1e-04","0.492494496892706"
"exp1_05000_0020_010_1e-04","0.43850251440142"
"exp1_05000_0050_001_1e-04","0.678446496448333"
"exp1_05000_0050_002_1e-04","0.57628514203292"
"exp1_05000_0050_003_1e-04","0.609510860190132"
"exp1_05000_0050_004_1e-04","0.578818585697388"
"exp1_05000_0050_005_1e-04","0.548887172269847"
"exp1_05000_0050_006_1e-04","0.636612898848085"
"exp1_05000_0050_007_1e-04","0.574306519474711"
"exp1_05000_0050_008_1e-04","0.490682312356816"
"exp1_05000_0050_009_1e-04","0.603077461107749"
"exp1_05000_0050_010_1e-04","0.558470521127192"
"exp1_05000_0100_001_1e-04","0.551813664180893"
"exp1_05000_0100_002_1e-04","0.642892600073462"
"exp1_05000_0100_003_1e-04","0.727597132881568"
"exp1_05000_0100_004_1e-04","0.538325196166415"
"exp1_05000_0100_005_1e-04","0.67690503554621"
"exp1_05000_0100_006_1e-04","0.690707623176962"
"exp1_05000_0100_007_1e-04","0.604666163101597"
"exp1_05000_0100_008_1e-04","0.624863517280741"
"exp1_05000_0100_009_1e-04","0.610336633947133"
"exp1_05000_0100_010_1e-04","0.57888218564456"
"exp1_10000_0005_001_1e-04","0.666666666666667"
"exp1_10000_0005_002_1e-04","0.4"
"exp1_10000_0005_003_1e-04","0.5"
"exp1_10000_0005_004_1e-04","0.75"
"exp1_10000_0005_005_1e-04","0.5"
"exp1_10000_0005_006_1e-04","0.5"
"exp1_10000_0005_007_1e-04","1"
"exp1_10000_0005_008_1e-04","Only_trivial_splits_in_network_and_tree"
"exp1_10000_0005_009_1e-04","0.714285714285714"
"exp1_10000_0005_010_1e-04","0.5"
"exp1_10000_0010_001_1e-04","0.547381834094394"
"exp1_10000_0010_002_1e-04","0.696525998476525"
"exp1_10000_0010_003_1e-04","0.532377066563275"
"exp1_10000_0010_004_1e-04","0.652899052252083"
"exp1_10000_0010_005_1e-04","0.710376953722858"
"exp1_10000_0010_006_1e-04","0.691839400843316"
"exp1_10000_0010_007_1e-04","0.545454545454546"
"exp1_10000_0010_008_1e-04","0.8"
"exp1_10000_0010_009_1e-04","0.439925591545552"
"exp1_10000_0010_010_1e-04","0.673615354109336"
"exp1_10000_0020_001_1e-04","0.666666666666667"
"exp1_10000_0020_002_1e-04","0.729037568870232"
"exp1_10000_0020_003_1e-04","0.534078553142989"
"exp1_10000_0020_004_1e-04","0.575764083830115"
"exp1_10000_0020_005_1e-04","0.507620646724403"
"exp1_10000_0020_006_1e-04","0.516298209069013"
"exp1_10000_0020_007_1e-04","0.502255635082701"
"exp1_10000_0020_008_1e-04","0.650489413865791"
"exp1_10000_0020_009_1e-04","0.560632134718362"
"exp1_10000_0020_010_1e-04","0.610501424602674"
"exp1_10000_0050_001_1e-04","0.571711518467496"
"exp1_10000_0050_002_1e-04","0.53430989230986"
"exp1_10000_0050_003_1e-04","0.584048858308515"
"exp1_10000_0050_004_1e-04","0.63143612599188"
"exp1_10000_0050_005_1e-04","0.580714737036896"
"exp1_10000_0050_006_1e-04","0.569428228831927"
"exp1_10000_0050_007_1e-04","0.641692829300162"
"exp1_10000_0050_008_1e-04","0.714285714285714"
"exp1_10000_0050_009_1e-04","0.509559495351363"
"exp1_10000_0050_010_1e-04","0.608522204574098"
"exp1_10000_0100_001_1e-04","0.580538208281114"
"exp1_10000_0100_002_1e-04","0.637618119723644"
"exp1_10000_0100_003_1e-04","0.623862260304065"
"exp1_10000_0100_004_1e-04","0.620705060733957"
"exp1_10000_0100_005_1e-04","0.64411481784086"
"exp1_10000_0100_006_1e-04","0.577473875743825"
"exp1_10000_0100_007_1e-04","0.540573073060937"
"exp1_10000_0100_008_1e-04","0.636174527362947"
"exp1_10000_0100_009_1e-04","0.605925545004044"
"exp1_10000_0100_010_1e-04","0.596106187500299"
"exp1_00001_0005_001_0.001","1"
"exp1_00001_0005_002_0.001","1"
"exp1_00001_0005_003_0.001","1"
"exp1_00001_0005_004_0.001","1"
"exp1_00001_0005_005_0.001","1"
"exp1_00001_0005_006_0.001","1"
"exp1_00001_0005_007_0.001","1"
"exp1_00001_0005_008_0.001","1"
"exp1_00001_0005_009_0.001","1"
"exp1_00001_0005_010_0.001","1"
"exp1_00001_0010_001_0.001","1"
"exp1_00001_0010_002_0.001","1"
"exp1_00001_0010_003_0.001","1"
"exp1_00001_0010_004_0.001","0.989010989010989"
"exp1_00001_0010_005_0.001","1"
"exp1_00001_0010_006_0.001","0.987179487179487"
"exp1_00001_0010_007_0.001","1"
"exp1_00001_0010_008_0.001","1"
"exp1_00001_0010_009_0.001","1"
"exp1_00001_0010_010_0.001","1"
"exp1_00001_0020_001_0.001","0.978579589166163"
"exp1_00001_0020_002_0.001","0.9875"
"exp1_00001_0020_003_0.001","1"
"exp1_00001_0020_004_0.001","1"
"exp1_00001_0020_005_0.001","1"
"exp1_00001_0020_006_0.001","0.991071428571429"
"exp1_00001_0020_007_0.001","1"
"exp1_00001_0020_008_0.001","0.982987270707966"
"exp1_00001_0020_009_0.001","1"
"exp1_00001_0020_010_0.001","0.992537313432836"
"exp1_00001_0050_001_0.001","1"
"exp1_00001_0050_002_0.001","0.985074626865672"
"exp1_00001_0050_003_0.001","0.983243790093812"
"exp1_00001_0050_004_0.001","0.971814250635345"
"exp1_00001_0050_005_0.001","0.978142076502732"
"exp1_00001_0050_006_0.001","0.98828125"
"exp1_00001_0050_007_0.001","0.987179487179487"
"exp1_00001_0050_008_0.001","0.982838919666299"
"exp1_00001_0050_009_0.001","0.972496157767014"
"exp1_00001_0050_010_0.001","1"
"exp1_00001_0100_001_0.001","0.984732824427481"
"exp1_00001_0100_002_0.001","0.982599654219371"
"exp1_00001_0100_003_0.001","0.976763688598421"
"exp1_00001_0100_004_0.001","0.980845248128332"
"exp1_00001_0100_005_0.001","0.982458383578127"
"exp1_00001_0100_006_0.001","0.98001222526892"
"exp1_00001_0100_007_0.001","0.993823361969198"
"exp1_00001_0100_008_0.001","0.977087042441541"
"exp1_00001_0100_009_0.001","0.978689550755302"
"exp1_00001_0100_010_0.001","0.98695584311309"
"exp1_00002_0005_001_0.001","1"
"exp1_00002_0005_002_0.001","0.578947368421053"
"exp1_00002_0005_003_0.001","0.7"
"exp1_00002_0005_004_0.001","1"
"exp1_00002_0005_005_0.001","0.631578947368421"
"exp1_00002_0005_006_0.001","0.875"
"exp1_00002_0005_007_0.001","0.985714285714286"
"exp1_00002_0005_008_0.001","1"
"exp1_00002_0005_009_0.001","0.777777777777778"
"exp1_00002_0005_010_0.001","0.75"
"exp1_00002_0010_001_0.001","0.600766813042231"
"exp1_00002_0010_002_0.001","0.736881215593947"
"exp1_00002_0010_003_0.001","0.799051927141133"
"exp1_00002_0010_004_0.001","0.548047581363915"
"exp1_00002_0010_005_0.001","0.727470306720101"
"exp1_00002_0010_006_0.001","0.52118799113681"
"exp1_00002_0010_007_0.001","0.667760046585295"
"exp1_00002_0010_008_0.001","0.786648196249865"
"exp1_00002_0010_009_0.001","0.83982542082435"
"exp1_00002_0010_010_0.001","0.445208391837084"
"exp1_00002_0020_001_0.001","0.610542802065493"
"exp1_00002_0020_002_0.001","0.60307411848482"
"exp1_00002_0020_003_0.001","0.772100628653769"
"exp1_00002_0020_004_0.001","0.652806183928746"
"exp1_00002_0020_005_0.001","0.742957442858555"
"exp1_00002_0020_006_0.001","0.762052049263374"
"exp1_00002_0020_007_0.001","0.810121831408671"
"exp1_00002_0020_008_0.001","0.747267779656977"
"exp1_00002_0020_009_0.001","0.622980201496586"
"exp1_00002_0020_010_0.001","0.703491564959574"
"exp1_00002_0050_001_0.001","0.859661377654836"
"exp1_00002_0050_002_0.001","0.684563255436013"
"exp1_00002_0050_003_0.001","0.715651393154776"
"exp1_00002_0050_004_0.001","0.624876693723419"
"exp1_00002_0050_005_0.001","0.858649467258303"
"exp1_00002_0050_006_0.001","0.663063761681018"
"exp1_00002_0050_007_0.001","0.835395866121677"
"exp1_00002_0050_008_0.001","0.752269677831001"
"exp1_00002_0050_009_0.001","0.749552644656583"
"exp1_00002_0050_010_0.001","0.619521453469761"
"exp1_00002_0100_001_0.001","0.61368059945555"
"exp1_00002_0100_002_0.001","0.675202884034513"
"exp1_00002_0100_003_0.001","0.659067907037898"
"exp1_00002_0100_004_0.001","0.641469249062407"
"exp1_00002_0100_005_0.001","0.620665483234036"
"exp1_00002_0100_006_0.001","0.633913771636276"
"exp1_00002_0100_007_0.001","0.638866735265613"
"exp1_00002_0100_008_0.001","0.657411908815164"
"exp1_00002_0100_009_0.001","0.778782954817441"
"exp1_00002_0100_010_0.001","0.604522079036594"
"exp1_00004_0005_001_0.001","0.888888888888889"
"exp1_00004_0005_002_0.001","1"
"exp1_00004_0005_003_0.001","0.611111111111111"
"exp1_00004_0005_004_0.001","0.516129032258065"
"exp1_00004_0005_005_0.001","0.8"
"exp1_00004_0005_006_0.001","0.745901639344262"
"exp1_00004_0005_007_0.001","0.375"
"exp1_00004_0005_008_0.001","0.584269662921348"
"exp1_00004_0005_009_0.001","0.75"
"exp1_00004_0005_010_0.001","0.795454545454545"
"exp1_00004_0010_001_0.001","0.665089156020429"
"exp1_00004_0010_002_0.001","0.618324346534615"
"exp1_00004_0010_003_0.001","0.438796717831504"
"exp1_00004_0010_004_0.001","0.523763452758074"
"exp1_00004_0010_005_0.001","0.629008067428706"
"exp1_00004_0010_006_0.001","0.688478878057711"
"exp1_00004_0010_007_0.001","0.654740832678416"
"exp1_00004_0010_008_0.001","0.767286314849388"
"exp1_00004_0010_009_0.001","0.642812619804593"
"exp1_00004_0010_010_0.001","0.576897668611903"
"exp1_00004_0020_001_0.001","0.659173854376423"
"exp1_00004_0020_002_0.001","0.631046690327497"
"exp1_00004_0020_003_0.001","0.527551569039635"
"exp1_00004_0020_004_0.001","0.618044080703719"
"exp1_00004_0020_005_0.001","0.520134153465479"
"exp1_00004_0020_006_0.001","0.568606504354986"
"exp1_00004_0020_007_0.001","0.615948471312457"
"exp1_00004_0020_008_0.001","0.553958095931329"
"exp1_00004_0020_009_0.001","0.632545243221447"
"exp1_00004_0020_010_0.001","0.578989823059925"
"exp1_00004_0050_001_0.001","0.573399773136309"
"exp1_00004_0050_002_0.001","0.680023421551816"
"exp1_00004_0050_003_0.001","0.603434357794062"
"exp1_00004_0050_004_0.001","0.616458043028255"
"exp1_00004_0050_005_0.001","0.66367779065485"
"exp1_00004_0050_006_0.001","0.660292990712442"
"exp1_00004_0050_007_0.001","0.54844153181873"
"exp1_00004_0050_008_0.001","0.495480018782426"
"exp1_00004_0050_009_0.001","0.564648316034634"
"exp1_00004_0050_010_0.001","0.571302188494071"
"exp1_00004_0100_001_0.001","0.56968080035433"
"exp1_00004_0100_002_0.001","0.614888817904026"
"exp1_00004_0100_003_0.001","0.561912468121593"
"exp1_00004_0100_004_0.001","0.636915820903258"
"exp1_00004_0100_005_0.001","0.574495806158856"
"exp1_00004_0100_006_0.001","0.540138219741745"
"exp1_00004_0100_007_0.001","0.603315996092056"
"exp1_00004_0100_008_0.001","0.588538631542855"
"exp1_00004_0100_009_0.001","0.5626692138936"
"exp1_00004_0100_010_0.001","0.594517364117805"
"exp1_00005_0005_001_0.001","0.642857142857143"
"exp1_00005_0005_002_0.001","0.8125"
"exp1_00005_0005_003_0.001","0.869109947643979"
"exp1_00005_0005_004_0.001","0.78"
"exp1_00005_0005_005_0.001","0.647058823529412"
"exp1_00005_0005_006_0.001","0.75"
"exp1_00005_0005_007_0.001","0.513333333333333"
"exp1_00005_0005_008_0.001","0.909090909090909"
"exp1_00005_0005_009_0.001","0.780362648437329"
"exp1_00005_0005_010_0.001","0.782051282051282"
"exp1_00005_0010_001_0.001","0.583062493461087"
"exp1_00005_0010_002_0.001","0.555086324184099"
"exp1_00005_0010_003_0.001","0.510677745777079"
"exp1_00005_0010_004_0.001","0.654177998648994"
"exp1_00005_0010_005_0.001","0.866469214125616"
"exp1_00005_0010_006_0.001","0.728296150545232"
"exp1_00005_0010_007_0.001","0.527793278456142"
"exp1_00005_0010_008_0.001","0.632125286340835"
"exp1_00005_0010_009_0.001","0.585152213028964"
"exp1_00005_0010_010_0.001","0.555810508197628"
"exp1_00005_0020_001_0.001","0.564673698664861"
"exp1_00005_0020_002_0.001","0.642620618924"
"exp1_00005_0020_003_0.001","0.758319024416326"
"exp1_00005_0020_004_0.001","0.584114815711899"
"exp1_00005_0020_005_0.001","0.496282500482602"
"exp1_00005_0020_006_0.001","0.527499925271541"
"exp1_00005_0020_007_0.001","0.526410834696369"
"exp1_00005_0020_008_0.001","0.561129849329148"
"exp1_00005_0020_009_0.001","0.606243544461547"
"exp1_00005_0020_010_0.001","0.906353014487043"
"exp1_00005_0050_001_0.001","0.532017204558904"
"exp1_00005_0050_002_0.001","0.55343021461875"
"exp1_00005_0050_003_0.001","0.583111945122528"
"exp1_00005_0050_004_0.001","0.551535527026465"
"exp1_00005_0050_005_0.001","0.55244965900276"
"exp1_00005_0050_006_0.001","0.6266796778067"
"exp1_00005_0050_007_0.001","0.562786930355402"
"exp1_00005_0050_008_0.001","0.549430559596734"
"exp1_00005_0050_009_0.001","0.624886778988542"
"exp1_00005_0050_010_0.001","0.490286692060075"
"exp1_00005_0100_001_0.001","0.592355851814724"
"exp1_00005_0100_002_0.001","0.564165675722443"
"exp1_00005_0100_003_0.001","0.562827979064671"
"exp1_00005_0100_004_0.001","0.539711320054073"
"exp1_00005_0100_005_0.001","0.606886323278357"
"exp1_00005_0100_006_0.001","0.583350781387416"
"exp1_00005_0100_007_0.001","0.560532842732429"
"exp1_00005_0100_008_0.001","0.570449678156051"
"exp1_00005_0100_009_0.001","0.55659432135127"
"exp1_00005_0100_010_0.001","0.551038953028471"
"exp1_00008_0005_001_0.001","0.428571428571429"
"exp1_00008_0005_002_0.001","0.571428571428571"
"exp1_00008_0005_003_0.001","0.774316093507765"
"exp1_00008_0005_004_0.001","0.631578947368421"
"exp1_00008_0005_005_0.001","0.823334968380067"
"exp1_00008_0005_006_0.001","0.875"
"exp1_00008_0005_007_0.001","0.605263157894737"
"exp1_00008_0005_008_0.001","0.714285714285714"
"exp1_00008_0005_009_0.001","0.846153846153846"
"exp1_00008_0005_010_0.001","0.642857142857143"
"exp1_00008_0010_001_0.001","0.753233165864628"
"exp1_00008_0010_002_0.001","0.551864050532172"
"exp1_00008_0010_003_0.001","0.584843875367876"
"exp1_00008_0010_004_0.001","0.555384472717052"
"exp1_00008_0010_005_0.001","0.641249782294846"
"exp1_00008_0010_006_0.001","0.614325459833919"
"exp1_00008_0010_007_0.001","0.530701746954037"
"exp1_00008_0010_008_0.001","0.522651777869039"
"exp1_00008_0010_009_0.001","0.568496965746197"
"exp1_00008_0010_010_0.001","0.727128409684828"
"exp1_00008_0020_001_0.001","0.52314659589607"
"exp1_00008_0020_002_0.001","0.643835370390854"
"exp1_00008_0020_003_0.001","0.597590362555673"
"exp1_00008_0020_004_0.001","0.464581001727831"
"exp1_00008_0020_005_0.001","0.537475912803423"
"exp1_00008_0020_006_0.001","0.528099895350829"
"exp1_00008_0020_007_0.001","0.761289413311821"
"exp1_00008_0020_008_0.001","0.442242576859574"
"exp1_00008_0020_009_0.001","0.853165166998949"
"exp1_00008_0020_010_0.001","0.55859365146128"
"exp1_00008_0050_001_0.001","0.578765922383601"
"exp1_00008_0050_002_0.001","0.578516176898359"
"exp1_00008_0050_003_0.001","0.59782778126848"
"exp1_00008_0050_004_0.001","0.620887385625941"
"exp1_00008_0050_005_0.001","0.605349410267661"
"exp1_00008_0050_006_0.001","0.535152848255465"
"exp1_00008_0050_007_0.001","0.550176284366324"
"exp1_00008_0050_008_0.001","0.586890490162772"
"exp1_00008_0050_009_0.001","0.735183053152772"
"exp1_00008_0050_010_0.001","0.616503943520303"
"exp1_00008_0100_001_0.001","0.582525305644975"
"exp1_00008_0100_002_0.001","0.527135571182091"
"exp1_00008_0100_003_0.001","0.554864090503035"
"exp1_00008_0100_004_0.001","0.536127150705735"
"exp1_00008_0100_005_0.001","0.577934707181279"
"exp1_00008_0100_006_0.001","0.559322373591185"
"exp1_00008_0100_007_0.001","0.568093062767161"
"exp1_00008_0100_008_0.001","0.607138498260659"
"exp1_00008_0100_009_0.001","0.542561999167193"
"exp1_00008_0100_010_0.001","0.56697027826979"
"exp1_00010_0005_001_0.001","0.699951749061526"
"exp1_00010_0005_002_0.001","0.818181818181818"
"exp1_00010_0005_003_0.001","0.941176470588235"
"exp1_00010_0005_004_0.001","0.527777777777778"
"exp1_00010_0005_005_0.001","0.5"
"exp1_00010_0005_006_0.001","0.5625"
"exp1_00010_0005_007_0.001","0.524390243902439"
"exp1_00010_0005_008_0.001","0.681818181818182"
"exp1_00010_0005_009_0.001","0.8125"
"exp1_00010_0005_010_0.001","0.714285714285714"
"exp1_00010_0010_001_0.001","0.730225736792593"
"exp1_00010_0010_002_0.001","0.53024758574252"
"exp1_00010_0010_003_0.001","0.580811190097787"
"exp1_00010_0010_004_0.001","0.52492335829936"
"exp1_00010_0010_005_0.001","0.557577750350722"
"exp1_00010_0010_006_0.001","0.659802506683155"
"exp1_00010_0010_007_0.001","0.470085963353569"
"exp1_00010_0010_008_0.001","0.663514731775267"
"exp1_00010_0010_009_0.001","0.624859850608983"
"exp1_00010_0010_010_0.001","0.474844905522238"
"exp1_00010_0020_001_0.001","0.569265738287828"
"exp1_00010_0020_002_0.001","0.548458903444936"
"exp1_00010_0020_003_0.001","0.673198738102213"
"exp1_00010_0020_004_0.001","0.542323228214702"
"exp1_00010_0020_005_0.001","0.594788380339065"
"exp1_00010_0020_006_0.001","0.501182902002259"
"exp1_00010_0020_007_0.001","0.558100862019956"
"exp1_00010_0020_008_0.001","0.643400214240872"
"exp1_00010_0020_009_0.001","0.469010249882653"
"exp1_00010_0020_010_0.001","0.550120739838833"
"exp1_00010_0050_001_0.001","0.515613993256544"
"exp1_00010_0050_002_0.001","0.569155701319198"
"exp1_00010_0050_003_0.001","0.610005568071519"
"exp1_00010_0050_004_0.001","0.543534313413919"
"exp1_00010_0050_005_0.001","0.611442359283965"
"exp1_00010_0050_006_0.001","0.575751167083164"
"exp1_00010_0050_007_0.001","0.698186796421979"
"exp1_00010_0050_008_0.001","0.445049482900378"
"exp1_00010_0050_009_0.001","0.542836752812262"
"exp1_00010_0050_010_0.001","0.526744028408367"
"exp1_00010_0100_001_0.001","0.595653628865995"
"exp1_00010_0100_002_0.001","0.522831099115071"
"exp1_00010_0100_003_0.001","0.563852387573272"
"exp1_00010_0100_004_0.001","0.605407173368443"
"exp1_00010_0100_005_0.001","0.533915396377267"
"exp1_00010_0100_006_0.001","0.545101254985405"
"exp1_00010_0100_007_0.001","0.657420201292461"
"exp1_00010_0100_008_0.001","0.553621051183547"
"exp1_00010_0100_009_0.001","0.5297863064008"
"exp1_00010_0100_010_0.001","0.562900731206063"
"exp1_00016_0005_001_0.001","0.777777777777778"
"exp1_00016_0005_002_0.001","0.851239669421488"
"exp1_00016_0005_003_0.001","0.75"
"exp1_00016_0005_004_0.001","0.8"
"exp1_00016_0005_005_0.001","0.653335911592178"
"exp1_00016_0005_006_0.001","0.635780259672466"
"exp1_00016_0005_007_0.001","0.833333333333333"
"exp1_00016_0005_008_0.001","0.75"
"exp1_00016_0005_009_0.001","0.828290441770911"
"exp1_00016_0005_010_0.001","0.564516129032258"
"exp1_00016_0010_001_0.001","0.483797929571346"
"exp1_00016_0010_002_0.001","0.606740664521294"
"exp1_00016_0010_003_0.001","0.425419141024638"
"exp1_00016_0010_004_0.001","0.48328391848832"
"exp1_00016_0010_005_0.001","0.620448266934795"
"exp1_00016_0010_006_0.001","0.545847032116935"
"exp1_00016_0010_007_0.001","0.831300285457084"
"exp1_00016_0010_008_0.001","0.732487072687719"
"exp1_00016_0010_009_0.001","0.647261776416886"
"exp1_00016_0010_010_0.001","0.625232303227445"
"exp1_00016_0020_001_0.001","0.729050168135786"
"exp1_00016_0020_002_0.001","0.592490479225984"
"exp1_00016_0020_003_0.001","0.571070356842738"
"exp1_00016_0020_004_0.001","0.804625541562853"
"exp1_00016_0020_005_0.001","0.595402573440815"
"exp1_00016_0020_006_0.001","0.555047078155399"
"exp1_00016_0020_007_0.001","0.574181442976212"
"exp1_00016_0020_008_0.001","0.452927692981038"
"exp1_00016_0020_009_0.001","0.442307726179455"
"exp1_00016_0020_010_0.001","0.580184439443804"
"exp1_00016_0050_001_0.001","0.497286208524674"
"exp1_00016_0050_002_0.001","0.518431119073919"
"exp1_00016_0050_003_0.001","0.569027662934875"
"exp1_00016_0050_004_0.001","0.629080238128065"
"exp1_00016_0050_005_0.001","0.586650202468806"
"exp1_00016_0050_006_0.001","0.699998533366223"
"exp1_00016_0050_007_0.001","0.573352572015116"
"exp1_00016_0050_008_0.001","0.631761655029095"
"exp1_00016_0050_009_0.001","0.586376628077204"
"exp1_00016_0050_010_0.001","0.814958773588626"
"exp1_00016_0100_001_0.001","0.5228594223976"
"exp1_00016_0100_002_0.001","0.529586456140417"
"exp1_00016_0100_003_0.001","0.524130482414472"
"exp1_00016_0100_004_0.001","0.546935358296934"
"exp1_00016_0100_005_0.001","0.543588964537083"
"exp1_00016_0100_006_0.001","0.554644816316758"
"exp1_00016_0100_007_0.001","0.541012027868721"
"exp1_00016_0100_008_0.001","0.520800701423441"
"exp1_00016_0100_009_0.001","0.513669349755228"
"exp1_00016_0100_010_0.001","0.530540322949797"
"exp1_00020_0005_001_0.001","0.823529411764706"
"exp1_00020_0005_002_0.001","0.897233201581028"
"exp1_00020_0005_003_0.001","0.766666666666667"
"exp1_00020_0005_004_0.001","0.673913043478261"
"exp1_00020_0005_005_0.001","0.666666666666667"
"exp1_00020_0005_006_0.001","0.923076923076923"
"exp1_00020_0005_007_0.001","0.6"
"exp1_00020_0005_008_0.001","0.625"
"exp1_00020_0005_009_0.001","0.777777777777778"
"exp1_00020_0005_010_0.001","0.826259978455508"
"exp1_00020_0010_001_0.001","0.538278134093808"
"exp1_00020_0010_002_0.001","0.504557209063817"
"exp1_00020_0010_003_0.001","0.559086761764632"
"exp1_00020_0010_004_0.001","0.493233687875215"
"exp1_00020_0010_005_0.001","0.742843651372039"
"exp1_00020_0010_006_0.001","0.421819710113948"
"exp1_00020_0010_007_0.001","0.604313553302751"
"exp1_00020_0010_008_0.001","0.599179949788884"
"exp1_00020_0010_009_0.001","0.733700383338261"
"exp1_00020_0010_010_0.001","0.547638490853648"
"exp1_00020_0020_001_0.001","0.531018902447087"
"exp1_00020_0020_002_0.001","0.561765425723281"
"exp1_00020_0020_003_0.001","0.474829176219817"
"exp1_00020_0020_004_0.001","0.702806674116657"
"exp1_00020_0020_005_0.001","0.55473353424371"
"exp1_00020_0020_006_0.001","0.545084283103944"
"exp1_00020_0020_007_0.001","0.539329566720733"
"exp1_00020_0020_008_0.001","0.559381605471908"
"exp1_00020_0020_009_0.001","0.70070424787002"
"exp1_00020_0020_010_0.001","0.57064213091089"
"exp1_00020_0050_001_0.001","0.541531504022782"
"exp1_00020_0050_002_0.001","0.552265469118722"
"exp1_00020_0050_003_0.001","0.532717710010733"
"exp1_00020_0050_004_0.001","0.590084639201888"
"exp1_00020_0050_005_0.001","0.490603655909378"
"exp1_00020_0050_006_0.001","0.551201509916675"
"exp1_00020_0050_007_0.001","0.587136547216287"
"exp1_00020_0050_008_0.001","0.553048384009037"
"exp1_00020_0050_009_0.001","0.568778571839322"
"exp1_00020_0050_010_0.001","0.711816903351579"
"exp1_00020_0100_001_0.001","0.555499459242771"
"exp1_00020_0100_002_0.001","0.536793266954246"
"exp1_00020_0100_003_0.001","0.516759673402768"
"exp1_00020_0100_004_0.001","0.566972693276211"
"exp1_00020_0100_005_0.001","0.54844900239872"
"exp1_00020_0100_006_0.001","0.531158781173085"
"exp1_00020_0100_007_0.001","0.475555657315403"
"exp1_00020_0100_008_0.001","0.564593912341296"
"exp1_00020_0100_009_0.001","0.568889692041419"
"exp1_00020_0100_010_0.001","0.543990405527817"
"exp1_00025_0005_001_0.001","0.573033707865168"
"exp1_00025_0005_002_0.001","0.5"
"exp1_00025_0005_003_0.001","0.766666666666667"
"exp1_00025_0005_004_0.001","0.722222222222222"
"exp1_00025_0005_005_0.001","0.75531914893617"
"exp1_00025_0005_006_0.001","0.6875"
"exp1_00025_0005_007_0.001","0.730769230769231"
"exp1_00025_0005_008_0.001","0.818181818181818"
"exp1_00025_0005_009_0.001","0.833333333333333"
"exp1_00025_0005_010_0.001","0.75"
"exp1_00025_0010_001_0.001","0.839606020765897"
"exp1_00025_0010_002_0.001","0.68626559938093"
"exp1_00025_0010_003_0.001","0.704493290662403"
"exp1_00025_0010_004_0.001","0.486633832187944"
"exp1_00025_0010_005_0.001","0.527053780628729"
"exp1_00025_0010_006_0.001","0.590851323856893"
"exp1_00025_0010_007_0.001","0.56109656740545"
"exp1_00025_0010_008_0.001","0.770151589189987"
"exp1_00025_0010_009_0.001","0.497979037500531"
"exp1_00025_0010_010_0.001","0.514319778212576"
"exp1_00025_0020_001_0.001","0.545217243468856"
"exp1_00025_0020_002_0.001","0.602678369057041"
"exp1_00025_0020_003_0.001","0.641026698586101"
"exp1_00025_0020_004_0.001","0.541316788837629"
"exp1_00025_0020_005_0.001","0.525639080768561"
"exp1_00025_0020_006_0.001","0.726613752129665"
"exp1_00025_0020_007_0.001","0.521832408634625"
"exp1_00025_0020_008_0.001","0.622386028320134"
"exp1_00025_0020_009_0.001","0.410860798534979"
"exp1_00025_0020_010_0.001","0.508639407351566"
"exp1_00025_0050_001_0.001","0.563216709287385"
"exp1_00025_0050_002_0.001","0.569504786018905"
"exp1_00025_0050_003_0.001","0.564322302999433"
"exp1_00025_0050_004_0.001","0.496765963046842"
"exp1_00025_0050_005_0.001","0.57775521063253"
"exp1_00025_0050_006_0.001","0.508747339572243"
"exp1_00025_0050_007_0.001","0.5348944283541"
"exp1_00025_0050_008_0.001","0.476242359518461"
"exp1_00025_0050_009_0.001","0.56050184975743"
"exp1_00025_0050_010_0.001","0.56154726855273"
"exp1_00025_0100_001_0.001","0.526025000140558"
"exp1_00025_0100_002_0.001","0.561964198784832"
"exp1_00025_0100_003_0.001","0.545645595239913"
"exp1_00025_0100_004_0.001","0.554614022193939"
"exp1_00025_0100_005_0.001","0.535881739224046"
"exp1_00025_0100_006_0.001","0.534154524689115"
"exp1_00025_0100_007_0.001","0.536988135290852"
"exp1_00025_0100_008_0.001","0.549142643206268"
"exp1_00025_0100_009_0.001","0.583260408510896"
"exp1_00025_0100_010_0.001","0.53192385302913"
"exp1_00040_0005_001_0.001","0.3637551529203"
"exp1_00040_0005_002_0.001","0.59375"
"exp1_00040_0005_003_0.001","0.666666666666667"
"exp1_00040_0005_004_0.001","0.833333333333333"
"exp1_00040_0005_005_0.001","0.644905030297651"
"exp1_00040_0005_006_0.001","0.5"
"exp1_00040_0005_007_0.001","0.55"
"exp1_00040_0005_008_0.001","0.590909090909091"
"exp1_00040_0005_009_0.001","0.381072421554248"
"exp1_00040_0005_010_0.001","0.764705882352941"
"exp1_00040_0010_001_0.001","0.57208726382418"
"exp1_00040_0010_002_0.001","0.508951679915926"
"exp1_00040_0010_003_0.001","0.613822754032398"
"exp1_00040_0010_004_0.001","0.621909884169491"
"exp1_00040_0010_005_0.001","0.530271646004009"
"exp1_00040_0010_006_0.001","0.507570695150448"
"exp1_00040_0010_007_0.001","0.617003860273283"
"exp1_00040_0010_008_0.001","0.723938610995427"
"exp1_00040_0010_009_0.001","0.621382369421401"
"exp1_00040_0010_010_0.001","0.468305243246451"
"exp1_00040_0020_001_0.001","0.493837985152502"
"exp1_00040_0020_002_0.001","0.642386716540849"
"exp1_00040_0020_003_0.001","0.535444589937988"
"exp1_00040_0020_004_0.001","0.516903530988354"
