"row_id","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file","identical_sequences_present","number_unique_taxa","NetworkTreelikenessTest","network_num_splits","network_num_trivial_splits","network_num_nontrivial_splits","confidence_network_num_splits","confidence_network_num_trivial_splits","confidence_network_num_nontrivial_splits","tree_num_splits","tree_num_trivial_splits","tree_num_nontrivial_splits"
"2051","51","10","1","1","expA1_00001_0010_051_1_10kbp","JC",NA,"10000","DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_051_1_10kbp/expA1_00001_0010_051_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_051_1_10kbp/expA1_00001_0010_051_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_051_1_10kbp/expA1_00001_0010_051_1_10kbp_output_alignment.fa","FALSE","10","Non-treelike","72","10","62","15","10","5","17","10","7"
