"row_id","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file","identical_sequences_present","number_unique_taxa","NetworkTreelikenessTest","network_num_splits","network_num_trivial_splits","network_num_nontrivial_splits","confidence_network_num_splits","confidence_network_num_trivial_splits","confidence_network_num_nontrivial_splits","tree_num_splits","tree_num_trivial_splits","tree_num_nontrivial_splits"
1,1,10,1,0.01,"expA1_00001_0010_001_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_001_0.01_10kbp/expA1_00001_0010_001_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_001_0.01_10kbp/expA1_00001_0010_001_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_001_0.01_10kbp/expA1_00001_0010_001_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",87,10,77,13,10,3,17,10,7
1001,1,10,1,0.1,"expA1_00001_0010_001_0.1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_001_0.1_10kbp/expA1_00001_0010_001_0.1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_001_0.1_10kbp/expA1_00001_0010_001_0.1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_001_0.1_10kbp/expA1_00001_0010_001_0.1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",78,10,68,17,9,8,17,10,7
2001,1,10,1,1,"expA1_00001_0010_001_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_001_1_10kbp/expA1_00001_0010_001_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_001_1_10kbp/expA1_00001_0010_001_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_001_1_10kbp/expA1_00001_0010_001_1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",81,10,71,16,10,6,17,10,7
2,2,10,1,0.01,"expA1_00001_0010_002_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_002_0.01_10kbp/expA1_00001_0010_002_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_002_0.01_10kbp/expA1_00001_0010_002_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_002_0.01_10kbp/expA1_00001_0010_002_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",47,10,37,9,6,3,17,10,7
1002,2,10,1,0.1,"expA1_00001_0010_002_0.1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_002_0.1_10kbp/expA1_00001_0010_002_0.1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_002_0.1_10kbp/expA1_00001_0010_002_0.1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_002_0.1_10kbp/expA1_00001_0010_002_0.1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",65,10,55,17,10,7,17,10,7
2002,2,10,1,1,"expA1_00001_0010_002_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_002_1_10kbp/expA1_00001_0010_002_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_002_1_10kbp/expA1_00001_0010_002_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_002_1_10kbp/expA1_00001_0010_002_1_10kbp_output_alignment.fa",FALSE,10,"Treelike",83,10,73,13,10,3,17,10,7
3,3,10,1,0.01,"expA1_00001_0010_003_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_003_0.01_10kbp/expA1_00001_0010_003_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_003_0.01_10kbp/expA1_00001_0010_003_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_003_0.01_10kbp/expA1_00001_0010_003_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",71,10,61,16,9,7,17,10,7
1003,3,10,1,0.1,"expA1_00001_0010_003_0.1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_003_0.1_10kbp/expA1_00001_0010_003_0.1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_003_0.1_10kbp/expA1_00001_0010_003_0.1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_003_0.1_10kbp/expA1_00001_0010_003_0.1_10kbp_output_alignment.fa",FALSE,10,"Treelike",96,10,86,17,10,7,17,10,7
2003,3,10,1,1,"expA1_00001_0010_003_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_003_1_10kbp/expA1_00001_0010_003_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_003_1_10kbp/expA1_00001_0010_003_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_003_1_10kbp/expA1_00001_0010_003_1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",131,10,121,13,10,3,17,10,7
4,4,10,1,0.01,"expA1_00001_0010_004_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_004_0.01_10kbp/expA1_00001_0010_004_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_004_0.01_10kbp/expA1_00001_0010_004_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_004_0.01_10kbp/expA1_00001_0010_004_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",117,10,107,17,10,7,17,10,7
1004,4,10,1,0.1,"expA1_00001_0010_004_0.1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_004_0.1_10kbp/expA1_00001_0010_004_0.1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_004_0.1_10kbp/expA1_00001_0010_004_0.1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_004_0.1_10kbp/expA1_00001_0010_004_0.1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",80,10,70,18,10,8,17,10,7
2004,4,10,1,1,"expA1_00001_0010_004_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_004_1_10kbp/expA1_00001_0010_004_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_004_1_10kbp/expA1_00001_0010_004_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_004_1_10kbp/expA1_00001_0010_004_1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",77,10,67,17,10,7,17,10,7
5,5,10,1,0.01,"expA1_00001_0010_005_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_005_0.01_10kbp/expA1_00001_0010_005_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_005_0.01_10kbp/expA1_00001_0010_005_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_005_0.01_10kbp/expA1_00001_0010_005_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",102,10,92,15,9,6,17,10,7
1005,5,10,1,0.1,"expA1_00001_0010_005_0.1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_005_0.1_10kbp/expA1_00001_0010_005_0.1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_005_0.1_10kbp/expA1_00001_0010_005_0.1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_005_0.1_10kbp/expA1_00001_0010_005_0.1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",48,10,38,19,10,9,17,10,7
2005,5,10,1,1,"expA1_00001_0010_005_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_005_1_10kbp/expA1_00001_0010_005_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_005_1_10kbp/expA1_00001_0010_005_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_005_1_10kbp/expA1_00001_0010_005_1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",53,10,43,20,10,10,17,10,7
6,6,10,1,0.01,"expA1_00001_0010_006_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_006_0.01_10kbp/expA1_00001_0010_006_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_006_0.01_10kbp/expA1_00001_0010_006_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_006_0.01_10kbp/expA1_00001_0010_006_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",101,10,91,10,5,5,17,10,7
1006,6,10,1,0.1,"expA1_00001_0010_006_0.1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_006_0.1_10kbp/expA1_00001_0010_006_0.1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_006_0.1_10kbp/expA1_00001_0010_006_0.1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_006_0.1_10kbp/expA1_00001_0010_006_0.1_10kbp_output_alignment.fa",FALSE,10,"Treelike",94,10,84,17,10,7,17,10,7
2006,6,10,1,1,"expA1_00001_0010_006_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_006_1_10kbp/expA1_00001_0010_006_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_006_1_10kbp/expA1_00001_0010_006_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_006_1_10kbp/expA1_00001_0010_006_1_10kbp_output_alignment.fa",FALSE,10,"Treelike",63,10,53,17,10,7,17,10,7
7,7,10,1,0.01,"expA1_00001_0010_007_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_007_0.01_10kbp/expA1_00001_0010_007_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_007_0.01_10kbp/expA1_00001_0010_007_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_007_0.01_10kbp/expA1_00001_0010_007_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",102,10,92,15,8,7,17,10,7
1007,7,10,1,0.1,"expA1_00001_0010_007_0.1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_007_0.1_10kbp/expA1_00001_0010_007_0.1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_007_0.1_10kbp/expA1_00001_0010_007_0.1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_007_0.1_10kbp/expA1_00001_0010_007_0.1_10kbp_output_alignment.fa",FALSE,10,"Treelike",83,10,73,17,10,7,17,10,7
2007,7,10,1,1,"expA1_00001_0010_007_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_007_1_10kbp/expA1_00001_0010_007_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_007_1_10kbp/expA1_00001_0010_007_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_007_1_10kbp/expA1_00001_0010_007_1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",41,10,31,19,10,9,17,10,7
8,8,10,1,0.01,"expA1_00001_0010_008_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_008_0.01_10kbp/expA1_00001_0010_008_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_008_0.01_10kbp/expA1_00001_0010_008_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_008_0.01_10kbp/expA1_00001_0010_008_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",80,10,70,9,5,4,17,10,7
1008,8,10,1,0.1,"expA1_00001_0010_008_0.1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_008_0.1_10kbp/expA1_00001_0010_008_0.1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_008_0.1_10kbp/expA1_00001_0010_008_0.1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_008_0.1_10kbp/expA1_00001_0010_008_0.1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",46,10,36,19,10,9,17,10,7
2008,8,10,1,1,"expA1_00001_0010_008_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_008_1_10kbp/expA1_00001_0010_008_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_008_1_10kbp/expA1_00001_0010_008_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_008_1_10kbp/expA1_00001_0010_008_1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",82,10,72,16,10,6,17,10,7
9,9,10,1,0.01,"expA1_00001_0010_009_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_009_0.01_10kbp/expA1_00001_0010_009_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_009_0.01_10kbp/expA1_00001_0010_009_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_009_0.01_10kbp/expA1_00001_0010_009_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",32,10,22,9,4,5,17,10,7
1009,9,10,1,0.1,"expA1_00001_0010_009_0.1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_009_0.1_10kbp/expA1_00001_0010_009_0.1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_009_0.1_10kbp/expA1_00001_0010_009_0.1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_009_0.1_10kbp/expA1_00001_0010_009_0.1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",51,10,41,19,10,9,17,10,7
2009,9,10,1,1,"expA1_00001_0010_009_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_009_1_10kbp/expA1_00001_0010_009_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_009_1_10kbp/expA1_00001_0010_009_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_009_1_10kbp/expA1_00001_0010_009_1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",53,10,43,20,10,10,17,10,7
10,10,10,1,0.01,"expA1_00001_0010_010_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_010_0.01_10kbp/expA1_00001_0010_010_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_010_0.01_10kbp/expA1_00001_0010_010_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_010_0.01_10kbp/expA1_00001_0010_010_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",100,10,90,16,9,7,17,10,7
1010,10,10,1,0.1,"expA1_00001_0010_010_0.1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_010_0.1_10kbp/expA1_00001_0010_010_0.1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_010_0.1_10kbp/expA1_00001_0010_010_0.1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_010_0.1_10kbp/expA1_00001_0010_010_0.1_10kbp_output_alignment.fa",FALSE,10,"Treelike",80,10,70,17,10,7,17,10,7
2010,10,10,1,1,"expA1_00001_0010_010_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_010_1_10kbp/expA1_00001_0010_010_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_010_1_10kbp/expA1_00001_0010_010_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_010_1_10kbp/expA1_00001_0010_010_1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",56,10,46,21,10,11,17,10,7
11,11,10,1,0.01,"expA1_00001_0010_011_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_011_0.01_10kbp/expA1_00001_0010_011_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_011_0.01_10kbp/expA1_00001_0010_011_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_011_0.01_10kbp/expA1_00001_0010_011_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",99,10,89,13,9,4,17,10,7
1011,11,10,1,0.1,"expA1_00001_0010_011_0.1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_011_0.1_10kbp/expA1_00001_0010_011_0.1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_011_0.1_10kbp/expA1_00001_0010_011_0.1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_011_0.1_10kbp/expA1_00001_0010_011_0.1_10kbp_output_alignment.fa",FALSE,10,"Treelike",72,10,62,16,10,6,17,10,7
2011,11,10,1,1,"expA1_00001_0010_011_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_011_1_10kbp/expA1_00001_0010_011_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_011_1_10kbp/expA1_00001_0010_011_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_011_1_10kbp/expA1_00001_0010_011_1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",42,10,32,17,10,7,17,10,7
12,12,10,1,0.01,"expA1_00001_0010_012_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_012_0.01_10kbp/expA1_00001_0010_012_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_012_0.01_10kbp/expA1_00001_0010_012_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_012_0.01_10kbp/expA1_00001_0010_012_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",88,10,78,14,8,6,17,10,7
1012,12,10,1,0.1,"expA1_00001_0010_012_0.1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_012_0.1_10kbp/expA1_00001_0010_012_0.1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_012_0.1_10kbp/expA1_00001_0010_012_0.1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_012_0.1_10kbp/expA1_00001_0010_012_0.1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",40,10,30,22,10,12,17,10,7
2012,12,10,1,1,"expA1_00001_0010_012_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_012_1_10kbp/expA1_00001_0010_012_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_012_1_10kbp/expA1_00001_0010_012_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_012_1_10kbp/expA1_00001_0010_012_1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",46,10,36,18,10,8,17,10,7
13,13,10,1,0.01,"expA1_00001_0010_013_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_013_0.01_10kbp/expA1_00001_0010_013_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_013_0.01_10kbp/expA1_00001_0010_013_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_013_0.01_10kbp/expA1_00001_0010_013_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",87,10,77,13,8,5,17,10,7
1013,13,10,1,0.1,"expA1_00001_0010_013_0.1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_013_0.1_10kbp/expA1_00001_0010_013_0.1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_013_0.1_10kbp/expA1_00001_0010_013_0.1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_013_0.1_10kbp/expA1_00001_0010_013_0.1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",77,10,67,18,10,8,17,10,7
2013,13,10,1,1,"expA1_00001_0010_013_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_013_1_10kbp/expA1_00001_0010_013_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_013_1_10kbp/expA1_00001_0010_013_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_013_1_10kbp/expA1_00001_0010_013_1_10kbp_output_alignment.fa",FALSE,10,"Non-treelike",60,10,50,18,10,8,17,10,7
14,14,10,1,0.01,"expA1_00001_0010_014_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_014_0.01_10kbp/expA1_00001_0010_014_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_014_0.01_10kbp/expA1_00001_0010_014_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_014_0.01_10kbp/expA1_00001_0010_014_0.01_10kbp_output_alignment.fa",FALSE,10,"Treelike",67,10,57,15,8,7,17,10,7
