"","num_reps","num_taxa","num_trees","tree_depth","total_alignment_length","uid","alisim_gene_models","alisim_gene_tree_length","sequence_type","tree_file","partition_file","output_alignment_file"
"1",1,10,1,0.01,10000,"expA1_00001_0010_001_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_001_0.01_10kbp_random_trees.phy","expA1_00001_0010_001_0.01_10kbp_partitions.nex","expA1_00001_0010_001_0.01_10kbp_output_alignment"
"2",2,10,1,0.01,10000,"expA1_00001_0010_002_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_002_0.01_10kbp_random_trees.phy","expA1_00001_0010_002_0.01_10kbp_partitions.nex","expA1_00001_0010_002_0.01_10kbp_output_alignment"
"3",3,10,1,0.01,10000,"expA1_00001_0010_003_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_003_0.01_10kbp_random_trees.phy","expA1_00001_0010_003_0.01_10kbp_partitions.nex","expA1_00001_0010_003_0.01_10kbp_output_alignment"
"4",4,10,1,0.01,10000,"expA1_00001_0010_004_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_004_0.01_10kbp_random_trees.phy","expA1_00001_0010_004_0.01_10kbp_partitions.nex","expA1_00001_0010_004_0.01_10kbp_output_alignment"
"5",5,10,1,0.01,10000,"expA1_00001_0010_005_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_005_0.01_10kbp_random_trees.phy","expA1_00001_0010_005_0.01_10kbp_partitions.nex","expA1_00001_0010_005_0.01_10kbp_output_alignment"
"6",6,10,1,0.01,10000,"expA1_00001_0010_006_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_006_0.01_10kbp_random_trees.phy","expA1_00001_0010_006_0.01_10kbp_partitions.nex","expA1_00001_0010_006_0.01_10kbp_output_alignment"
"7",7,10,1,0.01,10000,"expA1_00001_0010_007_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_007_0.01_10kbp_random_trees.phy","expA1_00001_0010_007_0.01_10kbp_partitions.nex","expA1_00001_0010_007_0.01_10kbp_output_alignment"
"8",8,10,1,0.01,10000,"expA1_00001_0010_008_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_008_0.01_10kbp_random_trees.phy","expA1_00001_0010_008_0.01_10kbp_partitions.nex","expA1_00001_0010_008_0.01_10kbp_output_alignment"
"9",9,10,1,0.01,10000,"expA1_00001_0010_009_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_009_0.01_10kbp_random_trees.phy","expA1_00001_0010_009_0.01_10kbp_partitions.nex","expA1_00001_0010_009_0.01_10kbp_output_alignment"
"10",10,10,1,0.01,10000,"expA1_00001_0010_010_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_010_0.01_10kbp_random_trees.phy","expA1_00001_0010_010_0.01_10kbp_partitions.nex","expA1_00001_0010_010_0.01_10kbp_output_alignment"
"11",11,10,1,0.01,10000,"expA1_00001_0010_011_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_011_0.01_10kbp_random_trees.phy","expA1_00001_0010_011_0.01_10kbp_partitions.nex","expA1_00001_0010_011_0.01_10kbp_output_alignment"
"12",12,10,1,0.01,10000,"expA1_00001_0010_012_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_012_0.01_10kbp_random_trees.phy","expA1_00001_0010_012_0.01_10kbp_partitions.nex","expA1_00001_0010_012_0.01_10kbp_output_alignment"
"13",13,10,1,0.01,10000,"expA1_00001_0010_013_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_013_0.01_10kbp_random_trees.phy","expA1_00001_0010_013_0.01_10kbp_partitions.nex","expA1_00001_0010_013_0.01_10kbp_output_alignment"
"14",14,10,1,0.01,10000,"expA1_00001_0010_014_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_014_0.01_10kbp_random_trees.phy","expA1_00001_0010_014_0.01_10kbp_partitions.nex","expA1_00001_0010_014_0.01_10kbp_output_alignment"
"15",15,10,1,0.01,10000,"expA1_00001_0010_015_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_015_0.01_10kbp_random_trees.phy","expA1_00001_0010_015_0.01_10kbp_partitions.nex","expA1_00001_0010_015_0.01_10kbp_output_alignment"
"16",16,10,1,0.01,10000,"expA1_00001_0010_016_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_016_0.01_10kbp_random_trees.phy","expA1_00001_0010_016_0.01_10kbp_partitions.nex","expA1_00001_0010_016_0.01_10kbp_output_alignment"
"17",17,10,1,0.01,10000,"expA1_00001_0010_017_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_017_0.01_10kbp_random_trees.phy","expA1_00001_0010_017_0.01_10kbp_partitions.nex","expA1_00001_0010_017_0.01_10kbp_output_alignment"
"18",18,10,1,0.01,10000,"expA1_00001_0010_018_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_018_0.01_10kbp_random_trees.phy","expA1_00001_0010_018_0.01_10kbp_partitions.nex","expA1_00001_0010_018_0.01_10kbp_output_alignment"
"19",19,10,1,0.01,10000,"expA1_00001_0010_019_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_019_0.01_10kbp_random_trees.phy","expA1_00001_0010_019_0.01_10kbp_partitions.nex","expA1_00001_0010_019_0.01_10kbp_output_alignment"
"20",20,10,1,0.01,10000,"expA1_00001_0010_020_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_020_0.01_10kbp_random_trees.phy","expA1_00001_0010_020_0.01_10kbp_partitions.nex","expA1_00001_0010_020_0.01_10kbp_output_alignment"
"21",21,10,1,0.01,10000,"expA1_00001_0010_021_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_021_0.01_10kbp_random_trees.phy","expA1_00001_0010_021_0.01_10kbp_partitions.nex","expA1_00001_0010_021_0.01_10kbp_output_alignment"
"22",22,10,1,0.01,10000,"expA1_00001_0010_022_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_022_0.01_10kbp_random_trees.phy","expA1_00001_0010_022_0.01_10kbp_partitions.nex","expA1_00001_0010_022_0.01_10kbp_output_alignment"
"23",23,10,1,0.01,10000,"expA1_00001_0010_023_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_023_0.01_10kbp_random_trees.phy","expA1_00001_0010_023_0.01_10kbp_partitions.nex","expA1_00001_0010_023_0.01_10kbp_output_alignment"
"24",24,10,1,0.01,10000,"expA1_00001_0010_024_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_024_0.01_10kbp_random_trees.phy","expA1_00001_0010_024_0.01_10kbp_partitions.nex","expA1_00001_0010_024_0.01_10kbp_output_alignment"
"25",25,10,1,0.01,10000,"expA1_00001_0010_025_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_025_0.01_10kbp_random_trees.phy","expA1_00001_0010_025_0.01_10kbp_partitions.nex","expA1_00001_0010_025_0.01_10kbp_output_alignment"
"26",26,10,1,0.01,10000,"expA1_00001_0010_026_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_026_0.01_10kbp_random_trees.phy","expA1_00001_0010_026_0.01_10kbp_partitions.nex","expA1_00001_0010_026_0.01_10kbp_output_alignment"
"27",27,10,1,0.01,10000,"expA1_00001_0010_027_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_027_0.01_10kbp_random_trees.phy","expA1_00001_0010_027_0.01_10kbp_partitions.nex","expA1_00001_0010_027_0.01_10kbp_output_alignment"
"28",28,10,1,0.01,10000,"expA1_00001_0010_028_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_028_0.01_10kbp_random_trees.phy","expA1_00001_0010_028_0.01_10kbp_partitions.nex","expA1_00001_0010_028_0.01_10kbp_output_alignment"
"29",29,10,1,0.01,10000,"expA1_00001_0010_029_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_029_0.01_10kbp_random_trees.phy","expA1_00001_0010_029_0.01_10kbp_partitions.nex","expA1_00001_0010_029_0.01_10kbp_output_alignment"
"30",30,10,1,0.01,10000,"expA1_00001_0010_030_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_030_0.01_10kbp_random_trees.phy","expA1_00001_0010_030_0.01_10kbp_partitions.nex","expA1_00001_0010_030_0.01_10kbp_output_alignment"
"31",31,10,1,0.01,10000,"expA1_00001_0010_031_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_031_0.01_10kbp_random_trees.phy","expA1_00001_0010_031_0.01_10kbp_partitions.nex","expA1_00001_0010_031_0.01_10kbp_output_alignment"
"32",32,10,1,0.01,10000,"expA1_00001_0010_032_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_032_0.01_10kbp_random_trees.phy","expA1_00001_0010_032_0.01_10kbp_partitions.nex","expA1_00001_0010_032_0.01_10kbp_output_alignment"
"33",33,10,1,0.01,10000,"expA1_00001_0010_033_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_033_0.01_10kbp_random_trees.phy","expA1_00001_0010_033_0.01_10kbp_partitions.nex","expA1_00001_0010_033_0.01_10kbp_output_alignment"
"34",34,10,1,0.01,10000,"expA1_00001_0010_034_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_034_0.01_10kbp_random_trees.phy","expA1_00001_0010_034_0.01_10kbp_partitions.nex","expA1_00001_0010_034_0.01_10kbp_output_alignment"
"35",35,10,1,0.01,10000,"expA1_00001_0010_035_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_035_0.01_10kbp_random_trees.phy","expA1_00001_0010_035_0.01_10kbp_partitions.nex","expA1_00001_0010_035_0.01_10kbp_output_alignment"
"36",36,10,1,0.01,10000,"expA1_00001_0010_036_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_036_0.01_10kbp_random_trees.phy","expA1_00001_0010_036_0.01_10kbp_partitions.nex","expA1_00001_0010_036_0.01_10kbp_output_alignment"
"37",37,10,1,0.01,10000,"expA1_00001_0010_037_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_037_0.01_10kbp_random_trees.phy","expA1_00001_0010_037_0.01_10kbp_partitions.nex","expA1_00001_0010_037_0.01_10kbp_output_alignment"
"38",38,10,1,0.01,10000,"expA1_00001_0010_038_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_038_0.01_10kbp_random_trees.phy","expA1_00001_0010_038_0.01_10kbp_partitions.nex","expA1_00001_0010_038_0.01_10kbp_output_alignment"
"39",39,10,1,0.01,10000,"expA1_00001_0010_039_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_039_0.01_10kbp_random_trees.phy","expA1_00001_0010_039_0.01_10kbp_partitions.nex","expA1_00001_0010_039_0.01_10kbp_output_alignment"
"40",40,10,1,0.01,10000,"expA1_00001_0010_040_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_040_0.01_10kbp_random_trees.phy","expA1_00001_0010_040_0.01_10kbp_partitions.nex","expA1_00001_0010_040_0.01_10kbp_output_alignment"
"41",41,10,1,0.01,10000,"expA1_00001_0010_041_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_041_0.01_10kbp_random_trees.phy","expA1_00001_0010_041_0.01_10kbp_partitions.nex","expA1_00001_0010_041_0.01_10kbp_output_alignment"
"42",42,10,1,0.01,10000,"expA1_00001_0010_042_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_042_0.01_10kbp_random_trees.phy","expA1_00001_0010_042_0.01_10kbp_partitions.nex","expA1_00001_0010_042_0.01_10kbp_output_alignment"
"43",43,10,1,0.01,10000,"expA1_00001_0010_043_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_043_0.01_10kbp_random_trees.phy","expA1_00001_0010_043_0.01_10kbp_partitions.nex","expA1_00001_0010_043_0.01_10kbp_output_alignment"
"44",44,10,1,0.01,10000,"expA1_00001_0010_044_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_044_0.01_10kbp_random_trees.phy","expA1_00001_0010_044_0.01_10kbp_partitions.nex","expA1_00001_0010_044_0.01_10kbp_output_alignment"
"45",45,10,1,0.01,10000,"expA1_00001_0010_045_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_045_0.01_10kbp_random_trees.phy","expA1_00001_0010_045_0.01_10kbp_partitions.nex","expA1_00001_0010_045_0.01_10kbp_output_alignment"
"46",46,10,1,0.01,10000,"expA1_00001_0010_046_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_046_0.01_10kbp_random_trees.phy","expA1_00001_0010_046_0.01_10kbp_partitions.nex","expA1_00001_0010_046_0.01_10kbp_output_alignment"
"47",47,10,1,0.01,10000,"expA1_00001_0010_047_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_047_0.01_10kbp_random_trees.phy","expA1_00001_0010_047_0.01_10kbp_partitions.nex","expA1_00001_0010_047_0.01_10kbp_output_alignment"
"48",48,10,1,0.01,10000,"expA1_00001_0010_048_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_048_0.01_10kbp_random_trees.phy","expA1_00001_0010_048_0.01_10kbp_partitions.nex","expA1_00001_0010_048_0.01_10kbp_output_alignment"
"49",49,10,1,0.01,10000,"expA1_00001_0010_049_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_049_0.01_10kbp_random_trees.phy","expA1_00001_0010_049_0.01_10kbp_partitions.nex","expA1_00001_0010_049_0.01_10kbp_output_alignment"
"50",50,10,1,0.01,10000,"expA1_00001_0010_050_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_050_0.01_10kbp_random_trees.phy","expA1_00001_0010_050_0.01_10kbp_partitions.nex","expA1_00001_0010_050_0.01_10kbp_output_alignment"
"51",51,10,1,0.01,10000,"expA1_00001_0010_051_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_051_0.01_10kbp_random_trees.phy","expA1_00001_0010_051_0.01_10kbp_partitions.nex","expA1_00001_0010_051_0.01_10kbp_output_alignment"
"52",52,10,1,0.01,10000,"expA1_00001_0010_052_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_052_0.01_10kbp_random_trees.phy","expA1_00001_0010_052_0.01_10kbp_partitions.nex","expA1_00001_0010_052_0.01_10kbp_output_alignment"
"53",53,10,1,0.01,10000,"expA1_00001_0010_053_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_053_0.01_10kbp_random_trees.phy","expA1_00001_0010_053_0.01_10kbp_partitions.nex","expA1_00001_0010_053_0.01_10kbp_output_alignment"
"54",54,10,1,0.01,10000,"expA1_00001_0010_054_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_054_0.01_10kbp_random_trees.phy","expA1_00001_0010_054_0.01_10kbp_partitions.nex","expA1_00001_0010_054_0.01_10kbp_output_alignment"
"55",55,10,1,0.01,10000,"expA1_00001_0010_055_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_055_0.01_10kbp_random_trees.phy","expA1_00001_0010_055_0.01_10kbp_partitions.nex","expA1_00001_0010_055_0.01_10kbp_output_alignment"
"56",56,10,1,0.01,10000,"expA1_00001_0010_056_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_056_0.01_10kbp_random_trees.phy","expA1_00001_0010_056_0.01_10kbp_partitions.nex","expA1_00001_0010_056_0.01_10kbp_output_alignment"
"57",57,10,1,0.01,10000,"expA1_00001_0010_057_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_057_0.01_10kbp_random_trees.phy","expA1_00001_0010_057_0.01_10kbp_partitions.nex","expA1_00001_0010_057_0.01_10kbp_output_alignment"
"58",58,10,1,0.01,10000,"expA1_00001_0010_058_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_058_0.01_10kbp_random_trees.phy","expA1_00001_0010_058_0.01_10kbp_partitions.nex","expA1_00001_0010_058_0.01_10kbp_output_alignment"
"59",59,10,1,0.01,10000,"expA1_00001_0010_059_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_059_0.01_10kbp_random_trees.phy","expA1_00001_0010_059_0.01_10kbp_partitions.nex","expA1_00001_0010_059_0.01_10kbp_output_alignment"
"60",60,10,1,0.01,10000,"expA1_00001_0010_060_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_060_0.01_10kbp_random_trees.phy","expA1_00001_0010_060_0.01_10kbp_partitions.nex","expA1_00001_0010_060_0.01_10kbp_output_alignment"
"61",61,10,1,0.01,10000,"expA1_00001_0010_061_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_061_0.01_10kbp_random_trees.phy","expA1_00001_0010_061_0.01_10kbp_partitions.nex","expA1_00001_0010_061_0.01_10kbp_output_alignment"
"62",62,10,1,0.01,10000,"expA1_00001_0010_062_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_062_0.01_10kbp_random_trees.phy","expA1_00001_0010_062_0.01_10kbp_partitions.nex","expA1_00001_0010_062_0.01_10kbp_output_alignment"
"63",63,10,1,0.01,10000,"expA1_00001_0010_063_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_063_0.01_10kbp_random_trees.phy","expA1_00001_0010_063_0.01_10kbp_partitions.nex","expA1_00001_0010_063_0.01_10kbp_output_alignment"
"64",64,10,1,0.01,10000,"expA1_00001_0010_064_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_064_0.01_10kbp_random_trees.phy","expA1_00001_0010_064_0.01_10kbp_partitions.nex","expA1_00001_0010_064_0.01_10kbp_output_alignment"
"65",65,10,1,0.01,10000,"expA1_00001_0010_065_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_065_0.01_10kbp_random_trees.phy","expA1_00001_0010_065_0.01_10kbp_partitions.nex","expA1_00001_0010_065_0.01_10kbp_output_alignment"
"66",66,10,1,0.01,10000,"expA1_00001_0010_066_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_066_0.01_10kbp_random_trees.phy","expA1_00001_0010_066_0.01_10kbp_partitions.nex","expA1_00001_0010_066_0.01_10kbp_output_alignment"
"67",67,10,1,0.01,10000,"expA1_00001_0010_067_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_067_0.01_10kbp_random_trees.phy","expA1_00001_0010_067_0.01_10kbp_partitions.nex","expA1_00001_0010_067_0.01_10kbp_output_alignment"
"68",68,10,1,0.01,10000,"expA1_00001_0010_068_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_068_0.01_10kbp_random_trees.phy","expA1_00001_0010_068_0.01_10kbp_partitions.nex","expA1_00001_0010_068_0.01_10kbp_output_alignment"
"69",69,10,1,0.01,10000,"expA1_00001_0010_069_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_069_0.01_10kbp_random_trees.phy","expA1_00001_0010_069_0.01_10kbp_partitions.nex","expA1_00001_0010_069_0.01_10kbp_output_alignment"
"70",70,10,1,0.01,10000,"expA1_00001_0010_070_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_070_0.01_10kbp_random_trees.phy","expA1_00001_0010_070_0.01_10kbp_partitions.nex","expA1_00001_0010_070_0.01_10kbp_output_alignment"
"71",71,10,1,0.01,10000,"expA1_00001_0010_071_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_071_0.01_10kbp_random_trees.phy","expA1_00001_0010_071_0.01_10kbp_partitions.nex","expA1_00001_0010_071_0.01_10kbp_output_alignment"
"72",72,10,1,0.01,10000,"expA1_00001_0010_072_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_072_0.01_10kbp_random_trees.phy","expA1_00001_0010_072_0.01_10kbp_partitions.nex","expA1_00001_0010_072_0.01_10kbp_output_alignment"
"73",73,10,1,0.01,10000,"expA1_00001_0010_073_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_073_0.01_10kbp_random_trees.phy","expA1_00001_0010_073_0.01_10kbp_partitions.nex","expA1_00001_0010_073_0.01_10kbp_output_alignment"
"74",74,10,1,0.01,10000,"expA1_00001_0010_074_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_074_0.01_10kbp_random_trees.phy","expA1_00001_0010_074_0.01_10kbp_partitions.nex","expA1_00001_0010_074_0.01_10kbp_output_alignment"
"75",75,10,1,0.01,10000,"expA1_00001_0010_075_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_075_0.01_10kbp_random_trees.phy","expA1_00001_0010_075_0.01_10kbp_partitions.nex","expA1_00001_0010_075_0.01_10kbp_output_alignment"
"76",76,10,1,0.01,10000,"expA1_00001_0010_076_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_076_0.01_10kbp_random_trees.phy","expA1_00001_0010_076_0.01_10kbp_partitions.nex","expA1_00001_0010_076_0.01_10kbp_output_alignment"
"77",77,10,1,0.01,10000,"expA1_00001_0010_077_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_077_0.01_10kbp_random_trees.phy","expA1_00001_0010_077_0.01_10kbp_partitions.nex","expA1_00001_0010_077_0.01_10kbp_output_alignment"
"78",78,10,1,0.01,10000,"expA1_00001_0010_078_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_078_0.01_10kbp_random_trees.phy","expA1_00001_0010_078_0.01_10kbp_partitions.nex","expA1_00001_0010_078_0.01_10kbp_output_alignment"
"79",79,10,1,0.01,10000,"expA1_00001_0010_079_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_079_0.01_10kbp_random_trees.phy","expA1_00001_0010_079_0.01_10kbp_partitions.nex","expA1_00001_0010_079_0.01_10kbp_output_alignment"
"80",80,10,1,0.01,10000,"expA1_00001_0010_080_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_080_0.01_10kbp_random_trees.phy","expA1_00001_0010_080_0.01_10kbp_partitions.nex","expA1_00001_0010_080_0.01_10kbp_output_alignment"
"81",81,10,1,0.01,10000,"expA1_00001_0010_081_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_081_0.01_10kbp_random_trees.phy","expA1_00001_0010_081_0.01_10kbp_partitions.nex","expA1_00001_0010_081_0.01_10kbp_output_alignment"
"82",82,10,1,0.01,10000,"expA1_00001_0010_082_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_082_0.01_10kbp_random_trees.phy","expA1_00001_0010_082_0.01_10kbp_partitions.nex","expA1_00001_0010_082_0.01_10kbp_output_alignment"
"83",83,10,1,0.01,10000,"expA1_00001_0010_083_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_083_0.01_10kbp_random_trees.phy","expA1_00001_0010_083_0.01_10kbp_partitions.nex","expA1_00001_0010_083_0.01_10kbp_output_alignment"
"84",84,10,1,0.01,10000,"expA1_00001_0010_084_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_084_0.01_10kbp_random_trees.phy","expA1_00001_0010_084_0.01_10kbp_partitions.nex","expA1_00001_0010_084_0.01_10kbp_output_alignment"
"85",85,10,1,0.01,10000,"expA1_00001_0010_085_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_085_0.01_10kbp_random_trees.phy","expA1_00001_0010_085_0.01_10kbp_partitions.nex","expA1_00001_0010_085_0.01_10kbp_output_alignment"
"86",86,10,1,0.01,10000,"expA1_00001_0010_086_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_086_0.01_10kbp_random_trees.phy","expA1_00001_0010_086_0.01_10kbp_partitions.nex","expA1_00001_0010_086_0.01_10kbp_output_alignment"
"87",87,10,1,0.01,10000,"expA1_00001_0010_087_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_087_0.01_10kbp_random_trees.phy","expA1_00001_0010_087_0.01_10kbp_partitions.nex","expA1_00001_0010_087_0.01_10kbp_output_alignment"
"88",88,10,1,0.01,10000,"expA1_00001_0010_088_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_088_0.01_10kbp_random_trees.phy","expA1_00001_0010_088_0.01_10kbp_partitions.nex","expA1_00001_0010_088_0.01_10kbp_output_alignment"
"89",89,10,1,0.01,10000,"expA1_00001_0010_089_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_089_0.01_10kbp_random_trees.phy","expA1_00001_0010_089_0.01_10kbp_partitions.nex","expA1_00001_0010_089_0.01_10kbp_output_alignment"
"90",90,10,1,0.01,10000,"expA1_00001_0010_090_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_090_0.01_10kbp_random_trees.phy","expA1_00001_0010_090_0.01_10kbp_partitions.nex","expA1_00001_0010_090_0.01_10kbp_output_alignment"
"91",91,10,1,0.01,10000,"expA1_00001_0010_091_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_091_0.01_10kbp_random_trees.phy","expA1_00001_0010_091_0.01_10kbp_partitions.nex","expA1_00001_0010_091_0.01_10kbp_output_alignment"
"92",92,10,1,0.01,10000,"expA1_00001_0010_092_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_092_0.01_10kbp_random_trees.phy","expA1_00001_0010_092_0.01_10kbp_partitions.nex","expA1_00001_0010_092_0.01_10kbp_output_alignment"
"93",93,10,1,0.01,10000,"expA1_00001_0010_093_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_093_0.01_10kbp_random_trees.phy","expA1_00001_0010_093_0.01_10kbp_partitions.nex","expA1_00001_0010_093_0.01_10kbp_output_alignment"
"94",94,10,1,0.01,10000,"expA1_00001_0010_094_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_094_0.01_10kbp_random_trees.phy","expA1_00001_0010_094_0.01_10kbp_partitions.nex","expA1_00001_0010_094_0.01_10kbp_output_alignment"
"95",95,10,1,0.01,10000,"expA1_00001_0010_095_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_095_0.01_10kbp_random_trees.phy","expA1_00001_0010_095_0.01_10kbp_partitions.nex","expA1_00001_0010_095_0.01_10kbp_output_alignment"
"96",96,10,1,0.01,10000,"expA1_00001_0010_096_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_096_0.01_10kbp_random_trees.phy","expA1_00001_0010_096_0.01_10kbp_partitions.nex","expA1_00001_0010_096_0.01_10kbp_output_alignment"
"97",97,10,1,0.01,10000,"expA1_00001_0010_097_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_097_0.01_10kbp_random_trees.phy","expA1_00001_0010_097_0.01_10kbp_partitions.nex","expA1_00001_0010_097_0.01_10kbp_output_alignment"
"98",98,10,1,0.01,10000,"expA1_00001_0010_098_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_098_0.01_10kbp_random_trees.phy","expA1_00001_0010_098_0.01_10kbp_partitions.nex","expA1_00001_0010_098_0.01_10kbp_output_alignment"
"99",99,10,1,0.01,10000,"expA1_00001_0010_099_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_099_0.01_10kbp_random_trees.phy","expA1_00001_0010_099_0.01_10kbp_partitions.nex","expA1_00001_0010_099_0.01_10kbp_output_alignment"
"100",100,10,1,0.01,10000,"expA1_00001_0010_100_0.01_10kbp","JC",NA,"DNA","expA1_00001_0010_100_0.01_10kbp_random_trees.phy","expA1_00001_0010_100_0.01_10kbp_partitions.nex","expA1_00001_0010_100_0.01_10kbp_output_alignment"
"101",1,20,1,0.01,10000,"expA1_00001_0020_001_0.01_10kbp","JC",NA,"DNA","expA1_00001_0020_001_0.01_10kbp_random_trees.phy","expA1_00001_0020_001_0.01_10kbp_partitions.nex","expA1_00001_0020_001_0.01_10kbp_output_alignment"
"102",2,20,1,0.01,10000,"expA1_00001_0020_002_0.01_10kbp","JC",NA,"DNA","expA1_00001_0020_002_0.01_10kbp_random_trees.phy","expA1_00001_0020_002_0.01_10kbp_partitions.nex","expA1_00001_0020_002_0.01_10kbp_output_alignment"
"103",3,20,1,0.01,10000,"expA1_00001_0020_003_0.01_10kbp","JC",NA,"DNA","expA1_00001_0020_003_0.01_10kbp_random_trees.phy","expA1_00001_0020_003_0.01_10kbp_partitions.nex","expA1_00001_0020_003_0.01_10kbp_output_alignment"
