"row_id","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file","identical_sequences_present","number_unique_taxa","NetworkTreelikenessTest","network_num_splits","network_num_trivial_splits","network_num_nontrivial_splits","confidence_network_num_splits","confidence_network_num_trivial_splits","confidence_network_num_nontrivial_splits","tree_num_splits","tree_num_trivial_splits","tree_num_nontrivial_splits"
2090,90,100,1,1,"expA2_00001_0100_090_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_090_1_30kbp/expA2_00001_0100_090_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_090_1_30kbp/expA2_00001_0100_090_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_090_1_30kbp/expA2_00001_0100_090_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",4994,100,4894,190,100,90,197,100,97
91,91,100,1,1,"expA2_00001_0100_091_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_091_1_10kbp/expA2_00001_0100_091_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_091_1_10kbp/expA2_00001_0100_091_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_091_1_10kbp/expA2_00001_0100_091_1_10kbp_output_alignment.fa",FALSE,100,"Non-treelike",3122,100,3022,201,100,101,197,100,97
1091,91,100,1,1,"expA2_00001_0100_091_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_091_1_20kbp/expA2_00001_0100_091_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_091_1_20kbp/expA2_00001_0100_091_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_091_1_20kbp/expA2_00001_0100_091_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",1659,100,1559,222,100,122,197,100,97
2091,91,100,1,1,"expA2_00001_0100_091_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_091_1_30kbp/expA2_00001_0100_091_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_091_1_30kbp/expA2_00001_0100_091_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_091_1_30kbp/expA2_00001_0100_091_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",4024,100,3924,223,100,123,197,100,97
92,92,100,1,1,"expA2_00001_0100_092_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_092_1_10kbp/expA2_00001_0100_092_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_092_1_10kbp/expA2_00001_0100_092_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_092_1_10kbp/expA2_00001_0100_092_1_10kbp_output_alignment.fa",FALSE,100,"Non-treelike",2003,100,1903,217,100,117,197,100,97
1092,92,100,1,1,"expA2_00001_0100_092_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_092_1_20kbp/expA2_00001_0100_092_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_092_1_20kbp/expA2_00001_0100_092_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_092_1_20kbp/expA2_00001_0100_092_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",1867,100,1767,223,100,123,197,100,97
2092,92,100,1,1,"expA2_00001_0100_092_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_092_1_30kbp/expA2_00001_0100_092_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_092_1_30kbp/expA2_00001_0100_092_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_092_1_30kbp/expA2_00001_0100_092_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",2160,100,2060,222,100,122,197,100,97
93,93,100,1,1,"expA2_00001_0100_093_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_093_1_10kbp/expA2_00001_0100_093_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_093_1_10kbp/expA2_00001_0100_093_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_093_1_10kbp/expA2_00001_0100_093_1_10kbp_output_alignment.fa",FALSE,100,"Non-treelike",2906,100,2806,198,100,98,197,100,97
1093,93,100,1,1,"expA2_00001_0100_093_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_093_1_20kbp/expA2_00001_0100_093_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_093_1_20kbp/expA2_00001_0100_093_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_093_1_20kbp/expA2_00001_0100_093_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",2942,100,2842,231,100,131,197,100,97
2093,93,100,1,1,"expA2_00001_0100_093_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_093_1_30kbp/expA2_00001_0100_093_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_093_1_30kbp/expA2_00001_0100_093_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_093_1_30kbp/expA2_00001_0100_093_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",2879,100,2779,229,100,129,197,100,97
94,94,100,1,1,"expA2_00001_0100_094_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_094_1_10kbp/expA2_00001_0100_094_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_094_1_10kbp/expA2_00001_0100_094_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_094_1_10kbp/expA2_00001_0100_094_1_10kbp_output_alignment.fa",FALSE,100,"Non-treelike",2366,100,2266,212,100,112,197,100,97
1094,94,100,1,1,"expA2_00001_0100_094_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_094_1_20kbp/expA2_00001_0100_094_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_094_1_20kbp/expA2_00001_0100_094_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_094_1_20kbp/expA2_00001_0100_094_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",2808,100,2708,238,100,138,197,100,97
2094,94,100,1,1,"expA2_00001_0100_094_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_094_1_30kbp/expA2_00001_0100_094_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_094_1_30kbp/expA2_00001_0100_094_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_094_1_30kbp/expA2_00001_0100_094_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",2729,100,2629,223,100,123,197,100,97
95,95,100,1,1,"expA2_00001_0100_095_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_095_1_10kbp/expA2_00001_0100_095_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_095_1_10kbp/expA2_00001_0100_095_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_095_1_10kbp/expA2_00001_0100_095_1_10kbp_output_alignment.fa",FALSE,100,"Non-treelike",11151,100,11051,152,100,52,197,100,97
1095,95,100,1,1,"expA2_00001_0100_095_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_095_1_20kbp/expA2_00001_0100_095_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_095_1_20kbp/expA2_00001_0100_095_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_095_1_20kbp/expA2_00001_0100_095_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",1808,100,1708,212,100,112,197,100,97
2095,95,100,1,1,"expA2_00001_0100_095_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_095_1_30kbp/expA2_00001_0100_095_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_095_1_30kbp/expA2_00001_0100_095_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_095_1_30kbp/expA2_00001_0100_095_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",1617,100,1517,201,100,101,197,100,97
96,96,100,1,1,"expA2_00001_0100_096_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_096_1_10kbp/expA2_00001_0100_096_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_096_1_10kbp/expA2_00001_0100_096_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_096_1_10kbp/expA2_00001_0100_096_1_10kbp_output_alignment.fa",FALSE,100,"Non-treelike",6424,100,6324,171,100,71,197,100,97
1096,96,100,1,1,"expA2_00001_0100_096_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_096_1_20kbp/expA2_00001_0100_096_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_096_1_20kbp/expA2_00001_0100_096_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_096_1_20kbp/expA2_00001_0100_096_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",2258,100,2158,210,100,110,197,100,97
2096,96,100,1,1,"expA2_00001_0100_096_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_096_1_30kbp/expA2_00001_0100_096_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_096_1_30kbp/expA2_00001_0100_096_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_096_1_30kbp/expA2_00001_0100_096_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",3210,100,3110,207,100,107,197,100,97
97,97,100,1,1,"expA2_00001_0100_097_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_097_1_10kbp/expA2_00001_0100_097_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_097_1_10kbp/expA2_00001_0100_097_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_097_1_10kbp/expA2_00001_0100_097_1_10kbp_output_alignment.fa",FALSE,100,"Non-treelike",2202,100,2102,213,99,114,197,100,97
1097,97,100,1,1,"expA2_00001_0100_097_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_097_1_20kbp/expA2_00001_0100_097_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_097_1_20kbp/expA2_00001_0100_097_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_097_1_20kbp/expA2_00001_0100_097_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",1771,100,1671,226,100,126,197,100,97
2097,97,100,1,1,"expA2_00001_0100_097_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_097_1_30kbp/expA2_00001_0100_097_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_097_1_30kbp/expA2_00001_0100_097_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_097_1_30kbp/expA2_00001_0100_097_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",3580,100,3480,228,100,128,197,100,97
98,98,100,1,1,"expA2_00001_0100_098_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_098_1_10kbp/expA2_00001_0100_098_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_098_1_10kbp/expA2_00001_0100_098_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_098_1_10kbp/expA2_00001_0100_098_1_10kbp_output_alignment.fa",FALSE,100,"Non-treelike",2467,100,2367,212,100,112,197,100,97
1098,98,100,1,1,"expA2_00001_0100_098_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_098_1_20kbp/expA2_00001_0100_098_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_098_1_20kbp/expA2_00001_0100_098_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_098_1_20kbp/expA2_00001_0100_098_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",2804,100,2704,230,100,130,197,100,97
2098,98,100,1,1,"expA2_00001_0100_098_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_098_1_30kbp/expA2_00001_0100_098_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_098_1_30kbp/expA2_00001_0100_098_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_098_1_30kbp/expA2_00001_0100_098_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",1731,100,1631,246,100,146,197,100,97
99,99,100,1,1,"expA2_00001_0100_099_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_099_1_10kbp/expA2_00001_0100_099_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_099_1_10kbp/expA2_00001_0100_099_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_099_1_10kbp/expA2_00001_0100_099_1_10kbp_output_alignment.fa",FALSE,100,"Non-treelike",9914,100,9814,133,100,33,197,100,97
1099,99,100,1,1,"expA2_00001_0100_099_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_099_1_20kbp/expA2_00001_0100_099_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_099_1_20kbp/expA2_00001_0100_099_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_099_1_20kbp/expA2_00001_0100_099_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",2369,100,2269,235,100,135,197,100,97
2099,99,100,1,1,"expA2_00001_0100_099_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_099_1_30kbp/expA2_00001_0100_099_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_099_1_30kbp/expA2_00001_0100_099_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_099_1_30kbp/expA2_00001_0100_099_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",1874,100,1774,237,100,137,197,100,97
100,100,100,1,1,"expA2_00001_0100_100_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_100_1_10kbp/expA2_00001_0100_100_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_100_1_10kbp/expA2_00001_0100_100_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_100_1_10kbp/expA2_00001_0100_100_1_10kbp_output_alignment.fa",FALSE,100,"Non-treelike",2131,100,2031,213,99,114,197,100,97
1100,100,100,1,1,"expA2_00001_0100_100_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_100_1_20kbp/expA2_00001_0100_100_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_100_1_20kbp/expA2_00001_0100_100_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_100_1_20kbp/expA2_00001_0100_100_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",2934,100,2834,228,100,128,197,100,97
2100,100,100,1,1,"expA2_00001_0100_100_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_100_1_30kbp/expA2_00001_0100_100_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_100_1_30kbp/expA2_00001_0100_100_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_100_1_30kbp/expA2_00001_0100_100_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",4253,100,4153,226,100,126,197,100,97
