"","num_reps","num_taxa","num_trees","tree_depth","total_alignment_length","uid","alisim_gene_models","alisim_gene_tree_length","sequence_type","tree_file","partition_file","output_alignment_file"
"1806",6,100,9,1,20000,"expA2_00009_0100_006_1_20kbp","JC",NA,"DNA","expA2_00009_0100_006_1_20kbp_random_trees.phy","expA2_00009_0100_006_1_20kbp_partitions.nex","expA2_00009_0100_006_1_20kbp_output_alignment"
"1807",7,100,9,1,20000,"expA2_00009_0100_007_1_20kbp","JC",NA,"DNA","expA2_00009_0100_007_1_20kbp_random_trees.phy","expA2_00009_0100_007_1_20kbp_partitions.nex","expA2_00009_0100_007_1_20kbp_output_alignment"
"1808",8,100,9,1,20000,"expA2_00009_0100_008_1_20kbp","JC",NA,"DNA","expA2_00009_0100_008_1_20kbp_random_trees.phy","expA2_00009_0100_008_1_20kbp_partitions.nex","expA2_00009_0100_008_1_20kbp_output_alignment"
"1809",9,100,9,1,20000,"expA2_00009_0100_009_1_20kbp","JC",NA,"DNA","expA2_00009_0100_009_1_20kbp_random_trees.phy","expA2_00009_0100_009_1_20kbp_partitions.nex","expA2_00009_0100_009_1_20kbp_output_alignment"
"1810",10,100,9,1,20000,"expA2_00009_0100_010_1_20kbp","JC",NA,"DNA","expA2_00009_0100_010_1_20kbp_random_trees.phy","expA2_00009_0100_010_1_20kbp_partitions.nex","expA2_00009_0100_010_1_20kbp_output_alignment"
"1811",11,100,9,1,20000,"expA2_00009_0100_011_1_20kbp","JC",NA,"DNA","expA2_00009_0100_011_1_20kbp_random_trees.phy","expA2_00009_0100_011_1_20kbp_partitions.nex","expA2_00009_0100_011_1_20kbp_output_alignment"
"1812",12,100,9,1,20000,"expA2_00009_0100_012_1_20kbp","JC",NA,"DNA","expA2_00009_0100_012_1_20kbp_random_trees.phy","expA2_00009_0100_012_1_20kbp_partitions.nex","expA2_00009_0100_012_1_20kbp_output_alignment"
"1813",13,100,9,1,20000,"expA2_00009_0100_013_1_20kbp","JC",NA,"DNA","expA2_00009_0100_013_1_20kbp_random_trees.phy","expA2_00009_0100_013_1_20kbp_partitions.nex","expA2_00009_0100_013_1_20kbp_output_alignment"
"1814",14,100,9,1,20000,"expA2_00009_0100_014_1_20kbp","JC",NA,"DNA","expA2_00009_0100_014_1_20kbp_random_trees.phy","expA2_00009_0100_014_1_20kbp_partitions.nex","expA2_00009_0100_014_1_20kbp_output_alignment"
"1815",15,100,9,1,20000,"expA2_00009_0100_015_1_20kbp","JC",NA,"DNA","expA2_00009_0100_015_1_20kbp_random_trees.phy","expA2_00009_0100_015_1_20kbp_partitions.nex","expA2_00009_0100_015_1_20kbp_output_alignment"
"1816",16,100,9,1,20000,"expA2_00009_0100_016_1_20kbp","JC",NA,"DNA","expA2_00009_0100_016_1_20kbp_random_trees.phy","expA2_00009_0100_016_1_20kbp_partitions.nex","expA2_00009_0100_016_1_20kbp_output_alignment"
"1817",17,100,9,1,20000,"expA2_00009_0100_017_1_20kbp","JC",NA,"DNA","expA2_00009_0100_017_1_20kbp_random_trees.phy","expA2_00009_0100_017_1_20kbp_partitions.nex","expA2_00009_0100_017_1_20kbp_output_alignment"
"1818",18,100,9,1,20000,"expA2_00009_0100_018_1_20kbp","JC",NA,"DNA","expA2_00009_0100_018_1_20kbp_random_trees.phy","expA2_00009_0100_018_1_20kbp_partitions.nex","expA2_00009_0100_018_1_20kbp_output_alignment"
"1819",19,100,9,1,20000,"expA2_00009_0100_019_1_20kbp","JC",NA,"DNA","expA2_00009_0100_019_1_20kbp_random_trees.phy","expA2_00009_0100_019_1_20kbp_partitions.nex","expA2_00009_0100_019_1_20kbp_output_alignment"
"1820",20,100,9,1,20000,"expA2_00009_0100_020_1_20kbp","JC",NA,"DNA","expA2_00009_0100_020_1_20kbp_random_trees.phy","expA2_00009_0100_020_1_20kbp_partitions.nex","expA2_00009_0100_020_1_20kbp_output_alignment"
"1821",21,100,9,1,20000,"expA2_00009_0100_021_1_20kbp","JC",NA,"DNA","expA2_00009_0100_021_1_20kbp_random_trees.phy","expA2_00009_0100_021_1_20kbp_partitions.nex","expA2_00009_0100_021_1_20kbp_output_alignment"
"1822",22,100,9,1,20000,"expA2_00009_0100_022_1_20kbp","JC",NA,"DNA","expA2_00009_0100_022_1_20kbp_random_trees.phy","expA2_00009_0100_022_1_20kbp_partitions.nex","expA2_00009_0100_022_1_20kbp_output_alignment"
"1823",23,100,9,1,20000,"expA2_00009_0100_023_1_20kbp","JC",NA,"DNA","expA2_00009_0100_023_1_20kbp_random_trees.phy","expA2_00009_0100_023_1_20kbp_partitions.nex","expA2_00009_0100_023_1_20kbp_output_alignment"
"1824",24,100,9,1,20000,"expA2_00009_0100_024_1_20kbp","JC",NA,"DNA","expA2_00009_0100_024_1_20kbp_random_trees.phy","expA2_00009_0100_024_1_20kbp_partitions.nex","expA2_00009_0100_024_1_20kbp_output_alignment"
"1825",25,100,9,1,20000,"expA2_00009_0100_025_1_20kbp","JC",NA,"DNA","expA2_00009_0100_025_1_20kbp_random_trees.phy","expA2_00009_0100_025_1_20kbp_partitions.nex","expA2_00009_0100_025_1_20kbp_output_alignment"
"1826",26,100,9,1,20000,"expA2_00009_0100_026_1_20kbp","JC",NA,"DNA","expA2_00009_0100_026_1_20kbp_random_trees.phy","expA2_00009_0100_026_1_20kbp_partitions.nex","expA2_00009_0100_026_1_20kbp_output_alignment"
"1827",27,100,9,1,20000,"expA2_00009_0100_027_1_20kbp","JC",NA,"DNA","expA2_00009_0100_027_1_20kbp_random_trees.phy","expA2_00009_0100_027_1_20kbp_partitions.nex","expA2_00009_0100_027_1_20kbp_output_alignment"
"1828",28,100,9,1,20000,"expA2_00009_0100_028_1_20kbp","JC",NA,"DNA","expA2_00009_0100_028_1_20kbp_random_trees.phy","expA2_00009_0100_028_1_20kbp_partitions.nex","expA2_00009_0100_028_1_20kbp_output_alignment"
"1829",29,100,9,1,20000,"expA2_00009_0100_029_1_20kbp","JC",NA,"DNA","expA2_00009_0100_029_1_20kbp_random_trees.phy","expA2_00009_0100_029_1_20kbp_partitions.nex","expA2_00009_0100_029_1_20kbp_output_alignment"
"1830",30,100,9,1,20000,"expA2_00009_0100_030_1_20kbp","JC",NA,"DNA","expA2_00009_0100_030_1_20kbp_random_trees.phy","expA2_00009_0100_030_1_20kbp_partitions.nex","expA2_00009_0100_030_1_20kbp_output_alignment"
"1831",31,100,9,1,20000,"expA2_00009_0100_031_1_20kbp","JC",NA,"DNA","expA2_00009_0100_031_1_20kbp_random_trees.phy","expA2_00009_0100_031_1_20kbp_partitions.nex","expA2_00009_0100_031_1_20kbp_output_alignment"
"1832",32,100,9,1,20000,"expA2_00009_0100_032_1_20kbp","JC",NA,"DNA","expA2_00009_0100_032_1_20kbp_random_trees.phy","expA2_00009_0100_032_1_20kbp_partitions.nex","expA2_00009_0100_032_1_20kbp_output_alignment"
"1833",33,100,9,1,20000,"expA2_00009_0100_033_1_20kbp","JC",NA,"DNA","expA2_00009_0100_033_1_20kbp_random_trees.phy","expA2_00009_0100_033_1_20kbp_partitions.nex","expA2_00009_0100_033_1_20kbp_output_alignment"
"1834",34,100,9,1,20000,"expA2_00009_0100_034_1_20kbp","JC",NA,"DNA","expA2_00009_0100_034_1_20kbp_random_trees.phy","expA2_00009_0100_034_1_20kbp_partitions.nex","expA2_00009_0100_034_1_20kbp_output_alignment"
"1835",35,100,9,1,20000,"expA2_00009_0100_035_1_20kbp","JC",NA,"DNA","expA2_00009_0100_035_1_20kbp_random_trees.phy","expA2_00009_0100_035_1_20kbp_partitions.nex","expA2_00009_0100_035_1_20kbp_output_alignment"
"1836",36,100,9,1,20000,"expA2_00009_0100_036_1_20kbp","JC",NA,"DNA","expA2_00009_0100_036_1_20kbp_random_trees.phy","expA2_00009_0100_036_1_20kbp_partitions.nex","expA2_00009_0100_036_1_20kbp_output_alignment"
"1837",37,100,9,1,20000,"expA2_00009_0100_037_1_20kbp","JC",NA,"DNA","expA2_00009_0100_037_1_20kbp_random_trees.phy","expA2_00009_0100_037_1_20kbp_partitions.nex","expA2_00009_0100_037_1_20kbp_output_alignment"
"1838",38,100,9,1,20000,"expA2_00009_0100_038_1_20kbp","JC",NA,"DNA","expA2_00009_0100_038_1_20kbp_random_trees.phy","expA2_00009_0100_038_1_20kbp_partitions.nex","expA2_00009_0100_038_1_20kbp_output_alignment"
"1839",39,100,9,1,20000,"expA2_00009_0100_039_1_20kbp","JC",NA,"DNA","expA2_00009_0100_039_1_20kbp_random_trees.phy","expA2_00009_0100_039_1_20kbp_partitions.nex","expA2_00009_0100_039_1_20kbp_output_alignment"
"1840",40,100,9,1,20000,"expA2_00009_0100_040_1_20kbp","JC",NA,"DNA","expA2_00009_0100_040_1_20kbp_random_trees.phy","expA2_00009_0100_040_1_20kbp_partitions.nex","expA2_00009_0100_040_1_20kbp_output_alignment"
"1841",41,100,9,1,20000,"expA2_00009_0100_041_1_20kbp","JC",NA,"DNA","expA2_00009_0100_041_1_20kbp_random_trees.phy","expA2_00009_0100_041_1_20kbp_partitions.nex","expA2_00009_0100_041_1_20kbp_output_alignment"
"1842",42,100,9,1,20000,"expA2_00009_0100_042_1_20kbp","JC",NA,"DNA","expA2_00009_0100_042_1_20kbp_random_trees.phy","expA2_00009_0100_042_1_20kbp_partitions.nex","expA2_00009_0100_042_1_20kbp_output_alignment"
"1843",43,100,9,1,20000,"expA2_00009_0100_043_1_20kbp","JC",NA,"DNA","expA2_00009_0100_043_1_20kbp_random_trees.phy","expA2_00009_0100_043_1_20kbp_partitions.nex","expA2_00009_0100_043_1_20kbp_output_alignment"
"1844",44,100,9,1,20000,"expA2_00009_0100_044_1_20kbp","JC",NA,"DNA","expA2_00009_0100_044_1_20kbp_random_trees.phy","expA2_00009_0100_044_1_20kbp_partitions.nex","expA2_00009_0100_044_1_20kbp_output_alignment"
"1845",45,100,9,1,20000,"expA2_00009_0100_045_1_20kbp","JC",NA,"DNA","expA2_00009_0100_045_1_20kbp_random_trees.phy","expA2_00009_0100_045_1_20kbp_partitions.nex","expA2_00009_0100_045_1_20kbp_output_alignment"
"1846",46,100,9,1,20000,"expA2_00009_0100_046_1_20kbp","JC",NA,"DNA","expA2_00009_0100_046_1_20kbp_random_trees.phy","expA2_00009_0100_046_1_20kbp_partitions.nex","expA2_00009_0100_046_1_20kbp_output_alignment"
"1847",47,100,9,1,20000,"expA2_00009_0100_047_1_20kbp","JC",NA,"DNA","expA2_00009_0100_047_1_20kbp_random_trees.phy","expA2_00009_0100_047_1_20kbp_partitions.nex","expA2_00009_0100_047_1_20kbp_output_alignment"
"1848",48,100,9,1,20000,"expA2_00009_0100_048_1_20kbp","JC",NA,"DNA","expA2_00009_0100_048_1_20kbp_random_trees.phy","expA2_00009_0100_048_1_20kbp_partitions.nex","expA2_00009_0100_048_1_20kbp_output_alignment"
"1849",49,100,9,1,20000,"expA2_00009_0100_049_1_20kbp","JC",NA,"DNA","expA2_00009_0100_049_1_20kbp_random_trees.phy","expA2_00009_0100_049_1_20kbp_partitions.nex","expA2_00009_0100_049_1_20kbp_output_alignment"
"1850",50,100,9,1,20000,"expA2_00009_0100_050_1_20kbp","JC",NA,"DNA","expA2_00009_0100_050_1_20kbp_random_trees.phy","expA2_00009_0100_050_1_20kbp_partitions.nex","expA2_00009_0100_050_1_20kbp_output_alignment"
"1851",51,100,9,1,20000,"expA2_00009_0100_051_1_20kbp","JC",NA,"DNA","expA2_00009_0100_051_1_20kbp_random_trees.phy","expA2_00009_0100_051_1_20kbp_partitions.nex","expA2_00009_0100_051_1_20kbp_output_alignment"
"1852",52,100,9,1,20000,"expA2_00009_0100_052_1_20kbp","JC",NA,"DNA","expA2_00009_0100_052_1_20kbp_random_trees.phy","expA2_00009_0100_052_1_20kbp_partitions.nex","expA2_00009_0100_052_1_20kbp_output_alignment"
"1853",53,100,9,1,20000,"expA2_00009_0100_053_1_20kbp","JC",NA,"DNA","expA2_00009_0100_053_1_20kbp_random_trees.phy","expA2_00009_0100_053_1_20kbp_partitions.nex","expA2_00009_0100_053_1_20kbp_output_alignment"
"1854",54,100,9,1,20000,"expA2_00009_0100_054_1_20kbp","JC",NA,"DNA","expA2_00009_0100_054_1_20kbp_random_trees.phy","expA2_00009_0100_054_1_20kbp_partitions.nex","expA2_00009_0100_054_1_20kbp_output_alignment"
"1855",55,100,9,1,20000,"expA2_00009_0100_055_1_20kbp","JC",NA,"DNA","expA2_00009_0100_055_1_20kbp_random_trees.phy","expA2_00009_0100_055_1_20kbp_partitions.nex","expA2_00009_0100_055_1_20kbp_output_alignment"
"1856",56,100,9,1,20000,"expA2_00009_0100_056_1_20kbp","JC",NA,"DNA","expA2_00009_0100_056_1_20kbp_random_trees.phy","expA2_00009_0100_056_1_20kbp_partitions.nex","expA2_00009_0100_056_1_20kbp_output_alignment"
"1857",57,100,9,1,20000,"expA2_00009_0100_057_1_20kbp","JC",NA,"DNA","expA2_00009_0100_057_1_20kbp_random_trees.phy","expA2_00009_0100_057_1_20kbp_partitions.nex","expA2_00009_0100_057_1_20kbp_output_alignment"
"1858",58,100,9,1,20000,"expA2_00009_0100_058_1_20kbp","JC",NA,"DNA","expA2_00009_0100_058_1_20kbp_random_trees.phy","expA2_00009_0100_058_1_20kbp_partitions.nex","expA2_00009_0100_058_1_20kbp_output_alignment"
"1859",59,100,9,1,20000,"expA2_00009_0100_059_1_20kbp","JC",NA,"DNA","expA2_00009_0100_059_1_20kbp_random_trees.phy","expA2_00009_0100_059_1_20kbp_partitions.nex","expA2_00009_0100_059_1_20kbp_output_alignment"
"1860",60,100,9,1,20000,"expA2_00009_0100_060_1_20kbp","JC",NA,"DNA","expA2_00009_0100_060_1_20kbp_random_trees.phy","expA2_00009_0100_060_1_20kbp_partitions.nex","expA2_00009_0100_060_1_20kbp_output_alignment"
"1861",61,100,9,1,20000,"expA2_00009_0100_061_1_20kbp","JC",NA,"DNA","expA2_00009_0100_061_1_20kbp_random_trees.phy","expA2_00009_0100_061_1_20kbp_partitions.nex","expA2_00009_0100_061_1_20kbp_output_alignment"
"1862",62,100,9,1,20000,"expA2_00009_0100_062_1_20kbp","JC",NA,"DNA","expA2_00009_0100_062_1_20kbp_random_trees.phy","expA2_00009_0100_062_1_20kbp_partitions.nex","expA2_00009_0100_062_1_20kbp_output_alignment"
"1863",63,100,9,1,20000,"expA2_00009_0100_063_1_20kbp","JC",NA,"DNA","expA2_00009_0100_063_1_20kbp_random_trees.phy","expA2_00009_0100_063_1_20kbp_partitions.nex","expA2_00009_0100_063_1_20kbp_output_alignment"
"1864",64,100,9,1,20000,"expA2_00009_0100_064_1_20kbp","JC",NA,"DNA","expA2_00009_0100_064_1_20kbp_random_trees.phy","expA2_00009_0100_064_1_20kbp_partitions.nex","expA2_00009_0100_064_1_20kbp_output_alignment"
"1865",65,100,9,1,20000,"expA2_00009_0100_065_1_20kbp","JC",NA,"DNA","expA2_00009_0100_065_1_20kbp_random_trees.phy","expA2_00009_0100_065_1_20kbp_partitions.nex","expA2_00009_0100_065_1_20kbp_output_alignment"
"1866",66,100,9,1,20000,"expA2_00009_0100_066_1_20kbp","JC",NA,"DNA","expA2_00009_0100_066_1_20kbp_random_trees.phy","expA2_00009_0100_066_1_20kbp_partitions.nex","expA2_00009_0100_066_1_20kbp_output_alignment"
"1867",67,100,9,1,20000,"expA2_00009_0100_067_1_20kbp","JC",NA,"DNA","expA2_00009_0100_067_1_20kbp_random_trees.phy","expA2_00009_0100_067_1_20kbp_partitions.nex","expA2_00009_0100_067_1_20kbp_output_alignment"
"1868",68,100,9,1,20000,"expA2_00009_0100_068_1_20kbp","JC",NA,"DNA","expA2_00009_0100_068_1_20kbp_random_trees.phy","expA2_00009_0100_068_1_20kbp_partitions.nex","expA2_00009_0100_068_1_20kbp_output_alignment"
"1869",69,100,9,1,20000,"expA2_00009_0100_069_1_20kbp","JC",NA,"DNA","expA2_00009_0100_069_1_20kbp_random_trees.phy","expA2_00009_0100_069_1_20kbp_partitions.nex","expA2_00009_0100_069_1_20kbp_output_alignment"
"1870",70,100,9,1,20000,"expA2_00009_0100_070_1_20kbp","JC",NA,"DNA","expA2_00009_0100_070_1_20kbp_random_trees.phy","expA2_00009_0100_070_1_20kbp_partitions.nex","expA2_00009_0100_070_1_20kbp_output_alignment"
"1871",71,100,9,1,20000,"expA2_00009_0100_071_1_20kbp","JC",NA,"DNA","expA2_00009_0100_071_1_20kbp_random_trees.phy","expA2_00009_0100_071_1_20kbp_partitions.nex","expA2_00009_0100_071_1_20kbp_output_alignment"
"1872",72,100,9,1,20000,"expA2_00009_0100_072_1_20kbp","JC",NA,"DNA","expA2_00009_0100_072_1_20kbp_random_trees.phy","expA2_00009_0100_072_1_20kbp_partitions.nex","expA2_00009_0100_072_1_20kbp_output_alignment"
"1873",73,100,9,1,20000,"expA2_00009_0100_073_1_20kbp","JC",NA,"DNA","expA2_00009_0100_073_1_20kbp_random_trees.phy","expA2_00009_0100_073_1_20kbp_partitions.nex","expA2_00009_0100_073_1_20kbp_output_alignment"
"1874",74,100,9,1,20000,"expA2_00009_0100_074_1_20kbp","JC",NA,"DNA","expA2_00009_0100_074_1_20kbp_random_trees.phy","expA2_00009_0100_074_1_20kbp_partitions.nex","expA2_00009_0100_074_1_20kbp_output_alignment"
"1875",75,100,9,1,20000,"expA2_00009_0100_075_1_20kbp","JC",NA,"DNA","expA2_00009_0100_075_1_20kbp_random_trees.phy","expA2_00009_0100_075_1_20kbp_partitions.nex","expA2_00009_0100_075_1_20kbp_output_alignment"
"1876",76,100,9,1,20000,"expA2_00009_0100_076_1_20kbp","JC",NA,"DNA","expA2_00009_0100_076_1_20kbp_random_trees.phy","expA2_00009_0100_076_1_20kbp_partitions.nex","expA2_00009_0100_076_1_20kbp_output_alignment"
"1877",77,100,9,1,20000,"expA2_00009_0100_077_1_20kbp","JC",NA,"DNA","expA2_00009_0100_077_1_20kbp_random_trees.phy","expA2_00009_0100_077_1_20kbp_partitions.nex","expA2_00009_0100_077_1_20kbp_output_alignment"
"1878",78,100,9,1,20000,"expA2_00009_0100_078_1_20kbp","JC",NA,"DNA","expA2_00009_0100_078_1_20kbp_random_trees.phy","expA2_00009_0100_078_1_20kbp_partitions.nex","expA2_00009_0100_078_1_20kbp_output_alignment"
"1879",79,100,9,1,20000,"expA2_00009_0100_079_1_20kbp","JC",NA,"DNA","expA2_00009_0100_079_1_20kbp_random_trees.phy","expA2_00009_0100_079_1_20kbp_partitions.nex","expA2_00009_0100_079_1_20kbp_output_alignment"
"1880",80,100,9,1,20000,"expA2_00009_0100_080_1_20kbp","JC",NA,"DNA","expA2_00009_0100_080_1_20kbp_random_trees.phy","expA2_00009_0100_080_1_20kbp_partitions.nex","expA2_00009_0100_080_1_20kbp_output_alignment"
"1881",81,100,9,1,20000,"expA2_00009_0100_081_1_20kbp","JC",NA,"DNA","expA2_00009_0100_081_1_20kbp_random_trees.phy","expA2_00009_0100_081_1_20kbp_partitions.nex","expA2_00009_0100_081_1_20kbp_output_alignment"
"1882",82,100,9,1,20000,"expA2_00009_0100_082_1_20kbp","JC",NA,"DNA","expA2_00009_0100_082_1_20kbp_random_trees.phy","expA2_00009_0100_082_1_20kbp_partitions.nex","expA2_00009_0100_082_1_20kbp_output_alignment"
"1883",83,100,9,1,20000,"expA2_00009_0100_083_1_20kbp","JC",NA,"DNA","expA2_00009_0100_083_1_20kbp_random_trees.phy","expA2_00009_0100_083_1_20kbp_partitions.nex","expA2_00009_0100_083_1_20kbp_output_alignment"
"1884",84,100,9,1,20000,"expA2_00009_0100_084_1_20kbp","JC",NA,"DNA","expA2_00009_0100_084_1_20kbp_random_trees.phy","expA2_00009_0100_084_1_20kbp_partitions.nex","expA2_00009_0100_084_1_20kbp_output_alignment"
"1885",85,100,9,1,20000,"expA2_00009_0100_085_1_20kbp","JC",NA,"DNA","expA2_00009_0100_085_1_20kbp_random_trees.phy","expA2_00009_0100_085_1_20kbp_partitions.nex","expA2_00009_0100_085_1_20kbp_output_alignment"
"1886",86,100,9,1,20000,"expA2_00009_0100_086_1_20kbp","JC",NA,"DNA","expA2_00009_0100_086_1_20kbp_random_trees.phy","expA2_00009_0100_086_1_20kbp_partitions.nex","expA2_00009_0100_086_1_20kbp_output_alignment"
"1887",87,100,9,1,20000,"expA2_00009_0100_087_1_20kbp","JC",NA,"DNA","expA2_00009_0100_087_1_20kbp_random_trees.phy","expA2_00009_0100_087_1_20kbp_partitions.nex","expA2_00009_0100_087_1_20kbp_output_alignment"
"1888",88,100,9,1,20000,"expA2_00009_0100_088_1_20kbp","JC",NA,"DNA","expA2_00009_0100_088_1_20kbp_random_trees.phy","expA2_00009_0100_088_1_20kbp_partitions.nex","expA2_00009_0100_088_1_20kbp_output_alignment"
"1889",89,100,9,1,20000,"expA2_00009_0100_089_1_20kbp","JC",NA,"DNA","expA2_00009_0100_089_1_20kbp_random_trees.phy","expA2_00009_0100_089_1_20kbp_partitions.nex","expA2_00009_0100_089_1_20kbp_output_alignment"
"1890",90,100,9,1,20000,"expA2_00009_0100_090_1_20kbp","JC",NA,"DNA","expA2_00009_0100_090_1_20kbp_random_trees.phy","expA2_00009_0100_090_1_20kbp_partitions.nex","expA2_00009_0100_090_1_20kbp_output_alignment"
"1891",91,100,9,1,20000,"expA2_00009_0100_091_1_20kbp","JC",NA,"DNA","expA2_00009_0100_091_1_20kbp_random_trees.phy","expA2_00009_0100_091_1_20kbp_partitions.nex","expA2_00009_0100_091_1_20kbp_output_alignment"
"1892",92,100,9,1,20000,"expA2_00009_0100_092_1_20kbp","JC",NA,"DNA","expA2_00009_0100_092_1_20kbp_random_trees.phy","expA2_00009_0100_092_1_20kbp_partitions.nex","expA2_00009_0100_092_1_20kbp_output_alignment"
"1893",93,100,9,1,20000,"expA2_00009_0100_093_1_20kbp","JC",NA,"DNA","expA2_00009_0100_093_1_20kbp_random_trees.phy","expA2_00009_0100_093_1_20kbp_partitions.nex","expA2_00009_0100_093_1_20kbp_output_alignment"
"1894",94,100,9,1,20000,"expA2_00009_0100_094_1_20kbp","JC",NA,"DNA","expA2_00009_0100_094_1_20kbp_random_trees.phy","expA2_00009_0100_094_1_20kbp_partitions.nex","expA2_00009_0100_094_1_20kbp_output_alignment"
"1895",95,100,9,1,20000,"expA2_00009_0100_095_1_20kbp","JC",NA,"DNA","expA2_00009_0100_095_1_20kbp_random_trees.phy","expA2_00009_0100_095_1_20kbp_partitions.nex","expA2_00009_0100_095_1_20kbp_output_alignment"
"1896",96,100,9,1,20000,"expA2_00009_0100_096_1_20kbp","JC",NA,"DNA","expA2_00009_0100_096_1_20kbp_random_trees.phy","expA2_00009_0100_096_1_20kbp_partitions.nex","expA2_00009_0100_096_1_20kbp_output_alignment"
"1897",97,100,9,1,20000,"expA2_00009_0100_097_1_20kbp","JC",NA,"DNA","expA2_00009_0100_097_1_20kbp_random_trees.phy","expA2_00009_0100_097_1_20kbp_partitions.nex","expA2_00009_0100_097_1_20kbp_output_alignment"
"1898",98,100,9,1,20000,"expA2_00009_0100_098_1_20kbp","JC",NA,"DNA","expA2_00009_0100_098_1_20kbp_random_trees.phy","expA2_00009_0100_098_1_20kbp_partitions.nex","expA2_00009_0100_098_1_20kbp_output_alignment"
"1899",99,100,9,1,20000,"expA2_00009_0100_099_1_20kbp","JC",NA,"DNA","expA2_00009_0100_099_1_20kbp_random_trees.phy","expA2_00009_0100_099_1_20kbp_partitions.nex","expA2_00009_0100_099_1_20kbp_output_alignment"
"1900",100,100,9,1,20000,"expA2_00009_0100_100_1_20kbp","JC",NA,"DNA","expA2_00009_0100_100_1_20kbp_random_trees.phy","expA2_00009_0100_100_1_20kbp_partitions.nex","expA2_00009_0100_100_1_20kbp_output_alignment"
"1901",1,100,10,1,20000,"expA2_00010_0100_001_1_20kbp","JC",NA,"DNA","expA2_00010_0100_001_1_20kbp_random_trees.phy","expA2_00010_0100_001_1_20kbp_partitions.nex","expA2_00010_0100_001_1_20kbp_output_alignment"
"1902",2,100,10,1,20000,"expA2_00010_0100_002_1_20kbp","JC",NA,"DNA","expA2_00010_0100_002_1_20kbp_random_trees.phy","expA2_00010_0100_002_1_20kbp_partitions.nex","expA2_00010_0100_002_1_20kbp_output_alignment"
"1903",3,100,10,1,20000,"expA2_00010_0100_003_1_20kbp","JC",NA,"DNA","expA2_00010_0100_003_1_20kbp_random_trees.phy","expA2_00010_0100_003_1_20kbp_partitions.nex","expA2_00010_0100_003_1_20kbp_output_alignment"
"1904",4,100,10,1,20000,"expA2_00010_0100_004_1_20kbp","JC",NA,"DNA","expA2_00010_0100_004_1_20kbp_random_trees.phy","expA2_00010_0100_004_1_20kbp_partitions.nex","expA2_00010_0100_004_1_20kbp_output_alignment"
"1905",5,100,10,1,20000,"expA2_00010_0100_005_1_20kbp","JC",NA,"DNA","expA2_00010_0100_005_1_20kbp_random_trees.phy","expA2_00010_0100_005_1_20kbp_partitions.nex","expA2_00010_0100_005_1_20kbp_output_alignment"
"1906",6,100,10,1,20000,"expA2_00010_0100_006_1_20kbp","JC",NA,"DNA","expA2_00010_0100_006_1_20kbp_random_trees.phy","expA2_00010_0100_006_1_20kbp_partitions.nex","expA2_00010_0100_006_1_20kbp_output_alignment"
"1907",7,100,10,1,20000,"expA2_00010_0100_007_1_20kbp","JC",NA,"DNA","expA2_00010_0100_007_1_20kbp_random_trees.phy","expA2_00010_0100_007_1_20kbp_partitions.nex","expA2_00010_0100_007_1_20kbp_output_alignment"
"1908",8,100,10,1,20000,"expA2_00010_0100_008_1_20kbp","JC",NA,"DNA","expA2_00010_0100_008_1_20kbp_random_trees.phy","expA2_00010_0100_008_1_20kbp_partitions.nex","expA2_00010_0100_008_1_20kbp_output_alignment"
"1909",9,100,10,1,20000,"expA2_00010_0100_009_1_20kbp","JC",NA,"DNA","expA2_00010_0100_009_1_20kbp_random_trees.phy","expA2_00010_0100_009_1_20kbp_partitions.nex","expA2_00010_0100_009_1_20kbp_output_alignment"
"1910",10,100,10,1,20000,"expA2_00010_0100_010_1_20kbp","JC",NA,"DNA","expA2_00010_0100_010_1_20kbp_random_trees.phy","expA2_00010_0100_010_1_20kbp_partitions.nex","expA2_00010_0100_010_1_20kbp_output_alignment"
"1911",11,100,10,1,20000,"expA2_00010_0100_011_1_20kbp","JC",NA,"DNA","expA2_00010_0100_011_1_20kbp_random_trees.phy","expA2_00010_0100_011_1_20kbp_partitions.nex","expA2_00010_0100_011_1_20kbp_output_alignment"
"1912",12,100,10,1,20000,"expA2_00010_0100_012_1_20kbp","JC",NA,"DNA","expA2_00010_0100_012_1_20kbp_random_trees.phy","expA2_00010_0100_012_1_20kbp_partitions.nex","expA2_00010_0100_012_1_20kbp_output_alignment"
"1913",13,100,10,1,20000,"expA2_00010_0100_013_1_20kbp","JC",NA,"DNA","expA2_00010_0100_013_1_20kbp_random_trees.phy","expA2_00010_0100_013_1_20kbp_partitions.nex","expA2_00010_0100_013_1_20kbp_output_alignment"
"1914",14,100,10,1,20000,"expA2_00010_0100_014_1_20kbp","JC",NA,"DNA","expA2_00010_0100_014_1_20kbp_random_trees.phy","expA2_00010_0100_014_1_20kbp_partitions.nex","expA2_00010_0100_014_1_20kbp_output_alignment"
"1915",15,100,10,1,20000,"expA2_00010_0100_015_1_20kbp","JC",NA,"DNA","expA2_00010_0100_015_1_20kbp_random_trees.phy","expA2_00010_0100_015_1_20kbp_partitions.nex","expA2_00010_0100_015_1_20kbp_output_alignment"
"1916",16,100,10,1,20000,"expA2_00010_0100_016_1_20kbp","JC",NA,"DNA","expA2_00010_0100_016_1_20kbp_random_trees.phy","expA2_00010_0100_016_1_20kbp_partitions.nex","expA2_00010_0100_016_1_20kbp_output_alignment"
