"X","row_id","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file","num_resolved_quartets","num_partly_resolved_quartets","num_unresolved_quartets","total_num_quartets","proportion_resolved_quartets","quartet_treeness_min","quartet_treeness_1st_qu","quartet_treeness_median","quartet_treeness_mean","quartet_treeness_3rd_qu","quartet_treeness_max","quartet_treeness_num_sampled_quartets","quartet_treeness_total_num_quartets"
1313,1313,3,10,2,0.1,"expB1_00002_0010_003_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_003_0.1/expB1_00002_0010_003_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_003_0.1/expB1_00002_0010_003_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_003_0.1/expB1_00002_0010_003_0.1_output_alignment.fa",249,1,0,250,0.996,0.0745567104095496,0.153779391608979,0.195159522800547,0.208080009380881,0.253741383956746,0.357772901224221,210,210
2563,2563,3,10,2,1,"expB1_00002_0010_003_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_003_1/expB1_00002_0010_003_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_003_1/expB1_00002_0010_003_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_003_1/expB1_00002_0010_003_1_output_alignment.fa",250,0,0,250,1,0.0164445908366771,0.104096691637272,0.173069590789901,0.209616596096222,0.328835107964219,0.475054545313956,210,210
64,64,4,10,2,0.01,"expB1_00002_0010_004_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_004_0.01/expB1_00002_0010_004_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_004_0.01/expB1_00002_0010_004_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_004_0.01/expB1_00002_0010_004_0.01_output_alignment.fa",250,0,0,250,1,0.0559118982996195,0.121973272859489,0.227890581645071,0.218669113882584,0.277343484064207,0.48692537762909,210,210
1314,1314,4,10,2,0.1,"expB1_00002_0010_004_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_004_0.1/expB1_00002_0010_004_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_004_0.1/expB1_00002_0010_004_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_004_0.1/expB1_00002_0010_004_0.1_output_alignment.fa",248,2,0,250,0.992,0.0841727093476436,0.191870505108746,0.260691449675622,0.289220470648383,0.36532397423813,0.710972913966393,210,210
2564,2564,4,10,2,1,"expB1_00002_0010_004_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_004_1/expB1_00002_0010_004_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_004_1/expB1_00002_0010_004_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_004_1/expB1_00002_0010_004_1_output_alignment.fa",233,8,9,250,0.932,0.0214905152258195,0.14054212416127,0.194629929524233,0.207861237761357,0.265002986753539,0.474858514166725,210,210
65,65,5,10,2,0.01,"expB1_00002_0010_005_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_005_0.01/expB1_00002_0010_005_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_005_0.01/expB1_00002_0010_005_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_005_0.01/expB1_00002_0010_005_0.01_output_alignment.fa",249,1,0,250,0.996,0.0642864280823485,0.124529572317043,0.15600950625592,0.168602286237593,0.213887066466658,0.324808011300228,210,210
1315,1315,5,10,2,0.1,"expB1_00002_0010_005_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_005_0.1/expB1_00002_0010_005_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_005_0.1/expB1_00002_0010_005_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_005_0.1/expB1_00002_0010_005_0.1_output_alignment.fa",248,0,2,250,0.992,0.0449100103250788,0.0845288903600659,0.236935794934892,0.212580946989657,0.300781039167864,0.509934800246305,210,210
2565,2565,5,10,2,1,"expB1_00002_0010_005_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_005_1/expB1_00002_0010_005_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_005_1/expB1_00002_0010_005_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_005_1/expB1_00002_0010_005_1_output_alignment.fa",157,47,46,250,0.628,0.0537465232330132,0.316451206022638,0.527107793139789,0.469462073678349,0.597593797200126,0.718082425790635,210,210
66,66,6,10,2,0.01,"expB1_00002_0010_006_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_006_0.01/expB1_00002_0010_006_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_006_0.01/expB1_00002_0010_006_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_006_0.01/expB1_00002_0010_006_0.01_output_alignment.fa",241,0,9,250,0.964,0.0797695295567125,0.287847650543685,0.376754778289995,0.394336998779712,0.526473742115502,0.680896887513989,210,210
1316,1316,6,10,2,0.1,"expB1_00002_0010_006_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_006_0.1/expB1_00002_0010_006_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_006_0.1/expB1_00002_0010_006_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_006_0.1/expB1_00002_0010_006_0.1_output_alignment.fa",250,0,0,250,1,0.0698310158019293,0.124974030631944,0.15725547305586,0.164001976368509,0.201229769608827,0.30240580149207,210,210
2566,2566,6,10,2,1,"expB1_00002_0010_006_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_006_1/expB1_00002_0010_006_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_006_1/expB1_00002_0010_006_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_006_1/expB1_00002_0010_006_1_output_alignment.fa",250,0,0,250,1,0.080620224785234,0.113498702000059,0.20831472553279,0.204134303725054,0.256567597938004,0.522672106999261,210,210
67,67,7,10,2,0.01,"expB1_00002_0010_007_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_007_0.01/expB1_00002_0010_007_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_007_0.01/expB1_00002_0010_007_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_007_0.01/expB1_00002_0010_007_0.01_output_alignment.fa",250,0,0,250,1,0.0716700610702661,0.179529959733305,0.347352938217808,0.308615400084367,0.427215788692755,0.550856870536757,210,210
1317,1317,7,10,2,0.1,"expB1_00002_0010_007_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_007_0.1/expB1_00002_0010_007_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_007_0.1/expB1_00002_0010_007_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_007_0.1/expB1_00002_0010_007_0.1_output_alignment.fa",250,0,0,250,1,0.0512694135780132,0.187762876217026,0.31858453036287,0.299629021796899,0.430350302937104,0.611786470655755,210,210
2567,2567,7,10,2,1,"expB1_00002_0010_007_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_007_1/expB1_00002_0010_007_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_007_1/expB1_00002_0010_007_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_007_1/expB1_00002_0010_007_1_output_alignment.fa",242,5,3,250,0.968,0.113779590738469,0.212736964196903,0.289994996870829,0.296960736051507,0.358370616669512,0.640355415815326,210,210
68,68,8,10,2,0.01,"expB1_00002_0010_008_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_008_0.01/expB1_00002_0010_008_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_008_0.01/expB1_00002_0010_008_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_008_0.01/expB1_00002_0010_008_0.01_output_alignment.fa",248,2,0,250,0.992,2.57236240659855e-05,0.156042101488805,0.190028847621144,0.199474934388373,0.25533861378089,0.381478169530346,210,210
1318,1318,8,10,2,0.1,"expB1_00002_0010_008_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_008_0.1/expB1_00002_0010_008_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_008_0.1/expB1_00002_0010_008_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_008_0.1/expB1_00002_0010_008_0.1_output_alignment.fa",250,0,0,250,1,0.0604495278565884,0.149291504028678,0.207623077300703,0.236839530067203,0.301940214958265,0.570723624289998,210,210
2568,2568,8,10,2,1,"expB1_00002_0010_008_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_008_1/expB1_00002_0010_008_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_008_1/expB1_00002_0010_008_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_008_1/expB1_00002_0010_008_1_output_alignment.fa",182,32,36,250,0.728,0.127650889705241,0.278971066830988,0.373087161570056,0.382769318871287,0.46418330559664,0.699807642817919,210,210
69,69,9,10,2,0.01,"expB1_00002_0010_009_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_009_0.01/expB1_00002_0010_009_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_009_0.01/expB1_00002_0010_009_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_009_0.01/expB1_00002_0010_009_0.01_output_alignment.fa",250,0,0,250,1,0.06170905126493,0.214584187957357,0.282475199036956,0.289076513366114,0.371819668159813,0.511926303641043,210,210
1319,1319,9,10,2,0.1,"expB1_00002_0010_009_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_009_0.1/expB1_00002_0010_009_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_009_0.1/expB1_00002_0010_009_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_009_0.1/expB1_00002_0010_009_0.1_output_alignment.fa",250,0,0,250,1,0.0410729056140901,0.119367601197035,0.168597250690949,0.178648284185698,0.224743561327016,0.466195936020541,210,210
2569,2569,9,10,2,1,"expB1_00002_0010_009_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_009_1/expB1_00002_0010_009_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_009_1/expB1_00002_0010_009_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_009_1/expB1_00002_0010_009_1_output_alignment.fa",247,0,3,250,0.988,0.0182628865356112,0.243408379830476,0.302506224939442,0.304430565489903,0.372133643934863,0.585669638719683,210,210
70,70,10,10,2,0.01,"expB1_00002_0010_010_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_010_0.01/expB1_00002_0010_010_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_010_0.01/expB1_00002_0010_010_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_010_0.01/expB1_00002_0010_010_0.01_output_alignment.fa",249,1,0,250,0.996,0.0564716342799966,0.176389035799113,0.232403139035977,0.232682286114739,0.27594256549458,0.404042398644996,210,210
1320,1320,10,10,2,0.1,"expB1_00002_0010_010_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_010_0.1/expB1_00002_0010_010_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_010_0.1/expB1_00002_0010_010_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_010_0.1/expB1_00002_0010_010_0.1_output_alignment.fa",248,2,0,250,0.992,0.135524061652368,0.192051890536933,0.24344867455718,0.264461543809628,0.334115779652169,0.455966816924708,210,210
2570,2570,10,10,2,1,"expB1_00002_0010_010_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_010_1/expB1_00002_0010_010_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_010_1/expB1_00002_0010_010_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0010_010_1/expB1_00002_0010_010_1_output_alignment.fa",236,5,9,250,0.944,0.0779897699559312,0.281759818958567,0.424763848343912,0.410968873152488,0.52919336101015,0.751213111229566,210,210
71,71,1,20,2,0.01,"expB1_00002_0020_001_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_001_0.01/expB1_00002_0020_001_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_001_0.01/expB1_00002_0020_001_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_001_0.01/expB1_00002_0020_001_0.01_output_alignment.fa",495,5,0,500,0.99,0.0251457638056416,0.0854731025073589,0.112744961483536,0.137393793480506,0.166200028704074,0.5267451622451,500,4845
1321,1321,1,20,2,0.1,"expB1_00002_0020_001_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_001_0.1/expB1_00002_0020_001_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_001_0.1/expB1_00002_0020_001_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_001_0.1/expB1_00002_0020_001_0.1_output_alignment.fa",500,0,0,500,1,0.0255082396166042,0.137735950970197,0.203731387596617,0.21710184521338,0.275741348619217,0.634185350084941,500,4845
2571,2571,1,20,2,1,"expB1_00002_0020_001_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_001_1/expB1_00002_0020_001_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_001_1/expB1_00002_0020_001_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_001_1/expB1_00002_0020_001_1_output_alignment.fa",490,4,6,500,0.98,0.00877711845852509,0.121889662461546,0.17829527771901,0.219228814570994,0.288482110302307,0.741133213719598,500,4845
72,72,2,20,2,0.01,"expB1_00002_0020_002_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_002_0.01/expB1_00002_0020_002_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_002_0.01/expB1_00002_0020_002_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_002_0.01/expB1_00002_0020_002_0.01_output_alignment.fa",498,2,0,500,0.996,0.0336305606643785,0.111526536143457,0.159167936955479,0.172900064462254,0.229250358683191,0.503889583268172,500,4845
1322,1322,2,20,2,0.1,"expB1_00002_0020_002_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_002_0.1/expB1_00002_0020_002_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_002_0.1/expB1_00002_0020_002_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_002_0.1/expB1_00002_0020_002_0.1_output_alignment.fa",500,0,0,500,1,0.020045498260396,0.174029034405836,0.252595488001344,0.261559271075613,0.331440469944415,0.55562438778094,500,4845
2572,2572,2,20,2,1,"expB1_00002_0020_002_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_002_1/expB1_00002_0020_002_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_002_1/expB1_00002_0020_002_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_002_1/expB1_00002_0020_002_1_output_alignment.fa",490,4,6,500,0.98,0.0248110538748194,0.115050858305386,0.182649188638407,0.212296642391242,0.293646491868003,0.626993496159225,500,4845
73,73,3,20,2,0.01,"expB1_00002_0020_003_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_003_0.01/expB1_00002_0020_003_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_003_0.01/expB1_00002_0020_003_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_003_0.01/expB1_00002_0020_003_0.01_output_alignment.fa",499,1,0,500,0.998,0.0495580223015159,0.187230646117923,0.279768601880419,0.283860929298075,0.359606389558586,0.721808976322788,500,4845
1323,1323,3,20,2,0.1,"expB1_00002_0020_003_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_003_0.1/expB1_00002_0020_003_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_003_0.1/expB1_00002_0020_003_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_003_0.1/expB1_00002_0020_003_0.1_output_alignment.fa",499,1,0,500,0.998,0.0390162483899771,0.13976075815041,0.187685433510413,0.197299501710105,0.236931540772124,0.571486573341332,500,4845
2573,2573,3,20,2,1,"expB1_00002_0020_003_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_003_1/expB1_00002_0020_003_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_003_1/expB1_00002_0020_003_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_003_1/expB1_00002_0020_003_1_output_alignment.fa",478,11,11,500,0.956,0.0272492379609177,0.132128089631355,0.206320387301764,0.219186378037504,0.290829613534361,0.618948758840031,500,4845
74,74,4,20,2,0.01,"expB1_00002_0020_004_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_004_0.01/expB1_00002_0020_004_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_004_0.01/expB1_00002_0020_004_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_004_0.01/expB1_00002_0020_004_0.01_output_alignment.fa",498,2,0,500,0.996,0.0432977142358733,0.143396776173008,0.190790298444486,0.211650837365929,0.279258005073315,0.61717368676927,500,4845
1324,1324,4,20,2,0.1,"expB1_00002_0020_004_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_004_0.1/expB1_00002_0020_004_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_004_0.1/expB1_00002_0020_004_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_004_0.1/expB1_00002_0020_004_0.1_output_alignment.fa",497,3,0,500,0.994,0.0265245414862027,0.121158520495534,0.177840392069022,0.190610290676612,0.24692011914748,0.598236511564684,500,4845
2574,2574,4,20,2,1,"expB1_00002_0020_004_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_004_1/expB1_00002_0020_004_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_004_1/expB1_00002_0020_004_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_004_1/expB1_00002_0020_004_1_output_alignment.fa",482,8,10,500,0.964,0.0249279335681271,0.203703141846233,0.271448431099193,0.28651308235282,0.355587977144526,0.688204118801252,500,4845
75,75,5,20,2,0.01,"expB1_00002_0020_005_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_005_0.01/expB1_00002_0020_005_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_005_0.01/expB1_00002_0020_005_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_005_0.01/expB1_00002_0020_005_0.01_output_alignment.fa",494,6,0,500,0.988,0.0412616232738644,0.217997425890839,0.293363612805398,0.300278265510478,0.375278208740581,0.641299871700178,500,4845
1325,1325,5,20,2,0.1,"expB1_00002_0020_005_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_005_0.1/expB1_00002_0020_005_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_005_0.1/expB1_00002_0020_005_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_005_0.1/expB1_00002_0020_005_0.1_output_alignment.fa",500,0,0,500,1,0.0497400484045458,0.255758545332669,0.356758957773031,0.344809106887362,0.436842999494123,0.647587841250663,500,4845
2575,2575,5,20,2,1,"expB1_00002_0020_005_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_005_1/expB1_00002_0020_005_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_005_1/expB1_00002_0020_005_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_005_1/expB1_00002_0020_005_1_output_alignment.fa",496,4,0,500,0.992,0.0289849034706464,0.132172968238183,0.188002786266483,0.198330127567295,0.253014314260862,0.497247385532028,500,4845
76,76,6,20,2,0.01,"expB1_00002_0020_006_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_006_0.01/expB1_00002_0020_006_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_006_0.01/expB1_00002_0020_006_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_006_0.01/expB1_00002_0020_006_0.01_output_alignment.fa",497,3,0,500,0.994,0.0349803692432223,0.211021113706546,0.302841608182941,0.298869473731216,0.384797387912022,0.638743021228423,500,4845
1326,1326,6,20,2,0.1,"expB1_00002_0020_006_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_006_0.1/expB1_00002_0020_006_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_006_0.1/expB1_00002_0020_006_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00002_0020_006_0.1/expB1_00002_0020_006_0.1_output_alignment.fa",499,1,0,500,0.998,0.0475114187978391,0.226386848875349,0.309407537959553,0.318539429673407,0.4126690738692,0.599924824850058,500,4845
