"X","row_id","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file","num_resolved_quartets","num_partly_resolved_quartets","num_unresolved_quartets","total_num_quartets","proportion_resolved_quartets","quartet_treeness_min","quartet_treeness_1st_qu","quartet_treeness_median","quartet_treeness_mean","quartet_treeness_3rd_qu","quartet_treeness_max","quartet_treeness_num_sampled_quartets","quartet_treeness_total_num_quartets"
3077,3077,7,20,80,1,"expB1_00080_0020_007_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_007_1/expB1_00080_0020_007_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_007_1/expB1_00080_0020_007_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_007_1/expB1_00080_0020_007_1_output_alignment.fa",413,49,38,500,0.826,0.0159055162214023,0.0369433326119628,0.0491714627234637,0.0540572164379086,0.0696259891061574,0.134416613091533,500,4845
578,578,8,20,80,0.01,"expB1_00080_0020_008_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_008_0.01/expB1_00080_0020_008_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_008_0.01/expB1_00080_0020_008_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_008_0.01/expB1_00080_0020_008_0.01_output_alignment.fa",493,7,0,500,0.986,0.0224529936987362,0.052266194415401,0.0784932366973214,0.0862073974203004,0.108118705975512,0.215713113254375,500,4845
1828,1828,8,20,80,0.1,"expB1_00080_0020_008_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_008_0.1/expB1_00080_0020_008_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_008_0.1/expB1_00080_0020_008_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_008_0.1/expB1_00080_0020_008_0.1_output_alignment.fa",492,8,0,500,0.984,0.0266507442965653,0.0447098398157212,0.071132054156433,0.0733095079913896,0.0955000705449989,0.176070831891986,500,4845
3078,3078,8,20,80,1,"expB1_00080_0020_008_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_008_1/expB1_00080_0020_008_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_008_1/expB1_00080_0020_008_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_008_1/expB1_00080_0020_008_1_output_alignment.fa",374,72,54,500,0.748,0.0271132661573878,0.0438724393534621,0.0579026861514599,0.0632936280723043,0.0782815279757701,0.140879862308382,500,4845
579,579,9,20,80,0.01,"expB1_00080_0020_009_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_009_0.01/expB1_00080_0020_009_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_009_0.01/expB1_00080_0020_009_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_009_0.01/expB1_00080_0020_009_0.01_output_alignment.fa",490,10,0,500,0.98,0.0223345261301027,0.0622412699238121,0.0901421457332623,0.0922989156753136,0.111300991528889,0.244826861352246,500,4845
1829,1829,9,20,80,0.1,"expB1_00080_0020_009_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_009_0.1/expB1_00080_0020_009_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_009_0.1/expB1_00080_0020_009_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_009_0.1/expB1_00080_0020_009_0.1_output_alignment.fa",493,7,0,500,0.986,0.0253150618779768,0.0539791285113062,0.074452573660041,0.0744847033166297,0.0903328583724227,0.167221077381555,500,4845
3079,3079,9,20,80,1,"expB1_00080_0020_009_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_009_1/expB1_00080_0020_009_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_009_1/expB1_00080_0020_009_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_009_1/expB1_00080_0020_009_1_output_alignment.fa",395,58,47,500,0.79,0.0129410798287658,0.036950698645645,0.0494401464845865,0.054471124813641,0.0659370136705924,0.133220226424296,500,4845
580,580,10,20,80,0.01,"expB1_00080_0020_010_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_010_0.01/expB1_00080_0020_010_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_010_0.01/expB1_00080_0020_010_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_010_0.01/expB1_00080_0020_010_0.01_output_alignment.fa",484,16,0,500,0.968,0.0288452055915427,0.0647986831161094,0.0945455818008928,0.0997581172096621,0.128910030114646,0.225866546483816,500,4845
1830,1830,10,20,80,0.1,"expB1_00080_0020_010_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_010_0.1/expB1_00080_0020_010_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_010_0.1/expB1_00080_0020_010_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_010_0.1/expB1_00080_0020_010_0.1_output_alignment.fa",494,6,0,500,0.988,0.031092328200272,0.0511467597359601,0.0750004539723337,0.0778127208803732,0.0989932870605355,0.187640985383559,500,4845
3080,3080,10,20,80,1,"expB1_00080_0020_010_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_010_1/expB1_00080_0020_010_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_010_1/expB1_00080_0020_010_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0020_010_1/expB1_00080_0020_010_1_output_alignment.fa",362,55,83,500,0.724,0.0247246474108988,0.0447329930755744,0.0595670261606519,0.0605262414001358,0.0735753074007386,0.135126968360965,500,4845
581,581,1,50,80,0.01,"expB1_00080_0050_001_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_001_0.01/expB1_00080_0050_001_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_001_0.01/expB1_00080_0050_001_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_001_0.01/expB1_00080_0050_001_0.01_output_alignment.fa",1201,47,2,1250,0.9608,0.00974290425669335,0.0241076240909058,0.0396638238576669,0.0490157452128396,0.0716253938178267,0.182587836191499,1250,230300
1831,1831,1,50,80,0.1,"expB1_00080_0050_001_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_001_0.1/expB1_00080_0050_001_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_001_0.1/expB1_00080_0050_001_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_001_0.1/expB1_00080_0050_001_0.1_output_alignment.fa",1227,23,0,1250,0.9816,0.0150834900901538,0.0292422599132416,0.043907591219904,0.0484876279402685,0.0594457132630901,0.198388378988454,1250,230300
3081,3081,1,50,80,1,"expB1_00080_0050_001_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_001_1/expB1_00080_0050_001_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_001_1/expB1_00080_0050_001_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_001_1/expB1_00080_0050_001_1_output_alignment.fa",900,90,260,1250,0.72,0.0191088419871436,0.0318530059607606,0.0484261139372989,0.053978107587824,0.0712571433675637,0.174946294674496,1250,230300
582,582,2,50,80,0.01,"expB1_00080_0050_002_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_002_0.01/expB1_00080_0050_002_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_002_0.01/expB1_00080_0050_002_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_002_0.01/expB1_00080_0050_002_0.01_output_alignment.fa",1212,37,1,1250,0.9696,0.0274056612086854,0.0535655105572415,0.0793707059745018,0.0858768136524467,0.1105015199688,0.257468141236505,1250,230300
1832,1832,2,50,80,0.1,"expB1_00080_0050_002_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_002_0.1/expB1_00080_0050_002_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_002_0.1/expB1_00080_0050_002_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_002_0.1/expB1_00080_0050_002_0.1_output_alignment.fa",1224,26,0,1250,0.9792,0.0180313497772192,0.0320931443677887,0.0443711357649239,0.0505992197035614,0.0640879241003065,0.170877165370817,1250,230300
3082,3082,2,50,80,1,"expB1_00080_0050_002_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_002_1/expB1_00080_0050_002_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_002_1/expB1_00080_0050_002_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_002_1/expB1_00080_0050_002_1_output_alignment.fa",929,132,189,1250,0.7432,0.0175148853247794,0.0372593141777314,0.0511089886185122,0.0545640875494331,0.0710643968795341,0.153875814205016,1250,230300
583,583,3,50,80,0.01,"expB1_00080_0050_003_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_003_0.01/expB1_00080_0050_003_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_003_0.01/expB1_00080_0050_003_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_003_0.01/expB1_00080_0050_003_0.01_output_alignment.fa",1213,37,0,1250,0.9704,0.0105388487912971,0.025890134037688,0.0411312215832557,0.0472688923818122,0.0645307639206182,0.159875510379249,1250,230300
1833,1833,3,50,80,0.1,"expB1_00080_0050_003_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_003_0.1/expB1_00080_0050_003_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_003_0.1/expB1_00080_0050_003_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_003_0.1/expB1_00080_0050_003_0.1_output_alignment.fa",1222,28,0,1250,0.9776,0.0216673479568406,0.037290831403681,0.0535140405086834,0.0587684228584169,0.073056148721394,0.182717602415242,1250,230300
3083,3083,3,50,80,1,"expB1_00080_0050_003_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_003_1/expB1_00080_0050_003_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_003_1/expB1_00080_0050_003_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_003_1/expB1_00080_0050_003_1_output_alignment.fa",879,129,242,1250,0.7032,0.0238629717911113,0.0370463727146751,0.0516316656106761,0.0542636889098333,0.0692337366225146,0.176350556342775,1250,230300
584,584,4,50,80,0.01,"expB1_00080_0050_004_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_004_0.01/expB1_00080_0050_004_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_004_0.01/expB1_00080_0050_004_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_004_0.01/expB1_00080_0050_004_0.01_output_alignment.fa",1219,31,0,1250,0.9752,0.0307884075428354,0.073069797868336,0.103496748452189,0.1087738466258,0.135555614649197,0.293067239204649,1250,230300
1834,1834,4,50,80,0.1,"expB1_00080_0050_004_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_004_0.1/expB1_00080_0050_004_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_004_0.1/expB1_00080_0050_004_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_004_0.1/expB1_00080_0050_004_0.1_output_alignment.fa",1219,30,1,1250,0.9752,0.0187062761087516,0.0322875742258325,0.0477575285211247,0.052982459575887,0.0661836624964667,0.172288356181552,1250,230300
3084,3084,4,50,80,1,"expB1_00080_0050_004_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_004_1/expB1_00080_0050_004_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_004_1/expB1_00080_0050_004_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_004_1/expB1_00080_0050_004_1_output_alignment.fa",887,120,243,1250,0.7096,0.0189612851291461,0.0348091688669585,0.0503840675651892,0.0552720299215759,0.0698437506051004,0.171764481607849,1250,230300
585,585,5,50,80,0.01,"expB1_00080_0050_005_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_005_0.01/expB1_00080_0050_005_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_005_0.01/expB1_00080_0050_005_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_005_0.01/expB1_00080_0050_005_0.01_output_alignment.fa",1228,22,0,1250,0.9824,0.0168395572327392,0.0749585884201033,0.105630121229749,0.11359613327964,0.146857639567722,0.299655448718946,1250,230300
1835,1835,5,50,80,0.1,"expB1_00080_0050_005_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_005_0.1/expB1_00080_0050_005_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_005_0.1/expB1_00080_0050_005_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_005_0.1/expB1_00080_0050_005_0.1_output_alignment.fa",1234,16,0,1250,0.9872,0.0131219810059077,0.0323199925803872,0.0482545380295688,0.0529880818952435,0.0712100300452268,0.161886314989897,1250,230300
3085,3085,5,50,80,1,"expB1_00080_0050_005_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_005_1/expB1_00080_0050_005_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_005_1/expB1_00080_0050_005_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_005_1/expB1_00080_0050_005_1_output_alignment.fa",869,127,254,1250,0.6952,0.0162573458092121,0.0325545320318701,0.0453970616734912,0.0503724817240208,0.0632104468055514,0.14727759311926,1250,230300
586,586,6,50,80,0.01,"expB1_00080_0050_006_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_006_0.01/expB1_00080_0050_006_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_006_0.01/expB1_00080_0050_006_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_006_0.01/expB1_00080_0050_006_0.01_output_alignment.fa",1214,34,2,1250,0.9712,0.0111101538460286,0.0378555140297156,0.0574909372119041,0.0608261885089495,0.0777872782285189,0.2061212709442,1250,230300
1836,1836,6,50,80,0.1,"expB1_00080_0050_006_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_006_0.1/expB1_00080_0050_006_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_006_0.1/expB1_00080_0050_006_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_006_0.1/expB1_00080_0050_006_0.1_output_alignment.fa",1216,34,0,1250,0.9728,0.0167306226203804,0.0298560846848829,0.0447163503769695,0.0510469167856253,0.0669456945217275,0.178867523951894,1250,230300
3086,3086,6,50,80,1,"expB1_00080_0050_006_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_006_1/expB1_00080_0050_006_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_006_1/expB1_00080_0050_006_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_006_1/expB1_00080_0050_006_1_output_alignment.fa",826,87,337,1250,0.6608,0.0206248663476095,0.0308628178017129,0.0469211271166897,0.0524125855780907,0.0683084528018756,0.16918970594681,1250,230300
587,587,7,50,80,0.01,"expB1_00080_0050_007_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_007_0.01/expB1_00080_0050_007_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_007_0.01/expB1_00080_0050_007_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_007_0.01/expB1_00080_0050_007_0.01_output_alignment.fa",1200,46,4,1250,0.96,0.0245924279488378,0.0507275405209314,0.0724417436450914,0.0802899773030268,0.10032282046438,0.258303404471525,1250,230300
1837,1837,7,50,80,0.1,"expB1_00080_0050_007_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_007_0.1/expB1_00080_0050_007_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_007_0.1/expB1_00080_0050_007_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_007_0.1/expB1_00080_0050_007_0.1_output_alignment.fa",1226,24,0,1250,0.9808,0.0110628717536551,0.0249203794089417,0.038882706038058,0.0482568623919769,0.0693541029606881,0.162179874994577,1250,230300
3087,3087,7,50,80,1,"expB1_00080_0050_007_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_007_1/expB1_00080_0050_007_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_007_1/expB1_00080_0050_007_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_007_1/expB1_00080_0050_007_1_output_alignment.fa",893,115,242,1250,0.7144,0.016750599692532,0.0330037385217599,0.0471324814657687,0.0519692847484292,0.0670915895690462,0.148045986237476,1250,230300
588,588,8,50,80,0.01,"expB1_00080_0050_008_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_008_0.01/expB1_00080_0050_008_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_008_0.01/expB1_00080_0050_008_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_008_0.01/expB1_00080_0050_008_0.01_output_alignment.fa",1213,37,0,1250,0.9704,0.0145491143067843,0.0347157594366601,0.0526915027151879,0.0575670778863126,0.0726576934550155,0.23112948226529,1250,230300
1838,1838,8,50,80,0.1,"expB1_00080_0050_008_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_008_0.1/expB1_00080_0050_008_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_008_0.1/expB1_00080_0050_008_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_008_0.1/expB1_00080_0050_008_0.1_output_alignment.fa",1230,20,0,1250,0.984,0.0169481935600489,0.041353744296095,0.0574792528134005,0.0626564221298035,0.0809533933799579,0.185693715834603,1250,230300
3088,3088,8,50,80,1,"expB1_00080_0050_008_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_008_1/expB1_00080_0050_008_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_008_1/expB1_00080_0050_008_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_008_1/expB1_00080_0050_008_1_output_alignment.fa",895,125,230,1250,0.716,0.0209885230827359,0.0343124002097033,0.0511637090550199,0.056744277681251,0.075500557991058,0.163480302603104,1250,230300
589,589,9,50,80,0.01,"expB1_00080_0050_009_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_009_0.01/expB1_00080_0050_009_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_009_0.01/expB1_00080_0050_009_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_009_0.01/expB1_00080_0050_009_0.01_output_alignment.fa",1216,31,3,1250,0.9728,0.0144396744412556,0.0311397503089265,0.0489220218654897,0.0555770679167563,0.0753571494929281,0.191178752397423,1250,230300
1839,1839,9,50,80,0.1,"expB1_00080_0050_009_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_009_0.1/expB1_00080_0050_009_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_009_0.1/expB1_00080_0050_009_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_009_0.1/expB1_00080_0050_009_0.1_output_alignment.fa",1236,14,0,1250,0.9888,0.0183587827866835,0.034804219064805,0.0556701225202587,0.0609333238226426,0.0825420584631311,0.181456062636509,1250,230300
3089,3089,9,50,80,1,"expB1_00080_0050_009_1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_009_1/expB1_00080_0050_009_1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_009_1/expB1_00080_0050_009_1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_009_1/expB1_00080_0050_009_1_output_alignment.fa",882,139,229,1250,0.7056,0.0184612511005815,0.0356613519504819,0.0515157296393083,0.0571827299912826,0.0751428109169666,0.17397793916218,1250,230300
590,590,10,50,80,0.01,"expB1_00080_0050_010_0.01","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_010_0.01/expB1_00080_0050_010_0.01_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_010_0.01/expB1_00080_0050_010_0.01_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_010_0.01/expB1_00080_0050_010_0.01_output_alignment.fa",1188,61,1,1250,0.9504,0.0133268033106311,0.0284652547161382,0.0411220633360337,0.04722034674854,0.0623980188601972,0.16962402682126,1250,230300
1840,1840,10,50,80,0.1,"expB1_00080_0050_010_0.1","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_010_0.1/expB1_00080_0050_010_0.1_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_010_0.1/expB1_00080_0050_010_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B1/expB1_00080_0050_010_0.1/expB1_00080_0050_010_0.1_output_alignment.fa",1228,22,0,1250,0.9824,0.0221158161176898,0.0489836333368155,0.0693631322418844,0.0750219521993215,0.0955476479111697,0.233509985251367,1250,230300
