"num_reps","num_taxa","num_trees","tree_depth","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","uid","st_rt_max_branching_times_min","st_rt_max_branching_times_1st_qu","st_rt_max_branching_times_median","st_rt_max_branching_times_mean","st_rt_max_branching_times_3rd_qu","st_rt_max_branching_times_max","st_rt_tree_height_min","st_rt_tree_height_1st_qu","st_rt_tree_height_median","st_rt_tree_height_mean","st_rt_tree_height_3rd_qu","st_rt_tree_height_max","st_rt_crown_age_min","st_rt_crown_age_1st_qu","st_rt_crown_age_median","st_rt_crown_age_mean","st_rt_crown_age_3rd_qu","st_rt_crown_age_max","st_ext_max_branching_times_min","st_ext_max_branching_times_1st_qu","st_ext_max_branching_times_median","st_ext_max_branching_times_mean","st_ext_max_branching_times_3rd_qu","st_ext_max_branching_times_max","st_ext_tree_height_min","st_ext_tree_height_1st_qu","st_ext_tree_height_median","st_ext_tree_height_mean","st_ext_tree_height_3rd_qu","st_ext_tree_height_max","st_ext_crown_age_min","st_ext_crown_age_1st_qu","st_ext_crown_age_median","st_ext_crown_age_mean","st_ext_crown_age_3rd_qu","st_ext_crown_age_max","st_coal_max_branching_times_min","st_coal_max_branching_times_1st_qu","st_coal_max_branching_times_median","st_coal_max_branching_times_mean","st_coal_max_branching_times_3rd_qu","st_coal_max_branching_times_max","st_coal_tree_height_min","st_coal_tree_height_1st_qu","st_coal_tree_height_median","st_coal_tree_height_mean","st_coal_tree_height_3rd_qu","st_coal_tree_height_max","st_coal_crown_age_min","st_coal_crown_age_1st_qu","st_coal_crown_age_median","st_coal_crown_age_mean","st_coal_crown_age_3rd_qu","st_coal_crown_age_max"
11,50,50,0.01,"JC",NA,10000,"DNA","ts_00050_0050_011_0.01",0.00822743471092345,0.01,0.0101687969266203,0.0133546263669103,0.0142847941206117,0.0364859708040365,0.0125147422768379,0.0186569283408933,0.0255956391470335,0.0298816456696733,0.0328650987575435,0.0779809957895735,0.0125147422768379,0.0186569283408933,0.0255956391470335,0.0298816456696733,0.0328650987575435,0.0779809957895735,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12,50,50,0.01,"JC",NA,10000,"DNA","ts_00050_0050_012_0.01",0.00956210580004891,0.01,0.01,0.0139360096278957,0.0135436924652461,0.0459218955131342,0.0101608003483253,0.0178723246502542,0.0273899965610429,0.0347998461667725,0.0414431103722657,0.0953779560024827,0.0101608003483253,0.0178723246502542,0.0273899965610429,0.0347998461667725,0.0414431103722657,0.0953779560024827,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
13,50,50,0.01,"JC",NA,10000,"DNA","ts_00050_0050_013_0.01",0.00614781179025449,0.01,0.01,0.0330931450658478,0.013967158941465,1.02914564368217,0.0107254175375341,0.0188432705686025,0.0253361127219494,0.105209207226685,0.0413362371619207,3.62768510879841,0.0107254175375341,0.0188432705686025,0.0253361127219494,0.105209207226685,0.0413362371619207,3.62768510879841,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
14,50,50,0.01,"JC",NA,10000,"DNA","ts_00050_0050_014_0.01",0.00972889251250291,0.01,0.01,0.0171345248893595,0.0184637671483686,0.111919760418797,0.0140687219765763,0.0198841222191597,0.0283564180516938,0.0517635819234816,0.0447618266317394,0.901413175066924,0.0140687219765763,0.0198841222191597,0.0283564180516938,0.0517635819234816,0.0447618266317394,0.901413175066924,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
15,50,50,0.01,"JC",NA,10000,"DNA","ts_00050_0050_015_0.01",0.01,0.01,0.01,0.014721517630366,0.0145112145417511,0.0880747744575176,0.012523361997097,0.021137694408027,0.0283986285101831,0.040481576208187,0.0418380566183184,0.224442317245185,0.012523361997097,0.021137694408027,0.0283986285101831,0.040481576208187,0.0418380566183184,0.224442317245185,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
16,50,50,0.01,"JC",NA,10000,"DNA","ts_00050_0050_016_0.01",0.00933537091389369,0.01,0.0111690024076489,0.0146287712737055,0.0149747814706233,0.0476072656313641,0.013394005046036,0.0176909312411188,0.0230214579033439,0.0301406703329625,0.0362778133738948,0.146897469448103,0.013394005046036,0.0176909312411188,0.0230214579033439,0.0301406703329625,0.0362778133738948,0.146897469448103,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
17,50,50,0.01,"JC",NA,10000,"DNA","ts_00050_0050_017_0.01",0.00886778189110701,0.01,0.0110342400145126,0.0168178855458398,0.014790883285418,0.189583773231825,0.0114288639500878,0.0184689548064293,0.0242099542491785,0.0348789638173709,0.0349721123672512,0.291020072606879,0.0114288639500878,0.0184689548064293,0.0242099542491785,0.0348789638173709,0.0349721123672512,0.291020072606879,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
18,50,50,0.01,"JC",NA,10000,"DNA","ts_00050_0050_018_0.01",0.00744198729374069,0.01,0.0103123013765351,0.0145548246499994,0.0162342722293001,0.0490014541027215,0.0125911953735527,0.0203089206861263,0.0290857849277715,0.0324150103963702,0.0389202924854591,0.0806819990472571,0.0125911953735527,0.0203089206861263,0.0290857849277715,0.0324150103963702,0.0389202924854591,0.0806819990472571,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
19,50,50,0.01,"JC",NA,10000,"DNA","ts_00050_0050_019_0.01",0.01,0.01,0.0111806275329357,0.0152303433683709,0.017852079717581,0.0674270751557595,0.0125051080211164,0.0202871567199538,0.0276755699555254,0.0380218890124111,0.0369186817561979,0.220810649081351,0.0125051080211164,0.0202871567199538,0.0276755699555254,0.0380218890124111,0.0369186817561979,0.220810649081351,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
20,50,50,0.01,"JC",NA,10000,"DNA","ts_00050_0050_020_0.01",0.00333340544886222,0.01,0.0102935704112953,0.0158442923550787,0.0176475209121669,0.0520067062024955,0.010811319717452,0.0189900385238516,0.0278501718004866,0.0329295234897705,0.043168356808048,0.0819172313585365,0.010811319717452,0.0189900385238516,0.0278501718004866,0.0329295234897705,0.043168356808048,0.0819172313585365,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_001_0.01",0.00773230012835959,0.01,0.01,0.0192455959927498,0.0176035124704353,0.207353733481532,0.013353581026018,0.0260604102897274,0.0326927065995896,0.0497781240103728,0.0544577833811982,0.598297602452122,0.013353581026018,0.0260604102897274,0.0326927065995896,0.0497781240103728,0.0544577833811982,0.598297602452122,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_002_0.01",0.0089996834543888,0.01,0.0113074207825776,0.015657823480627,0.0171209592769053,0.0630468875684085,0.0137665860746862,0.0216429631561364,0.0309307094251595,0.036600556035329,0.0384018802832552,0.104926982377674,0.0137665860746862,0.0216429631561364,0.0309307094251595,0.036600556035329,0.0384018802832552,0.104926982377674,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_003_0.01",0.00901404040859159,0.01,0.0107021363928361,0.0157408400310655,0.0147571533634122,0.12121964224414,0.0119502129602317,0.0191606733463137,0.0292799488031212,0.0382355917077322,0.042577311798756,0.178780042754442,0.0119502129602317,0.0191606733463137,0.0292799488031212,0.0382355917077322,0.042577311798756,0.178780042754442,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_004_0.01",0.00999373281094189,0.01,0.01,0.0150607180959876,0.0154771049030972,0.0453879131234457,0.010302768481593,0.0214942360158435,0.0319959939945971,0.0391729245858034,0.0487617316942999,0.176016556238314,0.010302768481593,0.0214942360158435,0.0319959939945971,0.0391729245858034,0.0487617316942999,0.176016556238314,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_005_0.01",0.0091679294934041,0.01,0.0118472621495248,0.0147556113962305,0.015416202578303,0.0514246503798462,0.0141987217683868,0.0252126444313823,0.0323944416948413,0.039804930375769,0.0450469405967567,0.109399106450729,0.0141987217683868,0.0252126444313823,0.0323944416948413,0.039804930375769,0.0450469405967567,0.109399106450729,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
6,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_006_0.01",0.00853957023384694,0.01,0.0102906839569209,0.0137887534506923,0.0162220980784086,0.0415762811962093,0.0120432024102193,0.0226036807091231,0.031623416601335,0.0363558336710661,0.0459687572746856,0.0947927436022751,0.0120432024102193,0.0226036807091231,0.031623416601335,0.0363558336710661,0.0459687572746856,0.0947927436022751,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
7,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_007_0.01",0.01,0.01,0.01,0.0126271730289906,0.0125006712453603,0.0334705787157996,0.0125391099492655,0.0235358364049941,0.0331795146183754,0.0352812388087348,0.045536691933703,0.0928581706565891,0.0125391099492655,0.0235358364049941,0.0331795146183754,0.0352812388087348,0.045536691933703,0.0928581706565891,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
8,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_008_0.01",0.00835001208649025,0.01,0.01,0.012936276255103,0.0133060827662342,0.0300138805773844,0.0114677378935446,0.0238456572057716,0.0310091192150345,0.0345452946962235,0.0450138780240543,0.074935049347606,0.0114677378935446,0.0238456572057716,0.0310091192150345,0.0345452946962235,0.0450138780240543,0.074935049347606,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
9,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_009_0.01",0.00918735057728095,0.01,0.01,0.0139514930417876,0.014019030200593,0.0510976275753967,0.0126552699529546,0.0235371711330563,0.0321828438264114,0.0452683632523974,0.0417040625563025,0.415253036571712,0.0126552699529546,0.0235371711330563,0.0321828438264114,0.0452683632523974,0.0417040625563025,0.415253036571712,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
10,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_010_0.01",0.00895458940999396,0.01,0.01,0.0138615739381184,0.0156033830588431,0.0405171533330228,0.0112551841528748,0.0220012655720674,0.0293548654370662,0.0341416062044265,0.0395233402954637,0.110235173507251,0.0112551841528748,0.0220012655720674,0.0293548654370662,0.0341416062044265,0.0395233402954637,0.110235173507251,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_011_0.01",0.0091584923530961,0.01,0.01,0.015465502846706,0.0147309891362079,0.134336563487206,0.01,0.0198997524828265,0.0266410103831858,0.0395222945388933,0.042443952230326,0.37088473686864,0.01,0.0198997524828265,0.0266410103831858,0.0395222945388933,0.042443952230326,0.37088473686864,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_012_0.01",0.00848332637171701,0.01,0.0105837155384535,0.0133181251326975,0.0140815717138073,0.0407071529367259,0.0173146168574066,0.0222246703024452,0.0293333806922704,0.0345172349057577,0.0390430056489817,0.110129552615421,0.0173146168574066,0.0222246703024452,0.0293333806922704,0.0345172349057577,0.0390430056489817,0.110129552615421,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
13,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_013_0.01",0.00831458325937769,0.01,0.0100090346929237,0.0161570970951129,0.0162566789235072,0.0640569548533434,0.0171161629774233,0.0233854199880222,0.0317678275167993,0.0409351433626065,0.0410057551230965,0.202168629872511,0.0171161629774233,0.0233854199880222,0.0317678275167993,0.0409351433626065,0.0410057551230965,0.202168629872511,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
14,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_014_0.01",0.00933406454086632,0.01,0.01,0.0141427492932263,0.0147421916084233,0.0659627929529629,0.0107157394629342,0.0226220295386913,0.029407749658231,0.0328010722602015,0.0385813500823421,0.0795827733566198,0.0107157394629342,0.0226220295386913,0.029407749658231,0.0328010722602015,0.0385813500823421,0.0795827733566198,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
15,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_015_0.01",0.0078704623366398,0.01,0.01,0.0131707616344076,0.0160422643365608,0.0325169584023664,0.0130131092583682,0.022762600691026,0.0267971487186545,0.0340706422774594,0.0370490057645434,0.0858209469605771,0.0130131092583682,0.022762600691026,0.0267971487186545,0.0340706422774594,0.0370490057645434,0.0858209469605771,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
16,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_016_0.01",0.00870424562366972,0.01,0.01,0.0147676024913622,0.01296344893033,0.125012002674032,0.0132953771566376,0.0233917871506673,0.029313978408692,0.0360774526235517,0.0391811988591227,0.23994820648529,0.0132953771566376,0.0233917871506673,0.029313978408692,0.0360774526235517,0.0391811988591227,0.23994820648529,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
17,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_017_0.01",0.00906100034785449,0.01,0.0100795116040403,0.0143345225483229,0.0153719840281745,0.0519936213661254,0.0119284050841132,0.0224307433072482,0.0323552189110493,0.0397045746007604,0.0477081037144661,0.135413602511443,0.0119284050841132,0.0224307433072482,0.0323552189110493,0.0397045746007604,0.0477081037144661,0.135413602511443,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
18,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_018_0.01",0.00861665027877913,0.01,0.01,0.014493397900656,0.0149445464604003,0.0526828196703117,0.0132101381954745,0.0222883714608351,0.0276845647322178,0.0354443119626613,0.0393529962460011,0.20632591879096,0.0132101381954745,0.0222883714608351,0.0276845647322178,0.0354443119626613,0.0393529962460011,0.20632591879096,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
19,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_019_0.01",0.00741161065900394,0.01,0.01,0.013402714943972,0.0143563078418127,0.0456232314014916,0.0110346212119419,0.0199239992675467,0.0284498730886874,0.034864737659971,0.0407160758259676,0.139283432193123,0.0110346212119419,0.0199239992675467,0.0284498730886874,0.034864737659971,0.0407160758259676,0.139283432193123,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
20,100,50,0.01,"JC",NA,10000,"DNA","ts_00050_0100_020_0.01",0.01,0.01,0.01,0.0394056554957878,0.0169498210778145,1.24526465315362,0.0141374023395922,0.0204828303388775,0.0276080851366883,0.0808989605024138,0.0469235656489085,2.09876606988823,0.0141374023395922,0.0204828303388775,0.0276080851366883,0.0808989605024138,0.0469235656489085,2.09876606988823,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1,5,80,0.01,"JC",NA,10000,"DNA","ts_00080_0005_001_0.01",0.00642833428154962,0.01,0.01,0.080483547993255,0.0225524399183382,3.76199548384277,0.01,0.0105398610715659,0.0176637645384769,0.0952409700034789,0.0257452415203332,4.28638638924838,0.01,0.0105398610715659,0.0176637645384769,0.0952409700034789,0.0257452415203332,4.28638638924838,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2,5,80,0.01,"JC",NA,10000,"DNA","ts_00080_0005_002_0.01",0.0057185055385399,0.01,0.01,0.0447527354922933,0.0246810573357786,1.90821278776706,0.01,0.0115903364189778,0.0181980875856435,0.0521643619213548,0.0304188422818531,1.90821278776706,0.01,0.0115903364189778,0.0181980875856435,0.0521643619213548,0.0304188422818531,1.90821278776706,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3,5,80,0.01,"JC",NA,10000,"DNA","ts_00080_0005_003_0.01",0.00978268470320743,0.01,0.0107983093807136,0.0282889167314559,0.0241423610421886,0.297739669361509,0.01,0.0121169394346574,0.0172760231845543,0.0335911668195241,0.0278066729537142,0.322384745971093,0.01,0.0121169394346574,0.0172760231845543,0.0335911668195241,0.0278066729537142,0.322384745971093,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4,5,80,0.01,"JC",NA,10000,"DNA","ts_00080_0005_004_0.01",0.01,0.01,0.01,0.025887897947569,0.0230880389646137,0.387922862036976,0.01,0.012286461561311,0.019579989280024,0.033244620040893,0.0351187949389394,0.387922862036976,0.01,0.012286461561311,0.019579989280024,0.033244620040893,0.0351187949389394,0.387922862036976,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5,5,80,0.01,"JC",NA,10000,"DNA","ts_00080_0005_005_0.01",0.00753366620861469,0.01,0.01,0.0518913930678676,0.0258720960716706,0.856975280669342,0.01,0.0120066842957016,0.0196052014176906,0.0594727846357037,0.0363394430177784,0.856975280669342,0.01,0.0120066842957016,0.0196052014176906,0.0594727846357037,0.0363394430177784,0.856975280669342,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
6,5,80,0.01,"JC",NA,10000,"DNA","ts_00080_0005_006_0.01",0.00196855497880989,0.01,0.01,0.026593191860764,0.022082497017767,0.245712656002927,0.01,0.0125167593926115,0.017266845111654,0.0343374338079563,0.0284476610697166,0.278212583730504,0.01,0.0125167593926115,0.017266845111654,0.0343374338079563,0.0284476610697166,0.278212583730504,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
7,5,80,0.01,"JC",NA,10000,"DNA","ts_00080_0005_007_0.01",0.00559324984218797,0.01,0.01,0.0225225475094039,0.0205439099875104,0.345310401765705,0.01,0.0117731428025623,0.0171382568166848,0.0287951801770087,0.0277595091311594,0.345310401765705,0.01,0.0117731428025623,0.0171382568166848,0.0287951801770087,0.0277595091311594,0.345310401765705,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
8,5,80,0.01,"JC",NA,10000,"DNA","ts_00080_0005_008_0.01",0.00787843543675963,0.01,0.01,0.0592206236264103,0.0211320150773824,1.20708015474464,0.01,0.0115694864878784,0.0177875126770679,0.0680543483231374,0.0294631700610275,1.20708015474464,0.01,0.0115694864878784,0.0177875126770679,0.0680543483231374,0.0294631700610275,1.20708015474464,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
9,5,80,0.01,"JC",NA,10000,"DNA","ts_00080_0005_009_0.01",0.00683940976453149,0.01,0.01,0.0458412720545775,0.030151386364042,1.08647035562531,0.01,0.0114276106074715,0.0195669871831589,0.0527466740146086,0.0362820052371317,1.08647035562531,0.01,0.0114276106074715,0.0195669871831589,0.0527466740146086,0.0362820052371317,1.08647035562531,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
