"num_reps","num_taxa","num_trees","tree_depth","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","uid","st_rt_max_branching_times_min","st_rt_max_branching_times_1st_qu","st_rt_max_branching_times_median","st_rt_max_branching_times_mean","st_rt_max_branching_times_3rd_qu","st_rt_max_branching_times_max","st_rt_tree_height_min","st_rt_tree_height_1st_qu","st_rt_tree_height_median","st_rt_tree_height_mean","st_rt_tree_height_3rd_qu","st_rt_tree_height_max","st_rt_crown_age_min","st_rt_crown_age_1st_qu","st_rt_crown_age_median","st_rt_crown_age_mean","st_rt_crown_age_3rd_qu","st_rt_crown_age_max","st_ext_max_branching_times_min","st_ext_max_branching_times_1st_qu","st_ext_max_branching_times_median","st_ext_max_branching_times_mean","st_ext_max_branching_times_3rd_qu","st_ext_max_branching_times_max","st_ext_tree_height_min","st_ext_tree_height_1st_qu","st_ext_tree_height_median","st_ext_tree_height_mean","st_ext_tree_height_3rd_qu","st_ext_tree_height_max","st_ext_crown_age_min","st_ext_crown_age_1st_qu","st_ext_crown_age_median","st_ext_crown_age_mean","st_ext_crown_age_3rd_qu","st_ext_crown_age_max","st_coal_max_branching_times_min","st_coal_max_branching_times_1st_qu","st_coal_max_branching_times_median","st_coal_max_branching_times_mean","st_coal_max_branching_times_3rd_qu","st_coal_max_branching_times_max","st_coal_tree_height_min","st_coal_tree_height_1st_qu","st_coal_tree_height_median","st_coal_tree_height_mean","st_coal_tree_height_3rd_qu","st_coal_tree_height_max","st_coal_crown_age_min","st_coal_crown_age_1st_qu","st_coal_crown_age_median","st_coal_crown_age_mean","st_coal_crown_age_3rd_qu","st_coal_crown_age_max"
3,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_003_0.1",0.0719492564656554,0.1,0.1,0.170987825359645,0.155698406516064,4.88395316542175,0.129001079128736,0.217783815529798,0.289234546247826,0.424604358078986,0.425142749633055,11.7298965948809,0.129001079128736,0.217783815529798,0.289234546247826,0.424604358078986,0.425142749633055,11.7298965948809,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
4,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_004_0.1",0.0840620289354239,0.1,0.1,0.143695094631651,0.149348402609224,0.952339897660329,0.1,0.223902035980241,0.301905757830984,0.375426750319735,0.464782011503624,2.83722023624109,0.1,0.223902035980241,0.301905757830984,0.375426750319735,0.464782011503624,2.83722023624109,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
5,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_005_0.1",0.0793786427906058,0.1,0.1,0.150148011301025,0.136443165058235,2.07487267585311,0.12105059563864,0.209675331322385,0.292873766549096,0.373095859510261,0.395510159427084,2.60254683967613,0.12105059563864,0.209675331322385,0.292873766549096,0.373095859510261,0.395510159427084,2.60254683967613,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
6,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_006_0.1",0.0124038273732855,0.1,0.100890238768414,0.136019061747619,0.154254257743894,0.564956734609253,0.104163726187572,0.208620240714178,0.275724893673119,0.350440738401771,0.406117489438346,2.35619600028468,0.104163726187572,0.208620240714178,0.275724893673119,0.350440738401771,0.406117489438346,2.35619600028468,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
7,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_007_0.1",0.0778018684618449,0.1,0.1,0.164065110899561,0.151010847206919,3.57204864962266,0.12084072217928,0.21041820911277,0.295244359661118,0.428222386468927,0.445058264232956,8.00221061702692,0.12084072217928,0.21041820911277,0.295244359661118,0.428222386468927,0.445058264232956,8.00221061702692,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
8,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_008_0.1",0.0766525406692203,0.1,0.1,0.164252143380113,0.164866123674545,1.42511180628789,0.114361769191857,0.205459314342539,0.298734003416444,0.413824978201845,0.418572937579445,3.06698245673271,0.114361769191857,0.205459314342539,0.298734003416444,0.413824978201845,0.418572937579445,3.06698245673271,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
9,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_009_0.1",0.0843723096844836,0.1,0.1,0.14919897654801,0.149832893087657,1.83616877237434,0.1,0.201924187378626,0.277406160462896,0.359153578539249,0.397953935886602,4.22194721123006,0.1,0.201924187378626,0.277406160462896,0.359153578539249,0.397953935886602,4.22194721123006,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
10,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_010_0.1",0.0863737296977774,0.1,0.1,0.147999536622697,0.163486530476758,0.818085354064917,0.123684022248388,0.217690133772677,0.300082971007415,0.430943816763274,0.486416628969895,3.54963417982192,0.123684022248388,0.217690133772677,0.300082971007415,0.430943816763274,0.486416628969895,3.54963417982192,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0999999999999999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
11,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_011_0.1",0.0749571136089164,0.1,0.1,0.148267342093997,0.147607832892179,1.29900839475874,0.100928095666175,0.213371035103608,0.290726057673133,0.375143909599714,0.415272941995026,2.61050874913551,0.100928095666175,0.213371035103608,0.290726057673133,0.375143909599714,0.415272941995026,2.61050874913551,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
12,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_012_0.1",0.0698781689537358,0.1,0.1,0.139345175397673,0.148295263176986,0.898908874058031,0.105543783089414,0.216033137368463,0.306407307238234,0.373745548602455,0.425213876439656,2.86366240222431,0.105543783089414,0.216033137368463,0.306407307238234,0.373745548602455,0.425213876439656,2.86366240222431,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
13,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_013_0.1",0.0816290917053949,0.1,0.1,0.189705123112212,0.133784437047648,11.5490178316259,0.107983351803893,0.208200442099587,0.293297806011002,0.462608447518091,0.424087043997913,19.8536608487552,0.107983351803893,0.208200442099587,0.293297806011002,0.462608447518091,0.424087043997913,19.8536608487552,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
14,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_014_0.1",0.0697032292161366,0.1,0.1,0.144898201686186,0.149594636753249,1.4639150093982,0.11183491699321,0.207113601412384,0.282789028522173,0.352475433888471,0.396941910717006,2.24228730958424,0.11183491699321,0.207113601412384,0.282789028522173,0.352475433888471,0.396941910717006,2.24228730958424,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
15,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_015_0.1",0.0705414791188664,0.1,0.1,0.14193397304286,0.141390687230998,1.71523989268246,0.107299596251683,0.212762447211381,0.277902260680202,0.373179048886396,0.401911280945909,6.94725862054719,0.107299596251683,0.212762447211381,0.277902260680202,0.373179048886396,0.401911280945909,6.94725862054719,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
16,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_016_0.1",0.0781917807535172,0.1,0.1,0.156008522788516,0.13588794873745,3.42397551665668,0.114633053844738,0.213830884433054,0.26720747745826,0.395381816616681,0.389450843930626,5.57950893589158,0.114633053844738,0.213830884433054,0.26720747745826,0.395381816616681,0.389450843930626,5.57950893589158,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
17,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_017_0.1",0.0830805658726345,0.1,0.101762171119344,0.150650697807169,0.155518174673357,1.36527050183601,0.121701173231717,0.218253899160264,0.291770007968172,0.38171799754042,0.42337887617835,4.14984771000871,0.121701173231717,0.218253899160264,0.291770007968172,0.38171799754042,0.42337887617835,4.14984771000871,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
18,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_018_0.1",0.0736288548993739,0.1,0.1,0.149766814088979,0.150952473902411,2.59041316933417,0.102019125597959,0.223163127849974,0.292741298216547,0.362119578497814,0.421333836207993,3.31117582380263,0.102019125597959,0.223163127849974,0.292741298216547,0.362119578497814,0.421333836207993,3.31117582380263,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
19,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_019_0.1",0.0801541726336059,0.1,0.103136076909312,0.150097089522734,0.154973687238307,0.90197675057345,0.118724334103326,0.219498986496438,0.295433721415944,0.373436522206325,0.427668137664543,2.95499075119626,0.118724334103326,0.219498986496438,0.295433721415944,0.373436522206325,0.427668137664543,2.95499075119626,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
20,100,250,0.1,"JC",NA,10000,"DNA","ts_00250_0100_020_0.1",0.0777128006959334,0.1,0.1,0.149099046152526,0.148227325881724,1.13356944634028,0.110358202795823,0.217255534218341,0.30098615194677,0.39396864057067,0.455376087845993,2.63216877876325,0.110358202795823,0.217255534218341,0.30098615194677,0.39396864057067,0.455376087845993,2.63216877876325,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_001_0.1",0.0220348930447772,0.1,0.103817098993609,0.513167073683998,0.229274517037245,52.3623930166412,0.1,0.123478924815686,0.178612126388087,0.623889378782205,0.317555933181619,62.6106500236954,0.1,0.123478924815686,0.178612126388087,0.623889378782205,0.317555933181619,62.6106500236954,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_002_0.1",0.0542022813397163,0.1,0.1,58.5124673760362,0.224528977360857,23268.4497077715,0.1,0.125665965309787,0.171353315920183,58.598612050457,0.297048663673717,23268.4497077715,0.1,0.125665965309787,0.171353315920183,58.598612050457,0.297048663673717,23268.4497077715,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
3,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_003_0.1",0.0681848826519037,0.1,0.1,0.464881369714822,0.247941894069417,14.4780832378212,0.1,0.118134045111288,0.175262675821928,0.554425398853478,0.318032807067805,18.9129555834463,0.1,0.118134045111288,0.175262675821928,0.554425398853478,0.318032807067805,18.9129555834463,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
4,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_004_0.1",0.0608834613717263,0.1,0.1,0.8209527113983,0.209730618652594,135.853668600382,0.1,0.123959233317224,0.174337053126066,0.978717211655607,0.276487132331624,141.92876095187,0.1,0.123959233317224,0.174337053126066,0.978717211655607,0.276487132331624,141.92876095187,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
5,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_005_0.1",0.0462325405317478,0.1,0.1,0.392590377727283,0.204162634439062,29.3365658390501,0.1,0.11891429900936,0.174551275138462,0.502847187003498,0.286066936237267,43.8793518894057,0.1,0.11891429900936,0.174551275138462,0.502847187003498,0.286066936237267,43.8793518894057,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
6,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_006_0.1",0.0685699061932509,0.1,0.1,0.670358299611928,0.2179293178354,47.5573416779501,0.1,0.12393237198787,0.177000198446085,0.788010108868065,0.288977659366364,53.5611359745877,0.1,0.12393237198787,0.177000198446085,0.788010108868065,0.288977659366364,53.5611359745877,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
7,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_007_0.1",0.0466339657617791,0.1,0.105835735514091,0.379957086191513,0.253382326715039,13.7144014862368,0.1,0.125089154888219,0.187806449017532,0.494925157548827,0.325591225453467,19.5238868180185,0.1,0.125089154888219,0.187806449017532,0.494925157548827,0.325591225453467,19.5238868180185,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
8,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_008_0.1",0.0609787858443661,0.1,0.1,0.39969442319925,0.223823288122024,28.513928662793,0.1,0.127980736230299,0.187776724466575,0.498912736975156,0.304665502169779,34.3632046921811,0.1,0.127980736230299,0.187776724466575,0.498912736975156,0.304665502169779,34.3632046921811,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
9,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_009_0.1",0.0298007989693642,0.1,0.1,0.323779446683273,0.231773641967307,15.4324520821936,0.1,0.11135927776062,0.167345723851491,0.38185103992451,0.297746923331146,16.9291650035503,0.1,0.11135927776062,0.167345723851491,0.38185103992451,0.297746923331146,16.9291650035503,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
10,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_010_0.1",0.0538910637898115,0.1,0.1,0.382529212332955,0.211354570990214,37.7274684414672,0.1,0.123207447872108,0.176826448876708,0.45102249232563,0.277428630977217,37.7274684414672,0.1,0.123207447872108,0.176826448876708,0.45102249232563,0.277428630977217,37.7274684414672,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
11,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_011_0.1",0.0242303087180477,0.1,0.1,0.345758429819618,0.222956592578984,15.3500801505306,0.1,0.123277266140436,0.179975654393739,0.417075687810215,0.290233618941303,15.9008613073225,0.1,0.123277266140436,0.179975654393739,0.417075687810215,0.290233618941303,15.9008613073225,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
12,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_012_0.1",0.0259330615687668,0.1,0.1,0.26163902593457,0.211765074006344,7.53113207481272,0.1,0.118556700905511,0.17882214251645,0.332862043068305,0.310681698266156,7.75843801377694,0.1,0.118556700905511,0.17882214251645,0.332862043068305,0.310681698266156,7.75843801377694,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
13,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_013_0.1",0.0350178948270463,0.1,0.1,0.370661817465864,0.228797483070774,35.4018722582957,0.1,0.122032132242921,0.192444714357855,0.444930380158464,0.323629450885437,35.4018722582957,0.1,0.122032132242921,0.192444714357855,0.444930380158464,0.323629450885437,35.4018722582957,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
14,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_014_0.1",0.0625113855673742,0.1,0.112156978571541,0.349050440610324,0.245026232502924,25.4909181339162,0.1,0.127891781794351,0.180580444740629,0.413984755469783,0.319959536135351,25.5063360827938,0.1,0.127891781794351,0.180580444740629,0.413984755469783,0.319959536135351,25.5063360827938,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
15,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_015_0.1",0.0485704239753135,0.1,0.1,0.437703649208067,0.226863338778797,28.2225937845065,0.1,0.12075710337246,0.171062266815168,0.524058698288913,0.300711240617805,28.2225937845065,0.1,0.12075710337246,0.171062266815168,0.524058698288913,0.300711240617805,28.2225937845065,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
16,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_016_0.1",0.0734978323591804,0.1,0.100121218759921,0.407639632437302,0.249972263726334,16.4138468971772,0.1,0.125323299772469,0.18871072469127,0.488355885111547,0.322135252375577,16.4138468971772,0.1,0.125323299772469,0.18871072469127,0.488355885111547,0.322135252375577,16.4138468971772,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
17,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_017_0.1",0.0223512038217926,0.1,0.1,0.309501787243901,0.242045852627452,9.35609397890075,0.1,0.123227060530248,0.180907695700617,0.369603767239421,0.308367643388929,9.35609397890075,0.1,0.123227060530248,0.180907695700617,0.369603767239421,0.308367643388929,9.35609397890075,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
18,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_018_0.1",0.0333373191114821,0.1,0.1,1.95365449675599,0.217054370797333,566.695264908673,0.1,0.118959535714276,0.175373581687521,2.43128840131111,0.298627355658936,714.174756266171,0.1,0.118959535714276,0.175373581687521,2.43128840131111,0.298627355658936,714.174756266171,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
19,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_019_0.1",0.0552081923127338,0.1,0.1,0.388868163286165,0.19090332856157,42.7986475784068,0.1,0.121010700383326,0.175879959396476,0.495817453246454,0.297501632917428,52.5166087292331,0.1,0.121010700383326,0.175879959396476,0.495817453246454,0.297501632917428,52.5166087292331,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
20,5,400,0.1,"JC",NA,10000,"DNA","ts_00400_0005_020_0.1",0.0329099066598824,0.1,0.1,0.311377951453886,0.21178706366987,30.4000373096386,0.1,0.123098609481216,0.177291715443379,0.382894394820687,0.290839703808086,32.1603879207601,0.1,0.123098609481216,0.177291715443379,0.382894394820687,0.290839703808086,32.1603879207601,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,10,400,0.1,"JC",NA,10000,"DNA","ts_00400_0010_001_0.1",0.0728438266658757,0.1,0.102859817280495,0.263182303250763,0.216875040742988,11.6005734501359,0.1,0.153544470865918,0.22888658297444,0.416567243101041,0.371847224692446,12.5858532794556,0.1,0.153544470865918,0.22888658297444,0.416567243101041,0.371847224692446,12.5858532794556,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2,10,400,0.1,"JC",NA,10000,"DNA","ts_00400_0010_002_0.1",0.0829083321609183,0.1,0.1,0.243329954002149,0.194356669034194,7.2591511077364,0.1,0.153912941993658,0.222336748833289,0.401039662161259,0.351749266560757,17.3869207485517,0.1,0.153912941993658,0.222336748833289,0.401039662161259,0.351749266560757,17.3869207485517,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
3,10,400,0.1,"JC",NA,10000,"DNA","ts_00400_0010_003_0.1",0.0465570464810249,0.1,0.1,0.207970741951193,0.189232694526484,5.99972493111885,0.1,0.149570653382216,0.217028106310662,0.356858150039689,0.354892574823616,7.06364538872971,0.1,0.149570653382216,0.217028106310662,0.356858150039689,0.354892574823616,7.06364538872971,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
