"","row_id","num_reps","num_taxa","num_trees","tree_age","tree_depth_subspersite","recombination_value","recombination_type","speciation_rate","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","starting_tree_file","gene_tree_file","partition_file","output_alignment_file"
"1",1,1,10,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0010_001_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_001_5_0_Ancient_0.1/expB2_00200_0010_001_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_001_5_0_Ancient_0.1/expB2_00200_0010_001_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_001_5_0_Ancient_0.1/expB2_00200_0010_001_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_001_5_0_Ancient_0.1/expB2_00200_0010_001_5_0_Ancient_0.1_output_alignment.fa"
"2",2,2,10,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0010_002_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_002_5_0_Ancient_0.1/expB2_00200_0010_002_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_002_5_0_Ancient_0.1/expB2_00200_0010_002_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_002_5_0_Ancient_0.1/expB2_00200_0010_002_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_002_5_0_Ancient_0.1/expB2_00200_0010_002_5_0_Ancient_0.1_output_alignment.fa"
"3",3,3,10,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0010_003_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_003_5_0_Ancient_0.1/expB2_00200_0010_003_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_003_5_0_Ancient_0.1/expB2_00200_0010_003_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_003_5_0_Ancient_0.1/expB2_00200_0010_003_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_003_5_0_Ancient_0.1/expB2_00200_0010_003_5_0_Ancient_0.1_output_alignment.fa"
"4",4,4,10,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0010_004_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_004_5_0_Ancient_0.1/expB2_00200_0010_004_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_004_5_0_Ancient_0.1/expB2_00200_0010_004_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_004_5_0_Ancient_0.1/expB2_00200_0010_004_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_004_5_0_Ancient_0.1/expB2_00200_0010_004_5_0_Ancient_0.1_output_alignment.fa"
"5",5,5,10,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0010_005_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_005_5_0_Ancient_0.1/expB2_00200_0010_005_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_005_5_0_Ancient_0.1/expB2_00200_0010_005_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_005_5_0_Ancient_0.1/expB2_00200_0010_005_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_005_5_0_Ancient_0.1/expB2_00200_0010_005_5_0_Ancient_0.1_output_alignment.fa"
"6",6,6,10,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0010_006_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_006_5_0_Ancient_0.1/expB2_00200_0010_006_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_006_5_0_Ancient_0.1/expB2_00200_0010_006_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_006_5_0_Ancient_0.1/expB2_00200_0010_006_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_006_5_0_Ancient_0.1/expB2_00200_0010_006_5_0_Ancient_0.1_output_alignment.fa"
"7",7,7,10,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0010_007_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_007_5_0_Ancient_0.1/expB2_00200_0010_007_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_007_5_0_Ancient_0.1/expB2_00200_0010_007_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_007_5_0_Ancient_0.1/expB2_00200_0010_007_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_007_5_0_Ancient_0.1/expB2_00200_0010_007_5_0_Ancient_0.1_output_alignment.fa"
"8",8,8,10,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0010_008_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_008_5_0_Ancient_0.1/expB2_00200_0010_008_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_008_5_0_Ancient_0.1/expB2_00200_0010_008_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_008_5_0_Ancient_0.1/expB2_00200_0010_008_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_008_5_0_Ancient_0.1/expB2_00200_0010_008_5_0_Ancient_0.1_output_alignment.fa"
"9",9,9,10,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0010_009_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_009_5_0_Ancient_0.1/expB2_00200_0010_009_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_009_5_0_Ancient_0.1/expB2_00200_0010_009_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_009_5_0_Ancient_0.1/expB2_00200_0010_009_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_009_5_0_Ancient_0.1/expB2_00200_0010_009_5_0_Ancient_0.1_output_alignment.fa"
"10",10,10,10,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0010_010_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_010_5_0_Ancient_0.1/expB2_00200_0010_010_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_010_5_0_Ancient_0.1/expB2_00200_0010_010_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_010_5_0_Ancient_0.1/expB2_00200_0010_010_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0010_010_5_0_Ancient_0.1/expB2_00200_0010_010_5_0_Ancient_0.1_output_alignment.fa"
"11",11,1,20,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0020_001_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_001_5_0_Ancient_0.1/expB2_00200_0020_001_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_001_5_0_Ancient_0.1/expB2_00200_0020_001_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_001_5_0_Ancient_0.1/expB2_00200_0020_001_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_001_5_0_Ancient_0.1/expB2_00200_0020_001_5_0_Ancient_0.1_output_alignment.fa"
"12",12,2,20,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0020_002_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_002_5_0_Ancient_0.1/expB2_00200_0020_002_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_002_5_0_Ancient_0.1/expB2_00200_0020_002_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_002_5_0_Ancient_0.1/expB2_00200_0020_002_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_002_5_0_Ancient_0.1/expB2_00200_0020_002_5_0_Ancient_0.1_output_alignment.fa"
"13",13,3,20,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0020_003_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_003_5_0_Ancient_0.1/expB2_00200_0020_003_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_003_5_0_Ancient_0.1/expB2_00200_0020_003_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_003_5_0_Ancient_0.1/expB2_00200_0020_003_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_003_5_0_Ancient_0.1/expB2_00200_0020_003_5_0_Ancient_0.1_output_alignment.fa"
"14",14,4,20,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0020_004_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_004_5_0_Ancient_0.1/expB2_00200_0020_004_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_004_5_0_Ancient_0.1/expB2_00200_0020_004_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_004_5_0_Ancient_0.1/expB2_00200_0020_004_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_004_5_0_Ancient_0.1/expB2_00200_0020_004_5_0_Ancient_0.1_output_alignment.fa"
"15",15,5,20,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0020_005_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_005_5_0_Ancient_0.1/expB2_00200_0020_005_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_005_5_0_Ancient_0.1/expB2_00200_0020_005_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_005_5_0_Ancient_0.1/expB2_00200_0020_005_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_005_5_0_Ancient_0.1/expB2_00200_0020_005_5_0_Ancient_0.1_output_alignment.fa"
"16",16,6,20,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0020_006_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_006_5_0_Ancient_0.1/expB2_00200_0020_006_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_006_5_0_Ancient_0.1/expB2_00200_0020_006_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_006_5_0_Ancient_0.1/expB2_00200_0020_006_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_006_5_0_Ancient_0.1/expB2_00200_0020_006_5_0_Ancient_0.1_output_alignment.fa"
"17",17,7,20,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0020_007_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_007_5_0_Ancient_0.1/expB2_00200_0020_007_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_007_5_0_Ancient_0.1/expB2_00200_0020_007_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_007_5_0_Ancient_0.1/expB2_00200_0020_007_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_007_5_0_Ancient_0.1/expB2_00200_0020_007_5_0_Ancient_0.1_output_alignment.fa"
"18",18,8,20,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0020_008_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_008_5_0_Ancient_0.1/expB2_00200_0020_008_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_008_5_0_Ancient_0.1/expB2_00200_0020_008_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_008_5_0_Ancient_0.1/expB2_00200_0020_008_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_008_5_0_Ancient_0.1/expB2_00200_0020_008_5_0_Ancient_0.1_output_alignment.fa"
"19",19,9,20,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0020_009_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_009_5_0_Ancient_0.1/expB2_00200_0020_009_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_009_5_0_Ancient_0.1/expB2_00200_0020_009_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_009_5_0_Ancient_0.1/expB2_00200_0020_009_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_009_5_0_Ancient_0.1/expB2_00200_0020_009_5_0_Ancient_0.1_output_alignment.fa"
"20",20,10,20,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0020_010_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_010_5_0_Ancient_0.1/expB2_00200_0020_010_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_010_5_0_Ancient_0.1/expB2_00200_0020_010_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_010_5_0_Ancient_0.1/expB2_00200_0020_010_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_010_5_0_Ancient_0.1/expB2_00200_0020_010_5_0_Ancient_0.1_output_alignment.fa"
"21",21,1,50,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0050_001_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_001_5_0_Ancient_0.1/expB2_00200_0050_001_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_001_5_0_Ancient_0.1/expB2_00200_0050_001_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_001_5_0_Ancient_0.1/expB2_00200_0050_001_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_001_5_0_Ancient_0.1/expB2_00200_0050_001_5_0_Ancient_0.1_output_alignment.fa"
"22",22,2,50,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0050_002_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_002_5_0_Ancient_0.1/expB2_00200_0050_002_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_002_5_0_Ancient_0.1/expB2_00200_0050_002_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_002_5_0_Ancient_0.1/expB2_00200_0050_002_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_002_5_0_Ancient_0.1/expB2_00200_0050_002_5_0_Ancient_0.1_output_alignment.fa"
"23",23,3,50,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0050_003_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_003_5_0_Ancient_0.1/expB2_00200_0050_003_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_003_5_0_Ancient_0.1/expB2_00200_0050_003_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_003_5_0_Ancient_0.1/expB2_00200_0050_003_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_003_5_0_Ancient_0.1/expB2_00200_0050_003_5_0_Ancient_0.1_output_alignment.fa"
"24",24,4,50,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0050_004_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_004_5_0_Ancient_0.1/expB2_00200_0050_004_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_004_5_0_Ancient_0.1/expB2_00200_0050_004_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_004_5_0_Ancient_0.1/expB2_00200_0050_004_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_004_5_0_Ancient_0.1/expB2_00200_0050_004_5_0_Ancient_0.1_output_alignment.fa"
"25",25,5,50,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0050_005_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_005_5_0_Ancient_0.1/expB2_00200_0050_005_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_005_5_0_Ancient_0.1/expB2_00200_0050_005_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_005_5_0_Ancient_0.1/expB2_00200_0050_005_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_005_5_0_Ancient_0.1/expB2_00200_0050_005_5_0_Ancient_0.1_output_alignment.fa"
"26",26,6,50,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0050_006_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_006_5_0_Ancient_0.1/expB2_00200_0050_006_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_006_5_0_Ancient_0.1/expB2_00200_0050_006_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_006_5_0_Ancient_0.1/expB2_00200_0050_006_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_006_5_0_Ancient_0.1/expB2_00200_0050_006_5_0_Ancient_0.1_output_alignment.fa"
"27",27,7,50,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0050_007_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_007_5_0_Ancient_0.1/expB2_00200_0050_007_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_007_5_0_Ancient_0.1/expB2_00200_0050_007_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_007_5_0_Ancient_0.1/expB2_00200_0050_007_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_007_5_0_Ancient_0.1/expB2_00200_0050_007_5_0_Ancient_0.1_output_alignment.fa"
"28",28,8,50,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0050_008_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_008_5_0_Ancient_0.1/expB2_00200_0050_008_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_008_5_0_Ancient_0.1/expB2_00200_0050_008_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_008_5_0_Ancient_0.1/expB2_00200_0050_008_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_008_5_0_Ancient_0.1/expB2_00200_0050_008_5_0_Ancient_0.1_output_alignment.fa"
"29",29,9,50,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0050_009_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_009_5_0_Ancient_0.1/expB2_00200_0050_009_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_009_5_0_Ancient_0.1/expB2_00200_0050_009_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_009_5_0_Ancient_0.1/expB2_00200_0050_009_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_009_5_0_Ancient_0.1/expB2_00200_0050_009_5_0_Ancient_0.1_output_alignment.fa"
"30",30,10,50,200,5,0.005,0,"Ancient",0.1,"expB2_00200_0050_010_5_0_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_010_5_0_Ancient_0.1/expB2_00200_0050_010_5_0_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_010_5_0_Ancient_0.1/expB2_00200_0050_010_5_0_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_010_5_0_Ancient_0.1/expB2_00200_0050_010_5_0_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_010_5_0_Ancient_0.1/expB2_00200_0050_010_5_0_Ancient_0.1_output_alignment.fa"
