"","row_id","num_reps","num_taxa","num_trees","tree_age","tree_depth_subspersite","recombination_value","recombination_type","speciation_rate","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","starting_tree_file","gene_tree_file","partition_file","output_alignment_file"
"972",972,2,20,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0020_002_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_002_5_0.4_Ancient_0.1/expB2_00200_0020_002_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_002_5_0.4_Ancient_0.1/expB2_00200_0020_002_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_002_5_0.4_Ancient_0.1/expB2_00200_0020_002_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_002_5_0.4_Ancient_0.1/expB2_00200_0020_002_5_0.4_Ancient_0.1_output_alignment.fa"
"973",973,3,20,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0020_003_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_003_5_0.4_Ancient_0.1/expB2_00200_0020_003_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_003_5_0.4_Ancient_0.1/expB2_00200_0020_003_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_003_5_0.4_Ancient_0.1/expB2_00200_0020_003_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_003_5_0.4_Ancient_0.1/expB2_00200_0020_003_5_0.4_Ancient_0.1_output_alignment.fa"
"974",974,4,20,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0020_004_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_004_5_0.4_Ancient_0.1/expB2_00200_0020_004_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_004_5_0.4_Ancient_0.1/expB2_00200_0020_004_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_004_5_0.4_Ancient_0.1/expB2_00200_0020_004_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_004_5_0.4_Ancient_0.1/expB2_00200_0020_004_5_0.4_Ancient_0.1_output_alignment.fa"
"975",975,5,20,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0020_005_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_005_5_0.4_Ancient_0.1/expB2_00200_0020_005_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_005_5_0.4_Ancient_0.1/expB2_00200_0020_005_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_005_5_0.4_Ancient_0.1/expB2_00200_0020_005_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_005_5_0.4_Ancient_0.1/expB2_00200_0020_005_5_0.4_Ancient_0.1_output_alignment.fa"
"976",976,6,20,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0020_006_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_006_5_0.4_Ancient_0.1/expB2_00200_0020_006_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_006_5_0.4_Ancient_0.1/expB2_00200_0020_006_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_006_5_0.4_Ancient_0.1/expB2_00200_0020_006_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_006_5_0.4_Ancient_0.1/expB2_00200_0020_006_5_0.4_Ancient_0.1_output_alignment.fa"
"977",977,7,20,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0020_007_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_007_5_0.4_Ancient_0.1/expB2_00200_0020_007_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_007_5_0.4_Ancient_0.1/expB2_00200_0020_007_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_007_5_0.4_Ancient_0.1/expB2_00200_0020_007_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_007_5_0.4_Ancient_0.1/expB2_00200_0020_007_5_0.4_Ancient_0.1_output_alignment.fa"
"978",978,8,20,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0020_008_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_008_5_0.4_Ancient_0.1/expB2_00200_0020_008_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_008_5_0.4_Ancient_0.1/expB2_00200_0020_008_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_008_5_0.4_Ancient_0.1/expB2_00200_0020_008_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_008_5_0.4_Ancient_0.1/expB2_00200_0020_008_5_0.4_Ancient_0.1_output_alignment.fa"
"979",979,9,20,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0020_009_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_009_5_0.4_Ancient_0.1/expB2_00200_0020_009_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_009_5_0.4_Ancient_0.1/expB2_00200_0020_009_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_009_5_0.4_Ancient_0.1/expB2_00200_0020_009_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_009_5_0.4_Ancient_0.1/expB2_00200_0020_009_5_0.4_Ancient_0.1_output_alignment.fa"
"980",980,10,20,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0020_010_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_010_5_0.4_Ancient_0.1/expB2_00200_0020_010_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_010_5_0.4_Ancient_0.1/expB2_00200_0020_010_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_010_5_0.4_Ancient_0.1/expB2_00200_0020_010_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0020_010_5_0.4_Ancient_0.1/expB2_00200_0020_010_5_0.4_Ancient_0.1_output_alignment.fa"
"981",981,1,50,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0050_001_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_001_5_0.4_Ancient_0.1/expB2_00200_0050_001_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_001_5_0.4_Ancient_0.1/expB2_00200_0050_001_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_001_5_0.4_Ancient_0.1/expB2_00200_0050_001_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_001_5_0.4_Ancient_0.1/expB2_00200_0050_001_5_0.4_Ancient_0.1_output_alignment.fa"
"982",982,2,50,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0050_002_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_002_5_0.4_Ancient_0.1/expB2_00200_0050_002_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_002_5_0.4_Ancient_0.1/expB2_00200_0050_002_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_002_5_0.4_Ancient_0.1/expB2_00200_0050_002_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_002_5_0.4_Ancient_0.1/expB2_00200_0050_002_5_0.4_Ancient_0.1_output_alignment.fa"
"983",983,3,50,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0050_003_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_003_5_0.4_Ancient_0.1/expB2_00200_0050_003_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_003_5_0.4_Ancient_0.1/expB2_00200_0050_003_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_003_5_0.4_Ancient_0.1/expB2_00200_0050_003_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_003_5_0.4_Ancient_0.1/expB2_00200_0050_003_5_0.4_Ancient_0.1_output_alignment.fa"
"984",984,4,50,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0050_004_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_004_5_0.4_Ancient_0.1/expB2_00200_0050_004_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_004_5_0.4_Ancient_0.1/expB2_00200_0050_004_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_004_5_0.4_Ancient_0.1/expB2_00200_0050_004_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_004_5_0.4_Ancient_0.1/expB2_00200_0050_004_5_0.4_Ancient_0.1_output_alignment.fa"
"985",985,5,50,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0050_005_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_005_5_0.4_Ancient_0.1/expB2_00200_0050_005_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_005_5_0.4_Ancient_0.1/expB2_00200_0050_005_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_005_5_0.4_Ancient_0.1/expB2_00200_0050_005_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_005_5_0.4_Ancient_0.1/expB2_00200_0050_005_5_0.4_Ancient_0.1_output_alignment.fa"
"986",986,6,50,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0050_006_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_006_5_0.4_Ancient_0.1/expB2_00200_0050_006_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_006_5_0.4_Ancient_0.1/expB2_00200_0050_006_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_006_5_0.4_Ancient_0.1/expB2_00200_0050_006_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_006_5_0.4_Ancient_0.1/expB2_00200_0050_006_5_0.4_Ancient_0.1_output_alignment.fa"
"987",987,7,50,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0050_007_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_007_5_0.4_Ancient_0.1/expB2_00200_0050_007_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_007_5_0.4_Ancient_0.1/expB2_00200_0050_007_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_007_5_0.4_Ancient_0.1/expB2_00200_0050_007_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_007_5_0.4_Ancient_0.1/expB2_00200_0050_007_5_0.4_Ancient_0.1_output_alignment.fa"
"988",988,8,50,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0050_008_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_008_5_0.4_Ancient_0.1/expB2_00200_0050_008_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_008_5_0.4_Ancient_0.1/expB2_00200_0050_008_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_008_5_0.4_Ancient_0.1/expB2_00200_0050_008_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_008_5_0.4_Ancient_0.1/expB2_00200_0050_008_5_0.4_Ancient_0.1_output_alignment.fa"
"989",989,9,50,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0050_009_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_009_5_0.4_Ancient_0.1/expB2_00200_0050_009_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_009_5_0.4_Ancient_0.1/expB2_00200_0050_009_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_009_5_0.4_Ancient_0.1/expB2_00200_0050_009_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_009_5_0.4_Ancient_0.1/expB2_00200_0050_009_5_0.4_Ancient_0.1_output_alignment.fa"
"990",990,10,50,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0050_010_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_010_5_0.4_Ancient_0.1/expB2_00200_0050_010_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_010_5_0.4_Ancient_0.1/expB2_00200_0050_010_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_010_5_0.4_Ancient_0.1/expB2_00200_0050_010_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0050_010_5_0.4_Ancient_0.1/expB2_00200_0050_010_5_0.4_Ancient_0.1_output_alignment.fa"
"991",991,1,100,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0100_001_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_001_5_0.4_Ancient_0.1/expB2_00200_0100_001_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_001_5_0.4_Ancient_0.1/expB2_00200_0100_001_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_001_5_0.4_Ancient_0.1/expB2_00200_0100_001_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_001_5_0.4_Ancient_0.1/expB2_00200_0100_001_5_0.4_Ancient_0.1_output_alignment.fa"
"992",992,2,100,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0100_002_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_002_5_0.4_Ancient_0.1/expB2_00200_0100_002_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_002_5_0.4_Ancient_0.1/expB2_00200_0100_002_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_002_5_0.4_Ancient_0.1/expB2_00200_0100_002_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_002_5_0.4_Ancient_0.1/expB2_00200_0100_002_5_0.4_Ancient_0.1_output_alignment.fa"
"993",993,3,100,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0100_003_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_003_5_0.4_Ancient_0.1/expB2_00200_0100_003_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_003_5_0.4_Ancient_0.1/expB2_00200_0100_003_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_003_5_0.4_Ancient_0.1/expB2_00200_0100_003_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_003_5_0.4_Ancient_0.1/expB2_00200_0100_003_5_0.4_Ancient_0.1_output_alignment.fa"
"994",994,4,100,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0100_004_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_004_5_0.4_Ancient_0.1/expB2_00200_0100_004_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_004_5_0.4_Ancient_0.1/expB2_00200_0100_004_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_004_5_0.4_Ancient_0.1/expB2_00200_0100_004_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_004_5_0.4_Ancient_0.1/expB2_00200_0100_004_5_0.4_Ancient_0.1_output_alignment.fa"
"995",995,5,100,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0100_005_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_005_5_0.4_Ancient_0.1/expB2_00200_0100_005_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_005_5_0.4_Ancient_0.1/expB2_00200_0100_005_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_005_5_0.4_Ancient_0.1/expB2_00200_0100_005_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_005_5_0.4_Ancient_0.1/expB2_00200_0100_005_5_0.4_Ancient_0.1_output_alignment.fa"
"996",996,6,100,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0100_006_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_006_5_0.4_Ancient_0.1/expB2_00200_0100_006_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_006_5_0.4_Ancient_0.1/expB2_00200_0100_006_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_006_5_0.4_Ancient_0.1/expB2_00200_0100_006_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_006_5_0.4_Ancient_0.1/expB2_00200_0100_006_5_0.4_Ancient_0.1_output_alignment.fa"
"997",997,7,100,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0100_007_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_007_5_0.4_Ancient_0.1/expB2_00200_0100_007_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_007_5_0.4_Ancient_0.1/expB2_00200_0100_007_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_007_5_0.4_Ancient_0.1/expB2_00200_0100_007_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_007_5_0.4_Ancient_0.1/expB2_00200_0100_007_5_0.4_Ancient_0.1_output_alignment.fa"
"998",998,8,100,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0100_008_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_008_5_0.4_Ancient_0.1/expB2_00200_0100_008_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_008_5_0.4_Ancient_0.1/expB2_00200_0100_008_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_008_5_0.4_Ancient_0.1/expB2_00200_0100_008_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_008_5_0.4_Ancient_0.1/expB2_00200_0100_008_5_0.4_Ancient_0.1_output_alignment.fa"
"999",999,9,100,200,5,0.005,0.4,"Ancient",0.1,"expB2_00200_0100_009_5_0.4_Ancient_0.1","JC",200,40000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_009_5_0.4_Ancient_0.1/expB2_00200_0100_009_5_0.4_Ancient_0.1_starting_tree.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_009_5_0.4_Ancient_0.1/expB2_00200_0100_009_5_0.4_Ancient_0.1_ms_gene_trees.txt","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_009_5_0.4_Ancient_0.1/expB2_00200_0100_009_5_0.4_Ancient_0.1_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppB/exp_B2/expB2_00200_0100_009_5_0.4_Ancient_0.1/expB2_00200_0100_009_5_0.4_Ancient_0.1_output_alignment.fa"
