"","row_id","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file"
"988",988,88,100,10,1,"expA2_00010_0100_088_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_088_1_10kbp/expA2_00010_0100_088_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_088_1_10kbp/expA2_00010_0100_088_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_088_1_10kbp/expA2_00010_0100_088_1_10kbp_output_alignment.fa"
"989",989,89,100,10,1,"expA2_00010_0100_089_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_089_1_10kbp/expA2_00010_0100_089_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_089_1_10kbp/expA2_00010_0100_089_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_089_1_10kbp/expA2_00010_0100_089_1_10kbp_output_alignment.fa"
"990",990,90,100,10,1,"expA2_00010_0100_090_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_090_1_10kbp/expA2_00010_0100_090_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_090_1_10kbp/expA2_00010_0100_090_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_090_1_10kbp/expA2_00010_0100_090_1_10kbp_output_alignment.fa"
"991",991,91,100,10,1,"expA2_00010_0100_091_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_091_1_10kbp/expA2_00010_0100_091_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_091_1_10kbp/expA2_00010_0100_091_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_091_1_10kbp/expA2_00010_0100_091_1_10kbp_output_alignment.fa"
"992",992,92,100,10,1,"expA2_00010_0100_092_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_092_1_10kbp/expA2_00010_0100_092_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_092_1_10kbp/expA2_00010_0100_092_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_092_1_10kbp/expA2_00010_0100_092_1_10kbp_output_alignment.fa"
"993",993,93,100,10,1,"expA2_00010_0100_093_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_093_1_10kbp/expA2_00010_0100_093_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_093_1_10kbp/expA2_00010_0100_093_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_093_1_10kbp/expA2_00010_0100_093_1_10kbp_output_alignment.fa"
"994",994,94,100,10,1,"expA2_00010_0100_094_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_094_1_10kbp/expA2_00010_0100_094_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_094_1_10kbp/expA2_00010_0100_094_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_094_1_10kbp/expA2_00010_0100_094_1_10kbp_output_alignment.fa"
"995",995,95,100,10,1,"expA2_00010_0100_095_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_095_1_10kbp/expA2_00010_0100_095_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_095_1_10kbp/expA2_00010_0100_095_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_095_1_10kbp/expA2_00010_0100_095_1_10kbp_output_alignment.fa"
"996",996,96,100,10,1,"expA2_00010_0100_096_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_096_1_10kbp/expA2_00010_0100_096_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_096_1_10kbp/expA2_00010_0100_096_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_096_1_10kbp/expA2_00010_0100_096_1_10kbp_output_alignment.fa"
"997",997,97,100,10,1,"expA2_00010_0100_097_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_097_1_10kbp/expA2_00010_0100_097_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_097_1_10kbp/expA2_00010_0100_097_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_097_1_10kbp/expA2_00010_0100_097_1_10kbp_output_alignment.fa"
"998",998,98,100,10,1,"expA2_00010_0100_098_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_098_1_10kbp/expA2_00010_0100_098_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_098_1_10kbp/expA2_00010_0100_098_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_098_1_10kbp/expA2_00010_0100_098_1_10kbp_output_alignment.fa"
"999",999,99,100,10,1,"expA2_00010_0100_099_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_099_1_10kbp/expA2_00010_0100_099_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_099_1_10kbp/expA2_00010_0100_099_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_099_1_10kbp/expA2_00010_0100_099_1_10kbp_output_alignment.fa"
"1000",1000,100,100,10,1,"expA2_00010_0100_100_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_100_1_10kbp/expA2_00010_0100_100_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_100_1_10kbp/expA2_00010_0100_100_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00010_0100_100_1_10kbp/expA2_00010_0100_100_1_10kbp_output_alignment.fa"
"1001",1001,1,100,1,1,"expA2_00001_0100_001_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_001_1_20kbp/expA2_00001_0100_001_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_001_1_20kbp/expA2_00001_0100_001_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_001_1_20kbp/expA2_00001_0100_001_1_20kbp_output_alignment.fa"
"1002",1002,2,100,1,1,"expA2_00001_0100_002_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_002_1_20kbp/expA2_00001_0100_002_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_002_1_20kbp/expA2_00001_0100_002_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_002_1_20kbp/expA2_00001_0100_002_1_20kbp_output_alignment.fa"
"1003",1003,3,100,1,1,"expA2_00001_0100_003_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_003_1_20kbp/expA2_00001_0100_003_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_003_1_20kbp/expA2_00001_0100_003_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_003_1_20kbp/expA2_00001_0100_003_1_20kbp_output_alignment.fa"
"1004",1004,4,100,1,1,"expA2_00001_0100_004_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_004_1_20kbp/expA2_00001_0100_004_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_004_1_20kbp/expA2_00001_0100_004_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_004_1_20kbp/expA2_00001_0100_004_1_20kbp_output_alignment.fa"
"1005",1005,5,100,1,1,"expA2_00001_0100_005_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_005_1_20kbp/expA2_00001_0100_005_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_005_1_20kbp/expA2_00001_0100_005_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_005_1_20kbp/expA2_00001_0100_005_1_20kbp_output_alignment.fa"
"1006",1006,6,100,1,1,"expA2_00001_0100_006_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_006_1_20kbp/expA2_00001_0100_006_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_006_1_20kbp/expA2_00001_0100_006_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_006_1_20kbp/expA2_00001_0100_006_1_20kbp_output_alignment.fa"
"1007",1007,7,100,1,1,"expA2_00001_0100_007_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_007_1_20kbp/expA2_00001_0100_007_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_007_1_20kbp/expA2_00001_0100_007_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_007_1_20kbp/expA2_00001_0100_007_1_20kbp_output_alignment.fa"
"1008",1008,8,100,1,1,"expA2_00001_0100_008_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_008_1_20kbp/expA2_00001_0100_008_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_008_1_20kbp/expA2_00001_0100_008_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_008_1_20kbp/expA2_00001_0100_008_1_20kbp_output_alignment.fa"
"1009",1009,9,100,1,1,"expA2_00001_0100_009_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_009_1_20kbp/expA2_00001_0100_009_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_009_1_20kbp/expA2_00001_0100_009_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_009_1_20kbp/expA2_00001_0100_009_1_20kbp_output_alignment.fa"
"1010",1010,10,100,1,1,"expA2_00001_0100_010_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_010_1_20kbp/expA2_00001_0100_010_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_010_1_20kbp/expA2_00001_0100_010_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_010_1_20kbp/expA2_00001_0100_010_1_20kbp_output_alignment.fa"
"1011",1011,11,100,1,1,"expA2_00001_0100_011_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_011_1_20kbp/expA2_00001_0100_011_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_011_1_20kbp/expA2_00001_0100_011_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_011_1_20kbp/expA2_00001_0100_011_1_20kbp_output_alignment.fa"
"1012",1012,12,100,1,1,"expA2_00001_0100_012_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_012_1_20kbp/expA2_00001_0100_012_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_012_1_20kbp/expA2_00001_0100_012_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_012_1_20kbp/expA2_00001_0100_012_1_20kbp_output_alignment.fa"
"1013",1013,13,100,1,1,"expA2_00001_0100_013_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_013_1_20kbp/expA2_00001_0100_013_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_013_1_20kbp/expA2_00001_0100_013_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_013_1_20kbp/expA2_00001_0100_013_1_20kbp_output_alignment.fa"
"1014",1014,14,100,1,1,"expA2_00001_0100_014_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_014_1_20kbp/expA2_00001_0100_014_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_014_1_20kbp/expA2_00001_0100_014_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_014_1_20kbp/expA2_00001_0100_014_1_20kbp_output_alignment.fa"
"1015",1015,15,100,1,1,"expA2_00001_0100_015_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_015_1_20kbp/expA2_00001_0100_015_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_015_1_20kbp/expA2_00001_0100_015_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_015_1_20kbp/expA2_00001_0100_015_1_20kbp_output_alignment.fa"
"1016",1016,16,100,1,1,"expA2_00001_0100_016_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_016_1_20kbp/expA2_00001_0100_016_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_016_1_20kbp/expA2_00001_0100_016_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_016_1_20kbp/expA2_00001_0100_016_1_20kbp_output_alignment.fa"
"1017",1017,17,100,1,1,"expA2_00001_0100_017_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_017_1_20kbp/expA2_00001_0100_017_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_017_1_20kbp/expA2_00001_0100_017_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_017_1_20kbp/expA2_00001_0100_017_1_20kbp_output_alignment.fa"
"1018",1018,18,100,1,1,"expA2_00001_0100_018_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_018_1_20kbp/expA2_00001_0100_018_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_018_1_20kbp/expA2_00001_0100_018_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_018_1_20kbp/expA2_00001_0100_018_1_20kbp_output_alignment.fa"
"1019",1019,19,100,1,1,"expA2_00001_0100_019_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_019_1_20kbp/expA2_00001_0100_019_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_019_1_20kbp/expA2_00001_0100_019_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_019_1_20kbp/expA2_00001_0100_019_1_20kbp_output_alignment.fa"
"1020",1020,20,100,1,1,"expA2_00001_0100_020_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_020_1_20kbp/expA2_00001_0100_020_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_020_1_20kbp/expA2_00001_0100_020_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_020_1_20kbp/expA2_00001_0100_020_1_20kbp_output_alignment.fa"
"1021",1021,21,100,1,1,"expA2_00001_0100_021_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_021_1_20kbp/expA2_00001_0100_021_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_021_1_20kbp/expA2_00001_0100_021_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_021_1_20kbp/expA2_00001_0100_021_1_20kbp_output_alignment.fa"
"1022",1022,22,100,1,1,"expA2_00001_0100_022_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_022_1_20kbp/expA2_00001_0100_022_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_022_1_20kbp/expA2_00001_0100_022_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_022_1_20kbp/expA2_00001_0100_022_1_20kbp_output_alignment.fa"
"1023",1023,23,100,1,1,"expA2_00001_0100_023_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_023_1_20kbp/expA2_00001_0100_023_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_023_1_20kbp/expA2_00001_0100_023_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_023_1_20kbp/expA2_00001_0100_023_1_20kbp_output_alignment.fa"
"1024",1024,24,100,1,1,"expA2_00001_0100_024_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_024_1_20kbp/expA2_00001_0100_024_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_024_1_20kbp/expA2_00001_0100_024_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_024_1_20kbp/expA2_00001_0100_024_1_20kbp_output_alignment.fa"
"1025",1025,25,100,1,1,"expA2_00001_0100_025_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_025_1_20kbp/expA2_00001_0100_025_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_025_1_20kbp/expA2_00001_0100_025_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_025_1_20kbp/expA2_00001_0100_025_1_20kbp_output_alignment.fa"
"1026",1026,26,100,1,1,"expA2_00001_0100_026_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_026_1_20kbp/expA2_00001_0100_026_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_026_1_20kbp/expA2_00001_0100_026_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_026_1_20kbp/expA2_00001_0100_026_1_20kbp_output_alignment.fa"
"1027",1027,27,100,1,1,"expA2_00001_0100_027_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_027_1_20kbp/expA2_00001_0100_027_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_027_1_20kbp/expA2_00001_0100_027_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_027_1_20kbp/expA2_00001_0100_027_1_20kbp_output_alignment.fa"
"1028",1028,28,100,1,1,"expA2_00001_0100_028_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_028_1_20kbp/expA2_00001_0100_028_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_028_1_20kbp/expA2_00001_0100_028_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_028_1_20kbp/expA2_00001_0100_028_1_20kbp_output_alignment.fa"
"1029",1029,29,100,1,1,"expA2_00001_0100_029_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_029_1_20kbp/expA2_00001_0100_029_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_029_1_20kbp/expA2_00001_0100_029_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_029_1_20kbp/expA2_00001_0100_029_1_20kbp_output_alignment.fa"
"1030",1030,30,100,1,1,"expA2_00001_0100_030_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_030_1_20kbp/expA2_00001_0100_030_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_030_1_20kbp/expA2_00001_0100_030_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_030_1_20kbp/expA2_00001_0100_030_1_20kbp_output_alignment.fa"
"1031",1031,31,100,1,1,"expA2_00001_0100_031_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_031_1_20kbp/expA2_00001_0100_031_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_031_1_20kbp/expA2_00001_0100_031_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_031_1_20kbp/expA2_00001_0100_031_1_20kbp_output_alignment.fa"
"1032",1032,32,100,1,1,"expA2_00001_0100_032_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_032_1_20kbp/expA2_00001_0100_032_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_032_1_20kbp/expA2_00001_0100_032_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_032_1_20kbp/expA2_00001_0100_032_1_20kbp_output_alignment.fa"
