"row_id","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file","identical_sequences_present","number_unique_taxa","NetworkTreelikenessTest","network_num_splits","network_num_trivial_splits","network_num_nontrivial_splits","confidence_network_num_splits","confidence_network_num_trivial_splits","confidence_network_num_nontrivial_splits","tree_num_splits","tree_num_trivial_splits","tree_num_nontrivial_splits","al_raw_pairwise_distance_min","al_raw_pairwise_distance_1st_qu","al_raw_pairwise_distance_median","al_raw_pairwise_distance_mean","al_raw_pairwise_distance_3rd_qu","al_raw_pairwise_distance_max","al_raw_pairwise_distance_sd","al_jc_pairwise_distance_min","al_jc_pairwise_distance_1st_qu","al_jc_pairwise_distance_median","al_jc_pairwise_distance_mean","al_jc_pairwise_distance_3rd_qu","al_jc_pairwise_distance_max","al_jc_pairwise_distance_sd","tree_1_mean_nearest_taxon_distance","tree_1_mean_pairwise_distance","tree_1_mean_branch_length","tree_1_var_branch_length","tree_1_mean_branch_length_external","tree_1_var_branch_length_external","tree_1_mean_branch_length_internal","tree_1_var_branch_length_internal","tree_1_average_vertex_depth","tree_1_max_width","tree_1_max_depth","tree_1_max_ladder","tree_1_max_branching_time","tree_1_crown_age","tree_1_tree_height","tree_1_treeness","tree_2_mean_nearest_taxon_distance","tree_2_mean_pairwise_distance","tree_2_mean_branch_length","tree_2_var_branch_length","tree_2_mean_branch_length_external","tree_2_var_branch_length_external","tree_2_mean_branch_length_internal","tree_2_var_branch_length_internal","tree_2_average_vertex_depth","tree_2_max_width","tree_2_max_depth","tree_2_max_ladder","tree_2_max_branching_time","tree_2_crown_age","tree_2_tree_height","tree_2_treeness","tree_3_mean_nearest_taxon_distance","tree_3_mean_pairwise_distance","tree_3_mean_branch_length","tree_3_var_branch_length","tree_3_mean_branch_length_external","tree_3_var_branch_length_external","tree_3_mean_branch_length_internal","tree_3_var_branch_length_internal","tree_3_average_vertex_depth","tree_3_max_width","tree_3_max_depth","tree_3_max_ladder","tree_3_max_branching_time","tree_3_crown_age","tree_3_tree_height","tree_3_treeness","tree_4_mean_nearest_taxon_distance","tree_4_mean_pairwise_distance","tree_4_mean_branch_length","tree_4_var_branch_length","tree_4_mean_branch_length_external","tree_4_var_branch_length_external","tree_4_mean_branch_length_internal","tree_4_var_branch_length_internal","tree_4_average_vertex_depth","tree_4_max_width","tree_4_max_depth","tree_4_max_ladder","tree_4_max_branching_time","tree_4_crown_age","tree_4_tree_height","tree_4_treeness","tree_5_mean_nearest_taxon_distance","tree_5_mean_pairwise_distance","tree_5_mean_branch_length","tree_5_var_branch_length","tree_5_mean_branch_length_external","tree_5_var_branch_length_external","tree_5_mean_branch_length_internal","tree_5_var_branch_length_internal","tree_5_average_vertex_depth","tree_5_max_width","tree_5_max_depth","tree_5_max_ladder","tree_5_max_branching_time","tree_5_crown_age","tree_5_tree_height","tree_5_treeness","tree_6_mean_nearest_taxon_distance","tree_6_mean_pairwise_distance","tree_6_mean_branch_length","tree_6_var_branch_length","tree_6_mean_branch_length_external","tree_6_var_branch_length_external","tree_6_mean_branch_length_internal","tree_6_var_branch_length_internal","tree_6_average_vertex_depth","tree_6_max_width","tree_6_max_depth","tree_6_max_ladder","tree_6_max_branching_time","tree_6_crown_age","tree_6_tree_height","tree_6_treeness","tree_7_mean_nearest_taxon_distance","tree_7_mean_pairwise_distance","tree_7_mean_branch_length","tree_7_var_branch_length","tree_7_mean_branch_length_external","tree_7_var_branch_length_external","tree_7_mean_branch_length_internal","tree_7_var_branch_length_internal","tree_7_average_vertex_depth","tree_7_max_width","tree_7_max_depth","tree_7_max_ladder","tree_7_max_branching_time","tree_7_crown_age","tree_7_tree_height","tree_7_treeness","tree_8_mean_nearest_taxon_distance","tree_8_mean_pairwise_distance","tree_8_mean_branch_length","tree_8_var_branch_length","tree_8_mean_branch_length_external","tree_8_var_branch_length_external","tree_8_mean_branch_length_internal","tree_8_var_branch_length_internal","tree_8_average_vertex_depth","tree_8_max_width","tree_8_max_depth","tree_8_max_ladder","tree_8_max_branching_time","tree_8_crown_age","tree_8_tree_height","tree_8_treeness","tree_9_mean_nearest_taxon_distance","tree_9_mean_pairwise_distance","tree_9_mean_branch_length","tree_9_var_branch_length","tree_9_mean_branch_length_external","tree_9_var_branch_length_external","tree_9_mean_branch_length_internal","tree_9_var_branch_length_internal","tree_9_average_vertex_depth","tree_9_max_width","tree_9_max_depth","tree_9_max_ladder","tree_9_max_branching_time","tree_9_crown_age","tree_9_tree_height","tree_9_treeness","tree_10_mean_nearest_taxon_distance","tree_10_mean_pairwise_distance","tree_10_mean_branch_length","tree_10_var_branch_length","tree_10_mean_branch_length_external","tree_10_var_branch_length_external","tree_10_mean_branch_length_internal","tree_10_var_branch_length_internal","tree_10_average_vertex_depth","tree_10_max_width","tree_10_max_depth","tree_10_max_ladder","tree_10_max_branching_time","tree_10_crown_age","tree_10_tree_height","tree_10_treeness","num_sites","number_constant_sites","number_invariant_sites","number_parsimony_informative_sites","number_distinct_site_patterns","percent_invariant_sites","percent_parsimony_informative_sites","iqtree_tree_mean_nearest_taxon_distance","iqtree_tree_mean_pairwise_distance","iqtree_tree_mean_branch_length","iqtree_tree_var_branch_length","iqtree_tree_mean_branch_length_external","iqtree_tree_var_branch_length_external","iqtree_tree_mean_branch_length_internal","iqtree_tree_var_branch_length_internal","iqtree_tree_average_vertex_depth","iqtree_tree_max_width","iqtree_tree_max_depth","iqtree_tree_max_ladder","iqtree_tree_max_branching_time","iqtree_tree_crown_age","iqtree_tree_tree_height","iqtree_tree_treeness"
1033,33,100,1,1,"expA2_00001_0100_033_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_033_1_20kbp/expA2_00001_0100_033_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_033_1_20kbp/expA2_00001_0100_033_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_033_1_20kbp/expA2_00001_0100_033_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",6503,100,6403,165,100,65,197,100,97,0.0895,0.7467125,0.74925,0.745293393939394,0.7516,0.76065,0.0257817427855288,0.095307061925982,3.73763665169329,4.2063542211389,Inf,4.79769724141214,Inf,NA,1.20484113078209,7.58597074996439,0.533397110723379,0.102455660706058,0.5385878028543,0.0983644487510023,0.52810048609999,0.107631351438033,8.28140703517588,28,16,4,3.3670564183,11.1580653128,11.1580653128,0.490034654524641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,0,0,20000,20000,0,100,1.202726492302,8.76757471239184,0.556145310510152,0.207619472064959,0.535683905013,0.102911728938629,0.577239542981443,0.316876319623865,8.97979797979798,26,21,4,5.514546456,17.2479687785,17.2479687785,0.511061661714711
2033,33,100,1,1,"expA2_00001_0100_033_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_033_1_30kbp/expA2_00001_0100_033_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_033_1_30kbp/expA2_00001_0100_033_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_033_1_30kbp/expA2_00001_0100_033_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",1601,100,1501,227,100,127,197,100,97,0.0772,0.693275,0.727266666666667,0.699512653198653,0.742425,0.7545,0.0773740717293978,0.0814688234037134,1.91585333488043,2.5856928159239,Inf,3.37786326879585,Inf,NA,0.42068699672361,2.66803594854078,0.190758968798899,0.0130197925560812,0.20106617265318,0.0128058591431722,0.180241413845551,0.0131510780922609,8.07035175879397,26,17,4,2.082640748019,3.528372836741,3.528372836741,0.46766030092082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,0,0,30000,30000,0,100,0.420632968584,2.67165007105174,0.191547240791878,0.0142229211955406,0.200964873874,0.0127844199964258,0.181838340707216,0.0156668990367711,10.4141414141414,20,20,4,2.7401685101,4.2055825198,4.2055825198,0.467428369574796
34,34,100,1,1,"expA2_00001_0100_034_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_034_1_10kbp/expA2_00001_0100_034_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_034_1_10kbp/expA2_00001_0100_034_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_034_1_10kbp/expA2_00001_0100_034_1_10kbp_output_alignment.fa",FALSE,100,"Non-treelike",3861,100,3761,205,100,105,197,100,97,0.1573,0.7362,0.7448,0.731875919191919,0.7491,0.7648,0.0476106897158693,0.176538628302423,2.75278865360833,3.47414914378201,Inf,4.02548267852625,Inf,NA,0.6781043823162,4.03927536777412,0.312048180157071,0.0331023064067429,0.3141212236785,0.0303425482086872,0.309932829625,0.03625127646549,6.94472361809045,38,12,2,1.26689889127,3.97939189326,3.97939189326,0.491594270519208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,0,0,10000,10000,0,100,0.67965963279,3.97680036121024,0.31268672752335,0.0356577398160358,0.316136440834,0.0304636144117881,0.309130322048454,0.0413604402818015,10.1212121212121,38,16,2,3.1300324416,5.5753031056,5.5753031056,0.486785537882564
1034,34,100,1,1,"expA2_00001_0100_034_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_034_1_20kbp/expA2_00001_0100_034_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_034_1_20kbp/expA2_00001_0100_034_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_034_1_20kbp/expA2_00001_0100_034_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",4028,100,3928,179,100,79,197,100,97,0.0719,0.7245,0.73975,0.722823454545454,0.74585,0.7585,0.0527093721753511,0.0755838276304198,2.49456743188151,3.13004082717192,Inf,3.72856093570723,Inf,NA,0.64443092293113,3.24848550453979,0.278804319660101,0.0276022187875897,0.29533564116132,0.0258049343448854,0.261935624250694,0.0291518964870302,7.00502512562814,34,12,3,1.8140114128,3.459786074891,3.459786074891,0.465003214764448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,0,0,20000,20000,0,100,0.645861126414,3.22442884773337,0.28057536355736,0.0278051590967318,0.296112475221,0.0258214745820423,0.26455772266701,0.0296297732077319,8.06060606060606,30,15,3,3.3626751414,4.0464144672,4.0464144672,0.464276195808326
2034,34,100,1,1,"expA2_00001_0100_034_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_034_1_30kbp/expA2_00001_0100_034_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_034_1_30kbp/expA2_00001_0100_034_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_034_1_30kbp/expA2_00001_0100_034_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",5504,100,5404,179,100,79,197,100,97,0.201933333333333,0.746475,0.748833333333333,0.743144053872054,0.750866666666667,0.759266666666667,0.0299753450397251,0.235257204360325,3.72856093570723,4.2580988747541,Inf,4.80776450666121,Inf,NA,1.05243125272658,5.96684815318725,0.481482419687141,0.0842569062399512,0.49412646738618,0.0827947460657438,0.468580330198327,0.08628484547473,8.93467336683417,24,15,3,1.0000000001,7.79317589631,7.79317589631,0.481686533696555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,0,0,30000,30000,0,100,1.05457454308,6.01701731772802,0.486485890496954,0.0878080025345429,0.494746324235,0.0833506187817506,0.477969979426804,0.0931749921761628,9.78787878787879,22,17,3,4.383333213,8.79935397,8.79935397,0.483766598343494
35,35,100,1,1,"expA2_00001_0100_035_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_035_1_10kbp/expA2_00001_0100_035_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_035_1_10kbp/expA2_00001_0100_035_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_035_1_10kbp/expA2_00001_0100_035_1_10kbp_output_alignment.fa",FALSE,100,"Non-treelike",4170,100,4070,184,100,84,197,100,97,0.0783,0.7243,0.7393,0.722201494949495,0.7457,0.763,0.0555299857266182,0.082696045693153,2.44738206282359,3.08285545811399,Inf,3.63384064171401,Inf,NA,0.57527761647247,3.11595249010072,0.259957570988394,0.0213309959900702,0.25980473910703,0.0216973447938795,0.260113521887745,0.0211769521264375,7.0251256281407,38,12,3,2.07468694812,3.13690079668,3.13690079668,0.495246419630616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,0,0,10000,10000,0,100,0.574473008049,3.13411418631275,0.261625909964975,0.0229430043943739,0.258976458629,0.0219494722241762,0.264357303094845,0.0241917237765415,8.17171717171717,38,13,3,2.8961014295,4.0390807859,4.0390807859,0.497526329478011
1035,35,100,1,1,"expA2_00001_0100_035_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_035_1_20kbp/expA2_00001_0100_035_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_035_1_20kbp/expA2_00001_0100_035_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_035_1_20kbp/expA2_00001_0100_035_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",2176,100,2076,240,100,140,197,100,97,0.06735,0.6988625,0.7271,0.702172414141414,0.73965,0.75505,0.0723341403858292,0.0705681925496966,2.00596156876198,2.59810331138187,Inf,3.18387558896751,Inf,NA,0.40147179233079,2.6044915704227,0.192260816841611,0.0124942748369006,0.18621247820713,0.0120107403560303,0.198432590958429,0.0130403887589205,7.31658291457286,28,14,3,1,3.3388117141,3.3388117141,0.510837893491865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,0,0,20000,20000,0,100,0.402044611034,2.61363727421774,0.19353874875736,0.0126848400155493,0.186272213105,0.0119558979649369,0.201030022625773,0.0134569888501621,9.95959595959596,34,17,3,2.3721832174,4.1035816025,4.1035816025,0.511444485907667
2035,35,100,1,1,"expA2_00001_0100_035_1_30kbp","JC",NA,30000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_035_1_30kbp/expA2_00001_0100_035_1_30kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_035_1_30kbp/expA2_00001_0100_035_1_30kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_035_1_30kbp/expA2_00001_0100_035_1_30kbp_output_alignment.fa",FALSE,100,"Non-treelike",1990,100,1890,237,100,137,197,100,97,0.0672666666666667,0.704041666666667,0.730666666666667,0.705355636363636,0.7409,0.753866666666667,0.0707449107680571,0.0704766431678465,2.07970829135444,2.73086103846956,2.68381730611137,3.2845226379408,7.51595294114509,NA,0.453106618316972,2.6712163061495,0.199851144158122,0.0139396174785739,0.213508740067571,0.0142470212959169,0.185914821801542,0.0133810605820589,7.34673366834171,38,15,4,1,3.10166830345,3.10166830345,0.460434927915616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,0,0,30000,30000,0,100,0.454090760604,2.61335784864958,0.201078285956853,0.0146338823274401,0.213859267018,0.0143291511440405,0.187902016821649,0.0147549902146078,8.15151515151515,26,17,4,1.4617370118,3.3636490282,3.3636490282,0.460120703506838
36,36,100,1,1,"expA2_00001_0100_036_1_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_036_1_10kbp/expA2_00001_0100_036_1_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_036_1_10kbp/expA2_00001_0100_036_1_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_036_1_10kbp/expA2_00001_0100_036_1_10kbp_output_alignment.fa",FALSE,100,"Non-treelike",2634,100,2534,206,100,106,197,100,97,0.044,0.705325,0.73205,0.709615414141414,0.7422,0.7617,0.0645241175733236,0.0453434767778355,2.07744420361522,2.73340773022042,Inf,3.30065229185652,Inf,NA,0.506913623495684,2.82737253780943,0.224750944858935,0.0163587884448344,0.2367198790952,0.0153771796175532,0.212537746658665,0.0172308980021862,8.49246231155779,24,15,3,1.00000000004,4.40292374637,4.40292374637,0.468053428796199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,0,0,10000,10000,0,100,0.509584952642,2.83927918555863,0.226623289015228,0.016994745862609,0.236939027243,0.0154947000751251,0.215988507337113,0.0184935716013073,11.2727272727273,24,18,3,2.0682221369,5.110279279,5.110279279,0.469279532511923
1036,36,100,1,1,"expA2_00001_0100_036_1_20kbp","JC",NA,20000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_036_1_20kbp/expA2_00001_0100_036_1_20kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_036_1_20kbp/expA2_00001_0100_036_1_20kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A2/expA2_00001_0100_036_1_20kbp/expA2_00001_0100_036_1_20kbp_output_alignment.fa",FALSE,100,"Non-treelike",2104,100,2004,244,100,144,197,100,97,0.0427,0.677625,0.71675,0.688294595959596,0.73405,0.75535,0.0807499016537025,0.0439637268663089,1.74515833917232,2.32804511282972,Inf,2.86253461921787,Inf,NA,0.357309089131751,2.33071972751052,0.166101200513351,0.00761421697066153,0.164403183119028,0.00791919344524323,0.167833871323884,0.00737544386924338,7.16582914572864,28,14,5,1.2332583604,2.59066671436,2.59066671436,0.500112519298125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,0,0,20000,20000,0,100,0.356797229775,2.31892920127685,0.166623713873096,0.0078916472195914,0.164477727933,0.00793892982480741,0.168836070512371,0.00791534904368995,8.83838383838384,34,15,5,2.2312728876,3.30044865,3.30044865,0.498923469459528
