"","row_id","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file"
"434",434,34,50,1,0.01,"expA1_00001_0050_034_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_034_0.01_10kbp/expA1_00001_0050_034_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_034_0.01_10kbp/expA1_00001_0050_034_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_034_0.01_10kbp/expA1_00001_0050_034_0.01_10kbp_output_alignment.fa"
"435",435,35,50,1,0.01,"expA1_00001_0050_035_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_035_0.01_10kbp/expA1_00001_0050_035_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_035_0.01_10kbp/expA1_00001_0050_035_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_035_0.01_10kbp/expA1_00001_0050_035_0.01_10kbp_output_alignment.fa"
"436",436,36,50,1,0.01,"expA1_00001_0050_036_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_036_0.01_10kbp/expA1_00001_0050_036_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_036_0.01_10kbp/expA1_00001_0050_036_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_036_0.01_10kbp/expA1_00001_0050_036_0.01_10kbp_output_alignment.fa"
"437",437,37,50,1,0.01,"expA1_00001_0050_037_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_037_0.01_10kbp/expA1_00001_0050_037_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_037_0.01_10kbp/expA1_00001_0050_037_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_037_0.01_10kbp/expA1_00001_0050_037_0.01_10kbp_output_alignment.fa"
"438",438,38,50,1,0.01,"expA1_00001_0050_038_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_038_0.01_10kbp/expA1_00001_0050_038_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_038_0.01_10kbp/expA1_00001_0050_038_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_038_0.01_10kbp/expA1_00001_0050_038_0.01_10kbp_output_alignment.fa"
"439",439,39,50,1,0.01,"expA1_00001_0050_039_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_039_0.01_10kbp/expA1_00001_0050_039_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_039_0.01_10kbp/expA1_00001_0050_039_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_039_0.01_10kbp/expA1_00001_0050_039_0.01_10kbp_output_alignment.fa"
"440",440,40,50,1,0.01,"expA1_00001_0050_040_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_040_0.01_10kbp/expA1_00001_0050_040_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_040_0.01_10kbp/expA1_00001_0050_040_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_040_0.01_10kbp/expA1_00001_0050_040_0.01_10kbp_output_alignment.fa"
"441",441,41,50,1,0.01,"expA1_00001_0050_041_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_041_0.01_10kbp/expA1_00001_0050_041_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_041_0.01_10kbp/expA1_00001_0050_041_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_041_0.01_10kbp/expA1_00001_0050_041_0.01_10kbp_output_alignment.fa"
"442",442,42,50,1,0.01,"expA1_00001_0050_042_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_042_0.01_10kbp/expA1_00001_0050_042_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_042_0.01_10kbp/expA1_00001_0050_042_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_042_0.01_10kbp/expA1_00001_0050_042_0.01_10kbp_output_alignment.fa"
"443",443,43,50,1,0.01,"expA1_00001_0050_043_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_043_0.01_10kbp/expA1_00001_0050_043_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_043_0.01_10kbp/expA1_00001_0050_043_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_043_0.01_10kbp/expA1_00001_0050_043_0.01_10kbp_output_alignment.fa"
"444",444,44,50,1,0.01,"expA1_00001_0050_044_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_044_0.01_10kbp/expA1_00001_0050_044_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_044_0.01_10kbp/expA1_00001_0050_044_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_044_0.01_10kbp/expA1_00001_0050_044_0.01_10kbp_output_alignment.fa"
"445",445,45,50,1,0.01,"expA1_00001_0050_045_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_045_0.01_10kbp/expA1_00001_0050_045_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_045_0.01_10kbp/expA1_00001_0050_045_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_045_0.01_10kbp/expA1_00001_0050_045_0.01_10kbp_output_alignment.fa"
"446",446,46,50,1,0.01,"expA1_00001_0050_046_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_046_0.01_10kbp/expA1_00001_0050_046_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_046_0.01_10kbp/expA1_00001_0050_046_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_046_0.01_10kbp/expA1_00001_0050_046_0.01_10kbp_output_alignment.fa"
"447",447,47,50,1,0.01,"expA1_00001_0050_047_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_047_0.01_10kbp/expA1_00001_0050_047_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_047_0.01_10kbp/expA1_00001_0050_047_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_047_0.01_10kbp/expA1_00001_0050_047_0.01_10kbp_output_alignment.fa"
"448",448,48,50,1,0.01,"expA1_00001_0050_048_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_048_0.01_10kbp/expA1_00001_0050_048_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_048_0.01_10kbp/expA1_00001_0050_048_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_048_0.01_10kbp/expA1_00001_0050_048_0.01_10kbp_output_alignment.fa"
"449",449,49,50,1,0.01,"expA1_00001_0050_049_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_049_0.01_10kbp/expA1_00001_0050_049_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_049_0.01_10kbp/expA1_00001_0050_049_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_049_0.01_10kbp/expA1_00001_0050_049_0.01_10kbp_output_alignment.fa"
"450",450,50,50,1,0.01,"expA1_00001_0050_050_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_050_0.01_10kbp/expA1_00001_0050_050_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_050_0.01_10kbp/expA1_00001_0050_050_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_050_0.01_10kbp/expA1_00001_0050_050_0.01_10kbp_output_alignment.fa"
"451",451,51,50,1,0.01,"expA1_00001_0050_051_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_051_0.01_10kbp/expA1_00001_0050_051_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_051_0.01_10kbp/expA1_00001_0050_051_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_051_0.01_10kbp/expA1_00001_0050_051_0.01_10kbp_output_alignment.fa"
"452",452,52,50,1,0.01,"expA1_00001_0050_052_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_052_0.01_10kbp/expA1_00001_0050_052_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_052_0.01_10kbp/expA1_00001_0050_052_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_052_0.01_10kbp/expA1_00001_0050_052_0.01_10kbp_output_alignment.fa"
"453",453,53,50,1,0.01,"expA1_00001_0050_053_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_053_0.01_10kbp/expA1_00001_0050_053_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_053_0.01_10kbp/expA1_00001_0050_053_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_053_0.01_10kbp/expA1_00001_0050_053_0.01_10kbp_output_alignment.fa"
"454",454,54,50,1,0.01,"expA1_00001_0050_054_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_054_0.01_10kbp/expA1_00001_0050_054_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_054_0.01_10kbp/expA1_00001_0050_054_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_054_0.01_10kbp/expA1_00001_0050_054_0.01_10kbp_output_alignment.fa"
"455",455,55,50,1,0.01,"expA1_00001_0050_055_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_055_0.01_10kbp/expA1_00001_0050_055_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_055_0.01_10kbp/expA1_00001_0050_055_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_055_0.01_10kbp/expA1_00001_0050_055_0.01_10kbp_output_alignment.fa"
"456",456,56,50,1,0.01,"expA1_00001_0050_056_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_056_0.01_10kbp/expA1_00001_0050_056_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_056_0.01_10kbp/expA1_00001_0050_056_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_056_0.01_10kbp/expA1_00001_0050_056_0.01_10kbp_output_alignment.fa"
"457",457,57,50,1,0.01,"expA1_00001_0050_057_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_057_0.01_10kbp/expA1_00001_0050_057_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_057_0.01_10kbp/expA1_00001_0050_057_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_057_0.01_10kbp/expA1_00001_0050_057_0.01_10kbp_output_alignment.fa"
"458",458,58,50,1,0.01,"expA1_00001_0050_058_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_058_0.01_10kbp/expA1_00001_0050_058_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_058_0.01_10kbp/expA1_00001_0050_058_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_058_0.01_10kbp/expA1_00001_0050_058_0.01_10kbp_output_alignment.fa"
"459",459,59,50,1,0.01,"expA1_00001_0050_059_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_059_0.01_10kbp/expA1_00001_0050_059_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_059_0.01_10kbp/expA1_00001_0050_059_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_059_0.01_10kbp/expA1_00001_0050_059_0.01_10kbp_output_alignment.fa"
"460",460,60,50,1,0.01,"expA1_00001_0050_060_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_060_0.01_10kbp/expA1_00001_0050_060_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_060_0.01_10kbp/expA1_00001_0050_060_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_060_0.01_10kbp/expA1_00001_0050_060_0.01_10kbp_output_alignment.fa"
"461",461,61,50,1,0.01,"expA1_00001_0050_061_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_061_0.01_10kbp/expA1_00001_0050_061_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_061_0.01_10kbp/expA1_00001_0050_061_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_061_0.01_10kbp/expA1_00001_0050_061_0.01_10kbp_output_alignment.fa"
"462",462,62,50,1,0.01,"expA1_00001_0050_062_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_062_0.01_10kbp/expA1_00001_0050_062_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_062_0.01_10kbp/expA1_00001_0050_062_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_062_0.01_10kbp/expA1_00001_0050_062_0.01_10kbp_output_alignment.fa"
"463",463,63,50,1,0.01,"expA1_00001_0050_063_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_063_0.01_10kbp/expA1_00001_0050_063_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_063_0.01_10kbp/expA1_00001_0050_063_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_063_0.01_10kbp/expA1_00001_0050_063_0.01_10kbp_output_alignment.fa"
"464",464,64,50,1,0.01,"expA1_00001_0050_064_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_064_0.01_10kbp/expA1_00001_0050_064_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_064_0.01_10kbp/expA1_00001_0050_064_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_064_0.01_10kbp/expA1_00001_0050_064_0.01_10kbp_output_alignment.fa"
"465",465,65,50,1,0.01,"expA1_00001_0050_065_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_065_0.01_10kbp/expA1_00001_0050_065_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_065_0.01_10kbp/expA1_00001_0050_065_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_065_0.01_10kbp/expA1_00001_0050_065_0.01_10kbp_output_alignment.fa"
"466",466,66,50,1,0.01,"expA1_00001_0050_066_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_066_0.01_10kbp/expA1_00001_0050_066_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_066_0.01_10kbp/expA1_00001_0050_066_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_066_0.01_10kbp/expA1_00001_0050_066_0.01_10kbp_output_alignment.fa"
"467",467,67,50,1,0.01,"expA1_00001_0050_067_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_067_0.01_10kbp/expA1_00001_0050_067_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_067_0.01_10kbp/expA1_00001_0050_067_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_067_0.01_10kbp/expA1_00001_0050_067_0.01_10kbp_output_alignment.fa"
"468",468,68,50,1,0.01,"expA1_00001_0050_068_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_068_0.01_10kbp/expA1_00001_0050_068_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_068_0.01_10kbp/expA1_00001_0050_068_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_068_0.01_10kbp/expA1_00001_0050_068_0.01_10kbp_output_alignment.fa"
"469",469,69,50,1,0.01,"expA1_00001_0050_069_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_069_0.01_10kbp/expA1_00001_0050_069_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_069_0.01_10kbp/expA1_00001_0050_069_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_069_0.01_10kbp/expA1_00001_0050_069_0.01_10kbp_output_alignment.fa"
"470",470,70,50,1,0.01,"expA1_00001_0050_070_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_070_0.01_10kbp/expA1_00001_0050_070_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_070_0.01_10kbp/expA1_00001_0050_070_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_070_0.01_10kbp/expA1_00001_0050_070_0.01_10kbp_output_alignment.fa"
"471",471,71,50,1,0.01,"expA1_00001_0050_071_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_071_0.01_10kbp/expA1_00001_0050_071_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_071_0.01_10kbp/expA1_00001_0050_071_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_071_0.01_10kbp/expA1_00001_0050_071_0.01_10kbp_output_alignment.fa"
"472",472,72,50,1,0.01,"expA1_00001_0050_072_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_072_0.01_10kbp/expA1_00001_0050_072_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_072_0.01_10kbp/expA1_00001_0050_072_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_072_0.01_10kbp/expA1_00001_0050_072_0.01_10kbp_output_alignment.fa"
"473",473,73,50,1,0.01,"expA1_00001_0050_073_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_073_0.01_10kbp/expA1_00001_0050_073_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_073_0.01_10kbp/expA1_00001_0050_073_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_073_0.01_10kbp/expA1_00001_0050_073_0.01_10kbp_output_alignment.fa"
"474",474,74,50,1,0.01,"expA1_00001_0050_074_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_074_0.01_10kbp/expA1_00001_0050_074_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_074_0.01_10kbp/expA1_00001_0050_074_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_074_0.01_10kbp/expA1_00001_0050_074_0.01_10kbp_output_alignment.fa"
"475",475,75,50,1,0.01,"expA1_00001_0050_075_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_075_0.01_10kbp/expA1_00001_0050_075_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_075_0.01_10kbp/expA1_00001_0050_075_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_075_0.01_10kbp/expA1_00001_0050_075_0.01_10kbp_output_alignment.fa"
"476",476,76,50,1,0.01,"expA1_00001_0050_076_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_076_0.01_10kbp/expA1_00001_0050_076_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_076_0.01_10kbp/expA1_00001_0050_076_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0050_076_0.01_10kbp/expA1_00001_0050_076_0.01_10kbp_output_alignment.fa"
