"","row_id","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file"
"13",13,13,10,1,0.01,"expA1_00001_0010_013_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_013_0.01_10kbp/expA1_00001_0010_013_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_013_0.01_10kbp/expA1_00001_0010_013_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_013_0.01_10kbp/expA1_00001_0010_013_0.01_10kbp_output_alignment.fa"
"14",14,14,10,1,0.01,"expA1_00001_0010_014_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_014_0.01_10kbp/expA1_00001_0010_014_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_014_0.01_10kbp/expA1_00001_0010_014_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_014_0.01_10kbp/expA1_00001_0010_014_0.01_10kbp_output_alignment.fa"
"15",15,15,10,1,0.01,"expA1_00001_0010_015_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_015_0.01_10kbp/expA1_00001_0010_015_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_015_0.01_10kbp/expA1_00001_0010_015_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_015_0.01_10kbp/expA1_00001_0010_015_0.01_10kbp_output_alignment.fa"
"16",16,16,10,1,0.01,"expA1_00001_0010_016_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_016_0.01_10kbp/expA1_00001_0010_016_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_016_0.01_10kbp/expA1_00001_0010_016_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_016_0.01_10kbp/expA1_00001_0010_016_0.01_10kbp_output_alignment.fa"
"17",17,17,10,1,0.01,"expA1_00001_0010_017_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_017_0.01_10kbp/expA1_00001_0010_017_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_017_0.01_10kbp/expA1_00001_0010_017_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_017_0.01_10kbp/expA1_00001_0010_017_0.01_10kbp_output_alignment.fa"
"18",18,18,10,1,0.01,"expA1_00001_0010_018_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_018_0.01_10kbp/expA1_00001_0010_018_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_018_0.01_10kbp/expA1_00001_0010_018_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_018_0.01_10kbp/expA1_00001_0010_018_0.01_10kbp_output_alignment.fa"
"19",19,19,10,1,0.01,"expA1_00001_0010_019_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_019_0.01_10kbp/expA1_00001_0010_019_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_019_0.01_10kbp/expA1_00001_0010_019_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_019_0.01_10kbp/expA1_00001_0010_019_0.01_10kbp_output_alignment.fa"
"20",20,20,10,1,0.01,"expA1_00001_0010_020_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_020_0.01_10kbp/expA1_00001_0010_020_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_020_0.01_10kbp/expA1_00001_0010_020_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_020_0.01_10kbp/expA1_00001_0010_020_0.01_10kbp_output_alignment.fa"
"21",21,21,10,1,0.01,"expA1_00001_0010_021_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_021_0.01_10kbp/expA1_00001_0010_021_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_021_0.01_10kbp/expA1_00001_0010_021_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_021_0.01_10kbp/expA1_00001_0010_021_0.01_10kbp_output_alignment.fa"
"22",22,22,10,1,0.01,"expA1_00001_0010_022_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_022_0.01_10kbp/expA1_00001_0010_022_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_022_0.01_10kbp/expA1_00001_0010_022_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_022_0.01_10kbp/expA1_00001_0010_022_0.01_10kbp_output_alignment.fa"
"23",23,23,10,1,0.01,"expA1_00001_0010_023_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_023_0.01_10kbp/expA1_00001_0010_023_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_023_0.01_10kbp/expA1_00001_0010_023_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_023_0.01_10kbp/expA1_00001_0010_023_0.01_10kbp_output_alignment.fa"
"24",24,24,10,1,0.01,"expA1_00001_0010_024_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_024_0.01_10kbp/expA1_00001_0010_024_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_024_0.01_10kbp/expA1_00001_0010_024_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_024_0.01_10kbp/expA1_00001_0010_024_0.01_10kbp_output_alignment.fa"
"25",25,25,10,1,0.01,"expA1_00001_0010_025_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_025_0.01_10kbp/expA1_00001_0010_025_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_025_0.01_10kbp/expA1_00001_0010_025_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_025_0.01_10kbp/expA1_00001_0010_025_0.01_10kbp_output_alignment.fa"
"26",26,26,10,1,0.01,"expA1_00001_0010_026_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_026_0.01_10kbp/expA1_00001_0010_026_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_026_0.01_10kbp/expA1_00001_0010_026_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_026_0.01_10kbp/expA1_00001_0010_026_0.01_10kbp_output_alignment.fa"
"27",27,27,10,1,0.01,"expA1_00001_0010_027_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_027_0.01_10kbp/expA1_00001_0010_027_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_027_0.01_10kbp/expA1_00001_0010_027_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_027_0.01_10kbp/expA1_00001_0010_027_0.01_10kbp_output_alignment.fa"
"28",28,28,10,1,0.01,"expA1_00001_0010_028_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_028_0.01_10kbp/expA1_00001_0010_028_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_028_0.01_10kbp/expA1_00001_0010_028_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_028_0.01_10kbp/expA1_00001_0010_028_0.01_10kbp_output_alignment.fa"
"29",29,29,10,1,0.01,"expA1_00001_0010_029_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_029_0.01_10kbp/expA1_00001_0010_029_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_029_0.01_10kbp/expA1_00001_0010_029_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_029_0.01_10kbp/expA1_00001_0010_029_0.01_10kbp_output_alignment.fa"
"30",30,30,10,1,0.01,"expA1_00001_0010_030_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_030_0.01_10kbp/expA1_00001_0010_030_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_030_0.01_10kbp/expA1_00001_0010_030_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_030_0.01_10kbp/expA1_00001_0010_030_0.01_10kbp_output_alignment.fa"
"31",31,31,10,1,0.01,"expA1_00001_0010_031_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_031_0.01_10kbp/expA1_00001_0010_031_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_031_0.01_10kbp/expA1_00001_0010_031_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_031_0.01_10kbp/expA1_00001_0010_031_0.01_10kbp_output_alignment.fa"
"32",32,32,10,1,0.01,"expA1_00001_0010_032_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_032_0.01_10kbp/expA1_00001_0010_032_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_032_0.01_10kbp/expA1_00001_0010_032_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_032_0.01_10kbp/expA1_00001_0010_032_0.01_10kbp_output_alignment.fa"
"33",33,33,10,1,0.01,"expA1_00001_0010_033_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_033_0.01_10kbp/expA1_00001_0010_033_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_033_0.01_10kbp/expA1_00001_0010_033_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_033_0.01_10kbp/expA1_00001_0010_033_0.01_10kbp_output_alignment.fa"
"34",34,34,10,1,0.01,"expA1_00001_0010_034_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_034_0.01_10kbp/expA1_00001_0010_034_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_034_0.01_10kbp/expA1_00001_0010_034_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_034_0.01_10kbp/expA1_00001_0010_034_0.01_10kbp_output_alignment.fa"
"35",35,35,10,1,0.01,"expA1_00001_0010_035_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_035_0.01_10kbp/expA1_00001_0010_035_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_035_0.01_10kbp/expA1_00001_0010_035_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_035_0.01_10kbp/expA1_00001_0010_035_0.01_10kbp_output_alignment.fa"
"36",36,36,10,1,0.01,"expA1_00001_0010_036_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_036_0.01_10kbp/expA1_00001_0010_036_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_036_0.01_10kbp/expA1_00001_0010_036_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_036_0.01_10kbp/expA1_00001_0010_036_0.01_10kbp_output_alignment.fa"
"37",37,37,10,1,0.01,"expA1_00001_0010_037_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_037_0.01_10kbp/expA1_00001_0010_037_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_037_0.01_10kbp/expA1_00001_0010_037_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_037_0.01_10kbp/expA1_00001_0010_037_0.01_10kbp_output_alignment.fa"
"38",38,38,10,1,0.01,"expA1_00001_0010_038_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_038_0.01_10kbp/expA1_00001_0010_038_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_038_0.01_10kbp/expA1_00001_0010_038_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_038_0.01_10kbp/expA1_00001_0010_038_0.01_10kbp_output_alignment.fa"
"39",39,39,10,1,0.01,"expA1_00001_0010_039_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_039_0.01_10kbp/expA1_00001_0010_039_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_039_0.01_10kbp/expA1_00001_0010_039_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_039_0.01_10kbp/expA1_00001_0010_039_0.01_10kbp_output_alignment.fa"
"40",40,40,10,1,0.01,"expA1_00001_0010_040_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_040_0.01_10kbp/expA1_00001_0010_040_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_040_0.01_10kbp/expA1_00001_0010_040_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_040_0.01_10kbp/expA1_00001_0010_040_0.01_10kbp_output_alignment.fa"
"41",41,41,10,1,0.01,"expA1_00001_0010_041_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_041_0.01_10kbp/expA1_00001_0010_041_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_041_0.01_10kbp/expA1_00001_0010_041_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_041_0.01_10kbp/expA1_00001_0010_041_0.01_10kbp_output_alignment.fa"
"42",42,42,10,1,0.01,"expA1_00001_0010_042_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_042_0.01_10kbp/expA1_00001_0010_042_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_042_0.01_10kbp/expA1_00001_0010_042_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_042_0.01_10kbp/expA1_00001_0010_042_0.01_10kbp_output_alignment.fa"
"43",43,43,10,1,0.01,"expA1_00001_0010_043_0.01_10kbp","JC",NA,10000,"DNA","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_043_0.01_10kbp/expA1_00001_0010_043_0.01_10kbp_random_trees.phy","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_043_0.01_10kbp/expA1_00001_0010_043_0.01_10kbp_partitions.nex","/mnt/data/dayhoff/home/u5348329/treelikeness_supp/suppA/exp_A1/expA1_00001_0010_043_0.01_10kbp/expA1_00001_0010_043_0.01_10kbp_output_alignment.fa"
